Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity
58,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Multiply binary classification with severity classification
59,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Filtering image collection by date and bounds
60,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Masking clouds and shadows
61,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Calculating NDVI
62,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Creating image composites
63,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Charting NDVI time series
64,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Creating GIF animation
65,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Calculating image differences
66,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Calculating standard anomalies
67,script_120271.txt,COPERNICUS/S2_SR,ActOn,Filtering image collection by date and cloud coverage
68,script_120271.txt,COPERNICUS/S2_SR,ActOn,Calculating NDVI band
69,script_120271.txt,COPERNICUS/S2_SR,ActOn,Applying median reduction to image collection
70,script_120271.txt,COPERNICUS/S2_SR,ActOn,Clipping image to testing area
71,script_120271.txt,users/gena/packages:colorbrewer,ActOn,Generating gradient bar
72,script_120271.txt,users/gena/packages:palettes,ActOn,Generating gradient bar
73,script_120271.txt,users/gena/packages:style,ActOn,Generating gradient bar
74,script_120271.txt,users/gena/packages:utils,ActOn,Generating gradient bar
75,script_120271.txt,users/gena/packages:colorbrewer,ActOn,Creating frame
76,script_120271.txt,users/gena/packages:palettes,ActOn,Creating frame
77,script_120271.txt,users/gena/packages:style,ActOn,Creating frame
78,script_120271.txt,users/gena/packages:utils,ActOn,Creating frame
79,script_120271.txt,users/gena/packages:colorbrewer,ActOn,Drawing scale bar
80,script_120271.txt,users/gena/packages:palettes,ActOn,Drawing scale bar
81,script_120271.txt,users/gena/packages:style,ActOn,Drawing scale bar
82,script_120271.txt,users/gena/packages:utils,ActOn,Drawing scale bar
83,script_120557.txt,TIGER/2016/States,ActOn,Filtering image collection by region
84,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Masking cloudy pixels
85,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Computing QA bits
86,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Classifying land cover using decision tree
87,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Cloud masking for Landsat 5 images
88,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image collection filtering by date and cloud cover
89,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Percentile calculation for image collection
90,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image clipping to region of interest
91,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image visualization with multiple bands
92,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image export to Drive
93,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Cloud masking for Landsat 5 images
94,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image collection filtering by date and cloud cover
95,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Percentile calculation for image collection
96,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image clipping to region of interest
97,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image visualization with multiple bands
98,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image export to Drive
99,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Filtering image collection by cloud cover
100,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Applying cloud mask to images
101,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Calculating NDVI
102,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Classifying land cover based on NDVI
103,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Calculating area of classified regions
104,script_144864.txt,COPERNICUS/S2_SR,ActOn,Filtering image collection by cloud cover
105,script_144864.txt,COPERNICUS/S2_SR,ActOn,Applying cloud mask to images
106,script_144864.txt,COPERNICUS/S2_SR,ActOn,Calculating NDVI
107,script_144864.txt,COPERNICUS/S2_SR,ActOn,Classifying land cover based on NDVI
108,script_144864.txt,COPERNICUS/S2_SR,ActOn,Calculating area of classified regions
109,script_146128.txt,COPERNICUS/S2,ActOn,Filter image collection by date
110,script_146128.txt,COPERNICUS/S2,ActOn,Sort images by cloud cover
111,script_146128.txt,COPERNICUS/S2,ActOn,Filter images by region of interest
112,script_146128.txt,COPERNICUS/S2,ActOn,Merge feature collections
113,script_146128.txt,COPERNICUS/S2,ActOn,Create training data
114,script_146128.txt,COPERNICUS/S2,ActOn,Train classifier
115,script_146128.txt,COPERNICUS/S2,ActOn,Run classification
116,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Sample regions for training
117,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Sample regions for training
118,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Add random column to training dataset
119,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Add random column to training dataset
120,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Train random forest classifier
121,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Train random forest classifier
122,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Train CART classifier
123,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Train CART classifier
124,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Classify imagery
125,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Compute variable importance
126,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Display variable importance results
127,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Get confusion matrices
128,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Print validation accuracy
129,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Visualize results
130,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,ActOn,None
131,script_155017.txt,MODIS/006/MOD11A1,ActOn,Filtering image collection by bounds
132,script_155017.txt,MODIS/006/MOD11A1,ActOn,Filtering image collection by date
133,script_155017.txt,MODIS/006/MOD11A1,ActOn,Clipping images to region
134,script_155017.txt,MODIS/006/MOD11A1,ActOn,Scaling land surface temperature
135,script_155017.txt,MODIS/006/MOD11A1,ActOn,Reducing regions to mean
136,script_155017.txt,MODIS/006/MOD11A1,ActOn,Joining tables by label
137,script_155017.txt,MODIS/006/MOD11A1,ActOn,Formatting table for export
138,script_165234.txt,MODIS/006/MOD09GA,ActOn,Filtering image collection by year
139,script_165234.txt,MODIS/006/MOD09GA,ActOn,Cloud masking
140,script_165234.txt,MODIS/006/MOD09GA,ActOn,Scaling image values
141,script_165234.txt,MODIS/006/MOD09GA,ActOn,Calculating NDVI
142,script_165234.txt,MODIS/006/MOD09GA,ActOn,Adding date to image
143,script_165234.txt,MODIS/006/MOD09GA,ActOn,Adding month to image
144,script_165234.txt,MODIS/006/MOD09GA,ActOn,Adding day of year to image
145,script_165234.txt,MODIS/006/MOD09GA,ActOn,Quality mosaic
146,script_165234.txt,MODIS/006/MOD09GA,ActOn,Selecting greenest pixel
147,script_165234.txt,MODIS/006/MOD09GA,ActOn,Visualizing NDVI
148,script_165234.txt,MODIS/006/MOD09GA,ActOn,Visualizing greenest month
149,script_165234.txt,MODIS/006/MOD09GA,ActOn,Visualizing greenest day of year
150,script_173652.txt,users/jrmancerafGEE/POL_SUB_AE_1055,ActOn,Masking cloud shadows and clouds in Landsat 8 images
151,script_173652.txt,users/jrmancerafGEE/PTS_SUB_AE_1055,ActOn,Masking cloud shadows and clouds in Landsat 8 images
152,script_173652.txt,users/jrmancerafGEE/POL_SUB_AE_1055,ActOn,Filtering image collection by date
153,script_173652.txt,users/jrmancerafGEE/PTS_SUB_AE_1055,ActOn,Filtering image collection by date
154,script_173652.txt,users/jrmancerafGEE/POL_SUB_AE_1055,ActOn,Clipping images to area of interest
155,script_173652.txt,users/jrmancerafGEE/PTS_SUB_AE_1055,ActOn,Clipping images to area of interest
156,script_173652.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Running LandTrendr algorithm
157,script_173652.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Getting change map layers
158,script_173652.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Reducing regions to mean values
159,script_173652.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Exporting change data to Google Drive
160,script_174474.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Filtering image collection by cloud cover
161,script_174474.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Masking clouds and shadows
162,script_174474.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Calculating NDVI
163,script_174474.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Compositing images
164,script_174474.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Clipping images to geometry
165,script_174747.txt,users/juanjoseromeroacm21/MORELIA,ActOn,Filter feature collection by country name
166,script_174747.txt,users/juanjoseromeroacm21/MORELIA,ActOn,Export images to Drive
167,script_174747.txt,users/juanjoseromeroacm21/michoacan_state,ActOn,Filter feature collection by country name
168,script_174747.txt,USDOS/LSIB_SIMPLE/2017,ActOn,Import and filter image collection by date range
169,script_174747.txt,USDOS/LSIB_SIMPLE/2017,ActOn,Scale and convert image data to Celsius
170,script_174747.txt,USDOS/LSIB_SIMPLE/2017,ActOn,Calculate mean temperature
171,script_174747.txt,USDOS/LSIB_SIMPLE/2017,ActOn,Chart time series of LST
172,script_174747.txt,USDOS/LSIB_SIMPLE/2017,ActOn,Calculate Sen's slope for trend analysis
173,script_174747.txt,MODIS/MOD11A2,ActOn,Import and filter image collection by date range
174,script_174747.txt,MODIS/MOD11A2,ActOn,Scale and convert image data to Celsius
175,script_174747.txt,MODIS/MOD11A2,ActOn,Calculate mean temperature
176,script_174747.txt,MODIS/MOD11A2,ActOn,Chart time series of LST
177,script_174747.txt,MODIS/MOD11A2,ActOn,Calculate Sen's slope for trend analysis
178,script_179626.txt,users/KARTIKA_EAA/Semarang,ActOn,Cloud masking
179,script_179626.txt,users/KARTIKA_EAA/Semarang,ActOn,Image collection filtering
180,script_179626.txt,users/KARTIKA_EAA/Semarang,ActOn,Median image calculation
181,script_179626.txt,users/KARTIKA_EAA/Semarang,ActOn,NDVI calculation
182,script_179626.txt,users/KARTIKA_EAA/Semarang,ActOn,Thermal band selection
183,script_179626.txt,users/KARTIKA_EAA/Semarang,ActOn,Land Surface Temperature calculation
184,script_179626.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Cloud masking
185,script_179626.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Image collection filtering
186,script_179626.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Median image calculation
187,script_179626.txt,LANDSAT/LC08/C01/T1_SR,ActOn,NDVI calculation
188,script_179626.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Thermal band selection
189,script_179626.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Land Surface Temperature calculation
190,script_179626.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Image visualization
191,script_180257.txt,users/Katemiller125/Illilouette,ActOn,Filtering image collection by date
192,script_180257.txt,users/Katemiller125/Illilouette,ActOn,Image preprocessing
193,script_180257.txt,users/Katemiller125/Illilouette,ActOn,Image masking
194,script_180257.txt,LANDSAT/LE07/C02/T1_L2,ActOn,Painting feature collection onto an image
195,script_180257.txt,LANDSAT/LE07/C02/T1_L2,ActOn,Zonal statistics calculation
196,script_180257.txt,LANDSAT/LE07/C02/T1_L2,ActOn,Image renaming
197,script_180257.txt,LANDSAT/LE07/C01/T1_SR,ActOn,Buffering points
198,script_186294.txt,COPERNICUS/S2,ActOn,Filtering image collection by date and bounds
199,script_186294.txt,COPERNICUS/S2,ActOn,Applying NDVI function to image collection
200,script_186294.txt,COPERNICUS/S2,ActOn,Masking image with QA60 band
201,script_186294.txt,COPERNICUS/S2,ActOn,Clipping image to CaBasin bounds
202,script_186294.txt,ft:1XPgyHDQHN4d5IF4x8u5ZkJxkVQ_xKWFFuUTi9ofT,ActOn,Exporting image to Drive
203,script_186319.txt,LANDSAT/LC8_SR,ActOn,Image collection filtering
204,script_186319.txt,LANDSAT/LC8_L1T_TOA,ActOn,Image collection filtering
205,script_186319.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,Image collection filtering
206,script_186319.txt,LANDSAT/LE7_L1T_TOA,ActOn,Image collection filtering
207,script_186319.txt,LANDSAT/LC8_SR,ActOn,NDVI calculation
208,script_186319.txt,LANDSAT/LC8_L1T_TOA,ActOn,NDVI calculation
209,script_186319.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,NDVI calculation
210,script_186319.txt,LANDSAT/LE7_L1T_TOA,ActOn,NDVI calculation
211,script_186319.txt,LANDSAT/LC8_SR,ActOn,NBR calculation
212,script_186319.txt,LANDSAT/LC8_L1T_TOA,ActOn,NBR calculation
213,script_186319.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,NBR calculation
214,script_186319.txt,LANDSAT/LE7_L1T_TOA,ActOn,NBR calculation
215,script_186319.txt,COPERNICUS/S2,ActOn,Image mosaicking
216,script_186319.txt,COPERNICUS/S2,ActOn,Image exporting
217,script_186319.txt,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,ActOn,Feature collection creation
218,script_186319.txt,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,ActOn,Feature collection creation
219,script_186319.txt,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,ActOn,Image visualization
220,script_186319.txt,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,ActOn,Image visualization
221,script_186319.txt,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,ActOn,Image collection filtering
222,script_186319.txt,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,ActOn,Image collection filtering
223,script_186319.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,Image collection filtering
224,script_186319.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,Image collection filtering
225,script_186319.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Image collection filtering
226,script_186319.txt,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,ActOn,NDVI calculation
227,script_186319.txt,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,ActOn,NDVI calculation
228,script_186319.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,NDVI calculation
229,script_186319.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,NDVI calculation
230,script_186319.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,NDVI calculation
231,script_186319.txt,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,ActOn,NBR calculation
232,script_186319.txt,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,ActOn,NBR calculation
233,script_186319.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,NBR calculation
234,script_186319.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,NBR calculation
235,script_186319.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,NBR calculation
236,script_186319.txt,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,ActOn,Image mosaicking
237,script_186319.txt,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,ActOn,Image mosaicking
238,script_186319.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,Image mosaicking
239,script_186319.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,Image mosaicking
240,script_186319.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Image mosaicking
241,script_186319.txt,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,ActOn,Image exporting
242,script_186319.txt,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,ActOn,Image exporting
243,script_186319.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,Image exporting
244,script_186319.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,Image exporting
245,script_186319.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Image exporting
246,script_186319.txt,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,ActOn,Feature collection creation
247,script_186319.txt,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,ActOn,Feature collection creation
248,script_186319.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,Feature collection creation
249,script_186319.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,Feature collection creation
250,script_186319.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Feature collection creation
251,script_186319.txt,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,ActOn,Image visualization
252,script_186319.txt,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,ActOn,Image visualization
253,script_186319.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,Image visualization
254,script_186319.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,Image visualization
255,script_186319.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Image visualization
256,script_186320.txt,COPERNICUS/S2,ActOn,Filtering image collection by date and bounds
257,script_186320.txt,COPERNICUS/S2,ActOn,Calculating NDVI and NBR indices
258,script_186320.txt,COPERNICUS/S2,ActOn,Mosaicking images
259,script_186320.txt,COPERNICUS/S2,ActOn,Exporting image properties to CSV
260,script_186320.txt,COPERNICUS/S2,ActOn,Exporting mosaic to Drive
261,script_186320.txt,COPERNICUS/S2,ActOn,Exporting individual scenes to Drive
262,script_186320.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Filtering image collection by date and bounds
263,script_186320.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Calculating NDVI and NBR indices
264,script_186320.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Mosaicking images
265,script_186320.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Exporting image properties to CSV
266,script_186320.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Exporting mosaic to Drive
267,script_186320.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Exporting individual scenes to Drive
268,script_186321.txt,COPERNICUS/S2,ActOn,Filtering image collection by date and bounds
269,script_186321.txt,COPERNICUS/S2,ActOn,Calculating NDVI and NBR indices
270,script_186321.txt,COPERNICUS/S2,ActOn,Mosaicking images
271,script_186321.txt,COPERNICUS/S2,ActOn,Exporting image properties to CSV
272,script_186321.txt,COPERNICUS/S2,ActOn,Exporting mosaic to Drive
273,script_186321.txt,COPERNICUS/S2,ActOn,Exporting individual scenes to Drive
274,script_186321.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Filtering image collection by date and bounds
275,script_186321.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Calculating NDVI and NBR indices
276,script_186321.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Mosaicking images
277,script_186321.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Exporting image properties to CSV
278,script_186321.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Exporting mosaic to Drive
279,script_186321.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Exporting individual scenes to Drive
280,script_186323.txt,LANDSAT/LC8_SR,ActOn,Filtering image collection by date
281,script_186323.txt,LANDSAT/LC8_L1T_TOA,ActOn,Filtering image collection by date
282,script_186323.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,Filtering image collection by date
283,script_186323.txt,LANDSAT/LE7_L1T_TOA,ActOn,Filtering image collection by date
284,script_186323.txt,LANDSAT/LC8_SR,ActOn,Calculating NDVI and NBR indices
285,script_186323.txt,LANDSAT/LC8_L1T_TOA,ActOn,Calculating NDVI and NBR indices
286,script_186323.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,Calculating NDVI and NBR indices
287,script_186323.txt,LANDSAT/LE7_L1T_TOA,ActOn,Calculating NDVI and NBR indices
288,script_186323.txt,LANDSAT/LC8_SR,ActOn,Mosaicking images
289,script_186323.txt,LANDSAT/LC8_L1T_TOA,ActOn,Mosaicking images
290,script_186323.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,Mosaicking images
291,script_186323.txt,LANDSAT/LE7_L1T_TOA,ActOn,Mosaicking images
292,script_186323.txt,COPERNICUS/S2,ActOn,Exporting image properties to CSV
