ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_LLAMA70B,Usage
66,script_125294.txt,Function,Percentile calculation for image collection,Calculates Mean Of Image Collection,0.790060878,Calculates Mean Of Image Collection,0.906626225,Statistics Calculation,"{'prompt_tokens': 4015, 'completion_tokens': 3, 'total_tokens': 4018}"
67,script_125294.txt,Function,Image clipping to region of interest,Clip Images To A Specific Region,0.876522899,Clip Images To A Specific Region,0.944788814,Clip Images To A Specific Region,"{'prompt_tokens': 4015, 'completion_tokens': 6, 'total_tokens': 4021}"
68,script_125294.txt,Function,Image visualization with multiple bands,Visualize Images In Different Band Combinations,0.89397943,Visualize Images In Different Band Combinations,0.957364917,Visualize Images In Different Band Combinations,"{'prompt_tokens': 4013, 'completion_tokens': 8, 'total_tokens': 4021}"
69,script_125294.txt,Function,Image export to Drive,Export Processed Images To Drive,0.884583116,Export Processed Images To Drive,0.946893811,Export Processed Data To Drive,"{'prompt_tokens': 4012, 'completion_tokens': 6, 'total_tokens': 4018}"
70,script_144864.txt,Function,Filtering image collection by cloud cover,Filter Image Collection By Cloud Coverage,0.926324844,Filter Image Collection By Cloud Coverage,0.984700799,Filter Image Collection By Cloud Coverage,"{'prompt_tokens': 4015, 'completion_tokens': 7, 'total_tokens': 4022}"
71,script_144864.txt,Function,Applying cloud mask to images,Image Cloud Masking,0.859501779,Image Cloud Masking,0.954912663,Image Cloud Masking,"{'prompt_tokens': 4014, 'completion_tokens': 4, 'total_tokens': 4018}"
72,script_144864.txt,Function,Calculating NDVI,Compute Median Of NDVI,0.877925038,Computes Normalized Difference Vegetation Index (NDVI),0.893216074,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4012, 'completion_tokens': 9, 'total_tokens': 4021}"
73,script_144864.txt,Function,Classifying land cover based on NDVI,Land Cover Classification And Mapping,0.74204874,Computes Normalized Difference Vegetation Index (NDVI),0.884974241,Classification And Machine Learning,"{'prompt_tokens': 4016, 'completion_tokens': 4, 'total_tokens': 4020}"
74,script_144864.txt,Function,Calculating area of classified regions,Area Calculation,0.801098466,Area Calculation,0.915380418,Area Calculation,"{'prompt_tokens': 4014, 'completion_tokens': 3, 'total_tokens': 4017}"
75,script_146128.txt,Function,Filter image collection by date,Filter Image Collection By Date,0.978277922,Filter Image Collection By Date,0.995933652,Filter Image Collection By Date,"{'prompt_tokens': 4013, 'completion_tokens': 5, 'total_tokens': 4018}"
76,script_146128.txt,Function,Sort images by cloud cover,Sort Image Collections By Cloud Cover,0.939076543,Sort Image Collections By Cloud Cover,0.975756228,Sort Image Collections By Cloud Cover,"{'prompt_tokens': 4013, 'completion_tokens': 6, 'total_tokens': 4019}"
77,script_146128.txt,Function,Filter images by region of interest,Filter Images By Region,0.916255116,Filter Images By Region,0.96101898,Area Of Interest Selection,"{'prompt_tokens': 4014, 'completion_tokens': 4, 'total_tokens': 4018}"
78,script_146128.txt,Function,Merge feature collections,Merge Feature Collections,0.968624949,Merge Feature Collections,0.984044135,Data Fusion,"{'prompt_tokens': 4011, 'completion_tokens': 2, 'total_tokens': 4013}"
79,script_146128.txt,Function,Create training data,Training Data Creation,0.8381266,Training Data Creation,0.961830378,Data Preparation For Training,"{'prompt_tokens': 4011, 'completion_tokens': 5, 'total_tokens': 4016}"
80,script_146128.txt,Function,Train classifier,Trains And Applies Classifier,0.800116777,Trains And Applies Classifier,0.911212444,Classification And Machine Learning,"{'prompt_tokens': 4010, 'completion_tokens': 4, 'total_tokens': 4014}"
81,script_146128.txt,Function,Run classification,Slope Classification,0.656126499,Classification,0.877783656,Classification,"{'prompt_tokens': 4010, 'completion_tokens': 1, 'total_tokens': 4011}"
82,script_15043.txt,Function,Sample regions for training,Sampling Regions For Training Data,0.882159531,Sampling Regions For Training Data,0.955857933,Select Data,"{'prompt_tokens': 4012, 'completion_tokens': 2, 'total_tokens': 4014}"
83,script_15043.txt,Function,Add random column to training dataset,Sampling Regions For Training Data,0.689591646,Training Data Creation,0.858268619,Add Variables To Imagery,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}"
84,script_15043.txt,Function,Train random forest classifier,Train And Apply Random Forest Classifier,0.814471364,Train And Apply Random Forest Classifier,0.96266973,Classification And Machine Learning,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}"
85,script_15043.txt,Function,Train CART classifier,Training CART Classifier,0.855356276,Training CART Classifier,0.928771377,Classification And Machine Learning,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}"
86,script_15043.txt,Function,Classify imagery,Classify Images Based On Training Data,0.760907352,Prepares Images For Classification,0.911445141,Classification,"{'prompt_tokens': 4012, 'completion_tokens': 1, 'total_tokens': 4013}"
87,script_15043.txt,Function,Compute variable importance,Feature Importance Calculation,0.735256791,Feature Importance Calculation,0.848161817,Feature Importance Analysis,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}"
88,script_15043.txt,Function,Display variable importance results,Visualize NDVI Results,0.667982101,Display Classified Image and Indices,0.812389374,Feature Importance Analysis,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}"
89,script_15043.txt,Function,Get confusion matrices,Generating Confusion Matrix,0.731698632,Generating Confusion Matrix,0.917423725,Generating Confusion Matrix,"{'prompt_tokens': 4011, 'completion_tokens': 5, 'total_tokens': 4016}"
90,script_15043.txt,Function,Print validation accuracy,Accuracy Assessment,0.699769258,Accuracy Assessment,0.836993754,Validation Data,"{'prompt_tokens': 4011, 'completion_tokens': 2, 'total_tokens': 4013}"
91,script_15043.txt,Function,Visualize results,Visualize NDVI Results,0.849267006,Visualize NDVI Results,0.912952423,Data Visualization,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}"
92,script_155017.txt,Function,Filtering image collection by bounds,Filter Image Collection By Bounds,0.929693341,Filter Image Collection By Bounds,0.987110972,Filter Image Collection By Bounds,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}"
93,script_155017.txt,Function,Filtering image collection by date,Filter Image Collection By Date,0.95044142,Filter Image Collection By Date,0.992563486,Filter Image Collection By Date,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}"
94,script_155017.txt,Function,Clipping images to region,Clip Images To A Specific Region,0.914140224,Clip Images To A Specific Region,0.972477496,Clip Images To A Specific Region,"{'prompt_tokens': 4013, 'completion_tokens': 6, 'total_tokens': 4019}"
95,script_155017.txt,Function,Scaling land surface temperature,Derive Land Surface Temperature Using Thermal Properties,0.772036672,Derive Land Surface Temperature Using Thermal Properties,0.862056255,Temperature Calculation,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
96,script_155017.txt,Function,Reducing regions to mean,Reduction Of Image Regions,0.750852346,Mean Reduction,0.868701458,Reduction Of Image Regions,"{'prompt_tokens': 4013, 'completion_tokens': 6, 'total_tokens': 4019}"
97,script_155017.txt,Function,Joining tables by label,Layer Addition To Map,0.63397789,Select Data,0.78580761,Data Fusion,"{'prompt_tokens': 4013, 'completion_tokens': 2, 'total_tokens': 4015}"
98,script_155017.txt,Function,Formatting table for export,Convert And Format Spatial Data For Export,0.732398152,Export Results,0.870430648,Export Processed Data,"{'prompt_tokens': 4013, 'completion_tokens': 4, 'total_tokens': 4017}"
99,script_165234.txt,Function,Filtering image collection by year,Filter Image Collection By Year,0.943023443,Filter Image Collection By Year,0.991809666,Filter Image Collection By Time,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}"
100,script_165234.txt,Function,Cloud masking,Image Cloud Masking,0.901710093,Cloud And Shade Masking,0.958947599,Image Cloud Masking,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}"
101,script_165234.txt,Function,Scaling image values,Scaling Image Values,0.970293343,Scaling Image Values,0.99278295,Reflectance Value Scaling,"{'prompt_tokens': 4012, 'completion_tokens': 5, 'total_tokens': 4017}"
102,script_165234.txt,Function,Calculating NDVI,Compute Median Of NDVI,0.877925038,Computes Normalized Difference Vegetation Index (NDVI),0.893216074,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4012, 'completion_tokens': 9, 'total_tokens': 4021}"
103,script_165234.txt,Function,Adding date to image,Add Date Information To Images,0.922282517,Add Date Information To Images,0.960244775,Add Date Information To Images,"{'prompt_tokens': 4012, 'completion_tokens': 5, 'total_tokens': 4017}"
104,script_165234.txt,Function,Adding month to image,Filter Images By Month,0.733018219,Filter Images By Month,0.899743795,Add Date Information To Images,"{'prompt_tokens': 4012, 'completion_tokens': 5, 'total_tokens': 4017}"
105,script_165234.txt,Function,Adding day of year to image,Add Date Information To Images,0.822540879,Add Date Information To Images,0.902490675,Add Date Information To Images,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}"
106,script_165234.txt,Function,Quality mosaic,Quality Mosaic Generation,0.782504439,Quality Mosaic Generation,0.868239045,Quality Mosaic Generation,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}"
107,script_165234.txt,Function,Selecting greenest pixel,Filtering Pixels,0.753273964,Filtering Pixels,0.869043708,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4013, 'completion_tokens': 9, 'total_tokens': 4022}"
108,script_165234.txt,Function,Visualizing NDVI,Visualize NDVI Results,0.888852954,Visualize NDVI Results,0.945019603,'Visualize NDVI Results',"{'prompt_tokens': 4012, 'completion_tokens': 7, 'total_tokens': 4019}"
109,script_165234.txt,Function,Visualizing greenest month,Visualize Tree Loss,0.639375925,Creating Monthly Composite,0.843125582,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4013, 'completion_tokens': 9, 'total_tokens': 4022}"
110,script_165234.txt,Function,Visualizing greenest day of year,Visualize Changes In Forest Cover Over Time,0.651902199,Visualize Vegetation Data,0.828951538,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4015, 'completion_tokens': 9, 'total_tokens': 4024}"
111,script_173652.txt,Function,Masking cloud shadows and clouds in Landsat 8 images,Cloud And Cloud Shadow Masking,0.756489992,Image Cloud Masking,0.90155983,Image Cloud Masking,"{'prompt_tokens': 4020, 'completion_tokens': 4, 'total_tokens': 4024}"
112,script_173652.txt,Function,Filtering image collection by date,Filter Image Collection By Date,0.95044142,Filter Image Collection By Date,0.992563486,Filter Image Collection By Date,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}"
113,script_173652.txt,Function,Clipping images to area of interest,Clip Images To A Specific Region,0.868070841,Clip Images To A Specific Region,0.962968946,Clip Images To A Specific Region,"{'prompt_tokens': 4015, 'completion_tokens': 6, 'total_tokens': 4021}"
114,script_173652.txt,Function,Running LandTrendr algorithm,Terrain Flattening,0.649373949,Terrain Data Generation and Analysis,0.832638323,Temporal Analysis,"{'prompt_tokens': 4014, 'completion_tokens': 2, 'total_tokens': 4016}"
115,script_173652.txt,Function,Getting change map layers,Layer Addition To Map,0.72733897,Layer Addition To Map,0.853333414,Change Detection,"{'prompt_tokens': 4012, 'completion_tokens': 2, 'total_tokens': 4014}"
116,script_173652.txt,Function,Reducing regions to mean values,Reduction Of Image Regions,0.751758695,Compute Mean Values,0.877230227,Reduction By Statistics,"{'prompt_tokens': 4014, 'completion_tokens': 4, 'total_tokens': 4018}"
117,script_173652.txt,Function,Exporting change data to Google Drive,Export Processed Data To Google Drive,0.869552135,Export Processed Data To Google Drive,0.945090413,Export Processed Data To Google Drive,"{'prompt_tokens': 4015, 'completion_tokens': 7, 'total_tokens': 4022}"
118,script_174474.txt,Function,Filtering image collection by cloud cover,Filter Image Collection By Cloud Coverage,0.926324844,Filter Image Collection By Cloud Coverage,0.984700799,Filter Image Collection By Cloud Coverage,"{'prompt_tokens': 4015, 'completion_tokens': 7, 'total_tokens': 4022}"
119,script_174474.txt,Function,Masking clouds and shadows,Cloud And Shade Masking,0.88965708,Cloud And Shade Masking,0.955621719,Image Masking,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
120,script_174474.txt,Function,Calculating NDVI,Compute Median Of NDVI,0.877925038,Computes Normalized Difference Vegetation Index (NDVI),0.893216074,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4012, 'completion_tokens': 9, 'total_tokens': 4021}"
121,script_174474.txt,Function,Compositing images,Generate Image Composites,0.885098934,Generate Image Composites,0.930617809,Image Mosaicking,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}"
122,script_174474.txt,Function,Clipping images to geometry,Clip Images To Specific Geographic Boundaries,0.807283998,Clip Images To A Specific Region,0.904909253,Clip Images To A Specific Region,"{'prompt_tokens': 4013, 'completion_tokens': 6, 'total_tokens': 4019}"
