ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_LLAMA70B,Usage
25,script_186320.txt,Theme,Forest monitoring and early detection of forest loss and fires,FOREST MENSURATION,0.753934741,FOREST PROTECTION,0.844788551,FOREST SCIENCE,"{'prompt_tokens': 7774, 'completion_tokens': 4, 'total_tokens': 7778}"
26,script_186321.txt,Theme,Forest monitoring and early detection of forest loss and fire using Sentinel-2 images,FOREST MENSURATION,0.68347168,FOREST MENSURATION,0.833779633,FOREST SCIENCE,"{'prompt_tokens': 7780, 'completion_tokens': 4, 'total_tokens': 7784}"
27,script_186323.txt,Theme,Forest monitoring and land cover change detection,FOREST MENSURATION,0.736101866,FOREST MENSURATION,0.881983578,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}"
28,script_186325.txt,Theme,Forest monitoring and land cover change detection,FOREST MENSURATION,0.736101866,FOREST MENSURATION,0.881983578,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}"
29,script_186326.txt,Theme,Forest monitoring and early detection of forest loss and fire using Sentinel-2 images,FOREST MENSURATION,0.68347168,FOREST MENSURATION,0.833779633,FOREST SCIENCE,"{'prompt_tokens': 7780, 'completion_tokens': 4, 'total_tokens': 7784}"
30,script_186329.txt,Theme,Forest monitoring and land cover change detection,FOREST MENSURATION,0.736101866,FOREST MENSURATION,0.881983578,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}"
31,script_186332.txt,Theme,Land cover classification and crop type analysis,LAND USE/LAND COVER CLASSIFICATION,0.746472478,LAND SURFACE/AGRICULTURE INDICATORS,0.886526644,AGRICULTURAL PLANT SCIENCE,"{'prompt_tokens': 7771, 'completion_tokens': 8, 'total_tokens': 7779}"
32,script_186333.txt,Theme,Crop classification and land use analysis,LAND USE/LAND COVER CLASSIFICATION,0.753843427,LAND USE/LAND COVER CLASSIFICATION,0.895216763,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}"
33,script_186334.txt,Theme,Land cover classification and crop type analysis,LAND USE/LAND COVER CLASSIFICATION,0.746472478,LAND SURFACE/AGRICULTURE INDICATORS,0.886526644,AGRICULTURAL PLANT SCIENCE,"{'prompt_tokens': 7771, 'completion_tokens': 8, 'total_tokens': 7779}"
34,script_186356.txt,Theme,Land cover classification using Sentinel-1 data,LAND USE/LAND COVER CLASSIFICATION,0.703282833,LAND USE/LAND COVER CLASSIFICATION,0.84099108,LAND USE/LAND COVER,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}"
35,script_186365.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}"
36,script_186365.txt,Theme,Vegetation analysis,VEGETATION,0.71235621,VEGETATION INDEX,0.9112643,VEGETATION,"{'prompt_tokens': 7767, 'completion_tokens': 3, 'total_tokens': 7770}"
37,script_186365.txt,Theme,Burn area detection,BURNED AREA,0.68717128,BURNED AREA,0.865865469,WILDFIRES,"{'prompt_tokens': 7767, 'completion_tokens': 4, 'total_tokens': 7771}"
38,script_186365.txt,Theme,Snow cover detection,SNOW COVER,0.758451581,SNOW COVER,0.868036747,SNOW COVER,"{'prompt_tokens': 7767, 'completion_tokens': 4, 'total_tokens': 7771}"
39,script_186378.txt,Theme,"Land cover analysis using Sentinel-1, Landsat 8, and Sentinel-2 data",LAND USE/LAND COVER CLASSIFICATION,0.613943994,SATELLITE SOIL MOISTURE INDEX,0.841370583,LAND USE/LAND COVER,"{'prompt_tokens': 7784, 'completion_tokens': 6, 'total_tokens': 7790}"
40,script_186380.txt,Theme,Marsh bird survey points analysis using Landsat 7 and 8 imagery,LANDSCAPE PATTERNS,0.535673559,SATELLITE SOIL MOISTURE INDEX,0.802000582,WETLANDS,"{'prompt_tokens': 7780, 'completion_tokens': 4, 'total_tokens': 7784}"
41,script_186418.txt,Theme,Land Surface Temperature Retrieval,LAND SURFACE TEMPERATURE,0.748835325,LAND SURFACE TEMPERATURE,0.898605049,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7770, 'completion_tokens': 6, 'total_tokens': 7776}"
42,script_186418.txt,Theme,Atmospheric Correction,ATMOSPHERIC STABILITY,0.738967538,ATMOSPHERIC CIRCULATION RECONSTRUCTION,0.875947535,ATMOSPHERIC RADIATION,"{'prompt_tokens': 7769, 'completion_tokens': 8, 'total_tokens': 7777}"
43,script_186449.txt,Theme,Land cover classification using Landsat 8 imagery,LAND USE/LAND COVER CLASSIFICATION,0.689390182,LAND USE/LAND COVER CLASSIFICATION,0.852099478,LAND USE/LAND COVER,"{'prompt_tokens': 7774, 'completion_tokens': 6, 'total_tokens': 7780}"
44,script_186466.txt,Theme,Forest monitoring and land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.739579797,FOREST MENSURATION,0.901455104,LAND USE/LAND COVER,"{'prompt_tokens': 7770, 'completion_tokens': 6, 'total_tokens': 7776}"
45,script_186503.txt,Theme,Land cover classification using Sentinel-1 data,LAND USE/LAND COVER CLASSIFICATION,0.703282833,LAND USE/LAND COVER CLASSIFICATION,0.84099108,LAND USE/LAND COVER,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}"
46,script_186507.txt,Theme,Land cover classification and change detection in Brazilian Amazon,LAND USE/LAND COVER CLASSIFICATION,0.620446324,FOREST MENSURATION,0.839482486,LAND USE/LAND COVER,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}"
47,script_186528.txt,Theme,Land cover classification using Sentinel-1 data,LAND USE/LAND COVER CLASSIFICATION,0.703282833,LAND USE/LAND COVER CLASSIFICATION,0.84099108,LAND USE/LAND COVER,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}"
48,script_186540.txt,Theme,Land cover classification and vegetation analysis,LAND USE/LAND COVER CLASSIFICATION,0.749319971,LAND USE/LAND COVER CLASSIFICATION,0.888650179,VEGETATION,"{'prompt_tokens': 7770, 'completion_tokens': 3, 'total_tokens': 7773}"
49,script_186548.txt,Theme,Surface water detection and analysis,SURFACE WATER,0.760543823,SURFACE WATER PROCESSES/MEASUREMENTS,0.850430131,TERRESTRIAL HYDROSPHERE,"{'prompt_tokens': 7769, 'completion_tokens': 10, 'total_tokens': 7779}"
50,script_186562.txt,Theme,Forest monitoring and deforestation detection,FOREST MENSURATION,0.779240429,FOREST MENSURATION,0.883586168,FOREST SCIENCE,"{'prompt_tokens': 7771, 'completion_tokens': 4, 'total_tokens': 7775}"
51,script_186570.txt,Theme,Forest monitoring and land cover change detection,FOREST MENSURATION,0.736101866,FOREST MENSURATION,0.881983578,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}"
52,script_186601.txt,Theme,Forest monitoring and land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.739579797,FOREST MENSURATION,0.901455104,LAND USE/LAND COVER,"{'prompt_tokens': 7770, 'completion_tokens': 6, 'total_tokens': 7776}"
53,script_186605.txt,Theme,Forest monitoring and land cover change detection,FOREST MENSURATION,0.736101866,FOREST MENSURATION,0.881983578,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}"
54,script_186607.txt,Theme,Forest monitoring and deforestation detection,FOREST MENSURATION,0.779240429,FOREST MENSURATION,0.883586168,FOREST SCIENCE,"{'prompt_tokens': 7771, 'completion_tokens': 4, 'total_tokens': 7775}"
55,script_186815.txt,Theme,Forest monitoring and land cover change detection,FOREST MENSURATION,0.736101866,FOREST MENSURATION,0.881983578,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}"
56,script_186822.txt,Theme,Agricultural field analysis using Sentinel-1 data,LAND SURFACE/AGRICULTURE INDICATORS,0.661336601,LAND SURFACE/AGRICULTURE INDICATORS,0.832647443,AGRICULTURAL PLANT SCIENCE,"{'prompt_tokens': 7774, 'completion_tokens': 8, 'total_tokens': 7782}"
57,script_186829.txt,Theme,Forest change and surface temperature analysis in the Amazon Basin,FOREST MENSURATION,0.645971894,FOREST MENSURATION,0.856430948,LAND SURFACE,"{'prompt_tokens': 7775, 'completion_tokens': 3, 'total_tokens': 7778}"
58,script_186856.txt,Theme,Cloud masking and shadow detection for Sentinel-2 images,CLOUD OPTICAL DEPTH/THICKNESS,0.594004691,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.83021605,CLOUDS,"{'prompt_tokens': 7776, 'completion_tokens': 3, 'total_tokens': 7779}"
59,script_186886.txt,Theme,Forest monitoring and deforestation detection,FOREST MENSURATION,0.779240429,FOREST MENSURATION,0.883586168,FOREST SCIENCE,"{'prompt_tokens': 7771, 'completion_tokens': 4, 'total_tokens': 7775}"
60,script_186888.txt,Theme,Land Surface Temperature and Vegetation Index Analysis,LAND SURFACE TEMPERATURE,0.709083617,VEGETATION INDEX,0.877674639,LAND SURFACE,"{'prompt_tokens': 7773, 'completion_tokens': 3, 'total_tokens': 7776}"
61,script_186892.txt,Theme,Forest monitoring and early detection of forest loss and fire in Dak Nong province,FOREST MENSURATION,0.632252455,FOREST FIRE DANGER INDEX,0.829641283,FOREST SCIENCE,"{'prompt_tokens': 7779, 'completion_tokens': 4, 'total_tokens': 7783}"
62,script_186914.txt,Theme,Flood area detection and population analysis,FLOOD FREQUENCY,0.6283319,FLOOD LEVELS,0.843295872,HUMAN DIMENSIONS,"{'prompt_tokens': 7771, 'completion_tokens': 7, 'total_tokens': 7778}"
63,script_186915.txt,Theme,Flood area detection and population analysis,FLOOD FREQUENCY,0.6283319,FLOOD LEVELS,0.843295872,HUMAN DIMENSIONS,"{'prompt_tokens': 7771, 'completion_tokens': 7, 'total_tokens': 7778}"
64,script_186940.txt,Theme,Landsat Time Series Analysis for Land Cover Change Detection,LAND SURFACE,0.601031542,SATELLITE SOIL MOISTURE INDEX,0.815266669,LAND SURFACE/LAND COVER,"{'prompt_tokens': 7774, 'completion_tokens': 7, 'total_tokens': 7781}"
65,script_186974.txt,Theme,Land surface reflectance analysis,APPARENT SURFACE REFLECTIVITY,0.746894121,APPARENT SURFACE REFLECTIVITY,0.848300219,SURFACE RADIATIVE PROPERTIES,"{'prompt_tokens': 7769, 'completion_tokens': 8, 'total_tokens': 7777}"
66,script_186974.txt,Theme,Water index calculation,WATER QUALITY INDEXES,0.70148468,WATER VAPOR TRANSPORT INDEX,0.844080329,WATER QUALITY INDEXES,"{'prompt_tokens': 7767, 'completion_tokens': 7, 'total_tokens': 7774}"
67,script_187038.txt,Theme,Land cover classification and cloud cover analysis,LAND USE/LAND COVER CLASSIFICATION,0.736449003,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.88089025,LAND SURFACE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 7, 'total_tokens': 7778}"
68,script_187125.txt,Theme,Water body detection and analysis,WATER CHARACTERISTICS,0.722114205,WATER VAPOR INDICATORS,0.835859895,HYDROGRAPHY,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}"
69,script_187131.txt,Theme,Wildfire analysis and burned area detection,BURNED AREA,0.654039025,FIRE WEATHER INDEX,0.849711895,NATURAL HAZARDS,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}"
70,script_187137.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.79077208,LAND SURFACE TEMPERATURE,0.878021121,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}"
71,script_187138.txt,Theme,Forest change and temperature analysis in Amazon region,FOREST MENSURATION,0.675319731,FOREST MENSURATION,0.857581735,FOREST SCIENCE,"{'prompt_tokens': 7772, 'completion_tokens': 4, 'total_tokens': 7776}"
72,script_187226.txt,Theme,Forest analysis,FOREST MENSURATION,0.777526855,FOREST MENSURATION,0.922717571,FOREST SCIENCE,"{'prompt_tokens': 7766, 'completion_tokens': 4, 'total_tokens': 7770}"
73,script_187248.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.79077208,LAND SURFACE TEMPERATURE,0.878021121,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}"
74,script_187481.txt,Theme,Flood Mapping using Sentinel-1,FLOODING,0.668309748,FLOOD LEVELS,0.821233988,FLOODS,"{'prompt_tokens': 7772, 'completion_tokens': 2, 'total_tokens': 7774}"
75,script_187523.txt,Theme,Flood Mapping using Sentinel-1 Data,FLOOD FREQUENCY,0.670928717,FLOOD LEVELS,0.827658355,HYDROSPHERE,"{'prompt_tokens': 7773, 'completion_tokens': 5, 'total_tokens': 7778}"
76,script_187528.txt,Theme,Flood Mapping using Sentinel-1,FLOODING,0.668309748,FLOOD LEVELS,0.821233988,FLOODS,"{'prompt_tokens': 7772, 'completion_tokens': 2, 'total_tokens': 7774}"
77,script_187530.txt,Theme,Flood Mapping and Monitoring,GROUNDWATER MANAGEMENT,0.706281662,FLOOD LEVELS,0.854753494,HYDROLOGY,"{'prompt_tokens': 7769, 'completion_tokens': 4, 'total_tokens': 7773}"
78,script_187532.txt,Theme,Flood Mapping,FLOODING,0.762731373,FLOOD LEVELS,0.885453999,FLOODS,"{'prompt_tokens': 7767, 'completion_tokens': 2, 'total_tokens': 7769}"
79,script_187533.txt,Theme,Flood Mapping and Monitoring,GROUNDWATER MANAGEMENT,0.706281662,FLOOD LEVELS,0.854753494,HYDROSPHERE,"{'prompt_tokens': 7769, 'completion_tokens': 5, 'total_tokens': 7774}"
80,script_187534.txt,Theme,Flood Mapping and Monitoring,GROUNDWATER MANAGEMENT,0.706281662,FLOOD LEVELS,0.854753494,HYDROLOGY,"{'prompt_tokens': 7769, 'completion_tokens': 4, 'total_tokens': 7773}"
81,script_187535.txt,Theme,Flood Mapping and Monitoring,GROUNDWATER MANAGEMENT,0.706281662,FLOOD LEVELS,0.854753494,HYDROLOGY,"{'prompt_tokens': 7769, 'completion_tokens': 4, 'total_tokens': 7773}"
82,script_187582.txt,Theme,Land cover classification and vegetation index analysis,LAND USE/LAND COVER CLASSIFICATION,0.729021251,VEGETATION INDEX,0.891660213,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7771, 'completion_tokens': 12, 'total_tokens': 7783}"
83,script_187585.txt,Theme,Vegetation monitoring using MODIS EVI,VEGETATION INDEX,0.640579164,VEGETATION INDEX,0.828757763,VEGETATION INDEX,"{'prompt_tokens': 7772, 'completion_tokens': 4, 'total_tokens': 7776}"
84,script_187586.txt,Theme,Vegetation monitoring using MODIS EVI,VEGETATION INDEX,0.640579164,VEGETATION INDEX,0.828757763,VEGETATION INDEX,"{'prompt_tokens': 7772, 'completion_tokens': 4, 'total_tokens': 7776}"
85,script_187587.txt,Theme,Vegetation monitoring using MODIS EVI,VEGETATION INDEX,0.640579164,VEGETATION INDEX,0.828757763,VEGETATION INDEX,"{'prompt_tokens': 7772, 'completion_tokens': 4, 'total_tokens': 7776}"
86,script_187738.txt,Theme,Crop land classification and object-based analysis,SOIL CLASSIFICATION,0.692690551,LAND SURFACE/AGRICULTURE INDICATORS,0.854269564,AGRICULTURAL PLANT SCIENCE,"{'prompt_tokens': 7773, 'completion_tokens': 8, 'total_tokens': 7781}"
87,script_187749.txt,Theme,NDVI trend analysis in Beijing,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.592886448,TEMPERATURE TRENDS,0.782647312,VEGETATION,"{'prompt_tokens': 7770, 'completion_tokens': 3, 'total_tokens': 7773}"
88,script_187888.txt,Theme,Land cover classification and vegetation monitoring,LAND USE/LAND COVER CLASSIFICATION,0.735698462,LAND SURFACE/AGRICULTURE INDICATORS,0.88112992,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7770, 'completion_tokens': 12, 'total_tokens': 7782}"
89,script_187895.txt,Theme,Land cover classification and BSI analysis,LAND USE/LAND COVER CLASSIFICATION,0.682597876,LAND USE/LAND COVER CLASSIFICATION,0.870745063,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}"
90,script_188011.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.79077208,LAND SURFACE TEMPERATURE,0.878021121,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}"
91,script_188030.txt,Theme,Land cover analysis of Tehran using Landsat 8 imagery,LAND SURFACE,0.540172696,SATELLITE SOIL MOISTURE INDEX,0.821160555,LAND USE/LAND COVER,"{'prompt_tokens': 7777, 'completion_tokens': 6, 'total_tokens': 7783}"
92,script_188052.txt,Theme,Water body extraction and analysis,WATER CHARACTERISTICS,0.694322109,GROUND WATER PROCESSES/MEASUREMENTS,0.855571508,HYDROGRAPHY,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}"
93,script_188147.txt,Theme,Land cover classification and forest monitoring,FOREST MENSURATION,0.740799844,FOREST MENSURATION,0.877524972,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7770, 'completion_tokens': 12, 'total_tokens': 7782}"
94,script_188163.txt,Theme,Land cover classification and analysis in Zimbabwe,LAND USE/LAND COVER CLASSIFICATION,0.690386593,LAND USE/LAND COVER CLASSIFICATION,0.848174095,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}"
95,script_188190.txt,Theme,Land cover classification and forest monitoring in Zimbabwe,FOREST MENSURATION,0.651589632,FOREST MENSURATION,0.840290189,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7772, 'completion_tokens': 12, 'total_tokens': 7784}"
96,script_188217.txt,Theme,Land cover classification and urbanization analysis,LAND USE/LAND COVER CLASSIFICATION,0.763807058,LAND USE/LAND COVER CLASSIFICATION,0.88627249,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7771, 'completion_tokens': 12, 'total_tokens': 7783}"
97,script_188221.txt,Theme,Climate analysis of precipitation and evaporation in India,EVAPORATION,0.604095638,REGIONAL CLIMATE LEVELS,0.833680987,HYDROSPHERE,"{'prompt_tokens': 7774, 'completion_tokens': 5, 'total_tokens': 7779}"
98,script_188386.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}"
99,script_188397.txt,Theme,Wildfire analysis,WILDFIRES,0.622101307,FIRE WEATHER INDEX,0.864907026,NATURAL HAZARDS,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}"
100,script_188400.txt,Theme,Air quality analysis using NO2 column number density,AIR QUALITY,0.674201369,CLOUD-SCREENED TOTAL COLUMN NITROGEN DIOXIDE (NO2),0.837222457,AIR QUALITY,"{'prompt_tokens': 7773, 'completion_tokens': 4, 'total_tokens': 7777}"
101,script_188401.txt,Theme,Temperature analysis,AMBIENT TEMPERATURE,0.7193712,PARTICLE TEMPERATURE,0.878895044,ATMOSPHERIC TEMPERATURE,"{'prompt_tokens': 7767, 'completion_tokens': 8, 'total_tokens': 7775}"
102,script_188412.txt,Theme,Land Surface Temperature (LST) analysis,LAND SURFACE TEMPERATURE,0.718122959,LAND SURFACE TEMPERATURE,0.860464096,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}"
103,script_188413.txt,Theme,Land Surface Temperature (LST) analysis,LAND SURFACE TEMPERATURE,0.718122959,LAND SURFACE TEMPERATURE,0.860464096,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}"
104,script_188414.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.79077208,LAND SURFACE TEMPERATURE,0.878021121,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}"
105,script_188419.txt,Theme,Land Surface Temperature (LST) analysis,LAND SURFACE TEMPERATURE,0.718122959,LAND SURFACE TEMPERATURE,0.860464096,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}"
106,script_188454.txt,Theme,Cloud probability analysis in East Asia,EASTERN ATLANTIC WESTERN RUSSIA PATTERN,0.543950319,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.859767079,CLOUDS,"{'prompt_tokens': 7770, 'completion_tokens': 3, 'total_tokens': 7773}"
107,script_188455.txt,Theme,Cloud probability analysis in East South Asia,CLOUD DYNAMICS,0.540957808,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.869391263,CLOUDS,"{'prompt_tokens': 7771, 'completion_tokens': 3, 'total_tokens': 7774}"
