Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity,Head_Entity_update,Tail_Entity_update,Tail_Entity_update_pair
39,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Clip images to a specific region,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Spatial Clipping,Clip Images To A Specific Region
40,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Create a mosaic of images,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Image Mosaicking,Image Mosaicking
41,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Create a mosaic of images,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Image Mosaicking,Image Mosaicking
42,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Compute maximum value of images,"USGS Landsat 9 Level 2, Collection 2, Tier 1","Maximum, Minimum And Mean Statistical Analysis",Mask Areas To Refine Flood Detection
43,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Compute maximum value of images,"USGS Landsat 8 Level 2, Collection 2, Tier 1","Maximum, Minimum And Mean Statistical Analysis",Mask Areas To Refine Flood Detection
44,script_118175.txt,COPERNICUS/S2_SR,ActOn,Mask clouds in Sentinel-2 images,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Cloud Filtering,Image Cloud Masking
45,script_118175.txt,COPERNICUS/S2_SR,ActOn,Calculate NDVI index,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Vegetation Indices/Index Calculation,Export Processed Data To Google Drive
46,script_118175.txt,COPERNICUS/S2_SR,ActOn,Calculate NDWI index,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculates Normalized Difference Water Index (NDWI),Generate Time Series Charts For NDVI
47,script_118175.txt,COPERNICUS/S2_SR,ActOn,Calculate MNDWI index,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculates Modified Normalized Difference Water Index (MNDWI),Calculates Modified Normalized Difference Water Index (MNDWI)
48,script_118175.txt,COPERNICUS/S2_SR,ActOn,Calculate NDSI index,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Water Indices/Index Calculation,Calculates Modified Normalized Difference Water Index (MNDWI)
49,script_118175.txt,COPERNICUS/S2_SR,ActOn,Calculate EWI index,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Spectral Index Computation,Calculate Spectral Indices And Ratios From Satellite Bands
50,script_118175.txt,users/gena/packages:utils,ActOn,,users/gena/,,
51,script_118175.txt,users/gena/packages:text,ActOn,,users/gena/,,
52,script_118175.txt,users/gena/packages:palettes,ActOn,,users/gena/,,
53,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Calculate normalized burn ratio,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Index Calculation,Calculate NBR for Post-Fire Image
54,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Perform clustering analysis,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Cluster Analysis,Cluster Analysis
55,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Generate training dataset,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Data Preparation For Training,Training Data Creation
56,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Visualize classification results,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Display Classified Image and Indices,Generate Visualizations And Statistical Charts For Classification Results
57,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Apply filter to classification results,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Correct Classification Results Using Specified Conditions,Severity Classification
58,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Multiply binary classification with severity classification,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Classification,Evaluate Classifier Performance Using Confusion Matrix
59,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Filtering image collection by date and bounds,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date And Boundaries,Filter Image Collection By Date And Boundaries
60,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Masking clouds and shadows,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Masking,Cloud And Water Masking
61,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Calculating NDVI,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Vegetation Indices/Index Calculation,Export Processed Data To Google Drive
62,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Creating image composites,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Mosaicking,Image Mosaicking
63,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Charting NDVI time series,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Generate Time Series Charts For NDVI,Generate Time Series Charts For NDVI
64,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Creating GIF animation,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Visualization And Output Generation,Generate Time Series Charts
65,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Calculating image differences,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Differencing,Image Differencing
66,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Calculating standard anomalies,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Anomaly Calculation,Anomaly Calculation
67,script_120271.txt,COPERNICUS/S2_SR,ActOn,Filtering image collection by date and cloud coverage,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Date And Cloud Coverage,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
68,script_120271.txt,COPERNICUS/S2_SR,ActOn,Calculating NDVI band,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Vegetation Indices/Index Calculation,Export Processed Data To Google Drive
69,script_120271.txt,COPERNICUS/S2_SR,ActOn,Applying median reduction to image collection,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Reduction Of Image Collection,Image Scaling
70,script_120271.txt,COPERNICUS/S2_SR,ActOn,Clipping image to testing area,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Clip Images To A Specific Region,Clip Images To A Specific Region
71,script_120271.txt,users/gena/packages:colorbrewer,ActOn,Generating gradient bar,users/gena/,Gradient Calculation,Gradient Calculation
72,script_120271.txt,users/gena/packages:palettes,ActOn,Generating gradient bar,users/gena/,Gradient Calculation,Gradient Calculation
73,script_120271.txt,users/gena/packages:style,ActOn,Generating gradient bar,users/gena/,Gradient Calculation,Gradient Calculation
74,script_120271.txt,users/gena/packages:utils,ActOn,Generating gradient bar,users/gena/,Gradient Calculation,Gradient Calculation
75,script_120271.txt,users/gena/packages:colorbrewer,ActOn,Creating frame,users/gena/,Buffer Creation,Buffer Creation
76,script_120271.txt,users/gena/packages:palettes,ActOn,Creating frame,users/gena/,Buffer Creation,Buffer Creation
77,script_120271.txt,users/gena/packages:style,ActOn,Creating frame,users/gena/,Buffer Creation,Buffer Creation
78,script_120271.txt,users/gena/packages:utils,ActOn,Creating frame,users/gena/,Buffer Creation,Buffer Creation
79,script_120271.txt,users/gena/packages:colorbrewer,ActOn,Drawing scale bar,users/gena/,Buffer Creation,Buffer Creation
80,script_120271.txt,users/gena/packages:palettes,ActOn,Drawing scale bar,users/gena/,Buffer Creation,Buffer Creation
81,script_120271.txt,users/gena/packages:style,ActOn,Drawing scale bar,users/gena/,Buffer Creation,Buffer Creation
82,script_120271.txt,users/gena/packages:utils,ActOn,Drawing scale bar,users/gena/,Buffer Creation,Buffer Creation
83,script_120557.txt,TIGER/2016/States,ActOn,Filtering image collection by region,TIGER: US Census States 2016,Filter Image Collection By Region,Filter Image Collection By Region
84,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Masking cloudy pixels,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Cloud Filtering,Image Cloud Masking
85,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Computing QA bits,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Quality Filtering,Cloud And Shade Masking
86,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Classifying land cover using decision tree,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Classification And Machine Learning,Classification And Machine Learning
87,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Cloud masking for Landsat 5 images,users/GeoForPy/Tesis/,Image Cloud Masking,Image Cloud Masking
88,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image collection filtering by date and cloud cover,users/GeoForPy/Tesis/,Filter Image Collection By Date And Cloud Cover,Compute Median Of NDVI
89,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Percentile calculation for image collection,users/GeoForPy/Tesis/,Statistics Calculation,Area Calculation
90,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image clipping to region of interest,users/GeoForPy/Tesis/,Clip Images To A Specific Region,Clip Images To A Specific Region
91,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image visualization with multiple bands,users/GeoForPy/Tesis/,Visualize Images In Different Band Combinations,Compute Median Of NDVI
92,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image export to Drive,users/GeoForPy/Tesis/,Export Processed Data To Drive,Export Processed Data To Drive
93,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Cloud masking for Landsat 5 images,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Image Cloud Masking,Image Cloud Masking
94,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image collection filtering by date and cloud cover,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Filter Image Collection By Date And Cloud Cover,Compute Median Of NDVI
95,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Percentile calculation for image collection,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Statistics Calculation,Area Calculation
96,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image clipping to region of interest,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Clip Images To A Specific Region,Clip Images To A Specific Region
97,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image visualization with multiple bands,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Visualize Images In Different Band Combinations,Compute Median Of NDVI
98,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image export to Drive,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Export Processed Data To Drive,Export Processed Data To Drive
99,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Filtering image collection by cloud cover,users/thao226355/share/,Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage
100,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Applying cloud mask to images,users/thao226355/share/,Image Cloud Masking,Image Cloud Masking
101,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Calculating NDVI,users/thao226355/share/,Vegetation Indices/Index Calculation,Export Processed Data To Google Drive
102,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Classifying land cover based on NDVI,users/thao226355/share/,Classification And Machine Learning,Classification And Machine Learning
103,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Calculating area of classified regions,users/thao226355/share/,Area Calculation,Forest Area Calculation
104,script_144864.txt,COPERNICUS/S2_SR,ActOn,Filtering image collection by cloud cover,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage
105,script_144864.txt,COPERNICUS/S2_SR,ActOn,Applying cloud mask to images,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Cloud Masking,Image Cloud Masking
106,script_144864.txt,COPERNICUS/S2_SR,ActOn,Calculating NDVI,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Vegetation Indices/Index Calculation,Export Processed Data To Google Drive
107,script_144864.txt,COPERNICUS/S2_SR,ActOn,Classifying land cover based on NDVI,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Classification And Machine Learning,Classification And Machine Learning
108,script_144864.txt,COPERNICUS/S2_SR,ActOn,Calculating area of classified regions,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Area Calculation,Forest Area Calculation
109,script_146128.txt,COPERNICUS/S2,ActOn,Filter image collection by date,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date,Filter Image Collection By Date
110,script_146128.txt,COPERNICUS/S2,ActOn,Sort images by cloud cover,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Sort Image Collections By Cloud Cover,Sort Image Collections By Cloud Cover
111,script_146128.txt,COPERNICUS/S2,ActOn,Filter images by region of interest,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Area Of Interest Selection,Filter And Mosaic Landsat Images
112,script_146128.txt,COPERNICUS/S2,ActOn,Merge feature collections,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Data Fusion,Data Preparation
113,script_146128.txt,COPERNICUS/S2,ActOn,Create training data,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Data Preparation For Training,Training Data Creation
114,script_146128.txt,COPERNICUS/S2,ActOn,Train classifier,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Classification And Machine Learning,Classification And Machine Learning
115,script_146128.txt,COPERNICUS/S2,ActOn,Run classification,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Classification,Evaluate Classifier Performance Using Confusion Matrix
116,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Sample regions for training,users/abuhafsgaa/,Select Data,Compute Mean Values
117,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Sample regions for training,users/abuhafsgaa/,Select Data,Compute Mean Values
118,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Add random column to training dataset,users/abuhafsgaa/,Add Variables To Imagery,Feature Importance Calculation
119,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Add random column to training dataset,users/abuhafsgaa/,Add Variables To Imagery,Feature Importance Calculation
120,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Train random forest classifier,users/abuhafsgaa/,Classification And Machine Learning,Classification And Machine Learning
121,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Train random forest classifier,users/abuhafsgaa/,Classification And Machine Learning,Classification And Machine Learning
122,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Train CART classifier,users/abuhafsgaa/,Classification And Machine Learning,Classification And Machine Learning
123,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Train CART classifier,users/abuhafsgaa/,Classification And Machine Learning,Classification And Machine Learning
124,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Classify imagery,users/abuhafsgaa/,Classification,Evaluate Classifier Performance Using Confusion Matrix
125,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Compute variable importance,users/abuhafsgaa/,Feature Importance Analysis,Feature Importance Analysis
126,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Display variable importance results,users/abuhafsgaa/,Feature Importance Analysis,Feature Importance Analysis
127,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Get confusion matrices,users/abuhafsgaa/,Generating Confusion Matrix,Accuracy Assessment
128,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Print validation accuracy,users/abuhafsgaa/,Validation Data,Training CART Classifier
129,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Visualize results,users/abuhafsgaa/,Data Visualization,Export Processed Images To Drive
130,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,ActOn,,users/abuhafsgaa/,,
131,script_155017.txt,MODIS/006/MOD11A1,ActOn,Filtering image collection by bounds,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Filter Image Collection By Bounds,Filter Image Collection By Bounds
132,script_155017.txt,MODIS/006/MOD11A1,ActOn,Filtering image collection by date,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Filter Image Collection By Date,Filter Image Collection By Date
133,script_155017.txt,MODIS/006/MOD11A1,ActOn,Clipping images to region,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Clip Images To A Specific Region,Clip Images To A Specific Region
134,script_155017.txt,MODIS/006/MOD11A1,ActOn,Scaling land surface temperature,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Temperature Calculation,Temperature Calculation
135,script_155017.txt,MODIS/006/MOD11A1,ActOn,Reducing regions to mean,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Reduction Of Image Regions,Calculate Long-Term Averages
136,script_155017.txt,MODIS/006/MOD11A1,ActOn,Joining tables by label,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Data Fusion,Data Preparation
137,script_155017.txt,MODIS/006/MOD11A1,ActOn,Formatting table for export,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Export Processed Data,Export Processed Data
138,script_165234.txt,MODIS/006/MOD09GA,ActOn,Filtering image collection by year,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Filter Image Collection By Time,Filter Image Collection By Time
139,script_165234.txt,MODIS/006/MOD09GA,ActOn,Cloud masking,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Image Cloud Masking,Image Cloud Masking
140,script_165234.txt,MODIS/006/MOD09GA,ActOn,Scaling image values,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Reflectance Value Scaling,Filter Image Collection By Date
141,script_165234.txt,MODIS/006/MOD09GA,ActOn,Calculating NDVI,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Vegetation Indices/Index Calculation,Export Processed Data To Google Drive
142,script_165234.txt,MODIS/006/MOD09GA,ActOn,Adding date to image,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Add Date Information To Images,Add Date Information To Images
143,script_165234.txt,MODIS/006/MOD09GA,ActOn,Adding month to image,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Add Date Information To Images,Add Date Information To Images
144,script_165234.txt,MODIS/006/MOD09GA,ActOn,Adding day of year to image,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Add Date Information To Images,Add Date Information To Images
145,script_165234.txt,MODIS/006/MOD09GA,ActOn,Quality mosaic,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Quality Mosaic Generation,Quality Mosaic Generation
146,script_165234.txt,MODIS/006/MOD09GA,ActOn,Selecting greenest pixel,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Vegetation Indices/Index Calculation,Export Processed Data To Google Drive
147,script_165234.txt,MODIS/006/MOD09GA,ActOn,Visualizing NDVI,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,'Visualize NDVI Results',Filter Image Collection By Cloud Coverage
148,script_165234.txt,MODIS/006/MOD09GA,ActOn,Visualizing greenest month,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Vegetation Indices/Index Calculation,Export Processed Data To Google Drive
149,script_165234.txt,MODIS/006/MOD09GA,ActOn,Visualizing greenest day of year,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Vegetation Indices/Index Calculation,Export Processed Data To Google Drive
150,script_173652.txt,users/jrmancerafGEE/POL_SUB_AE_1055,ActOn,Masking cloud shadows and clouds in Landsat 8 images,users/jrmancerafGEE/,Image Cloud Masking,Image Cloud Masking
