Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity,Head_Entity_update,Tail_Entity_update,Tail_Entity_update_pair
15,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Visualizing image bands,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Visualize Images In Different Band Combinations,Visualize Data With Specific Color Palettes
16,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Exporting images to Drive,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Export Processed Images To Drive,Layer Addition To Map
17,script_103827.txt,users/hrishippatel/IndiaStates,ActOn,Clipping images to a region,users/hrishippatel/,Clip Images To A Specific Region,Clip Images To A Specific Region
18,script_103827.txt,users/hrishippatel/IndiaStates,ActOn,Visualizing images,users/hrishippatel/,Enhancing Image Visualization,Layer Addition To Map
19,script_103827.txt,COPERNICUS/S1_GRD,ActOn,Filtering Sentinel-1 images by date and polarization,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Select Specific Polarization From Images,Filter Images By Date
20,script_103827.txt,COPERNICUS/S1_GRD,ActOn,Compositing images,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Generate Image Composites,Generate Image Composites
21,script_106121.txt,COPERNICUS/S2,ActOn,Filtering image collection by cloud percentage and date,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage
22,script_106121.txt,COPERNICUS/S2,ActOn,Selecting specific bands from image,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Select Specific Bands From Images,Select Specific Bands From Images
23,script_106121.txt,COPERNICUS/S2,ActOn,Reprojecting image to EPSG:4326,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Image Reprojection,Image Reprojection
24,script_106121.txt,COPERNICUS/S2,ActOn,Exporting image to Google Drive,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Export Processed Images To Google Drive,Export Processed Images To Google Drive
25,script_106121.txt,COPERNICUS/S2,ActOn,Visualizing image on Google Map API,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Display Interactive Map,Display Interactive Map
26,script_10828.txt,MODIS/006/MOD09A1,ActOn,Cloud masking,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,Cloud And Shade Masking,Cloud And Shade Masking
27,script_10828.txt,MODIS/006/MOD09A1,ActOn,NDVI calculation,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,Computes Normalized Difference Vegetation Index (NDVI),Cloud And Water Masking
28,script_10828.txt,MODIS/006/MOD09A1,ActOn,Linear interpolation,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,Performs Linear Interpolation,Performs Linear Interpolation
29,script_10828.txt,users/kongdd/public:Math/pkg_smooth.js,ActOn,Linear interpolation,users/kongdd/public:Math/,Performs Linear Interpolation,Performs Linear Interpolation
30,script_10828.txt,users/kongdd/public:Math/pkg_smooth.js,ActOn,Image collection filtering,users/kongdd/public:Math/,Filter Image Collection,Filter Image Collection By Time
31,script_10828.txt,users/kongdd/public:pkg_vis.js,ActOn,Region reduction,users/kongdd/,Reduction Of Image Regions,Reduction Of Image Regions
32,script_10828.txt,users/kongdd/public:pkg_vis.js,ActOn,Feature collection iteration,users/kongdd/,Filter Feature Collection,Filter Feature Collection
33,script_10828.txt,users/kongdd/public:pkg_vis.js,ActOn,Table export,users/kongdd/,Export Results,Export Results
34,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Apply scale factors to image bands,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Apply Scale Factors To Image,Apply Scale Factors To Image
35,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Apply scale factors to image bands,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Apply Scale Factors To Image,Apply Scale Factors To Image
36,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Filter image collection by date and cloud cover,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage
37,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Filter image collection by date and cloud cover,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage
38,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Clip images to a specific region,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Clip Images To A Specific Region,Clip Images To A Specific Region
39,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Clip images to a specific region,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Clip Images To A Specific Region,Clip Images To A Specific Region
40,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Create a mosaic of images,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Generate Image Composites,Generate Image Composites
41,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Create a mosaic of images,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Generate Image Composites,Generate Image Composites
42,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Compute maximum value of images,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Compute Maximum Values,Compute Median Of NDVI
43,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Compute maximum value of images,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Compute Maximum Values,Compute Median Of NDVI
44,script_118175.txt,COPERNICUS/S2_SR,ActOn,Mask clouds in Sentinel-2 images,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Cloud Masking,Image Cloud Masking
45,script_118175.txt,COPERNICUS/S2_SR,ActOn,Calculate NDVI index,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Computes Normalized Difference Vegetation Index (NDVI),Cloud And Water Masking
46,script_118175.txt,COPERNICUS/S2_SR,ActOn,Calculate NDWI index,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculates Normalized Difference Water Index (NDWI),Calculates Normalized Difference Water Index (NDWI)
47,script_118175.txt,COPERNICUS/S2_SR,ActOn,Calculate MNDWI index,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Geometric Index Calculation,Geometric Index Calculation
48,script_118175.txt,COPERNICUS/S2_SR,ActOn,Calculate NDSI index,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Index Calculation,Compute Median Of NDVI
49,script_118175.txt,COPERNICUS/S2_SR,ActOn,Calculate EWI index,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Geometric Index Calculation,Geometric Index Calculation
50,script_118175.txt,users/gena/packages:utils,ActOn,,users/gena/,,
51,script_118175.txt,users/gena/packages:text,ActOn,,users/gena/,,
52,script_118175.txt,users/gena/packages:palettes,ActOn,,users/gena/,,
53,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Calculate normalized burn ratio,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculate Difference Normalized Burn Ratio (dNBR),Calculate Difference Normalized Burn Ratio (dNBR)
54,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Perform clustering analysis,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Cluster Analysis,Cluster Analysis
55,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Generate training dataset,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Training Data Creation,Training Data Creation
56,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Visualize classification results,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Generate Visualizations And Statistical Charts For Classification Results,Generate Visualizations And Statistical Charts For Classification Results
57,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Apply filter to classification results,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Apply Mask To Classification Results,Apply Mask To Classification Results
58,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Multiply binary classification with severity classification,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Severity Classification,Severity Classification
59,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Filtering image collection by date and bounds,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date And Boundaries,Filter Image Collection By Date And Boundaries
60,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Masking clouds and shadows,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Cloud And Shade Masking,Cloud And Shade Masking
61,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Calculating NDVI,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Computes Normalized Difference Vegetation Index (NDVI),Cloud And Water Masking
62,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Creating image composites,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Generate Image Composites,Generate Image Composites
63,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Charting NDVI time series,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Generate Time Series Charts For NDVI,Generate Time Series Charts For NDVI
64,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Creating GIF animation,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Creates Animation Of NDVI Over Time,Rename Image Bands
65,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Calculating image differences,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Differencing,Image Differencing
66,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Calculating standard anomalies,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Anomaly Calculation,Cloud And Cloud Shadow Masking
67,script_120271.txt,COPERNICUS/S2_SR,ActOn,Filtering image collection by date and cloud coverage,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage
68,script_120271.txt,COPERNICUS/S2_SR,ActOn,Calculating NDVI band,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Add NDVI Band To Images,Add NDVI Band To Images
69,script_120271.txt,COPERNICUS/S2_SR,ActOn,Applying median reduction to image collection,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculates Median Of Image Collection,Calculates Median Of Image Collection
70,script_120271.txt,COPERNICUS/S2_SR,ActOn,Clipping image to testing area,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Clip Images To A Specific Region,Clip Images To A Specific Region
71,script_120271.txt,users/gena/packages:colorbrewer,ActOn,Generating gradient bar,users/gena/,Gradient Calculation,Gradient Calculation
72,script_120271.txt,users/gena/packages:palettes,ActOn,Generating gradient bar,users/gena/,Gradient Calculation,Gradient Calculation
73,script_120271.txt,users/gena/packages:style,ActOn,Generating gradient bar,users/gena/,Gradient Calculation,Gradient Calculation
74,script_120271.txt,users/gena/packages:utils,ActOn,Generating gradient bar,users/gena/,Gradient Calculation,Gradient Calculation
75,script_120271.txt,users/gena/packages:colorbrewer,ActOn,Creating frame,users/gena/,Creating Seasonal Composite,Create Median Composite Of Images
76,script_120271.txt,users/gena/packages:palettes,ActOn,Creating frame,users/gena/,Creating Seasonal Composite,Create Median Composite Of Images
77,script_120271.txt,users/gena/packages:style,ActOn,Creating frame,users/gena/,Creating Seasonal Composite,Create Median Composite Of Images
78,script_120271.txt,users/gena/packages:utils,ActOn,Creating frame,users/gena/,Creating Seasonal Composite,Create Median Composite Of Images
79,script_120271.txt,users/gena/packages:colorbrewer,ActOn,Drawing scale bar,users/gena/,Image Scaling,Image Scaling
80,script_120271.txt,users/gena/packages:palettes,ActOn,Drawing scale bar,users/gena/,Image Scaling,Image Scaling
81,script_120271.txt,users/gena/packages:style,ActOn,Drawing scale bar,users/gena/,Image Scaling,Image Scaling
82,script_120271.txt,users/gena/packages:utils,ActOn,Drawing scale bar,users/gena/,Image Scaling,Image Scaling
83,script_120557.txt,TIGER/2016/States,ActOn,Filtering image collection by region,TIGER: US Census States 2016,Filter Image Collection By Region,Filter Image Collection By Region
84,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Masking cloudy pixels,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filtering Pixels,Image Cloud Masking
85,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Computing QA bits,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Quality Control,Quality Control
86,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Classifying land cover using decision tree,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Decision Tree Classification,Decision Tree Classification
87,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Cloud masking for Landsat 5 images,users/GeoForPy/Tesis/,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,Image Cloud Masking
88,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image collection filtering by date and cloud cover,users/GeoForPy/Tesis/,Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage
89,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Percentile calculation for image collection,users/GeoForPy/Tesis/,Calculates Mean Of Image Collection,Apply Threshold To Identify Flood Extent
90,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image clipping to region of interest,users/GeoForPy/Tesis/,Clip Images To A Specific Region,Clip Images To A Specific Region
91,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image visualization with multiple bands,users/GeoForPy/Tesis/,Visualize Images In Different Band Combinations,Visualize Data With Specific Color Palettes
92,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image export to Drive,users/GeoForPy/Tesis/,Export Processed Images To Drive,Layer Addition To Map
93,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Cloud masking for Landsat 5 images,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,Image Cloud Masking
94,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image collection filtering by date and cloud cover,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage
95,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Percentile calculation for image collection,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Calculates Mean Of Image Collection,Apply Threshold To Identify Flood Extent
96,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image clipping to region of interest,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Clip Images To A Specific Region,Clip Images To A Specific Region
97,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image visualization with multiple bands,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Visualize Images In Different Band Combinations,Visualize Data With Specific Color Palettes
98,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image export to Drive,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Export Processed Images To Drive,Layer Addition To Map
99,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Filtering image collection by cloud cover,users/thao226355/share/,Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage
100,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Applying cloud mask to images,users/thao226355/share/,Image Cloud Masking,Image Cloud Masking
101,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Calculating NDVI,users/thao226355/share/,Computes Normalized Difference Vegetation Index (NDVI),Cloud And Water Masking
102,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Classifying land cover based on NDVI,users/thao226355/share/,Computes Normalized Difference Vegetation Index (NDVI),Cloud And Water Masking
103,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Calculating area of classified regions,users/thao226355/share/,Area Calculation,Area Calculation
104,script_144864.txt,COPERNICUS/S2_SR,ActOn,Filtering image collection by cloud cover,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage
105,script_144864.txt,COPERNICUS/S2_SR,ActOn,Applying cloud mask to images,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Cloud Masking,Image Cloud Masking
106,script_144864.txt,COPERNICUS/S2_SR,ActOn,Calculating NDVI,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Computes Normalized Difference Vegetation Index (NDVI),Cloud And Water Masking
107,script_144864.txt,COPERNICUS/S2_SR,ActOn,Classifying land cover based on NDVI,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Computes Normalized Difference Vegetation Index (NDVI),Cloud And Water Masking
108,script_144864.txt,COPERNICUS/S2_SR,ActOn,Calculating area of classified regions,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Area Calculation,Area Calculation
109,script_146128.txt,COPERNICUS/S2,ActOn,Filter image collection by date,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date,Filter Image Collection By Date
110,script_146128.txt,COPERNICUS/S2,ActOn,Sort images by cloud cover,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Sort Image Collections By Cloud Cover,Sort Image Collections By Cloud Cover
111,script_146128.txt,COPERNICUS/S2,ActOn,Filter images by region of interest,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Images By Region,Filter Images By Region
112,script_146128.txt,COPERNICUS/S2,ActOn,Merge feature collections,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Merge Feature Collections,Merge Feature Collections
113,script_146128.txt,COPERNICUS/S2,ActOn,Create training data,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Training Data Creation,Training Data Creation
114,script_146128.txt,COPERNICUS/S2,ActOn,Train classifier,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Trains And Applies Classifier,Cluster Analysis
115,script_146128.txt,COPERNICUS/S2,ActOn,Run classification,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Classification,Classification
116,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Sample regions for training,users/abuhafsgaa/,Sampling Regions For Training Data,Sampling Regions For Training Data
117,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Sample regions for training,users/abuhafsgaa/,Sampling Regions For Training Data,Sampling Regions For Training Data
118,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Add random column to training dataset,users/abuhafsgaa/,Training Data Creation,Training Data Creation
119,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Add random column to training dataset,users/abuhafsgaa/,Training Data Creation,Training Data Creation
120,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Train random forest classifier,users/abuhafsgaa/,Train And Apply Random Forest Classifier,Train And Apply Random Forest Classifier
121,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Train random forest classifier,users/abuhafsgaa/,Train And Apply Random Forest Classifier,Train And Apply Random Forest Classifier
122,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Train CART classifier,users/abuhafsgaa/,Training CART Classifier,Training CART Classifier
123,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Train CART classifier,users/abuhafsgaa/,Training CART Classifier,Training CART Classifier
124,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Classify imagery,users/abuhafsgaa/,Prepares Images For Classification,Reclassify
125,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Compute variable importance,users/abuhafsgaa/,Feature Importance Calculation,Feature Importance Calculation
126,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Display variable importance results,users/abuhafsgaa/,Display Classified Image and Indices,Generate Visualizations And Statistical Charts For Classification Results
127,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Get confusion matrices,users/abuhafsgaa/,Generating Confusion Matrix,Generating Confusion Matrix
128,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Print validation accuracy,users/abuhafsgaa/,Accuracy Assessment,Accuracy Assessment
129,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Visualize results,users/abuhafsgaa/,Visualize NDVI Results,Filter Images By Cloud Cover
130,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,ActOn,,users/abuhafsgaa/,,
131,script_155017.txt,MODIS/006/MOD11A1,ActOn,Filtering image collection by bounds,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Filter Image Collection By Bounds,Image Mosaicking
132,script_155017.txt,MODIS/006/MOD11A1,ActOn,Filtering image collection by date,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Filter Image Collection By Date,Filter Image Collection By Date
133,script_155017.txt,MODIS/006/MOD11A1,ActOn,Clipping images to region,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Clip Images To A Specific Region,Clip Images To A Specific Region
134,script_155017.txt,MODIS/006/MOD11A1,ActOn,Scaling land surface temperature,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Derive Land Surface Temperature Using Thermal Properties,Derive Land Surface Temperature Using Thermal Properties
135,script_155017.txt,MODIS/006/MOD11A1,ActOn,Reducing regions to mean,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Mean Reduction,Reduction Of Image Regions
136,script_155017.txt,MODIS/006/MOD11A1,ActOn,Joining tables by label,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Select Data,Convert And Format Spatial Data For Export
137,script_155017.txt,MODIS/006/MOD11A1,ActOn,Formatting table for export,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Export Results,Export Results
138,script_165234.txt,MODIS/006/MOD09GA,ActOn,Filtering image collection by year,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Filter Image Collection By Year,Filter Image Collection By Year
139,script_165234.txt,MODIS/006/MOD09GA,ActOn,Cloud masking,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Cloud And Shade Masking,Cloud And Shade Masking
140,script_165234.txt,MODIS/006/MOD09GA,ActOn,Scaling image values,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Scaling Image Values,Scaling Image Values
141,script_165234.txt,MODIS/006/MOD09GA,ActOn,Calculating NDVI,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Computes Normalized Difference Vegetation Index (NDVI),Cloud And Water Masking
142,script_165234.txt,MODIS/006/MOD09GA,ActOn,Adding date to image,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Add Date Information To Images,Add Date Information To Images
143,script_165234.txt,MODIS/006/MOD09GA,ActOn,Adding month to image,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Filter Images By Month,Filter Images By Month
144,script_165234.txt,MODIS/006/MOD09GA,ActOn,Adding day of year to image,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Add Date Information To Images,Add Date Information To Images
145,script_165234.txt,MODIS/006/MOD09GA,ActOn,Quality mosaic,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Quality Mosaic Generation,Quality Mosaic Generation
146,script_165234.txt,MODIS/006/MOD09GA,ActOn,Selecting greenest pixel,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Filtering Pixels,Image Cloud Masking
147,script_165234.txt,MODIS/006/MOD09GA,ActOn,Visualizing NDVI,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Visualize NDVI Results,Filter Images By Cloud Cover
148,script_165234.txt,MODIS/006/MOD09GA,ActOn,Visualizing greenest month,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Creating Monthly Composite,Creating Monthly Composite
149,script_165234.txt,MODIS/006/MOD09GA,ActOn,Visualizing greenest day of year,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Visualize Vegetation Data,Add Date Bands To Images
