ID,Script_ID,Entity_Type,Value
209,script_155017.txt,Function,Filter image collection by bounds
210,script_155017.txt,Function,Filter image collection by date
211,script_155017.txt,Function,Clip images to region
212,script_155017.txt,Function,Select specific band
213,script_155017.txt,Function,Scale temperature values
214,script_155017.txt,Function,Add layer to map
215,script_155017.txt,Function,Calculate mean temperature for points
216,script_155017.txt,Function,Format results
217,script_155017.txt,Function,Export results to Drive
218,script_159299.txt,Function,Filter image collection by date and cloud cover
219,script_159299.txt,Function,Clip image to area of interest
220,script_159299.txt,Function,Merge feature collections
221,script_159299.txt,Function,Sample regions for training data
222,script_159299.txt,Function,Train classifier
223,script_159299.txt,Function,Classify image
224,script_159299.txt,Function,Export classified image to Drive
225,script_165234.txt,Function,Apply cloud mask
226,script_165234.txt,Function,Scale image values
227,script_165234.txt,Function,Filter by year
228,script_165234.txt,Function,Add NDVI band
229,script_165234.txt,Function,Add date band
230,script_165234.txt,Function,Add month band
231,script_165234.txt,Function,Add day of year band
232,script_165234.txt,Function,Create quality mosaic
233,script_165234.txt,Function,Visualize data
234,script_173652.txt,Function,Define area of interest
235,script_173652.txt,Function,Add layers to map
236,script_173652.txt,Function,Mask clouds and shadows
237,script_173652.txt,Function,Filter image collection by date
238,script_173652.txt,Function,Clip images to area of interest
239,script_173652.txt,Function,Run LandTrendr algorithm
240,script_173652.txt,Function,Generate change detection map
241,script_173652.txt,Function,Export data to Google Drive
242,script_174376.txt,Function,Define region of interest
243,script_174376.txt,Function,Load Landsat image collection
244,script_174376.txt,Function,Filter image collection by date
245,script_174376.txt,Function,Create cloud-free composite
246,script_174376.txt,Function,Visualize composite
247,script_174376.txt,Function,Merge feature collections
248,script_174376.txt,Function,Sample training data
249,script_174376.txt,Function,Train random forest classifier
250,script_174376.txt,Function,Classify imagery
251,script_174376.txt,Function,Display classification results
252,script_174376.txt,Function,Calculate confusion matrix
253,script_174376.txt,Function,Calculate classification accuracy
254,script_174474.txt,Function,Filter images by cloud cover
255,script_174474.txt,Function,Filter images by date
256,script_174474.txt,Function,Clip images to geometry
257,script_174474.txt,Function,Mask clouds in images
258,script_174474.txt,Function,Calculate median composite
259,script_174474.txt,Function,Add NDVI band to images
260,script_174474.txt,Function,Display images on map
261,script_174747.txt,Function,Filter country boundaries
262,script_174747.txt,Function,Filter image collection by date
263,script_174747.txt,Function,Select specific data band
264,script_174747.txt,Function,Convert temperature units
265,script_174747.txt,Function,Generate time series chart
266,script_174747.txt,Function,Calculate mean temperature
267,script_174747.txt,Function,Clip image to region
268,script_174747.txt,Function,Export image to Drive
269,script_176914.txt,Function,Define study area
270,script_176914.txt,Function,Merge feature collections
271,script_176914.txt,Function,Select image bands
272,script_176914.txt,Function,Sample regions for training
273,script_176914.txt,Function,Train classifier
274,script_176914.txt,Function,Classify image
275,script_176914.txt,Function,Calculate area
276,script_176914.txt,Function,Reduce region statistics
277,script_176914.txt,Function,Merge validation data
278,script_176914.txt,Function,Sample regions for validation
279,script_176914.txt,Function,Compute error matrix
280,script_176914.txt,Function,Compute overall accuracy
281,script_179626.txt,Function,Apply cloud mask
282,script_179626.txt,Function,Set visualization parameters
283,script_179626.txt,Function,Load image collection
284,script_179626.txt,Function,Filter images by date
285,script_179626.txt,Function,Filter images by location
286,script_179626.txt,Function,Calculate median image
287,script_179626.txt,Function,Clip image to geometry
288,script_179626.txt,Function,Add image layer to map
289,script_179626.txt,Function,Set map center
290,script_179626.txt,Function,Create and style legend
291,script_179626.txt,Function,Add legend to map
292,script_179626.txt,Function,Calculate NDVI
293,script_179626.txt,Function,Select thermal band
294,script_179626.txt,Function,Calculate min and max NDVI
295,script_179626.txt,Function,Calculate fractional vegetation
296,script_179626.txt,Function,Calculate emissivity
297,script_179626.txt,Function,Calculate land surface temperature
298,script_179626.txt,Function,Add LST layer to map
299,script_180257.txt,Function,Filter image collection by date
300,script_180257.txt,Function,Load shapefile
301,script_180257.txt,Function,Create empty image
302,script_180257.txt,Function,Paint feature collection
303,script_180257.txt,Function,Create feature collection of points
304,script_180257.txt,Function,Set map center and zoom level
305,script_180257.txt,Function,Add layer to map
306,script_180257.txt,Function,Buffer points
307,script_180257.txt,Function,Calculate zonal statistics
308,script_180257.txt,Function,Apply cloud mask
309,script_180257.txt,Function,Rename image bands
310,script_180257.txt,Function,Prepare image
311,script_186294.txt,Function,Define time series start
312,script_186294.txt,Function,Define time series end
313,script_186294.txt,Function,Filter image collection by date
314,script_186294.txt,Function,Filter image collection by bounds
315,script_186294.txt,Function,Mask clouds in images
316,script_186294.txt,Function,Calculate NDVI
317,script_186294.txt,Function,Apply NDVI function to collection
318,script_186294.txt,Function,Visualize NDVI
319,script_186294.txt,Function,Export NDVI image to Drive
320,script_186319.txt,Function,Define study areas
321,script_186319.txt,Function,Filter image collections by date
322,script_186319.txt,Function,Filter image collections by location
323,script_186319.txt,Function,Select specific bands
324,script_186319.txt,Function,Calculate NDVI
325,script_186319.txt,Function,Calculate NBR
326,script_186319.txt,Function,Create mosaic image
327,script_186319.txt,Function,Export image properties
328,script_186319.txt,Function,Export mosaic image
329,script_186319.txt,Function,Export individual images
330,script_186319.txt,Function,Visualize images
331,script_186320.txt,Function,Define study area
332,script_186320.txt,Function,Filter image collection by date
333,script_186320.txt,Function,Filter image collection by location
334,script_186320.txt,Function,Select specific bands
335,script_186320.txt,Function,Calculate NDVI
336,script_186320.txt,Function,Calculate NBR
337,script_186320.txt,Function,Add layers to map
338,script_186320.txt,Function,Create mosaic image
339,script_186320.txt,Function,Export image properties
340,script_186320.txt,Function,Export mosaic image
341,script_186320.txt,Function,Export individual images
342,script_186320.txt,Function,Create linked maps
343,script_186320.txt,Function,Add click event to map
344,script_186321.txt,Function,Define study area
345,script_186321.txt,Function,Filter image collection by date
346,script_186321.txt,Function,Filter image collection by location
347,script_186321.txt,Function,Select specific bands
348,script_186321.txt,Function,Calculate NDVI
349,script_186321.txt,Function,Calculate NBR
350,script_186321.txt,Function,Create mosaic image
351,script_186321.txt,Function,Export image properties
352,script_186321.txt,Function,Export mosaic image
353,script_186321.txt,Function,Export individual images
354,script_186321.txt,Function,Visualize images
355,script_186321.txt,Function,Link maps
356,script_186321.txt,Function,Add map layers
357,script_186321.txt,Function,Handle map click events
358,script_186323.txt,Function,Define study area
359,script_186323.txt,Function,Filter image collection by date
360,script_186323.txt,Function,Filter image collection by location
361,script_186323.txt,Function,Select specific bands
362,script_186323.txt,Function,Calculate NDVI
363,script_186323.txt,Function,Calculate NBR
364,script_186323.txt,Function,Create mosaic image
365,script_186323.txt,Function,Export image properties
366,script_186323.txt,Function,Export mosaic image
367,script_186323.txt,Function,Export individual images
368,script_186323.txt,Function,Visualize forest loss
369,script_186323.txt,Function,Visualize forest degradation
370,script_186323.txt,Function,Visualize forest fire
371,script_186323.txt,Function,Add map layers
372,script_186323.txt,Function,Link maps
373,script_186323.txt,Function,Handle map click events
374,script_186325.txt,Function,Define study areas
375,script_186325.txt,Function,Filter image collections by date
376,script_186325.txt,Function,Filter image collections by location
377,script_186325.txt,Function,Select specific bands
378,script_186325.txt,Function,Calculate NDVI
379,script_186325.txt,Function,Calculate NBR
380,script_186325.txt,Function,Create mosaic image
381,script_186325.txt,Function,Export image properties to CSV
382,script_186325.txt,Function,Export mosaic image to Drive
383,script_186325.txt,Function,Export individual images to Drive
384,script_186325.txt,Function,Visualize images before and after forest loss
385,script_186325.txt,Function,Add marker point on map click
386,script_186326.txt,Function,Define study area
387,script_186326.txt,Function,Filter image collection by date
388,script_186326.txt,Function,Filter image collection by location
389,script_186326.txt,Function,Select specific bands
390,script_186326.txt,Function,Calculate NDVI
391,script_186326.txt,Function,Calculate NBR
392,script_186326.txt,Function,Create mosaic image
393,script_186326.txt,Function,Export image properties
394,script_186326.txt,Function,Export mosaic image
395,script_186326.txt,Function,Export individual images
396,script_186326.txt,Function,Visualize images
397,script_186326.txt,Function,Link maps
398,script_186326.txt,Function,Add markers on map click
399,script_186329.txt,Function,Filter image collection by date
400,script_186329.txt,Function,Filter image collection by cloud cover
401,script_186329.txt,Function,Filter image collection by location
402,script_186329.txt,Function,Calculate NDVI
403,script_186329.txt,Function,Calculate NBR
404,script_186329.txt,Function,Create mosaic image
405,script_186329.txt,Function,Export image properties to CSV
406,script_186329.txt,Function,Export mosaic image to Drive
407,script_186329.txt,Function,Export individual images to Drive
408,script_186329.txt,Function,Create map visualizations
409,script_186329.txt,Function,Link multiple maps
410,script_186329.txt,Function,Add marker point on map click
411,script_186332.txt,Function,Define study area
412,script_186332.txt,Function,Define sugar mills locations
413,script_186332.txt,Function,Create buffer around sugar mills
414,script_186332.txt,Function,Convert feature to image
415,script_186332.txt,Function,Filter image collection by date
416,script_186332.txt,Function,Clip images to study area
417,script_186332.txt,Function,Calculate NDVI
418,script_186332.txt,Function,Create multiband image
419,script_186332.txt,Function,Sample training data
420,script_186332.txt,Function,Train KMeans clusterer
421,script_186332.txt,Function,Cluster images
422,script_186332.txt,Function,Merge classes
423,script_186332.txt,Function,Refine single crop class
424,script_186332.txt,Function,Refine double crop class
425,script_186332.txt,Function,Refine perennial crop class
426,script_186332.txt,Function,Create mosaic of refined classes
427,script_186333.txt,Function,Define region of interest
428,script_186333.txt,Function,Buffer points by 25km
429,script_186333.txt,Function,Convert feature to image
430,script_186333.txt,Function,Filter image collection by date
431,script_186333.txt,Function,Clip images to region
432,script_186333.txt,Function,Calculate NDVI
433,script_186333.txt,Function,Create multiband image from NDVI
434,script_186333.txt,Function,Sample training data
435,script_186333.txt,Function,Train KMeans clusterer
436,script_186333.txt,Function,Cluster image using clusterer
437,script_186333.txt,Function,Remap cluster classes
438,script_186333.txt,Function,Mask and refine single crop
439,script_186333.txt,Function,Mask and refine double crop
440,script_186333.txt,Function,Mask and refine perennial crop
441,script_186333.txt,Function,Create mosaic from refined classes
442,script_186334.txt,Function,Filter image collection by date
443,script_186334.txt,Function,Clip images to region
444,script_186334.txt,Function,Calculate NDVI
445,script_186334.txt,Function,Create multiband image
446,script_186334.txt,Function,Sample training data
447,script_186334.txt,Function,Train KMeans clusterer
448,script_186334.txt,Function,Cluster images
449,script_186334.txt,Function,Remap classes
450,script_186334.txt,Function,Visualize clusters
451,script_186334.txt,Function,Create buffers
452,script_186334.txt,Function,Convert feature to image
453,script_186334.txt,Function,Merge classes
454,script_186334.txt,Function,Refine classes
455,script_186334.txt,Function,Create mosaic
456,script_186338.txt,Function,Calculate terrain slope and aspect
457,script_186338.txt,Function,Filter images by slope
458,script_186338.txt,Function,Add seasonal components
459,script_186338.txt,Function,Remove seasonal components
460,script_186338.txt,Function,Fit step function
461,script_186338.txt,Function,Fit trend line
462,script_186338.txt,Function,Find backscatter spike
463,script_186338.txt,Function,Filter image collection by date
464,script_186338.txt,Function,Filter image collection by polarization
465,script_186338.txt,Function,Filter image collection by orbit pass
466,script_186338.txt,Function,Create time series chart
467,script_186356.txt,Function,Define region of interest
468,script_186356.txt,Function,Create feature collections
469,script_186356.txt,Function,Apply speckle filter
470,script_186356.txt,Function,Convert image to natural units
471,script_186356.txt,Function,Convert image to dB
472,script_186356.txt,Function,Filter image collection
473,script_186356.txt,Function,Create composite image
474,script_186356.txt,Function,Visualize results
475,script_186356.txt,Function,Merge feature collections
476,script_186356.txt,Function,Sample training data
477,script_186356.txt,Function,Train classifier
478,script_186356.txt,Function,Classify image
479,script_186365.txt,Function,Filter image collection by location and date
480,script_186365.txt,Function,Sort images by cloud cover
481,script_186365.txt,Function,Select first image from collection
482,script_186365.txt,Function,Display true color image
483,script_186365.txt,Function,Calculate NDVI
484,script_186365.txt,Function,Display NDVI image
485,script_186365.txt,Function,Calculate EVI
486,script_186365.txt,Function,Display EVI image
487,script_186365.txt,Function,Calculate NDWI
488,script_186365.txt,Function,Display NDWI image
489,script_186365.txt,Function,Calculate NDBI
490,script_186365.txt,Function,Display NDBI image
491,script_186365.txt,Function,Calculate BAI
492,script_186365.txt,Function,Display BAI image
493,script_186365.txt,Function,Calculate NBRT
494,script_186365.txt,Function,Display NBRT image
495,script_186365.txt,Function,Calculate NDSI
496,script_186365.txt,Function,Display NDSI image
497,script_186365.txt,Function,Perform linear transformation
498,script_186365.txt,Function,Display transformed components
499,script_186365.txt,Function,Perform PCA
500,script_186365.txt,Function,Display principal component image
501,script_186365.txt,Function,Perform spectral unmixing
502,script_186365.txt,Function,Display unmixed image
503,script_186365.txt,Function,Convert RGB to HSV
504,script_186365.txt,Function,Convert HSV back to RGB
505,script_186365.txt,Function,Display pan-sharpened image
506,script_186378.txt,Function,Add NDVI band to images
507,script_186378.txt,Function,Add time band to images
508,script_186378.txt,Function,Filter image collections by date and bounds
509,script_186378.txt,Function,Select specific bands from image collections
510,script_186378.txt,Function,Join image collections by time
511,script_186378.txt,Function,Reduce regions to compute mean values
512,script_186380.txt,Function,Buffer survey points
513,script_186380.txt,Function,Merge feature collections
514,script_186380.txt,Function,Clip images to buffer
515,script_186380.txt,Function,Filter images by date
516,script_186380.txt,Function,Filter images by location
517,script_186380.txt,Function,Count images in collection
518,script_186380.txt,Function,Mask clouds in images
519,script_186380.txt,Function,Add NDVI band
520,script_186380.txt,Function,Add NDWBI band
521,script_186380.txt,Function,Add NDWI band
522,script_186380.txt,Function,Add time band
523,script_186380.txt,Function,Map functions over image collection
524,script_186380.txt,Function,Calculate mean values
525,script_186380.txt,Function,Generate monthly averages
526,script_186411.txt,Function,Merge feature collections
527,script_186411.txt,Function,Filter image collection by date
528,script_186411.txt,Function,Apply cloud mask
529,script_186411.txt,Function,Calculate median composite
530,script_186411.txt,Function,Sample regions for training
531,script_186411.txt,Function,Train random forest classifier
532,script_186411.txt,Function,Classify image
533,script_186411.txt,Function,Compute normalized difference
534,script_186411.txt,Function,Calculate spectral distance
535,script_186411.txt,Function,Compute angle between vectors
536,script_186418.txt,Function,Filter image collection by date and location
537,script_186418.txt,Function,Retrieve Landsat 8 calibrated radiance
538,script_186418.txt,Function,Retrieve Landsat 8 TOA brightness temperature
539,script_186418.txt,Function,Retrieve Landsat 8 surface reflectance
540,script_186418.txt,Function,Get NCEP atmospheric data
541,script_186418.txt,Function,Add atmospheric data as bands
542,script_186418.txt,Function,Join image collections by time
543,script_186418.txt,Function,Compute NDVI
544,script_186418.txt,Function,Compute emissivity from NDVI
545,script_186418.txt,Function,Compute psi functions
546,script_186418.txt,Function,Compute surface temperature
547,script_186442.txt,Function,Filter image collection by date
548,script_186442.txt,Function,Convert temperature from Kelvin to Celsius
549,script_186442.txt,Function,Calculate mean temperature
550,script_186442.txt,Function,Mask NDVI by cloud
551,script_186442.txt,Function,Calculate NMDI
552,script_186442.txt,Function,Clip image to region
553,script_186442.txt,Function,Sample regions for training
554,script_186442.txt,Function,Train classifier
555,script_186442.txt,Function,Classify image using classifier
556,script_186442.txt,Function,Visualize results on map
557,script_186449.txt,Function,Visualize satellite image
558,script_186449.txt,Function,Merge feature collections
559,script_186449.txt,Function,Sample image regions
560,script_186449.txt,Function,Generate scatter plot
561,script_186449.txt,Function,Print chart
562,script_186466.txt,Function,Load image collection
563,script_186466.txt,Function,Filter images by polarization
564,script_186466.txt,Function,Filter images by date
565,script_186466.txt,Function,Filter images by location
566,script_186466.txt,Function,Print image collection
567,script_186466.txt,Function,Calculate image collection size
568,script_186466.txt,Function,Filter images by orbit direction
569,script_186466.txt,Function,Create image composite
570,script_186466.txt,Function,Display composite on map
571,script_186466.txt,Function,Export composite to Drive
572,script_186466.txt,Function,Convert image collection to list
573,script_186466.txt,Function,Map image IDs
574,script_186466.txt,Function,Map image properties
575,script_186466.txt,Function,Export image properties to Drive
576,script_186466.txt,Function,Export images to Drive
577,script_186466.txt,Function,Create linked maps
578,script_186466.txt,Function,Display image on map
579,script_186466.txt,Function,Add layer to map
580,script_186466.txt,Function,Set map center
581,script_186466.txt,Function,Register map click callback
582,script_186466.txt,Function,Update coordinates on click
583,script_186466.txt,Function,Add marker on click
584,script_186503.txt,Function,Define region of interest
585,script_186503.txt,Function,Center map on region
586,script_186503.txt,Function,Filter Sentinel-1 image collection
587,script_186503.txt,Function,Add bands to images
588,script_186503.txt,Function,Apply Refined Lee speckle filter
589,script_186503.txt,Function,Convert image to natural units
590,script_186503.txt,Function,Convert image to decibels
591,script_186503.txt,Function,Visualize results
592,script_186503.txt,Function,Merge feature collections
593,script_186503.txt,Function,Sample regions for training
594,script_186503.txt,Function,Train CART classifier
595,script_186503.txt,Function,Classify image
596,script_186503.txt,Function,Display classification results
597,script_186507.txt,Function,Define study area
598,script_186507.txt,Function,Set date range
599,script_186507.txt,Function,Set export parameters
600,script_186507.txt,Function,Select compositing method
601,script_186507.txt,Function,Select cloud masking method
602,script_186507.txt,Function,Filter Landsat collections
603,script_186507.txt,Function,Apply cloud score
604,script_186507.txt,Function,Apply TDOM
605,script_186507.txt,Function,Add indices
606,script_186507.txt,Function,Create composites
607,script_186507.txt,Function,Export composites
608,script_186521.txt,Function,Filter image collection by date
609,script_186521.txt,Function,Mask clouds and shadows
610,script_186521.txt,Function,Composite images
611,script_186521.txt,Function,Sample regions for training
612,script_186521.txt,Function,Train random forest classifier
613,script_186521.txt,Function,Classify images
614,script_186521.txt,Function,Calculate normalized burn ratio
615,script_186521.txt,Function,Calculate normalized difference snow index
616,script_186521.txt,Function,Calculate spectral distance
617,script_186521.txt,Function,Calculate spectral angle
618,script_186528.txt,Function,Define region of interest
619,script_186528.txt,Function,Create feature collections
620,script_186528.txt,Function,Apply Refined Lee filter
621,script_186528.txt,Function,Convert image to natural units
622,script_186528.txt,Function,Convert image to dB
623,script_186528.txt,Function,Filter image collection
624,script_186528.txt,Function,Create composite image
625,script_186528.txt,Function,Visualize results
626,script_186528.txt,Function,Sample training data
627,script_186528.txt,Function,Train classifier
628,script_186528.txt,Function,Classify image
629,script_186540.txt,Function,Filter image collection by date
630,script_186540.txt,Function,Filter image collection by location
631,script_186540.txt,Function,Apply cloud mask
632,script_186540.txt,Function,Calculate NDVI
633,script_186540.txt,Function,Select specific bands
634,script_186540.txt,Function,Clip image to region
635,script_186540.txt,Function,Calculate median NDVI
636,script_186540.txt,Function,Reduce region to mean NDVI
637,script_186540.txt,Function,Sort images by time
638,script_186540.txt,Function,Create feature collection
639,script_186540.txt,Function,Merge feature collections
640,script_186540.txt,Function,Generate time series chart
641,script_186548.txt,Function,Filter image collection by date and location
642,script_186548.txt,Function,Mask image edges using angle
643,script_186548.txt,Function,Filter out windy days using climate data
644,script_186548.txt,Function,Convert image from dB to natural units
645,script_186548.txt,Function,Apply Refined Lee filter for noise reduction
646,script_186548.txt,Function,Convert sigma to gamma
647,script_186548.txt,Function,Compute surface water mask using Canny Edge detector
648,script_186548.txt,Function,Compute threshold using Otsu method
