Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity,Head_Entity_update,Tail_Entity_update,Tail_Entity_update_pair
19,script_106121.txt,COPERNICUS/S2,ActOn,Exporting the reprojected image to Google Drive,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Export Processed Images To Google Drive,Cluster Analysis
20,script_106121.txt,COPERNICUS/S2,ActOn,Visualizing the raw and reprojected images on a map,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Image Mapping,Filter Image Collection By Date And Region
21,script_10828.txt,MODIS/006/MOD09A1,ActOn,getGlobalRoi: generates a global region of interest,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,Area Of Interest Selection,Filter Image Collection
22,script_10828.txt,MODIS/006/MOD09A1,ActOn,maskClouds: masks clouds in MODIS images,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,Filter Image Collection By Date
23,script_10828.txt,MODIS/006/MOD09A1,ActOn,cal_nirv: calculates NIRV values from MODIS images,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,Calculate Normalized Infrared Vegetation Index (NIRV),Computes Normalized Difference Vegetation Index (NDVI)
24,script_10828.txt,MODIS/006/MOD09A1,ActOn,pkg_smooth.linearInterp: performs linear interpolation on NIRV values,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,Performs Linear Interpolation,Performs Linear Interpolation
25,script_10828.txt,MODIS/006/MOD09A1,ActOn,fill: extracts point information from NIRV images,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,Image Segmentation,Export Processed Data To Drive
26,script_110133.txt,users/felixgeooperations/Drin/20210112_Drin_flood,ActOn,Filtering Sentinel-1 GRD data by predefined parameters,users/felixgeooperations/Drin/,Data Filtering,Filter Image Collection By Cloud Coverage
27,script_110133.txt,users/felixgeooperations/Drin/20210112_Drin_flood,ActOn,Calculating flood extent,users/felixgeooperations/Drin/,Flood Area Calculation,Flood Area Calculation
28,script_110133.txt,users/felixgeooperations/Drin/20210112_Drin_flood,ActOn,Calculating flood extent area,users/felixgeooperations/Drin/,Flood Area Calculation,Flood Area Calculation
29,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Filtering Sentinel-1 GRD data by predefined parameters,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Data Filtering,Filter Image Collection By Cloud Coverage
30,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Selecting images by predefined dates,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Images By Date,Add NDVI Band To Images
31,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Applying reduce radar speckle by smoothing,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Radar Image Noise Reduction,Radar Image Noise Reduction
32,script_110133.txt,JRC/GSW1_0/GlobalSurfaceWater,ActOn,Refining flood result using additional datasets,"JRC Global Surface Water Mapping Layers, v1.4",Calculate Features To Refine Flood Analysis,Threshold Application
33,script_110133.txt,WWF/HydroSHEDS/03VFDEM,ActOn,Refining flood result using additional datasets,"WWF HydroSHEDS Void-Filled DEM, 3 Arc-Seconds",Calculate Features To Refine Flood Analysis,Threshold Application
34,script_110133.txt,JRC/GHSL/P2016/POP_GPW_GLOBE_V1/2015,ActOn,Exposed population density calculation,"GHSL: Global Human Settlement Layers, Built-Up Grid 1975-1990-2000-2015 (P2016)",Area Statistics Calculation,Calculates Median Values
35,script_110133.txt,JRC/GHSL/P2016/POP_GPW_GLOBE_V1/2015,ActOn,Damage assessment,"GHSL: Global Human Settlement Layers, Built-Up Grid 1975-1990-2000-2015 (P2016)",Visualize Disaster Impacts,Water body Area Calculation
36,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,applyScaleFactors: scales optical and thermal bands of Landsat imagery,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Filter And Mosaic Landsat Images,Elevation Masking
37,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,applyScaleFactors: scales optical and thermal bands of Landsat imagery,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Filter And Mosaic Landsat Images,Elevation Masking
38,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,add_NDVI: calculates Normalized Difference Vegetation Index,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Computes Normalized Difference Vegetation Index (NDVI),Add NDVI Band To Images
39,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,add_NDVI: calculates Normalized Difference Vegetation Index,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Computes Normalized Difference Vegetation Index (NDVI),Add NDVI Band To Images
40,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,add_NDWI: calculates Normalized Difference Water Index,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Calculates Normalized Difference Water Index (NDWI),Calculates Normalized Difference Water Index (NDWI)
41,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,add_NDWI: calculates Normalized Difference Water Index,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Calculates Normalized Difference Water Index (NDWI),Calculates Normalized Difference Water Index (NDWI)
42,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,add_MNDWI: calculates Modified Normalized Difference Water Index,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Calculates Modified Normalized Difference Water Index (MNDWI),Computes Normalized Difference Vegetation Index (NDVI)
43,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,add_MNDWI: calculates Modified Normalized Difference Water Index,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Calculates Modified Normalized Difference Water Index (MNDWI),Computes Normalized Difference Vegetation Index (NDVI)
44,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,add_NDSI: calculates Normalized Difference Snow Index,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Calculate Normalized Difference Water Body Index (NDWBI),Calculate NBR for Post-Fire Image
45,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,add_NDSI: calculates Normalized Difference Snow Index,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Calculate Normalized Difference Water Body Index (NDWBI),Calculate NBR for Post-Fire Image
46,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,add_EWI: calculates Enhanced Wetness Index,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Calculates Modified Normalized Difference Water Index (MNDWI),Computes Normalized Difference Vegetation Index (NDVI)
47,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,add_EWI: calculates Enhanced Wetness Index,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Calculates Modified Normalized Difference Water Index (MNDWI),Computes Normalized Difference Vegetation Index (NDVI)
48,script_118175.txt,COPERNICUS/S2_SR,ActOn,maskS2Clouds: masks clouds in Sentinel-2 imagery,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Cloud Masking,Image Cloud Masking
49,script_118175.txt,COPERNICUS/S2_SR,ActOn,add_ICE: extracts ice cover information from Sentinel-2 imagery,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Addition,Cloud And Shade Masking
50,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Normalized Burn Ratio (NBR) calculation,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculate Difference Normalized Burn Ratio (dNBR),Calculate Difference Normalized Burn Ratio (dNBR)
51,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Normalized Burn Ratio (NBR) calculation,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculate Difference Normalized Burn Ratio (dNBR),Calculate Difference Normalized Burn Ratio (dNBR)
52,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Difference NBR (dNBR) calculation,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Difference Calculation,Compute Difference Between Pre- And Post-Fire NBR
53,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Difference NBR (dNBR) calculation,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Difference Calculation,Compute Difference Between Pre- And Post-Fire NBR
54,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Layer stacking,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Stacking,Image Stacking
55,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Layer stacking,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Stacking,Image Stacking
56,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Training dataset generation,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Training Data Creation,Filter Images By Date And Region
57,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Training dataset generation,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Training Data Creation,Filter Images By Date And Region
58,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Weka Cascade K-Means clustering,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Cluster Analysis,Cluster Analysis
59,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Weka Cascade K-Means clustering,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Cluster Analysis,Cluster Analysis
60,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Image classification,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Classify Images Based On Training Data,Classify Images Based On Training Data
61,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Image classification,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Classify Images Based On Training Data,Classify Images Based On Training Data
62,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Statistics calculation,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Statistics Calculation,Severity Classification
63,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Statistics calculation,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Statistics Calculation,Severity Classification
64,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Visualization,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Data Visualization,Visualize Temperature Data
65,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Visualization,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Data Visualization,Visualize Temperature Data
66,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Filtering,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Feature,Addition Of NDVI
67,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Filtering,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Feature,Addition Of NDVI
68,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Masking,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Masking,Cloud And Water Masking
69,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Masking,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Masking,Cloud And Water Masking
70,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Image multiplication,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Mapping,Filter Image Collection By Date And Region
71,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Image multiplication,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Mapping,Filter Image Collection By Date And Region
72,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,maskL8sr (cloud masking and image correction),USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Cloud Masking,Image Cloud Masking
73,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,ndvi (calculating Normalized Difference Vegetation Index),USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Computes Normalized Difference Vegetation Index (NDVI),Add NDVI Band To Images
74,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,image filtering and compositing,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Preprocessing,Image Addition
75,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,image differencing and anomaly calculation,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Differencing,Image Differencing
76,script_120271.txt,COPERNICUS/S2_SR,ActOn,addNDVI function to calculate NDVI band,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Add NDVI Band To Images,Compute Median Of NDVI
77,script_120271.txt,COPERNICUS/S2_SR,ActOn,median function to calculate median image,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculates Median Of Image Collection,Calculates Median Of Image Collection
78,script_120271.txt,COPERNICUS/S2_SR,ActOn,clip function to clip image to testing area,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Clip Images To A Specific Region,Clip Images To A Specific Region
79,script_120271.txt,COPERNICUS/S2_SR,ActOn,select function to select NDVI band,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Display Selected Band,Create Median Composite Of Images
80,script_120271.txt,COPERNICUS/S2_SR,ActOn,reduceRegion function to calculate percentile,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculate Area Statistics,Statistics Calculation
81,script_120271.txt,COPERNICUS/S2_SR,ActOn,Map.addLayer function to add layers to the map,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Layer Addition To Map,Layer Addition To Map
82,script_120557.txt,TIGER/2016/States,ActOn,Filtering the region of interest (Florida) from the TIGER/2016/States feature collection,TIGER: US Census States 2016,Filter Feature Collection,Filter Images By Date And Region
83,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Filtering Landsat 8 images within the region of interest and date range,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,Filter Image Collection By Date
84,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Extracting QA bits for cloud masking,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Cloud Probability Masking,Image Cloud Masking
85,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Masking out cloudy pixels,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filtering Pixels,Image Mosaicking
86,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Applying decision tree classification for land cover types (water and vegetation),USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Decision Tree Classification,Decision Tree Classification
87,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Cloud masking for Landsat 5 images,users/GeoForPy/Tesis/,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,Filter Image Collection By Date
88,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image collection filtering and reduction,users/GeoForPy/Tesis/,Filter Image Collection,Filter Image Collection By Date And Region
89,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Percentile calculation and image clipping,users/GeoForPy/Tesis/,Image Fraction Calculation,Clip Images To Specific Geographic Boundaries
90,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Map visualization and layering,users/GeoForPy/Tesis/,Visualize Data Layers,Visualize Images In Different Band Combinations
91,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image export to Google Drive,users/GeoForPy/Tesis/,Export Processed Images To Google Drive,Cluster Analysis
92,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Cloud masking for Landsat 5 images,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,Filter Image Collection By Date
93,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image collection filtering and reduction,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Filter Image Collection,Filter Image Collection By Date And Region
94,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Percentile calculation and image clipping,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Image Fraction Calculation,Clip Images To Specific Geographic Boundaries
95,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Map visualization and layering,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Visualize Data Layers,Visualize Images In Different Band Combinations
96,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image export to Google Drive,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Export Processed Images To Google Drive,Cluster Analysis
97,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Filtering and selecting administrative boundaries,users/thao226355/share/,Filtering Administrative Boundaries,Filter Image Collection By Date And Boundaries
98,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Area calculation and statistics,users/thao226355/share/,Area Statistics Calculation,Calculates Median Values
99,script_144864.txt,COPERNICUS/S2_SR,ActOn,Cloud masking and image filtering,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Cloud Masking,Image Cloud Masking
100,script_144864.txt,COPERNICUS/S2_SR,ActOn,Image collection and mosaicking,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Aggregation,Image Mosaicking
101,script_144864.txt,COPERNICUS/S2_SR,ActOn,NDVI calculation and land cover classification,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Computes Normalized Difference Vegetation Index (NDVI),Add NDVI Band To Images
102,script_146128.txt,COPERNICUS/S2,ActOn,Filtering and sorting Sentinel-2 images by date and cloud cover,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Images By Cloud Cover,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
103,script_146128.txt,COPERNICUS/S2,ActOn,Merging feature collections,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Merge Feature Collections,Displays Composite Image
104,script_146128.txt,COPERNICUS/S2,ActOn,Creating training data using sample regions,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Sampling Regions For Training Data,Sampling Regions For Training Data
105,script_146128.txt,COPERNICUS/S2,ActOn,Training a classifier using CART algorithm,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Training CART Classifier,Training CART Classifier
106,script_146128.txt,COPERNICUS/S2,ActOn,Running classification on Sentinel-2 image,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Classify Images Based On Training Data,Classify Images Based On Training Data
107,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Sample regions for training data,users/abuhafsgaa/,Sampling Regions For Training Data,Sampling Regions For Training Data
108,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Sample regions for training data,users/abuhafsgaa/,Sampling Regions For Training Data,Sampling Regions For Training Data
109,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Classify images using Random Forest and CART classifiers,users/abuhafsgaa/,Classify Images Based On Training Data,Classify Images Based On Training Data
110,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Classify images using Random Forest and CART classifiers,users/abuhafsgaa/,Classify Images Based On Training Data,Classify Images Based On Training Data
111,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Compute variable importance,users/abuhafsgaa/,Feature Importance Calculation,Feature Importance Calculation
112,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Compute variable importance,users/abuhafsgaa/,Feature Importance Calculation,Feature Importance Calculation
113,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Classify test data,users/abuhafsgaa/,Validating Classification,Train And Apply Random Forest Classifier
114,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Classify test data,users/abuhafsgaa/,Validating Classification,Train And Apply Random Forest Classifier
115,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Classify images using Random Forest and CART classifiers,users/abuhafsgaa/,Classify Images Based On Training Data,Classify Images Based On Training Data
116,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Compute variable importance,users/abuhafsgaa/,Feature Importance Calculation,Feature Importance Calculation
117,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Classify test data,users/abuhafsgaa/,Validating Classification,Train And Apply Random Forest Classifier
118,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Accuracy assessment,users/abuhafsgaa/,Accuracy Assessment,Accuracy Assessment
119,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,ActOn,Classify test data,users/abuhafsgaa/,Validating Classification,Train And Apply Random Forest Classifier
120,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,ActOn,Accuracy assessment,users/abuhafsgaa/,Accuracy Assessment,Accuracy Assessment
121,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,ActOn,Visualize results,users/abuhafsgaa/,Visualize NDVI Results,Add NDWI Band To Images
122,script_155017.txt,MODIS/006/MOD11A1,ActOn,Filtering MODIS images by bounds and date,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,Filter Image Collection By Date
123,script_155017.txt,MODIS/006/MOD11A1,ActOn,Clipping images to Himachal Pradesh region,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Clip Images To Specific Geographic Boundaries,Clip Images To A Specific Region
124,script_155017.txt,MODIS/006/MOD11A1,ActOn,Scaling LST values,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Scaling index/indices values,Export Time Series Data
125,script_155017.txt,MODIS/006/MOD11A1,ActOn,Reducing regions to mean LST values,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Mean Reduction,Reduction Of Image Regions
126,script_155017.txt,Settlement points,ActOn,Joining tables by label and imageId,WDPA: World Database on Protected Areas (points),Converts Joined Data To Image Collection,Converts Joined Data To Image Collection
127,script_155017.txt,Settlement points,ActOn,Exporting results to CSV,WDPA: World Database on Protected Areas (points),Export Results,Filter Image Collection
128,script_165234.txt,MODIS/006/MOD09GA,ActOn,Filtering MODIS data by year (2019) and applying cloud mask,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,Filter Image Collection By Date
129,script_165234.txt,MODIS/006/MOD09GA,ActOn,Scaling MODIS data,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Apply Scale Factors To Features,Apply Scale Factors To Image
