ID,Script_ID,Entity_Type,Value,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_BAAI,Top1_Similarity_BAAI
19,script_174474.txt,Theme,Landsat 5 image processing and analysis for different years,SATELLITE SOIL MOISTURE INDEX,0.7754371166229248,LANDSCAPE PROCESSES,0.51442551612854
20,script_174747.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.8780211210250854,LAND SURFACE TEMPERATURE,0.7907720804214478
21,script_179626.txt,Theme,Land Surface Temperature (LST) analysis,LAND SURFACE TEMPERATURE,0.8604640960693359,LAND SURFACE TEMPERATURE,0.7181229591369629
22,script_180257.txt,Theme,Land cover analysis using Landsat 7 imagery,SATELLITE SOIL MOISTURE INDEX,0.8433842062950134,LAND USE/LAND COVER,0.6220800876617432
23,script_186294.txt,Theme,Land cover classification and NDVI analysis,LAND USE/LAND COVER CLASSIFICATION,0.8753987550735474,LAND USE/LAND COVER CLASSIFICATION,0.6984648704528809
24,script_186319.txt,Theme,Land cover classification and change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.865398645401001,LAND USE/LAND COVER CLASSIFICATION,0.7180160284042358
25,script_186319.txt,Theme,Forest monitoring and deforestation detection,FOREST MENSURATION,0.8835861682891846,FOREST MENSURATION,0.7792404294013977
26,script_186320.txt,Theme,"Phát hiện sớm mất rừng, suy thoái rừng và lửa rừng bằng ảnh Sentinel 2",SENSOR CHARACTERISTICS,0.7739762663841248,SENSOR CHARACTERISTICS,0.5392758250236511
27,script_186321.txt,Theme,"Phát hiện sớm mất rừng, suy thoái rừng và lửa rừng ở Sóc Sơn_Hà Nội bằng ảnh vệ tinh Sentinel 2",SENSOR CHARACTERISTICS,0.775351881980896,SOLAR SYNOPTIC MAPS,0.5504627227783203
28,script_186323.txt,Theme,Land cover classification and change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.865398645401001,LAND USE/LAND COVER CLASSIFICATION,0.7180160284042358
29,script_186323.txt,Theme,Forest monitoring and deforestation detection,FOREST MENSURATION,0.8835861682891846,FOREST MENSURATION,0.7792404294013977
30,script_186325.txt,Theme,Land cover classification and change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.865398645401001,LAND USE/LAND COVER CLASSIFICATION,0.7180160284042358
31,script_186325.txt,Theme,Forest monitoring and deforestation detection,FOREST MENSURATION,0.8835861682891846,FOREST MENSURATION,0.7792404294013977
32,script_186326.txt,Theme,"Phát hiện sớm mất rừng, suy thoái rừng và lửa rừng bằng ảnh Sentinel 2",SENSOR CHARACTERISTICS,0.7739762663841248,SENSOR CHARACTERISTICS,0.5392758250236511
33,script_186329.txt,Theme,Land cover classification and change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.865398645401001,LAND USE/LAND COVER CLASSIFICATION,0.7180160284042358
34,script_186329.txt,Theme,Forest monitoring and deforestation detection,FOREST MENSURATION,0.8835861682891846,FOREST MENSURATION,0.7792404294013977
35,script_186332.txt,Theme,Land cover classification and crop type identification using MODIS data and unsupervised classification,LAND SURFACE/AGRICULTURE INDICATORS,0.8482716083526611,LAND USE/LAND COVER CLASSIFICATION,0.6574828028678894
36,script_186333.txt,Theme,Land cover classification and crop type identification using MODIS data and unsupervised classification,LAND SURFACE/AGRICULTURE INDICATORS,0.8482716083526611,LAND USE/LAND COVER CLASSIFICATION,0.6574828028678894
37,script_186334.txt,Theme,Land cover classification and crop type identification,LAND SURFACE/AGRICULTURE INDICATORS,0.8978045582771301,LAND USE/LAND COVER CLASSIFICATION,0.7435523867607117
38,script_186356.txt,Theme,Land cover classification using Sentinel-1 data with speckle filtering,LAND USE/LAND COVER CLASSIFICATION,0.8375852108001709,LAND USE/LAND COVER CLASSIFICATION,0.6617368459701538
39,script_186365.txt,Theme,Land cover classification and feature extraction,LAND USE/LAND COVER CLASSIFICATION,0.8795976638793945,LAND USE/LAND COVER CLASSIFICATION,0.7129511833190918
40,script_186378.txt,Theme,"Land cover classification and analysis using Sentinel-1, Landsat 8, and Sentinel-2 data",LAND USE/LAND COVER CLASSIFICATION,0.8458404541015625,LAND USE/LAND COVER CLASSIFICATION,0.6583112478256226
41,script_186380.txt,Theme,Calculate average spectral indices around marsh bird survey points along the ColRiver,SURFACE MOISTURE INDEX,0.785597562789917,CORAL REEF ASSESSMENT,0.5238126516342163
42,script_186418.txt,Theme,Land Surface Temperature Retrieval,LAND SURFACE TEMPERATURE,0.8986050486564636,LAND SURFACE TEMPERATURE,0.7488353252410889
43,script_186418.txt,Theme,Atmospheric Correction,ATMOSPHERIC CIRCULATION RECONSTRUCTION,0.8759475350379944,ATMOSPHERIC STABILITY,0.7389675378799438
44,script_186418.txt,Theme,NDVI Computation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.8086920380592346,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.6803466081619263
45,script_186418.txt,Theme,Emissivity Computation,EMISSIVITY,0.8228416442871094,EMISSIVITY,0.7366970777511597
46,script_186418.txt,Theme,Surface Temperature Computation,SURFACE THERMAL PROPERTIES,0.8346461653709412,SURFACE THERMAL PROPERTIES,0.7521454691886902
47,script_186442.txt,Theme,Land cover classification and risk assessment using remote sensing data,LAND USE/LAND COVER CLASSIFICATION,0.8356510996818542,LAND USE/LAND COVER CLASSIFICATION,0.6582436561584473
48,script_186449.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968
49,script_186466.txt,Theme,Sentinel-1 Image Analysis for Forest Monitoring,FOREST MENSURATION,0.8630774021148682,FOREST MENSURATION,0.6827320456504822
50,script_186503.txt,Theme,Land cover classification using Sentinel-1 data,LAND USE/LAND COVER CLASSIFICATION,0.8409910798072815,LAND USE/LAND COVER CLASSIFICATION,0.7032828330993652
51,script_186507.txt,Theme,Landsat data processing and compositing for Brazilian Amazon region,SATELLITE SOIL MOISTURE INDEX,0.8156967759132385,LANDSCAPE PROCESSES,0.5413756966590881
52,script_186528.txt,Theme,Land cover classification using Sentinel-1 data with speckle filtering,LAND USE/LAND COVER CLASSIFICATION,0.8375852108001709,LAND USE/LAND COVER CLASSIFICATION,0.6617368459701538
53,script_186540.txt,Theme,Land cover classification and time series analysis,LAND USE/LAND COVER CLASSIFICATION,0.8624475002288818,LAND USE/LAND COVER CLASSIFICATION,0.7372506260871887
54,script_186548.txt,Theme,Surface water mask computation using Sentinel-1 data and Canny Edge detector with Otsu thresholding,SURFACE WATER PROCESSES/MEASUREMENTS,0.8092525601387024,SURFACE WATER PROCESSES/MEASUREMENTS,0.5902970433235168
55,script_186562.txt,Theme,Land cover classification and change detection using Landsat and Sentinel-2 images,LAND SURFACE/AGRICULTURE INDICATORS,0.8308092355728149,LAND USE/LAND COVER CLASSIFICATION,0.6408265829086304
56,script_186570.txt,Theme,Land cover classification and change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.865398645401001,LAND USE/LAND COVER CLASSIFICATION,0.7180160284042358
57,script_186570.txt,Theme,Forest monitoring and deforestation detection,FOREST MENSURATION,0.8835861682891846,FOREST MENSURATION,0.7792404294013977
58,script_186601.txt,Theme,Land cover classification and change detection using Sentinel-1 data,LAND SURFACE/AGRICULTURE INDICATORS,0.8275608420372009,LAND USE/LAND COVER CLASSIFICATION,0.6590369939804077
59,script_186605.txt,Theme,Land cover classification and change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.865398645401001,LAND USE/LAND COVER CLASSIFICATION,0.7180160284042358
60,script_186605.txt,Theme,Forest monitoring and deforestation detection,FOREST MENSURATION,0.8835861682891846,FOREST MENSURATION,0.7792404294013977
61,script_186607.txt,Theme,Land cover classification and forest monitoring,FOREST MENSURATION,0.8775249719619751,FOREST MENSURATION,0.7407998442649841
62,script_186815.txt,Theme,Land cover classification and change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.865398645401001,LAND USE/LAND COVER CLASSIFICATION,0.7180160284042358
63,script_186815.txt,Theme,Forest monitoring and deforestation detection,FOREST MENSURATION,0.8835861682891846,FOREST MENSURATION,0.7792404294013977
64,script_186822.txt,Theme,Satellite data processing and analysis for agricultural field monitoring,SATELLITE SOIL MOISTURE INDEX,0.831778883934021,SOIL PRODUCTIVITY,0.6439224481582642
65,script_186829.txt,Theme,Land cover analysis and temperature monitoring in the Amazon Basin,FOREST MENSURATION,0.8266046047210693,LAND SURFACE TEMPERATURE,0.6414980292320251
66,script_186856.txt,Theme,Cloud masking and shadow detection for Sentinel-2 images,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8302160501480103,CLOUD OPTICAL DEPTH/THICKNESS,0.5940046906471252
67,script_186886.txt,Theme,Land cover classification and change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.865398645401001,LAND USE/LAND COVER CLASSIFICATION,0.7180160284042358
68,script_186886.txt,Theme,Forest fire detection and monitoring,FOREST MANAGEMENT,0.8779704570770264,FOREST MENSURATION,0.7797773480415344
69,script_186888.txt,Theme,"Radiance, NDVI, and Land Surface Temperature calculation",LAND SURFACE TEMPERATURE,0.8403337001800537,LAND SURFACE TEMPERATURE,0.6675664186477661
70,script_186892.txt,Theme,Land cover classification and change detection using Sentinel-2 images,LAND SURFACE/AGRICULTURE INDICATORS,0.8136708736419678,LAND USE/LAND COVER CLASSIFICATION,0.6626685857772827
71,script_186914.txt,Theme,Flood detection and population analysis,FLOOD FREQUENCY,0.8353096842765808,FLOODING,0.6567718982696533
72,script_186915.txt,Theme,Flood detection and analysis using Sentinel-1 C-band SAR data,RADAR CROSS-SECTION,0.81336510181427,FLOOD FREQUENCY,0.6068843603134155
73,script_186940.txt,Theme,Land cover classification and change detection using Landsat imagery,LAND USE/LAND COVER CLASSIFICATION,0.8444775342941284,LAND USE/LAND COVER CLASSIFICATION,0.6749553680419922
74,script_186974.txt,Theme,Landsat satellite imagery analysis for water body detection,SATELLITE SOIL MOISTURE INDEX,0.8268876075744629,WATER CHARACTERISTICS,0.6199345588684082
75,script_187038.txt,Theme,Land cover classification and cloud cover analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8808902502059937,LAND USE/LAND COVER CLASSIFICATION,0.7364490032196045
76,script_187125.txt,Theme,Water detection and river boundary extraction using Sentinel-2 and JRC data,RIVER ICE DEPTH/EXTENT,0.7984790205955505,WATER CHARACTERISTICS,0.6098593473434448
77,script_187131.txt,Theme,Fire detection and burned area analysis,FIRE MANAGEMENT,0.8446831107139587,BURNED AREA,0.6862126588821411
78,script_187137.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.8780211210250854,LAND SURFACE TEMPERATURE,0.7907720804214478
79,script_187138.txt,Theme,Land cover analysis and temperature monitoring in the Amazon Basin,FOREST MENSURATION,0.8266046047210693,LAND SURFACE TEMPERATURE,0.6414980292320251
80,script_187226.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968
81,script_187226.txt,Theme,Cloud and shadow detection,CLOUD INDICATORS,0.8567993640899658,CLOUD OPTICAL DEPTH/THICKNESS,0.6741504073143005
82,script_187226.txt,Theme,Water detection,WATER VAPOR INDICATORS,0.8681646585464478,WATER CHARACTERISTICS,0.7290744781494141
83,script_187248.txt,Theme,Land Surface Temperature analysis,LAND SURFACE TEMPERATURE,0.8867851495742798,LAND SURFACE TEMPERATURE,0.7985599040985107
84,script_187481.txt,Theme,Flood Mapping using Sentinel-1 data,FLOOD LEVELS,0.8258644342422485,FLOOD FREQUENCY,0.6689739227294922
85,script_187523.txt,Theme,Flood Mapping using Sentinel-1 data,FLOOD LEVELS,0.8258644342422485,FLOOD FREQUENCY,0.6689739227294922
86,script_187528.txt,Theme,Flood Mapping using Sentinel-1 data,FLOOD LEVELS,0.8258644342422485,FLOOD FREQUENCY,0.6689739227294922
87,script_187530.txt,Theme,Flood Mapping and Monitoring using Sentinel-1 data,FLOOD LEVELS,0.8241636753082275,FLOOD FREQUENCY,0.6401806473731995
88,script_187532.txt,Theme,Flood Mapping,FLOOD LEVELS,0.885453999042511,FLOODING,0.7627313733100891
89,script_187533.txt,Theme,Flood Mapping and Monitoring using Sentinel-1 data,FLOOD LEVELS,0.8241636753082275,FLOOD FREQUENCY,0.6401806473731995
90,script_187534.txt,Theme,Flood Mapping,FLOOD LEVELS,0.885453999042511,FLOODING,0.7627313733100891
91,script_187534.txt,Theme,Sentinel-1 Image Analysis,BERYLLIUM-10 ANALYSIS,0.8325451016426086,RADAR IMAGERY,0.6094832420349121
92,script_187535.txt,Theme,Flood Mapping,FLOOD LEVELS,0.885453999042511,FLOODING,0.7627313733100891
93,script_187535.txt,Theme,Sentinel-1 Image Analysis,BERYLLIUM-10 ANALYSIS,0.8325451016426086,RADAR IMAGERY,0.6094832420349121
94,script_187582.txt,Theme,Land cover classification using Sentinel-2 data and vegetation indices,VEGETATION INDEX,0.8580665588378906,LAND USE/LAND COVER CLASSIFICATION,0.6904774904251099
95,script_187585.txt,Theme,MODIS EVI analysis and PCA,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.786490797996521,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.5476889610290527
96,script_187586.txt,Theme,MODIS EVI analysis and PCA,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.786490797996521,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.5476889610290527
97,script_187587.txt,Theme,MODIS EVI analysis and PCA,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.786490797996521,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.5476889610290527
98,script_187738.txt,Theme,Land cover classification and object-based image analysis,LAND USE/LAND COVER CLASSIFICATION,0.8586717844009399,LAND USE/LAND COVER CLASSIFICATION,0.6948391199111938
99,script_187749.txt,Theme,NDVI trend analysis and time series visualization,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.8131036758422852,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.636882483959198
100,script_187888.txt,Theme,Land cover classification and NDVI analysis,LAND USE/LAND COVER CLASSIFICATION,0.8753987550735474,LAND USE/LAND COVER CLASSIFICATION,0.6984648704528809
101,script_187895.txt,Theme,Land cover classification and BSI calculation,LAND USE/LAND COVER CLASSIFICATION,0.8678508996963501,LAND USE/LAND COVER CLASSIFICATION,0.6442223191261292
102,script_188011.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.8780211210250854,LAND SURFACE TEMPERATURE,0.7907720804214478
103,script_188030.txt,Theme,Land cover classification and vegetation health analysis using Landsat 8 imagery,LAND SURFACE/AGRICULTURE INDICATORS,0.8548864126205444,LAND USE/LAND COVER CLASSIFICATION,0.621716320514679
104,script_188052.txt,Theme,Water Detection and Extraction using Landsat and Sentinel-2 Images,LIDAR BACKSCATTER,0.8142200708389282,WATER CHARACTERISTICS,0.6220436096191406
105,script_188068.txt,Theme,Flood Impact Analysis,FLOOD LEVELS,0.8414024114608765,INUNDATION FREQUENCY,0.6397667527198792
106,script_188147.txt,Theme,Land cover classification and change detection in Zimbabwe using Landsat and Sentinel-2 data,LAND SURFACE/AGRICULTURE INDICATORS,0.8274145126342773,LAND USE/LAND COVER CLASSIFICATION,0.5870639085769653
107,script_188163.txt,Theme,Land cover classification and change detection in Zimbabwe,LAND SURFACE/AGRICULTURE INDICATORS,0.8322039842605591,LAND USE/LAND COVER CLASSIFICATION,0.6474841833114624
108,script_188182.txt,Theme,Land cover classification and change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.865398645401001,LAND USE/LAND COVER CLASSIFICATION,0.7180160284042358
109,script_188190.txt,Theme,Land cover classification and change detection in Zimbabwe,LAND SURFACE/AGRICULTURE INDICATORS,0.8322039842605591,LAND USE/LAND COVER CLASSIFICATION,0.6474841833114624
110,script_188211.txt,Theme,Land cover classification and water body extraction,LAND USE/LAND COVER CLASSIFICATION,0.8641783595085144,LAND USE/LAND COVER CLASSIFICATION,0.7041544914245605
111,script_188217.txt,Theme,Land cover classification and change detection using Landsat imagery,LAND USE/LAND COVER CLASSIFICATION,0.8444775342941284,LAND USE/LAND COVER CLASSIFICATION,0.6749553680419922
112,script_188221.txt,Theme,Climate data analysis,CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED),0.8301243782043457,CLIMATE INDICATORS,0.7052992582321167
113,script_188386.txt,Theme,Land cover classification and analysis,LAND USE/LAND COVER CLASSIFICATION,0.8988833427429199,LAND USE/LAND COVER CLASSIFICATION,0.780998706817627
114,script_188397.txt,Theme,Burn area analysis using MODIS images,BURNED AREA,0.8151791095733643,BURNED AREA,0.6158657073974609
115,script_188400.txt,Theme,NO2_column_number_density analysis,CLOUD-SCREENED TOTAL COLUMN NITROGEN DIOXIDE (NO2),0.8333695530891418,CLOUD-SCREENED TOTAL COLUMN NITROGEN DIOXIDE (NO2),0.6512951254844666
116,script_188401.txt,Theme,Temperature analysis,PARTICLE TEMPERATURE,0.8788950443267822,AMBIENT TEMPERATURE,0.7193711996078491
117,script_188412.txt,Theme,Land Surface Temperature (LST) and Vegetation Analysis,VEGETATION INDEX,0.8604304790496826,LAND SURFACE TEMPERATURE,0.6680333614349365
118,script_188413.txt,Theme,Land Surface Temperature (LST) analysis using Landsat 8 imagery,LAND SURFACE TEMPERATURE,0.8346517086029053,LAND SURFACE TEMPERATURE,0.651347279548645
119,script_188414.txt,Theme,Land Surface Temperature (LST) analysis using Landsat 8 imagery,LAND SURFACE TEMPERATURE,0.8346517086029053,LAND SURFACE TEMPERATURE,0.651347279548645
120,script_188419.txt,Theme,Land Surface Temperature (LST) analysis using Landsat 8 data,LAND SURFACE TEMPERATURE,0.8246543407440186,LAND SURFACE TEMPERATURE,0.6663604974746704
121,script_188454.txt,Theme,Cloud probability analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8926838636398315,CLOUD DYNAMICS,0.6086944341659546
122,script_188454.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968
123,script_188455.txt,Theme,Cloud probability analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8926838636398315,CLOUD DYNAMICS,0.6086944341659546
124,script_188455.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968
125,script_188458.txt,Theme,Cloud probability analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8926838636398315,CLOUD DYNAMICS,0.6086944341659546
126,script_188458.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968
127,script_188465.txt,Theme,Land cover classification and cloud probability analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8845402002334595,LAND USE/LAND COVER CLASSIFICATION,0.7141760587692261
128,script_188502.txt,Theme,Water body extraction and analysis using Sentinel-1 data,SURFACE WATER PROCESSES/MEASUREMENTS,0.8014671802520752,WATER CHARACTERISTICS,0.6539989709854126
129,script_188506.txt,Theme,Land cover classification and cloud probability analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8845402002334595,LAND USE/LAND COVER CLASSIFICATION,0.7141760587692261
130,script_188509.txt,Theme,Precipitation and cloud probability analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8944939374923706,SURFACE PRECIPITATION,0.664008617401123
131,script_188509.txt,Theme,Correlation analysis between precipitation and cloud probability,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8755326271057129,CLOUD EMISSIVITY,0.63495934009552
132,script_188511.txt,Theme,Precipitation and cloud probability analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8944939374923706,SURFACE PRECIPITATION,0.664008617401123
133,script_23533.txt,Theme,Land cover classification and change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.865398645401001,LAND USE/LAND COVER CLASSIFICATION,0.7180160284042358
134,script_28.txt,Theme,Land surface reflectance analysis,APPARENT SURFACE REFLECTIVITY,0.8483002185821533,APPARENT SURFACE REFLECTIVITY,0.746894121170044
135,script_28.txt,Theme,Time series stack building,TOTAL TOTALS INDEX (TT),0.802505373954773,STRATIGRAPHIC SEQUENCE,0.6118075847625732
136,script_28.txt,Theme,Sensor harmonization,SENSOR CHARACTERISTICS,0.8620060682296753,SENSOR CHARACTERISTICS,0.6751422882080078
137,script_28.txt,Theme,HUC-based statistics calculation,HOURLY PRECIPITATION AMOUNT,0.7699379920959473,HUMIDITY INDICES,0.5507670044898987
138,script_3043.txt,Theme,Land cover classification and change detection using Landsat imagery,LAND USE/LAND COVER CLASSIFICATION,0.8444775342941284,LAND USE/LAND COVER CLASSIFICATION,0.6749553680419922
139,script_32.txt,Theme,Snow product bias determination using MODIS/VIIRS and Sentinel-1 data,SNOW CLASSIFICATION,0.8360080718994141,SNOW DENSITY,0.5971120595932007
140,script_35538.txt,Theme,Land cover classification and waterbody extraction,LAND USE/LAND COVER CLASSIFICATION,0.8668988943099976,LAND USE/LAND COVER CLASSIFICATION,0.6963644623756409
141,script_41838.txt,Theme,Land cover classification using Landsat 8 imagery,LAND USE/LAND COVER CLASSIFICATION,0.8520994782447815,LAND USE/LAND COVER CLASSIFICATION,0.6893901824951172
142,script_42.txt,Theme,Land cover classification using random forest algorithm,FOREST MENSURATION,0.8299926519393921,LAND USE/LAND COVER CLASSIFICATION,0.6662731170654297
143,script_43.txt,Theme,Community forests and analogue regions with similar biophysical and socio-economic characteristics,FOREST COMPOSITION/VEGETATION STRUCTURE,0.8209151029586792,FOREST COMPOSITION/VEGETATION STRUCTURE,0.6096827387809753
144,script_43803.txt,Theme,Land cover classification and image processing,LAND USE/LAND COVER CLASSIFICATION,0.8589481711387634,LAND USE/LAND COVER CLASSIFICATION,0.7218599319458008
145,script_45435.txt,Theme,Vegetation Cover Analysis using MODIS Data,VEGETATION INDEX,0.8499940037727356,VEGETATION COVER,0.6682080030441284
146,script_48.txt,Theme,Annual change detection processing,PERIGLACIAL PROCESSES,0.7721038460731506,ANNUAL ELLIPTICAL COMPONENT,0.6797138452529907
147,script_49902.txt,Theme,Satellite Index Calculation,SATELLITE SOIL MOISTURE INDEX,0.8582140207290649,SATELLITE SOIL MOISTURE INDEX,0.7040805816650391
148,script_49902.txt,Theme,Geoprocessing Modeling,GEOMORPHIC LANDFORMS/PROCESSES,0.8547568321228027,GEOENGINEERING,0.6843725442886353
149,script_50.txt,Theme,Land cover classification and mapping,LAND USE/LAND COVER CLASSIFICATION,0.9054772853851318,LAND USE/LAND COVER CLASSIFICATION,0.7684327960014343
150,script_51624.txt,Theme,Imagery comparison with a variety of dates,VISIBLE IMAGERY,0.8048855066299438,INFRARED IMAGERY,0.6248210668563843
151,script_52026.txt,Theme,Ozone concentration analysis,OZONE SURFACE,0.8732563257217407,OXYGEN ISOTOPE ANALYSIS,0.7443708181381226
152,script_54980.txt,Theme,Land cover classification and change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.865398645401001,LAND USE/LAND COVER CLASSIFICATION,0.7180160284042358
153,script_59099.txt,Theme,"Landslide zone evaluation in Aldea Las Minas, Casillas, Santa Rosa",SAFFIR-SIMPSON SCALE AT LANDFALL (CATEGORY 3),0.8256312012672424,ENVIRONMENTAL ASSESSMENTS,0.4960838556289673
154,script_62526.txt,Theme,Precipitation data analysis and water area calculation using Sentinel-2 imagery,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8136524558067322,WATER CHARACTERISTICS,0.6260672807693481
155,script_65671.txt,Theme,Median temperature analysis of Landsat 5 and 8 images,TEMPERATURE TRENDS,0.8143758773803711,BOUNDARY LAYER TEMPERATURE,0.6107311248779297
156,script_67562.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968
157,script_71184.txt,Theme,Cloud scoring and filtering of Landsat 7 images,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8420018553733826,RADAR IMAGERY,0.5434556007385254
158,script_72.txt,Theme,LandTrendr analysis for land cover change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.8577424883842468,LAND USE/LAND COVER CLASSIFICATION,0.6157376766204834
159,script_75448.txt,Theme,Waterbody analysis and surface area calculation,SURFACE WATER PROCESSES/MEASUREMENTS,0.8828521966934204,BATHYMETRY/SEAFLOOR TOPOGRAPHY,0.6610901355743408
