ID,Script_ID,Entity_Type,Value,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_BAAI,Top1_Similarity_BAAI
138,script_186319.txt,Function,Calculating NDVI and NBR indices,Calculate Normalized Difference Water Body Index (NDWBI),0.8791276216506958,Compute Median Of NDVI,0.7871370315551758
139,script_186319.txt,Function,Mosaicking and exporting images,Creates And Exports Image Mosaics,0.9344381093978882,Creates And Exports Image Mosaics,0.8785461783409119
140,script_186319.txt,Function,Visualizing and comparing images,Image Differencing,0.9028126001358032,Enhancing Image Visualization,0.850977897644043
141,script_186319.txt,Function,Detecting forest loss and deforestation,Detects Forest Loss,0.9536119103431702,Detects Forest Loss,0.8648663759231567
142,script_186320.txt,Function,Filtering and sorting image collection,Filter Image Collection,0.9528876543045044,Merge And Sort Image Collections,0.8292577266693115
143,script_186320.txt,Function,Calculating NDVI and NBR,Calculate NBR for Post-Fire Image,0.8727166056632996,Compute Median Of NDVI,0.7868895530700684
144,script_186320.txt,Function,Exporting image properties and mosaic,Creates And Exports Image Mosaics,0.9225229024887084,Creates And Exports Image Mosaics,0.8003630638122559
145,script_186320.txt,Function,Visualizing images with different visualization options,Visualize Images In Different Band Combinations,0.929692268371582,Enhancing Image Visualization,0.8259711265563965
146,script_186321.txt,Function,Filtering and sorting image collection,Filter Image Collection,0.9528876543045044,Merge And Sort Image Collections,0.8292577266693115
147,script_186321.txt,Function,Calculating NDVI and NBR,Calculate NBR for Post-Fire Image,0.8727166056632996,Compute Median Of NDVI,0.7868895530700684
148,script_186321.txt,Function,Exporting image properties and mosaic,Creates And Exports Image Mosaics,0.9225229024887084,Creates And Exports Image Mosaics,0.8003630638122559
149,script_186321.txt,Function,Visualizing images with different visualization options,Visualize Images In Different Band Combinations,0.929692268371582,Enhancing Image Visualization,0.8259711265563965
150,script_186323.txt,Function,Image collection filtering and sorting,Filter Image Collection,0.9576831459999084,Merge And Sort Image Collections,0.819939374923706
151,script_186323.txt,Function,NDVI and NBR calculation,Computes Normalized Difference Vegetation Index (NDVI),0.8741823434829712,Compute Median Of NDVI,0.7578628063201904
152,script_186323.txt,Function,Image masking and mosaicking,Image Masking,0.9462490677833556,Image Masking,0.8501874208450317
153,script_186323.txt,Function,Feature collection creation and manipulation,Add A Feature Collection,0.8981393575668335,Filter And Buffer A Feature Collection,0.7912600636482239
154,script_186323.txt,Function,Image exporting and visualization,Creates And Exports Image Mosaics,0.9008427262306212,Enhancing Image Visualization,0.8118371963500977
155,script_186325.txt,Function,Image filtering and sorting,Filter Images,0.9262137413024902,Filter And Sort,0.8481720685958862
156,script_186325.txt,Function,NDVI and NBR calculation,Computes Normalized Difference Vegetation Index (NDVI),0.8741823434829712,Compute Median Of NDVI,0.7578628063201904
157,script_186325.txt,Function,Image mosaicking and exporting,Creates And Exports Image Mosaics,0.9289647936820984,Creates And Exports Image Mosaics,0.8337435722351074
158,script_186325.txt,Function,Feature collection creation and exporting,Export Features,0.923780083656311,Add A Feature Collection,0.7893725633621216
159,script_186325.txt,Function,Map visualization and layer management,Mapping Features,0.881922721862793,Visualize Data Layers,0.7801737189292908
160,script_186326.txt,Function,Filtering image collection by date and bounds,Filter Image Collection By Date And Boundaries,0.9874882698059082,Filter Image Collection By Date And Boundaries,0.9472305774688721
161,script_186326.txt,Function,Calculating NDVI and NBR,Calculate NBR for Post-Fire Image,0.8727166056632996,Compute Median Of NDVI,0.7868895530700684
162,script_186326.txt,Function,Exporting image properties to CSV,Export Composite Image,0.8827931880950928,Exporting Classified Images,0.7296900749206543
163,script_186326.txt,Function,Creating and exporting mosaic,Creates And Exports Image Mosaics,0.9255236387252808,Creates And Exports Image Mosaics,0.8226324319839478
164,script_186326.txt,Function,Exporting individual scenes,Export Features,0.8650915622711182,Export Selected Image,0.7420532703399658
165,script_186329.txt,Function,Filtering and sorting image collections,Filter Image Collection,0.9457322955131532,Merge And Sort Image Collections,0.8351970911026001
166,script_186329.txt,Function,Calculating NDVI and NBR indices,Calculate Normalized Difference Water Body Index (NDWBI),0.8791276216506958,Compute Median Of NDVI,0.7871370315551758
167,script_186329.txt,Function,Mosaicking images,Image Mosaicking,0.9605164527893066,Image Mosaicking,0.9559961557388306
168,script_186329.txt,Function,Exporting image properties and mosaics,Creates And Exports Image Mosaics,0.9234341382980348,Creates And Exports Image Mosaics,0.8126602172851562
169,script_186329.txt,Function,Visualizing and comparing images,Image Differencing,0.9028126001358032,Enhancing Image Visualization,0.850977897644043
170,script_186329.txt,Function,Detecting forest loss and deforestation,Detects Forest Loss,0.9536119103431702,Detects Forest Loss,0.8648663759231567
171,script_186332.txt,Function,Buffer creation around sugar mills,Buffer Creation,0.8202444314956665,Buffer Creation,0.7312607765197754
172,script_186332.txt,Function,Image collection creation and filtering,Filter Image Collection,0.9527983665466307,Filter Image Collection,0.8320033550262451
173,script_186332.txt,Function,NDVI calculation and addition to image collection,Add NDVI Band To Images,0.8785207867622375,Addition Of NDVI,0.8365577459335327
174,script_186332.txt,Function,Multiband image creation for unsupervised classification,Classify Images Based On Training Data,0.8701918721199036,Unsupervised Clustering,0.705170750617981
175,script_186332.txt,Function,Training dataset creation,Training Data Creation,0.9694513082504272,Training Data Creation,0.8796086311340332
176,script_186332.txt,Function,Unsupervised classification using k-means clustering,Unsupervised Clustering,0.9190711975097656,Unsupervised Clustering,0.7826405763626099
177,script_186332.txt,Function,Class merging and refinement,Remap Cluster Results To Simplified Classes,0.830188512802124,Filter And Merge,0.7455201148986816
178,script_186332.txt,Function,Layer visualization and mapping,Visualize Data Layers,0.9179630279541016,Visualize Data Layers,0.8037496209144592
179,script_186333.txt,Function,Buffer creation around sugar mills,Buffer Creation,0.8202444314956665,Buffer Creation,0.7312607765197754
180,script_186333.txt,Function,Image collection creation and filtering by date,Filter Image Collection By Date,0.9580197930336,Filter Image Collection By Date,0.9039888978004456
181,script_186333.txt,Function,NDVI calculation and addition to image collection,Add NDVI Band To Images,0.8785207867622375,Addition Of NDVI,0.8365577459335327
182,script_186333.txt,Function,Multiband image creation for unsupervised classification,Classify Images Based On Training Data,0.8701918721199036,Unsupervised Clustering,0.705170750617981
183,script_186333.txt,Function,Training dataset creation and clusterer training,Training Data Creation,0.9107996225357056,Training Data Creation,0.7921481132507324
184,script_186333.txt,Function,Unsupervised classification and clustering,Unsupervised Clustering,0.9510226845741272,Unsupervised Clustering,0.8826131820678711
185,script_186333.txt,Function,Merging and refining of classes,Remapping Land Cover Classes,0.8176018595695496,Filter And Merge,0.7646669149398804
186,script_186333.txt,Function,Visualization of results,Visualize NDVI Results,0.914398193359375,Visualize The Processed Data,0.8463350534439087
187,script_186334.txt,Function,Buffer creation around sugar mills,Buffer Creation,0.8202444314956665,Buffer Creation,0.7312607765197754
188,script_186334.txt,Function,Image collection creation and filtering,Filter Image Collection,0.9527983665466307,Filter Image Collection,0.8320033550262451
189,script_186334.txt,Function,NDVI calculation and addition to image collection,Add NDVI Band To Images,0.8785207867622375,Addition Of NDVI,0.8365577459335327
190,script_186334.txt,Function,Multiband image creation for unsupervised classification,Classify Images Based On Training Data,0.8701918721199036,Unsupervised Clustering,0.705170750617981
191,script_186334.txt,Function,Training dataset creation,Training Data Creation,0.9694513082504272,Training Data Creation,0.8796086311340332
192,script_186334.txt,Function,Unsupervised classification using k-means clustering,Unsupervised Clustering,0.9190711975097656,Unsupervised Clustering,0.7826405763626099
193,script_186334.txt,Function,Class merging and refinement,Remap Cluster Results To Simplified Classes,0.830188512802124,Filter And Merge,0.7455201148986816
194,script_186334.txt,Function,Image visualization and mapping,Image Mapping,0.9426873922348022,Image Mapping,0.8380562663078308
195,script_186356.txt,Function,Refined Lee speckle filtering,Refined Lee Speckle Filtering,0.988187313079834,Refined Lee Speckle Filtering,0.9770348072052002
196,script_186356.txt,Function,Image compositing,Generate Image Composites,0.9105064868927002,Generate Image Composites,0.8455150127410889
197,script_186356.txt,Function,Image classification using CART classifier,Training CART Classifier,0.9239078760147096,Training CART Classifier,0.828262448310852
198,script_186365.txt,Function,Filtering and sorting of Landsat 8 images based on cloud cover and date,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.9513710737228394,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.7829101085662842
199,script_186365.txt,Function,"Calculation of NDVI, EVI, NDWI, NDBI, BAI, NBRT, and NDSI indices",Geometric Index Calculation,0.8731074929237366,Compute Median Of NDVI,0.742782473564148
