Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity,Head_Entity_update,Tail_Entity_update,Tail_Entity_update_pair
86,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Applying decision tree classification for land cover types (water and vegetation),USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Training And Sampling For Land Cover Classification,Reduce Image Collection To Minimum Value
87,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Cloud masking for Landsat 5 images,users/GeoForPy/Tesis/,Image Cloud Masking,Image Cloud Masking
88,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image collection filtering and reduction,users/GeoForPy/Tesis/,Reduction Of Image Collection,Select Specific Bands From Images
89,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Percentile calculation and image clipping,users/GeoForPy/Tesis/,Image Fraction Calculation,Clip Images To A Specific Region
90,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Map visualization and layering,users/GeoForPy/Tesis/,Data Visualization,Visualize Images In Different Band Combinations
91,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image export to Google Drive,users/GeoForPy/Tesis/,Export Processed Images To Google Drive,Cluster Analysis
92,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Cloud masking for Landsat 5 images,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Image Cloud Masking,Image Cloud Masking
93,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image collection filtering and reduction,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Reduction Of Image Collection,Select Specific Bands From Images
94,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Percentile calculation and image clipping,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Image Fraction Calculation,Clip Images To A Specific Region
95,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Map visualization and layering,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Data Visualization,Visualize Images In Different Band Combinations
96,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image export to Google Drive,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Export Processed Images To Google Drive,Cluster Analysis
97,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Filtering and selecting administrative boundaries,users/thao226355/share/,Filtering Administrative Boundaries,Filter Image Collection By Date And Boundaries
98,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Area calculation and statistics,users/thao226355/share/,Area Calculation,Area Calculation
99,script_144864.txt,COPERNICUS/S2_SR,ActOn,Cloud masking and image filtering,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Cloud Masking,Image Cloud Masking
100,script_144864.txt,COPERNICUS/S2_SR,ActOn,Image collection and mosaicking,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Mosaicking,Filter Image Collection By Date And Boundaries
101,script_144864.txt,COPERNICUS/S2_SR,ActOn,NDVI calculation and land cover classification,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Land Cover Classification And Mapping,Classification And Machine Learning
102,script_146128.txt,COPERNICUS/S2,ActOn,Filtering and sorting Sentinel-2 images by date and cloud cover,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Images By Cloud Cover,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
103,script_146128.txt,COPERNICUS/S2,ActOn,Merging feature collections,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Merge Feature Collections,Classification
104,script_146128.txt,COPERNICUS/S2,ActOn,Creating training data using sample regions,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Sampling Regions For Training Data,Training And Sampling For Land Cover Classification
105,script_146128.txt,COPERNICUS/S2,ActOn,Training a classifier using CART algorithm,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Training CART Classifier,Training CART Classifier
106,script_146128.txt,COPERNICUS/S2,ActOn,Running classification on Sentinel-2 image,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Run Algorithm For Change Detection,Classification
107,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Sample regions for training data,users/abuhafsgaa/,Sampling Regions For Training Data,Training And Sampling For Land Cover Classification
108,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Sample regions for training data,users/abuhafsgaa/,Sampling Regions For Training Data,Training And Sampling For Land Cover Classification
109,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Classify images using Random Forest and CART classifiers,users/abuhafsgaa/,Training CART Classifier,Training CART Classifier
110,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Classify images using Random Forest and CART classifiers,users/abuhafsgaa/,Training CART Classifier,Training CART Classifier
111,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Compute variable importance,users/abuhafsgaa/,Feature Importance Calculation,Feature Importance Calculation
112,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Compute variable importance,users/abuhafsgaa/,Feature Importance Calculation,Feature Importance Calculation
113,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Classify test data,users/abuhafsgaa/,Classify Images Based On Training Data,Classify Images Based On Trained Model
114,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Classify test data,users/abuhafsgaa/,Classify Images Based On Training Data,Classify Images Based On Trained Model
115,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Classify images using Random Forest and CART classifiers,users/abuhafsgaa/,Training CART Classifier,Training CART Classifier
116,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Compute variable importance,users/abuhafsgaa/,Feature Importance Calculation,Feature Importance Calculation
117,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Classify test data,users/abuhafsgaa/,Classify Images Based On Training Data,Classify Images Based On Trained Model
118,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Accuracy assessment,users/abuhafsgaa/,Accuracy Assessment,Accuracy Assessment
119,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,ActOn,Classify test data,users/abuhafsgaa/,Classify Images Based On Training Data,Classify Images Based On Trained Model
120,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,ActOn,Accuracy assessment,users/abuhafsgaa/,Accuracy Assessment,Accuracy Assessment
121,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,ActOn,Visualize results,users/abuhafsgaa/,Visualize NDVI Results,Add NDWI Band To Images
122,script_155017.txt,MODIS/006/MOD11A1,ActOn,Filtering MODIS images by bounds and date,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Filter Image Collection By Date And Boundaries,Filter Image Collection By Date And Boundaries
123,script_155017.txt,MODIS/006/MOD11A1,ActOn,Clipping images to Himachal Pradesh region,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Clip Images To A Specific Region,Clip Images To A Specific Region
124,script_155017.txt,MODIS/006/MOD11A1,ActOn,Scaling LST values,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Scaling Image Values,Area Calculation
125,script_155017.txt,MODIS/006/MOD11A1,ActOn,Reducing regions to mean LST values,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Reduction Of Image Regions,Reduction Of Image Regions
126,script_155017.txt,Settlement points,ActOn,Joining tables by label and imageId,WDPA: World Database on Protected Areas (points),Converts Joined Data To Image Collection,Convert And Format Spatial Data For Export
127,script_155017.txt,Settlement points,ActOn,Exporting results to CSV,WDPA: World Database on Protected Areas (points),Exporting Prediction Results,Export Results
128,script_165234.txt,MODIS/006/MOD09GA,ActOn,Filtering MODIS data by year (2019) and applying cloud mask,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Cloud Filtering,Compute Median Of NDVI
129,script_165234.txt,MODIS/006/MOD09GA,ActOn,Scaling MODIS data,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Scaling index/indices values,Slope calculation
130,script_165234.txt,MODIS/006/MOD09GA,ActOn,Calculating NDVI,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Compute Median Of NDVI,Clip Images To Specific Geographic Boundaries
