Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity,Head_Entity_update,Tail_Entity_update,Tail_Entity_update_pair
16,script_106121.txt,COPERNICUS/S2,ActOn,Reprojecting image to EPSG:4326 for export,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Calculate Normalized Infrared Vegetation Index (NIRV),Filter Images By Date And Region
17,script_10828.txt,MODIS/006/MOD09A1,ActOn,"Cloud masking to remove cloud, shadow, and snow effects",MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,Cloud And Cloud Shadow Masking,Filter Image Collection By Date And Boundaries
18,script_10828.txt,MODIS/006/MOD09A1,ActOn,Calculation of NDVI and NIRV values,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,Add NDVI Band To Images,Calculates Median Of Image Collection
19,script_10828.txt,MODIS/006/MOD09A1,ActOn,Linear interpolation for filling missing values,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,Interpolate Missing Values,Apply Techniques To  Correct And Fill Data Gaps
20,script_10828.txt,MODIS/006/MOD09A1,ActOn,Feature collection creation for point information extraction,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,Map Visualization Of Feature Collection,Generate Visualizations and Charts For Analysis
21,script_110133.txt,users/felixgeooperations/Drin/20210112_Drin_flood,ActOn,Selecting Sentinel-1 GRD data based on defined parameters,users/felixgeooperations/Drin/,Refinement Of Datasets,Identify Water And Flood Surfaces Using Indices
22,script_110133.txt,users/felixgeooperations/Drin/20210112_Drin_flood,ActOn,Calculating flood extent by comparing before and after images,users/felixgeooperations/Drin/,Calculate Ratio Between Recent And Historical Images,Calculate Ratio Between Recent And Historical Images
23,script_110133.txt,users/felixgeooperations/Drin/20210112_Drin_flood,ActOn,Refining flood result using JRC surface water seasonality data,users/felixgeooperations/Drin/,Convert Flood Detection Results To Vector Polygons,Convert Flood Detection Results To Vector Polygons
24,script_110133.txt,users/felixgeooperations/Drin/20210112_Drin_flood,ActOn,Masking out areas with more than 5% slope using a Digital Elevation Model,users/felixgeooperations/Drin/,Calculate Difference Normalized Burn Ratio (dNBR),Calculates Total Flooded Area In Hectares
25,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Selecting Sentinel-1 GRD data based on defined parameters,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Refinement Of Datasets,Identify Water And Flood Surfaces Using Indices
26,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Calculating flood extent by comparing before and after images,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Calculate Ratio Between Recent And Historical Images,Calculate Ratio Between Recent And Historical Images
27,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Refining flood result using JRC surface water seasonality data,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Convert Flood Detection Results To Vector Polygons,Convert Flood Detection Results To Vector Polygons
28,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Masking out areas with more than 5% slope using a Digital Elevation Model,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Calculate Difference Normalized Burn Ratio (dNBR),Calculates Total Flooded Area In Hectares
29,script_110133.txt,JRC/GSW1_0/GlobalSurfaceWater,ActOn,Refining flood result using JRC surface water seasonality data,"JRC Global Surface Water Mapping Layers, v1.4",Convert Flood Detection Results To Vector Polygons,Convert Flood Detection Results To Vector Polygons
30,script_110133.txt,WWF/HydroSHEDS/03VFDEM,ActOn,Masking out areas with more than 5% slope using a Digital Elevation Model,"WWF HydroSHEDS Void-Filled DEM, 3 Arc-Seconds",Calculate Difference Normalized Burn Ratio (dNBR),Calculates Total Flooded Area In Hectares
31,script_110133.txt,JRC/GHSL/P2016/POP_GPW_GLOBE_V1/2015,ActOn,Calculating exposed population density based on GHSL data,"GHSL: Global Human Settlement Layers, Built-Up Grid 1975-1990-2000-2015 (P2016)",Visualize Elevation Data (DEM),Visualize Data With Specific Color Palettes
32,script_115907.txt,users/nicolasalejandromari/Sitios_NDVI_Tessi,ActOn,Masking clouds in Landsat 8 images,users/nicolasalejandromari/,Filter Images By Cloud Cover,Filter Image Collection By Date And Region
33,script_115907.txt,users/franciscoalaggia/Transectas,ActOn,Masking clouds in Landsat 8 images,users/franciscoalaggia/,Filter Images By Cloud Cover,Filter Image Collection By Date And Region
34,script_115907.txt,users/nicolasalejandromari/Sitios_NDVI_Tessi,ActOn,Adding NDVI and time bands to Landsat 8 images,users/nicolasalejandromari/,Add NDWI Band To Images,Calculate Normalized Difference And Other Indices
35,script_115907.txt,users/franciscoalaggia/Transectas,ActOn,Adding NDVI and time bands to Landsat 8 images,users/franciscoalaggia/,Add NDWI Band To Images,Calculate Normalized Difference And Other Indices
36,script_115907.txt,users/nicolasalejandromari/Sitios_NDVI_Tessi,ActOn,Filtering and processing Landsat 8 data,users/nicolasalejandromari/,Filter And Process Images For Water Detection,Filter Images By Date And Region
37,script_115907.txt,users/franciscoalaggia/Transectas,ActOn,Filtering and processing Landsat 8 data,users/franciscoalaggia/,Filter And Process Images For Water Detection,Filter Images By Date And Region
38,script_115907.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Masking clouds in Sentinel-2 images,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Clip Images To Specific Geographic Boundaries,Clip Images To A Specific Region
39,script_115907.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Adding NDVI and time bands to Sentinel-2 images,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Normalized Infrared Vegetation Index (NIRV),Filter Images By Date And Region
40,script_115907.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Filtering and processing Sentinel-2 data,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Visualize Multi-Temporal Satellite Data,Generate Time Series Charts Of Water Area
41,script_115907.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Creating and displaying a temporal signature chart for NDVI in different vegetation areas,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Normalized Difference Water Body Index (NDWBI),Affected Urban Area Calculation
42,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Apply scale factors to Landsat imagery,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Apply Scale Factors To Image,Apply Threshold To Identify Water Surface
43,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Apply scale factors to Landsat imagery,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Apply Scale Factors To Image,Apply Threshold To Identify Water Surface
44,script_118175.txt,COPERNICUS/S2_SR,ActOn,Mask clouds in Sentinel-2 imagery,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Visualize Elevation Data (DEM),Visualize Data With Specific Color Palettes
45,script_118175.txt,COPERNICUS/S2_SR,ActOn,"Calculate NDVI, NDWI, MNDWI, NDSI, EWI indices","Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Computes Normalized Difference Vegetation Index (NDVI),Harmonization Of Images
46,script_118175.txt,COPERNICUS/S2_SR,ActOn,Identify ICE pixels in Sentinel-2 imagery,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Clip Images To Specific Geographic Boundaries,Clip Images To A Specific Region
47,script_118175.txt,COPERNICUS/S2_SR,ActOn,Quality mosaic and max composite creation,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Quality Mosaic Generation,Filter Image Collection By Region
48,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Calculation of NBR before and after the fire,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculate NBR For Pre-Fire Image,Merge Different Land Cover Feature Collections
49,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Calculation of NBR before and after the fire,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculate NBR For Pre-Fire Image,Merge Different Land Cover Feature Collections
50,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Generation of training dataset,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Training Data Creation,Sampling Regions For Training Data
51,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Generation of training dataset,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Training Data Creation,Sampling Regions For Training Data
52,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Training the dataset using wekaCascadeKMeans algorithm,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculate NBR For Pre-Fire Image,Merge Different Land Cover Feature Collections
53,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Training the dataset using wekaCascadeKMeans algorithm,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculate NBR For Pre-Fire Image,Merge Different Land Cover Feature Collections
54,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Statistical analysis and visualization of results,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Spatial Analysis And Modeling,Merge Feature Collections For Training Data
55,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Statistical analysis and visualization of results,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Spatial Analysis And Modeling,Merge Feature Collections For Training Data
56,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Application of filters for result visualization,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Map Visualization Of Feature Collection,Generate Visualizations and Charts For Analysis
57,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Application of filters for result visualization,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Map Visualization Of Feature Collection,Generate Visualizations and Charts For Analysis
58,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Reclassification and multiplication of binary and severity classification images,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Generate Visualizations And Statistical Charts For Classification Results,Compute Difference Between Pre- And Post-Fire NBR
59,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Reclassification and multiplication of binary and severity classification images,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Generate Visualizations And Statistical Charts For Classification Results,Compute Difference Between Pre- And Post-Fire NBR
60,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Cloud and shadow masking,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Cloud And Cloud Shadow Masking,Filter Image Collection By Date And Boundaries
61,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,NDVI calculation,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Seasonal NDVI Analysis,Add NDVI Band To Images
62,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Image collection filtering,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection,Filter Image Collection By Region
63,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Image differencing,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Differencing,Performs Image Differencing To Compare Changes
64,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Anomaly calculation,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Anomaly Calculation,Rename Spectral Bands
65,script_120271.txt,COPERNICUS/S2_SR,ActOn,Calculate NDVI band,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Seasonal NDVI Analysis,Add NDVI Band To Images
66,script_120271.txt,COPERNICUS/S2_SR,ActOn,Filter Sentinel-2 images by date and cloud cover,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,"Merge, Harmonize, And Standardize Landsat Image Collections"
67,script_120271.txt,COPERNICUS/S2_SR,ActOn,Generate median composite image,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Generate Image Composites,Creates Time Series Composites Of Satellite Images
68,script_120271.txt,COPERNICUS/S2_SR,ActOn,Clip image to testing area,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Add NDVI Band To Images,Calculates Median Of Image Collection
69,script_120271.txt,COPERNICUS/S2_SR,ActOn,Visualize NDVI with color palette,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Visualize Data With Specific Color Palettes,Visualize Data With Specific Color Palettes
70,script_120271.txt,COPERNICUS/S2_SR,ActOn,Calculate min and max values,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Focal Max And Min Calculations,Calculates Median Values
71,script_120271.txt,COPERNICUS/S2_SR,ActOn,Create gradient bar for visualization,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Generate Visualizations and Charts For Analysis,Export Processed Data To Drive
72,script_120271.txt,COPERNICUS/S2_SR,ActOn,Add frame for visualization,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Visualize NDVI And Date Information,Generate Time Series Charts For NDVI
73,script_120271.txt,COPERNICUS/S2_SR,ActOn,Add scalebar for visualization,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Visualize Terrain Features,Visualize Elevation Data (DEM)
74,script_120557.txt,TIGER/2016/States,ActOn,Cloud and cloud shadow masking,TIGER: US Census States 2016,Cloud And Cloud Shadow Masking,Filter Image Collection By Date And Boundaries
75,script_120557.txt,TIGER/2016/States,ActOn,Decision tree classification for water and vegetation detection,TIGER: US Census States 2016,Filter And Process Images For Water Detection,Filter Images By Date And Region
76,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Cloud and cloud shadow masking,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Cloud And Cloud Shadow Masking,Filter Image Collection By Date And Boundaries
77,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Decision tree classification for water and vegetation detection,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter And Process Images For Water Detection,Filter Images By Date And Region
78,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Cloud masking for Landsat 5 imagery,users/GeoForPy/Tesis/,Filter Images By Cloud Cover,Filter Image Collection By Date And Region
79,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image collection filtering by date and cloud cover,users/GeoForPy/Tesis/,Filter Image Collection By Date And Region,Filter Image Collection By Bounds
80,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image compositing and visualization,users/GeoForPy/Tesis/,Visualization And Output Generation,Visualize Data With Specific Color Palettes
81,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Exporting processed images to Google Drive,users/GeoForPy/Tesis/,Export Processed Images To Google Drive,Filter Image Collection By Date And Region
82,script_131942.txt,COPERNICUS/S2_SR,ActOn,Cloud masking for cloud-free image extraction,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Cloud Coverage,Filter Image Collection By Date And Region
83,script_131942.txt,COPERNICUS/S2_SR,ActOn,Image clipping over study area,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Region,Calculates Median Of Image Collection
84,script_131942.txt,COPERNICUS/S2_SR,ActOn,Filtering Sentinel scenes by date and cloud cover percentage,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,"Merge, Harmonize, And Standardize Landsat Image Collections"
85,script_131942.txt,COPERNICUS/S2_SR,ActOn,Creating training data for classification,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Training And Sampling For Land Cover Classification,Clip Images To A Specific Region
86,script_131942.txt,COPERNICUS/S2_SR,ActOn,Running random forest classifier,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Train And Apply Random Forest Classifier,Train And Apply Random Forest Classifier
87,script_131942.txt,COPERNICUS/S2_SR,ActOn,Accuracy assessment using confusion matrix,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Evaluate Classifier Performance Using Confusion Matrix,Evaluate Classifier Performance Using Confusion Matrix
88,script_131942.txt,COPERNICUS/S2_SR,ActOn,Reprojecting classified image to UTM,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Date And Region,Filter Image Collection By Bounds
89,script_131942.txt,COPERNICUS/S2_SR,ActOn,Converting classified image to vector,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Convert Raster To Vector,Convert Vector To Raster
90,script_131942.txt,COPERNICUS/S2_SR,ActOn,Exporting classified and reprojected images,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Exporting Classified Images,Export Processed Images To Drive
91,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Cloud and cirrus mask application,users/thao226355/share/,Cloud And Shade Masking,Filter Image Collection By Date And Boundaries
92,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Satellite image selection and processing,users/thao226355/share/,Sort Image Collection By Region,Sort Image Collection By Time
93,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,NDVI calculation and land cover classification,users/thao226355/share/,Training And Sampling For Land Cover Classification,Clip Images To A Specific Region
94,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Area calculation of classified land cover,users/thao226355/share/,Map Visualization Of Feature Collection,Generate Visualizations and Charts For Analysis
95,script_144864.txt,COPERNICUS/S2_SR,ActOn,Satellite image selection and processing,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Sort Image Collection By Region,Sort Image Collection By Time
96,script_144864.txt,COPERNICUS/S2_SR,ActOn,NDVI calculation and land cover classification,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Training And Sampling For Land Cover Classification,Clip Images To A Specific Region
97,script_144864.txt,COPERNICUS/S2_SR,ActOn,Area calculation of classified land cover,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Map Visualization Of Feature Collection,Generate Visualizations and Charts For Analysis
98,script_146128.txt,COPERNICUS/S2,ActOn,Image selection based on date and cloud cover,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date And Region,Filter Image Collection By Bounds
99,script_146128.txt,COPERNICUS/S2,ActOn,Feature collection merging for training data creation,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Feature Collection Sampling For Training,Sampling Regions For Classifier Training
100,script_146128.txt,COPERNICUS/S2,ActOn,Image classification based on trained classifier,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Classify Images Based On Trained Model,Classify Images Based On Trained Model
101,script_146128.txt,Burnedscar,ActOn,Feature collection merging for training data creation,MTBS Burned Area Boundaries,Feature Collection Sampling For Training,Sampling Regions For Classifier Training
102,script_146128.txt,vegetation,ActOn,Feature collection merging for training data creation,FORMA Vegetation T-Statistics,Feature Collection Sampling For Training,Sampling Regions For Classifier Training
103,script_146128.txt,Bare_Soil,ActOn,Feature collection merging for training data creation,MTBS Burned Area Boundaries,Feature Collection Sampling For Training,Sampling Regions For Classifier Training
104,script_146128.txt,Water,ActOn,Feature collection merging for training data creation,FORMA Alerts,Feature Collection Sampling For Training,Sampling Regions For Classifier Training
105,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Training data preparation for RF and CART classifiers,users/abuhafsgaa/,Phenological characteristics computation,Classify Images Based On Training Data
106,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Training data preparation for RF and CART classifiers,users/abuhafsgaa/,Phenological characteristics computation,Classify Images Based On Training Data
107,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Training data preparation for RF and CART classifiers,users/abuhafsgaa/,Phenological characteristics computation,Classify Images Based On Training Data
108,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,ActOn,Training data preparation for RF and CART classifiers,users/abuhafsgaa/,Phenological characteristics computation,Classify Images Based On Training Data
109,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Feature importance computation,users/abuhafsgaa/,Feature Importance Calculation,Feature Importance Calculation
110,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Feature importance computation,users/abuhafsgaa/,Feature Importance Calculation,Feature Importance Calculation
111,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Feature importance computation,users/abuhafsgaa/,Feature Importance Calculation,Feature Importance Calculation
112,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,ActOn,Feature importance computation,users/abuhafsgaa/,Feature Importance Calculation,Feature Importance Calculation
113,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,RF and CART classification of imagery,users/abuhafsgaa/,Stack VV And VH Bands,Sampling Regions For Training Data
114,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,RF and CART classification of imagery,users/abuhafsgaa/,Stack VV And VH Bands,Sampling Regions For Training Data
115,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,RF and CART classification of imagery,users/abuhafsgaa/,Stack VV And VH Bands,Sampling Regions For Training Data
116,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,ActOn,RF and CART classification of imagery,users/abuhafsgaa/,Stack VV And VH Bands,Sampling Regions For Training Data
117,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Accuracy assessment of classification results,users/abuhafsgaa/,Validation And Accuracy Assessment,Evaluate Classifier Performance Using Confusion Matrix
118,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Accuracy assessment of classification results,users/abuhafsgaa/,Validation And Accuracy Assessment,Evaluate Classifier Performance Using Confusion Matrix
119,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Accuracy assessment of classification results,users/abuhafsgaa/,Validation And Accuracy Assessment,Evaluate Classifier Performance Using Confusion Matrix
120,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,ActOn,Accuracy assessment of classification results,users/abuhafsgaa/,Validation And Accuracy Assessment,Evaluate Classifier Performance Using Confusion Matrix
121,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Visualizing classification results,users/abuhafsgaa/,Validating Classification,Correct Classification Results Using Specified Conditions
122,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Visualizing classification results,users/abuhafsgaa/,Validating Classification,Correct Classification Results Using Specified Conditions
123,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Visualizing classification results,users/abuhafsgaa/,Validating Classification,Correct Classification Results Using Specified Conditions
124,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,ActOn,Visualizing classification results,users/abuhafsgaa/,Validating Classification,Correct Classification Results Using Specified Conditions
125,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Training data preparation for RF and CART classifiers,users/abuhafsgaa/,Phenological characteristics computation,Classify Images Based On Training Data
126,script_15043.txt,users/abuhafsgaa/ALLsample,ActOn,Training data preparation for RF and CART classifiers,users/abuhafsgaa/,Phenological characteristics computation,Classify Images Based On Training Data
127,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,ActOn,Training data preparation for RF and CART classifiers,users/abuhafsgaa/,Phenological characteristics computation,Classify Images Based On Training Data
128,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,ActOn,Training data preparation for RF and CART classifiers,users/abuhafsgaa/,Phenological characteristics computation,Classify Images Based On Training Data
129,script_15043.txt,users/abuhafsgaa/Makarfi,ActOn,Feature importance computation,users/abuhafsgaa/,Feature Importance Calculation,Feature Importance Calculation
