ID,Script_ID,Entity_Type,Value,Best_Snippet,Best_Name,Best_Provider,Best_Tags,Best_DOI
17,script_119133.txt,Datasource,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,COPERNICUS/S2_SR_HARMONIZED,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",European Union/ESA/Copernicus,"copernicus, esa, eu, msi, reflectance, sentinel, sr",nan
18,script_11983.txt,Datasource,LANDSAT/LC08/C01/T1_SR,LANDSAT/LC08/C02/T1_RT,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,USGS,"c2, global, l8, landsat, lc8, nrt, oli-tirs, radiance, rt, t1, tier1, usgs",nan
19,script_120271.txt,Datasource,COPERNICUS/S2_SR,COPERNICUS/S2_SR,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",European Union/ESA/Copernicus,"copernicus, esa, eu, msi, reflectance, sentinel, sr",nan
20,script_120557.txt,Datasource,TIGER/2016/States,TIGER/2016/States,TIGER: US Census States 2016,United States Census Bureau,"census, state, states, tiger, us",nan
21,script_120557.txt,Datasource,LANDSAT/LC08/C01/T1_SR,LANDSAT/LC08/C02/T1_RT,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,USGS,"c2, global, l8, landsat, lc8, nrt, oli-tirs, radiance, rt, t1, tier1, usgs",nan
22,script_125294.txt,Datasource,users/GeoForPy/Tesis/EcorregionAltoParana,,users/GeoForPy/Tesis/,,EcorregionAltoParana,
23,script_125294.txt,Datasource,LANDSAT/LT05/C01/T1_SR,LANDSAT/LT05/C02/T1,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,USGS,"c2, global, l5, landsat, lt5, radiance, t1, tier1, tm, usgs",nan
24,script_144864.txt,Datasource,users/thao226355/share/VietNam_Ranh_gioi_tinh,,users/thao226355/share/,,VietNam_Ranh_gioi_tinh,
25,script_144864.txt,Datasource,COPERNICUS/S2_SR,COPERNICUS/S2_SR,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",European Union/ESA/Copernicus,"copernicus, esa, eu, msi, reflectance, sentinel, sr",nan
26,script_146128.txt,Datasource,COPERNICUS/S2,COPERNICUS/S2,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",European Union/ESA/Copernicus,"copernicus, esa, eu, msi, radiance, sentinel",nan
27,script_15043.txt,Datasource,users/abuhafsgaa/Makarfi,,users/abuhafsgaa/,,Makarfi,
28,script_15043.txt,Datasource,users/abuhafsgaa/ALLsample,,users/abuhafsgaa/,,ALLsample,
29,script_15043.txt,Datasource,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,,users/abuhafsgaa/,,DATASET_COMPOSITION_2017_21,
30,script_15043.txt,Datasource,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,,users/abuhafsgaa/,,TEST_SAR_2017_DATASET_BOXCAR,
31,script_155017.txt,Datasource,MODIS/006/MOD11A1,MODIS/061/MOD11A1,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,NASA LP DAAC at the USGS EROS Center,"daily, emissivity, global, lst, modis, nasa, surface-temperature, terra, usgs",https://doi.org/10.5067/MODIS/MOD11A1.061
32,script_155017.txt,Datasource,Settlement points,WCMC/WDPA/current/points,WDPA: World Database on Protected Areas (points),UN Environment World Conservation Monitoring Centre (UNEP-WCMC) / Protected Planet,"boundaries, iucn, marine, mpa, protected, wcmc, wdpa",nan
33,script_165234.txt,Datasource,MODIS/006/MOD09GA,MODIS/061/MOD09GA,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,NASA LP DAAC at the USGS EROS Center,"daily, global, modis, nasa, sr, surface-reflectance, terra, usgs",https://doi.org/10.5067/MODIS/MOD09GA.061
34,script_165234.txt,Datasource,users/giswqs/public/countries,,users/giswqs/public/,,countries,
35,script_173652.txt,Datasource,LANDSAT/LC08/C01/T1_SR,LANDSAT/LC08/C02/T1_RT,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,USGS,"c2, global, l8, landsat, lc8, nrt, oli-tirs, radiance, rt, t1, tier1, usgs",nan
36,script_173652.txt,Datasource,users/jrmancerafGEE/POL_SUB_AE_1055,,users/jrmancerafGEE/,,POL_SUB_AE_1055,
37,script_173652.txt,Datasource,users/jrmancerafGEE/PTS_SUB_AE_1055,,users/jrmancerafGEE/,,PTS_SUB_AE_1055,
38,script_174474.txt,Datasource,LANDSAT/LT05/C01/T1_SR,LANDSAT/LT05/C02/T1,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,USGS,"c2, global, l5, landsat, lt5, radiance, t1, tier1, tm, usgs",nan
39,script_174747.txt,Datasource,users/juanjoseromeroacm21/MORELIA,,users/juanjoseromeroacm21/,,MORELIA,
40,script_174747.txt,Datasource,users/juanjoseromeroacm21/michoacan_state,,users/juanjoseromeroacm21/,,michoacan_state,
41,script_174747.txt,Datasource,USDOS/LSIB_SIMPLE/2017,USDOS/LSIB_SIMPLE/2017,"LSIB 2017: Large Scale International Boundary Polygons, Simplified","United States Department of State, Office of the Geographer","borders, boundaries, countries, dos, political, usdos",nan
42,script_174747.txt,Datasource,MODIS/MOD11A2,MODIS/061/MOD11A2,MOD11A2.061 Terra Land Surface Temperature and Emissivity 8-Day Global 1km,NASA LP DAAC at the USGS EROS Center,"8-day, emissivity, global, lst, mod11a2, modis, nasa, surface-temperature, terra, usgs",https://doi.org/10.5067/MODIS/MOD11A2.061
43,script_179626.txt,Datasource,users/KARTIKA_EAA/Semarang,,users/KARTIKA_EAA/,,Semarang,
44,script_179626.txt,Datasource,LANDSAT/LC08/C01/T1_SR,LANDSAT/LC08/C02/T1_RT,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,USGS,"c2, global, l8, landsat, lc8, nrt, oli-tirs, radiance, rt, t1, tier1, usgs",nan
45,script_180257.txt,Datasource,users/Katemiller125/Illilouette,,users/Katemiller125/,,Illilouette,
46,script_180257.txt,Datasource,LANDSAT/LE07/C02/T1_L2,LANDSAT/LE07/C02/T1_L2,"USGS Landsat 7 Level 2, Collection 2, Tier 1",USGS,"cfmask, cloud, etm, fmask, global, landsat, lasrc, le07, lst, reflectance, sr, usgs",nan
47,script_180257.txt,Datasource,LANDSAT/LE07/C01/T1_SR,LANDSAT/LE07/C02/T1_RT,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,USGS,"c2, etm, global, l7, landsat, le7, nrt, radiance, rt, t1, tier1, usgs",nan
48,script_186294.txt,Datasource,ft:1XPgyHDQHN4d5IF4x8u5ZkJxkVQ_xKWFFuUTi9ofT,,ft:1XPgyHDQHN4d5IF4x8u5ZkJxkVQ_xKWFFuUTi9ofT,,,
49,script_186294.txt,Datasource,COPERNICUS/S2,COPERNICUS/S2,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",European Union/ESA/Copernicus,"copernicus, esa, eu, msi, radiance, sentinel",nan
50,script_186319.txt,Datasource,LANDSAT/LC8_SR,LANDSAT/LC08/C02/T1_RT,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,USGS,"c2, global, l8, landsat, lc8, nrt, oli-tirs, radiance, rt, t1, tier1, usgs",nan
51,script_186319.txt,Datasource,LANDSAT/LC8_L1T_TOA,LANDSAT/LC08/C02/T2_TOA,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,USGS/Google,"c2, global, landsat, toa, usgs",nan
52,script_186319.txt,Datasource,LANDSAT/LE7_L1T_TOA_FMASK,LANDSAT/LE07/C02/T2_TOA,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,USGS/Google,"c2, global, landsat, toa, usgs",nan
53,script_186319.txt,Datasource,COPERNICUS/S2,COPERNICUS/S2,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",European Union/ESA/Copernicus,"copernicus, esa, eu, msi, radiance, sentinel",nan
54,script_186319.txt,Datasource,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,,,
55,script_186319.txt,Datasource,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,,,
56,script_186319.txt,Datasource,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,,,
57,script_186319.txt,Datasource,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,,,
58,script_186319.txt,Datasource,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,,,
59,script_186319.txt,Datasource,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,,,
60,script_186319.txt,Datasource,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,,,
61,script_186320.txt,Datasource,COPERNICUS/S2,COPERNICUS/S2,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",European Union/ESA/Copernicus,"copernicus, esa, eu, msi, radiance, sentinel",nan
62,script_186320.txt,Datasource,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,,,
63,script_186321.txt,Datasource,COPERNICUS/S2,COPERNICUS/S2,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",European Union/ESA/Copernicus,"copernicus, esa, eu, msi, radiance, sentinel",nan
64,script_186321.txt,Datasource,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,,,
65,script_186323.txt,Datasource,LANDSAT/LC8_SR,LANDSAT/LC08/C02/T1_RT,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,USGS,"c2, global, l8, landsat, lc8, nrt, oli-tirs, radiance, rt, t1, tier1, usgs",nan
66,script_186323.txt,Datasource,LANDSAT/LC8_L1T_TOA,LANDSAT/LC08/C02/T2_TOA,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,USGS/Google,"c2, global, landsat, toa, usgs",nan
67,script_186323.txt,Datasource,LANDSAT/LE7_L1T_TOA_FMASK,LANDSAT/LE07/C02/T2_TOA,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,USGS/Google,"c2, global, landsat, toa, usgs",nan
68,script_186323.txt,Datasource,LANDSAT/LE7_L1T_TOA,LANDSAT/LE07/C02/T2_TOA,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,USGS/Google,"c2, global, landsat, toa, usgs",nan
69,script_186323.txt,Datasource,COPERNICUS/S2,COPERNICUS/S2,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",European Union/ESA/Copernicus,"copernicus, esa, eu, msi, radiance, sentinel",nan
70,script_186323.txt,Datasource,ft:1XKfDbVsTtinnWZ5Ki89j8074Zm9k2XFHiATs1XNR,,ft:1XKfDbVsTtinnWZ5Ki89j8074Zm9k2XFHiATs1XNR,,,
71,script_186325.txt,Datasource,LANDSAT/LC8_SR,LANDSAT/LC08/C02/T1_RT,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,USGS,"c2, global, l8, landsat, lc8, nrt, oli-tirs, radiance, rt, t1, tier1, usgs",nan
72,script_186325.txt,Datasource,LANDSAT/LC8_L1T_TOA,LANDSAT/LC08/C02/T2_TOA,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,USGS/Google,"c2, global, landsat, toa, usgs",nan
73,script_186325.txt,Datasource,LANDSAT/LE7_L1T_TOA_FMASK,LANDSAT/LE07/C02/T2_TOA,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,USGS/Google,"c2, global, landsat, toa, usgs",nan
74,script_186325.txt,Datasource,LANDSAT/LE7_L1T_TOA,LANDSAT/LE07/C02/T2_TOA,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,USGS/Google,"c2, global, landsat, toa, usgs",nan
75,script_186325.txt,Datasource,COPERNICUS/S2,COPERNICUS/S2,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",European Union/ESA/Copernicus,"copernicus, esa, eu, msi, radiance, sentinel",nan
76,script_186325.txt,Datasource,ft:1TFcNAU6zr_9svAb610dlsyqNiiXMLYlFrfP23ZuH,,ft:1TFcNAU6zr_9svAb610dlsyqNiiXMLYlFrfP23ZuH,,,
77,script_186326.txt,Datasource,COPERNICUS/S2,COPERNICUS/S2,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",European Union/ESA/Copernicus,"copernicus, esa, eu, msi, radiance, sentinel",nan
78,script_186326.txt,Datasource,ft:1TFcNAU6zr_9svAb610dlsyqNiiXMLYlFrfP23ZuH,,ft:1TFcNAU6zr_9svAb610dlsyqNiiXMLYlFrfP23ZuH,,,
79,script_186329.txt,Datasource,LANDSAT/LC8_SR,LANDSAT/LC08/C02/T1_RT,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,USGS,"c2, global, l8, landsat, lc8, nrt, oli-tirs, radiance, rt, t1, tier1, usgs",nan
80,script_186329.txt,Datasource,LANDSAT/LC8_L1T_TOA,LANDSAT/LC08/C02/T2_TOA,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,USGS/Google,"c2, global, landsat, toa, usgs",nan
81,script_186329.txt,Datasource,LANDSAT/LC08/C01/T1_TOA,LANDSAT/LC08/C02/T1_TOA,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,USGS/Google,"c2, global, landsat, toa, usgs",nan
82,script_186329.txt,Datasource,LANDSAT/LE7_L1T_TOA_FMASK,LANDSAT/LE07/C02/T2_TOA,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,USGS/Google,"c2, global, landsat, toa, usgs",nan
83,script_186329.txt,Datasource,LANDSAT/LT5_L1T_TOA_FMASK,LANDSAT/LT05/C02/T2_TOA,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,USGS/Google,"global, landsat, toa, usgs",nan
84,script_186329.txt,Datasource,users/khoapv/xatong,,users/khoapv/,,xatong,
85,script_186329.txt,Datasource,ft:1Fp3oWwAiWxh1XyXIc1HYl_eWBP9Uh8froBiiC9CG,,ft:1Fp3oWwAiWxh1XyXIc1HYl_eWBP9Uh8froBiiC9CG,,,
86,script_186332.txt,Datasource,MODIS/006/MOD09Q1,MODIS/061/MOD09Q1,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,NASA LP DAAC at the USGS EROS Center,"8-day, global, mod09q1, modis, nasa, sr, surface-reflectance, terra, usgs",https://doi.org/10.5067/MODIS/MOD09Q1.061
87,script_186332.txt,Datasource,User-defined sugar mills locations,HYCOM/sea_surface_elevation,"HYCOM: Hybrid Coordinate Ocean Model, Sea Surface Elevation",NOPP,"elevation, hycom, nopp, ocean, water",nan
88,script_186333.txt,Datasource,MODIS/006/MOD09Q1,MODIS/061/MOD09Q1,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,NASA LP DAAC at the USGS EROS Center,"8-day, global, mod09q1, modis, nasa, sr, surface-reflectance, terra, usgs",https://doi.org/10.5067/MODIS/MOD09Q1.061
89,script_186334.txt,Datasource,MODIS/006/MOD09Q1,MODIS/061/MOD09Q1,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,NASA LP DAAC at the USGS EROS Center,"8-day, global, mod09q1, modis, nasa, sr, surface-reflectance, terra, usgs",https://doi.org/10.5067/MODIS/MOD09Q1.061
90,script_186334.txt,Datasource,users/khoapv/Ranhgioi_DL,,users/khoapv/,,Ranhgioi_DL,
91,script_186356.txt,Datasource,COPERNICUS/S1_GRD,COPERNICUS/S1_GRD,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",European Union/ESA/Copernicus,"copernicus, esa, eu, radar, sar, sentinel",nan
92,script_186365.txt,Datasource,LANDSAT/LC08/C01/T1_TOA,LANDSAT/LC08/C02/T1_TOA,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,USGS/Google,"c2, global, landsat, toa, usgs",nan
93,script_186365.txt,Datasource,LANDSAT/LT5_L1T_TOA,LANDSAT/LT05/C02/T2_TOA,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,USGS/Google,"global, landsat, toa, usgs",nan
94,script_186378.txt,Datasource,users/khoapv/xatong,,users/khoapv/,,xatong,
95,script_186378.txt,Datasource,COPERNICUS/S1_GRD,COPERNICUS/S1_GRD,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",European Union/ESA/Copernicus,"copernicus, esa, eu, radar, sar, sentinel",nan
96,script_186378.txt,Datasource,LANDSAT/LC08/C01/T1_SR,LANDSAT/LC08/C02/T1_RT,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,USGS,"c2, global, l8, landsat, lc8, nrt, oli-tirs, radiance, rt, t1, tier1, usgs",nan
97,script_186378.txt,Datasource,COPERNICUS/S2,COPERNICUS/S2,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",European Union/ESA/Copernicus,"copernicus, esa, eu, msi, radiance, sentinel",nan
98,script_186380.txt,Datasource,ft:1QKw5K7582CuFBKiqDcYEPADrvjHTLAkz3EIxL_TI,,ft:1QKw5K7582CuFBKiqDcYEPADrvjHTLAkz3EIxL_TI,,,
99,script_186380.txt,Datasource,ft:1iQ8RECwcWSVF3AkSPVdxgpnENRJc-su6G6c1CZiF,,ft:1iQ8RECwcWSVF3AkSPVdxgpnENRJc-su6G6c1CZiF,,,
100,script_186380.txt,Datasource,LANDSAT/LC8_L1T_TOA,LANDSAT/LC08/C02/T2_TOA,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,USGS/Google,"c2, global, landsat, toa, usgs",nan
101,script_186380.txt,Datasource,LANDSAT/LE7_L1T_TOA,LANDSAT/LE07/C02/T2_TOA,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,USGS/Google,"c2, global, landsat, toa, usgs",nan
102,script_186418.txt,Datasource,LANDSAT/LC08/C01/T1_32DAY_NDVI,LANDSAT/LC08/C02/T1_L2,"USGS Landsat 8 Level 2, Collection 2, Tier 1",USGS,"cfmask, cloud, fmask, global, l8sr, landsat, lasrc, lc08, lst, reflectance, sr, usgs",nan
103,script_186418.txt,Datasource,LANDSAT/LC08/C01/T1,LANDSAT/LC08/C02/T1,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,USGS,"c2, global, l8, landsat, lc8, oli-tirs, radiance, t1, tier1, usgs",nan
104,script_186418.txt,Datasource,LANDSAT/LC08/C01/T1_TOA,LANDSAT/LC08/C02/T1_TOA,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,USGS/Google,"c2, global, landsat, toa, usgs",nan
105,script_186418.txt,Datasource,LANDSAT/LC8_SR,LANDSAT/LC08/C02/T1_RT,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,USGS,"c2, global, l8, landsat, lc8, nrt, oli-tirs, radiance, rt, t1, tier1, usgs",nan
106,script_186418.txt,Datasource,NCEP_RE/surface_temp,NCEP_RE/surface_temp,"NCEP/NCAR Reanalysis Data, Surface Temperature",NCEP,"atmosphere, climate, geophysical, ncep, noaa, reanalysis, temperature",nan
107,script_186418.txt,Datasource,NCEP_RE/surface_wv,NCEP_RE/surface_wv,"NCEP/NCAR Reanalysis Data, Water Vapor",NCEP,"atmosphere, climate, geophysical, ncep, noaa, reanalysis, vapor",nan
108,script_186442.txt,Datasource,MODIS/006/MOD11A2,MODIS/061/MOD11A2,MOD11A2.061 Terra Land Surface Temperature and Emissivity 8-Day Global 1km,NASA LP DAAC at the USGS EROS Center,"8-day, emissivity, global, lst, mod11a2, modis, nasa, surface-temperature, terra, usgs",https://doi.org/10.5067/MODIS/MOD11A2.061
109,script_186442.txt,Datasource,MODIS/006/MOD13A1,MODIS/061/MOD13A1,MOD13A1.061 Terra Vegetation Indices 16-Day Global 500m,NASA LP DAAC at the USGS EROS Center,"16-day, evi, global, modis, nasa, ndvi, terra, usgs, vegetation",https://doi.org/10.5067/MODIS/MOD13A1.061
110,script_186442.txt,Datasource,USGS/SRTMGL1_003,USGS/SRTMGL1_003,NASA SRTM Digital Elevation 30m,NASA / USGS / JPL-Caltech,"dem, elevation, geophysical, nasa, srtm, topography, usgs",nan
111,script_186442.txt,Datasource,MODIS/006/MOD09A1,MODIS/061/MOD09A1,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,NASA LP DAAC at the USGS EROS Center,"8-day, global, modis, nasa, sr, surface-reflectance, terra, usgs",https://doi.org/10.5067/MODIS/MOD09A1.061
112,script_186442.txt,Datasource,MODIS/MOD09GA_006_BAI,MODIS/061/MOD09GA,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,NASA LP DAAC at the USGS EROS Center,"daily, global, modis, nasa, sr, surface-reflectance, terra, usgs",https://doi.org/10.5067/MODIS/MOD09GA.061
113,script_186442.txt,Datasource,LC8_L1T,GLCF/GLS_WATER,GLCF: Landsat Global Inland Water,NASA LP DAAC at the USGS EROS Center,"glcf, landsat-derived, nasa, umd, water",https://doi.org/10.1080/17538947.2015.1026420
114,script_186442.txt,Datasource,ft:1rpd6kIewFWHrgX84jKwW30jeazmuiQJgXg-Pv759,,ft:1rpd6kIewFWHrgX84jKwW30jeazmuiQJgXg-Pv759,,,
115,script_186449.txt,Datasource,LANDSAT/LC08/C01/T1_SR/LC08_118062_20150819,LANDSAT/LC08/C02/T1_L2,"USGS Landsat 8 Level 2, Collection 2, Tier 1",USGS,"cfmask, cloud, fmask, global, l8sr, landsat, lasrc, lc08, lst, reflectance, sr, usgs",nan
116,script_186466.txt,Datasource,ft:10RV_TKg9w5SMTutAz-XZpGcd2ejYgbQs6IVy2TF7,,ft:10RV_TKg9w5SMTutAz-XZpGcd2ejYgbQs6IVy2TF7,,,
117,script_186466.txt,Datasource,COPERNICUS/S1_GRD,COPERNICUS/S1_GRD,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",European Union/ESA/Copernicus,"copernicus, esa, eu, radar, sar, sentinel",nan
118,script_186503.txt,Datasource,COPERNICUS/S1_GRD,COPERNICUS/S1_GRD,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",European Union/ESA/Copernicus,"copernicus, esa, eu, radar, sar, sentinel",nan
119,script_186503.txt,Datasource,"User-defined polygons for urban, forest, and water areas",GOOGLE/Research/open-buildings/v3/polygons,Open Buildings V3 Polygons,Google Research - Open Buildings,africa,nan
120,script_186507.txt,Datasource,LANDSAT/LC08/C01/T1_TOA,LANDSAT/LC08/C02/T1_TOA,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,USGS/Google,"c2, global, landsat, toa, usgs",nan
121,script_186507.txt,Datasource,LANDSAT/LE07/C01/T1_TOA,LANDSAT/LE07/C02/T1_TOA,USGS Landsat 7 Collection 2 Tier 1 TOA Reflectance,USGS/Google,"c2, global, landsat, toa, usgs",nan
