ID,Script_ID,Entity_Type,Value
141,script_186319.txt,Function,Detecting forest loss and deforestation
142,script_186320.txt,Function,Filtering and sorting image collection
143,script_186320.txt,Function,Calculating NDVI and NBR
144,script_186320.txt,Function,Exporting image properties and mosaic
145,script_186320.txt,Function,Visualizing images with different visualization options
146,script_186321.txt,Function,Filtering and sorting image collection
147,script_186321.txt,Function,Calculating NDVI and NBR
148,script_186321.txt,Function,Exporting image properties and mosaic
149,script_186321.txt,Function,Visualizing images with different visualization options
150,script_186323.txt,Function,Image collection filtering and sorting
151,script_186323.txt,Function,NDVI and NBR calculation
152,script_186323.txt,Function,Image masking and mosaicking
153,script_186323.txt,Function,Feature collection creation and manipulation
154,script_186323.txt,Function,Image exporting and visualization
155,script_186325.txt,Function,Image filtering and sorting
156,script_186325.txt,Function,NDVI and NBR calculation
157,script_186325.txt,Function,Image mosaicking and exporting
158,script_186325.txt,Function,Feature collection creation and exporting
159,script_186325.txt,Function,Map visualization and layer management
160,script_186326.txt,Function,Filtering image collection by date and bounds
161,script_186326.txt,Function,Calculating NDVI and NBR
162,script_186326.txt,Function,Exporting image properties to CSV
163,script_186326.txt,Function,Creating and exporting mosaic
164,script_186326.txt,Function,Exporting individual scenes
165,script_186329.txt,Function,Filtering and sorting image collections
166,script_186329.txt,Function,Calculating NDVI and NBR indices
167,script_186329.txt,Function,Mosaicking images
168,script_186329.txt,Function,Exporting image properties and mosaics
169,script_186329.txt,Function,Visualizing and comparing images
170,script_186329.txt,Function,Detecting forest loss and deforestation
171,script_186332.txt,Function,Buffer creation around sugar mills
172,script_186332.txt,Function,Image collection creation and filtering
173,script_186332.txt,Function,NDVI calculation and addition to image collection
174,script_186332.txt,Function,Multiband image creation for unsupervised classification
175,script_186332.txt,Function,Training dataset creation
176,script_186332.txt,Function,Unsupervised classification using k-means clustering
177,script_186332.txt,Function,Class merging and refinement
178,script_186332.txt,Function,Layer visualization and mapping
179,script_186333.txt,Function,Buffer creation around sugar mills
180,script_186333.txt,Function,Image collection creation and filtering by date
181,script_186333.txt,Function,NDVI calculation and addition to image collection
182,script_186333.txt,Function,Multiband image creation for unsupervised classification
183,script_186333.txt,Function,Training dataset creation and clusterer training
184,script_186333.txt,Function,Unsupervised classification and clustering
185,script_186333.txt,Function,Merging and refining of classes
186,script_186333.txt,Function,Visualization of results
187,script_186334.txt,Function,Buffer creation around sugar mills
188,script_186334.txt,Function,Image collection creation and filtering
189,script_186334.txt,Function,NDVI calculation and addition to image collection
190,script_186334.txt,Function,Multiband image creation for unsupervised classification
191,script_186334.txt,Function,Training dataset creation
192,script_186334.txt,Function,Unsupervised classification using k-means clustering
193,script_186334.txt,Function,Class merging and refinement
194,script_186334.txt,Function,Image visualization and mapping
195,script_186356.txt,Function,Refined Lee speckle filtering
196,script_186356.txt,Function,Image compositing
197,script_186356.txt,Function,Image classification using CART classifier
198,script_186365.txt,Function,Filtering and sorting of Landsat 8 images based on cloud cover and date
199,script_186365.txt,Function,"Calculation of NDVI, EVI, NDWI, NDBI, BAI, NBRT, and NDSI indices"
200,script_186365.txt,Function,Linear transformation and principal component analysis (PCA) of Landsat 5 images
201,script_186365.txt,Function,Spectral unmixing of Landsat 8 images
202,script_186365.txt,Function,HSV transform and pan-sharpening of Landsat 8 images
203,script_186378.txt,Function,Add NDVI and time to images
204,script_186378.txt,Function,Filter images by date and bounds
205,script_186378.txt,Function,Map functions to image collections
206,script_186378.txt,Function,Join image collections by date
207,script_186378.txt,Function,Reduce regions for each station
208,script_186380.txt,Function,buffer function to clip images to marshbird points
209,script_186380.txt,Function,map over image collection
210,script_186380.txt,Function,create cloud mask using the BQA band in LS 8 TOA imagery
211,script_186380.txt,Function,add variables of interest to landsat 8 imagery
212,script_186380.txt,Function,add variables of interest to landsat 7 imagery
213,script_186380.txt,Function,create cloud score function for LS 7 imagery
214,script_186380.txt,Function,calculate mean values around each marshbird survey point
215,script_186380.txt,Function,generate monthly averages
216,script_186418.txt,Function,filterCollection
217,script_186418.txt,Function,getLandsatRAD
218,script_186418.txt,Function,getLandsatTOA
219,script_186418.txt,Function,getLandsatSR
220,script_186418.txt,Function,getNCEP
221,script_186418.txt,Function,addAtmosBands
222,script_186418.txt,Function,joinLandsatCollections
223,script_186418.txt,Function,addNDVI
224,script_186418.txt,Function,coreEmissivity
225,script_186418.txt,Function,getEmissivity
226,script_186418.txt,Function,getPsis
227,script_186418.txt,Function,getSurfaceTemp
228,script_186442.txt,Function,Filtering and compositing of Landsat 8 images
229,script_186442.txt,Function,Calculation of land surface temperature
230,script_186442.txt,Function,Calculation of NDVI
231,script_186442.txt,Function,Calculation of NMDI
232,script_186442.txt,Function,Clipping of elevation data
233,script_186442.txt,Function,Calculation of BAI
234,script_186442.txt,Function,Training of classifiers
235,script_186442.txt,Function,Classification of images using different classifiers
236,script_186449.txt,Function,sampleRegions
237,script_186449.txt,Function,select
238,script_186449.txt,Function,merge
239,script_186449.txt,Function,addLayer
240,script_186449.txt,Function,setCenter
241,script_186449.txt,Function,sampleRegions
242,script_186449.txt,Function,feature.groups
243,script_186449.txt,Function,setChartType
244,script_186449.txt,Function,setOptions
245,script_186466.txt,Function,Filtering Sentinel-1 images by polarization and date
246,script_186466.txt,Function,Creating a composite image from means at different polarizations and look angles
247,script_186466.txt,Function,Exporting images to Google Drive
248,script_186466.txt,Function,Creating a grid of linked maps for visualization
249,script_186503.txt,Function,Refined Lee speckle filtering
250,script_186503.txt,Function,CART classification
251,script_186503.txt,Function,Image clipping
252,script_186503.txt,Function,Image conversion between dB and natural units
253,script_186503.txt,Function,Image filtering using mean and variance calculations
254,script_186503.txt,Function,Image visualization
255,script_186507.txt,Function,landsatCloudScore
256,script_186507.txt,Function,cFmaskCloud
257,script_186507.txt,Function,cFmaskCloudShadow
258,script_186507.txt,Function,simpleTDOM2
259,script_186507.txt,Function,addIndices
260,script_186507.txt,Function,medoidMosaicMSD
261,script_186507.txt,Function,exportToAssetWrapper
262,script_186528.txt,Function,Refined Lee speckle filtering
263,script_186528.txt,Function,Image compositing
264,script_186528.txt,Function,Image classification using CART classifier
265,script_186540.txt,Function,Filtering Landsat 8 images by date and location
266,script_186540.txt,Function,Cloud masking using simpleCloudScore algorithm
267,script_186540.txt,Function,Calculating NDVI
268,script_186540.txt,Function,Reducing and exporting mean NDVI values for rich forest and no forest areas
269,script_186548.txt,Function,Refined Lee filter for speckle noise reduction
270,script_186548.txt,Function,Angle correction using toGamma0 function
271,script_186548.txt,Function,Surface water mask computation using Canny Edge detector with Otsu thresholding
272,script_186548.txt,Function,Perona Malik filter for image denoising
273,script_186562.txt,Function,Filtering and sorting image collections by date and spatial bounds
274,script_186562.txt,Function,Calculating NDVI and NBR indices
275,script_186562.txt,Function,Exporting images to Google Drive
276,script_186562.txt,Function,Visualizing images using different visualization options
277,script_186562.txt,Function,Detecting forest loss and land cover changes
278,script_186570.txt,Function,Image collection filtering and sorting
279,script_186570.txt,Function,NDVI and NBR calculation
280,script_186570.txt,Function,Image masking and mosaicking
281,script_186570.txt,Function,Feature collection creation and property copying
282,script_186570.txt,Function,Image exporting and visualization
283,script_186601.txt,Function,Filtering Sentinel-1 images by polarization and date
284,script_186601.txt,Function,Creating a composite image from means at different polarizations and look angles
285,script_186601.txt,Function,Exporting images to Google Drive
286,script_186601.txt,Function,Creating a grid of linked maps for visualization
287,script_186605.txt,Function,Image collection filtering and sorting
288,script_186605.txt,Function,NDVI and NBR calculation
289,script_186605.txt,Function,Image masking and mosaicking
290,script_186605.txt,Function,Feature collection painting and visualization
291,script_186605.txt,Function,Map creation and linking
292,script_186607.txt,Function,Filtering image collections by date and bounds
293,script_186607.txt,Function,Calculating NDVI and NBR indices
294,script_186607.txt,Function,Mosaicking images
295,script_186607.txt,Function,Visualizing images with different visualization options
296,script_186607.txt,Function,Creating a map with multiple layers and controls
297,script_186815.txt,Function,Image collection filtering and sorting
298,script_186815.txt,Function,NDVI and NBR calculation
299,script_186815.txt,Function,Image masking and mosaicking
300,script_186815.txt,Function,Image exporting and visualization
301,script_186815.txt,Function,Feature collection creation and manipulation
302,script_186815.txt,Function,Map visualization and interaction
303,script_186822.txt,Function,Buffering features to reduce border effect
304,script_186822.txt,Function,"Filtering satellite images by date, polarization, resolution, and orbit"
305,script_186822.txt,Function,Converting satellite data to natural values and back to dB
306,script_186822.txt,Function,Calculating mean and standard deviation for buffered fields
307,script_186822.txt,Function,Exporting data tables to drive
308,script_186829.txt,Function,Masking forested and deforested areas using Hansen et al. forest change dataset
309,script_186829.txt,Function,Filtering Landsat 8 images by forested areas
310,script_186829.txt,Function,Calculating mean air surface temperature over forested areas in the Amazon Basin
311,script_186856.txt,Function,sentinelCloudScore: computes cloud score for Sentinel-2 images
312,script_186856.txt,Function,maskS2clouds: masks clouds using Sentinel-2 QA band
313,script_186856.txt,Function,simpleTDOM2: masks dark outliers in time series
314,script_186856.txt,Function,projectShadows: projects cloud shadows based on solar geometry
315,script_186856.txt,Function,bustClouds: busts clouds from Sentinel-2 image
316,script_186856.txt,Function,wrapIt: wraps entire cloud masking and shadow detection process
317,script_186856.txt,Function,getS2: gets Sentinel-2 data for a given geometry
318,script_186856.txt,Function,dailyMosaics: simplifies data into daily mosaics
319,script_186886.txt,Function,Filtering and sorting image collections
320,script_186886.txt,Function,Calculating NDVI and NBR indices
321,script_186886.txt,Function,Mosaicking and exporting images
322,script_186886.txt,Function,Visualizing and comparing images
323,script_186886.txt,Function,Detecting forest fires and monitoring land cover changes
324,script_186888.txt,Function,Cloud masking using fmask
325,script_186888.txt,Function,Incoming shortwave radiation calculation
326,script_186888.txt,Function,Radiance calculation
327,script_186888.txt,Function,NDVI and NDWI calculation
328,script_186888.txt,Function,Land surface temperature calculation
329,script_186888.txt,Function,Scatter plot of LST vs NDVI
330,script_186892.txt,Function,Filtering Sentinel-2 images by cloud cover and date
331,script_186892.txt,Function,Calculating NDVI and NBR indices
332,script_186892.txt,Function,Mosaicking images
333,script_186892.txt,Function,Exporting image properties to a CSV file
334,script_186892.txt,Function,Creating a mosaic and exporting it to Drive
335,script_186892.txt,Function,Exporting individual scenes to Drive
336,script_186892.txt,Function,Visualizing images using different visualization options
337,script_186914.txt,Function,Load Sentinel-1 C-band SAR Ground Range collection and filter by ROI and polarisation
338,script_186914.txt,Function,Mosaic images before and after event of interest in specific time ranges
339,script_186914.txt,Function,Threshold smoothed radar intensities to identify flooded areas
340,script_186914.txt,Function,Topological intersection and calculation of difference between before and after flood images
341,script_186914.txt,Function,"Display map with before, after, and difference images"
342,script_186914.txt,Function,"Generate thumbnails of before, after, and difference images"
343,script_186914.txt,Function,Update flooded area after thresholding and clean-up of false positive pixels
344,script_186914.txt,Function,Convert unmasked pixels to polygons and calculate population within flooded areas
345,script_186915.txt,Function,Load Sentinel-1 C-band SAR Ground Range collection and filter by ROI and polarisation
346,script_186915.txt,Function,Mosaic images before and after event of interest in specific time ranges
347,script_186915.txt,Function,Threshold smoothed radar intensities to identify flooded areas
348,script_186915.txt,Function,Topological intersection and calculation of difference between before and after flood images
349,script_186915.txt,Function,"Display map with before, after, and difference images"
350,script_186915.txt,Function,"Generate thumbnails of before, after, and difference images"
351,script_186915.txt,Function,Update flooded area after thresholding and clean-up of false positive pixels
352,script_186915.txt,Function,Convert unmasked pixels to polygons and calculate population within flooded areas
353,script_186915.txt,Function,Export flooded area to Drive
354,script_186940.txt,Function,Harmonization of Landsat 8 to Landsat 7 reflectance bands
355,script_186940.txt,Function,Retrieval of surface reflectance image collections for a given year and area of interest
356,script_186940.txt,Function,Medoid compositing of image collections to reduce to single image per year
357,script_186940.txt,Function,Building of annual mosaic collection from medoid composites
358,script_186974.txt,Function,Cloud masking and band selection for Landsat 5
359,script_186974.txt,Function,Cloud masking and band selection for Landsat 7
360,script_186974.txt,Function,Cloud masking and band selection for Landsat 8
361,script_186974.txt,Function,Merging and renaming of satellite collections
362,script_186974.txt,Function,Calculation of NDWI and MNDWI indices
363,script_186974.txt,Function,Generation of annual means for NDWI and MNDWI
364,script_187038.txt,Function,Image collection filtering and renaming
365,script_187038.txt,Function,Feature collection filtering and geometry extraction
366,script_187038.txt,Function,Image masking and cloud cover calculation
367,script_187038.txt,Function,Image classification and water class extraction
368,script_187038.txt,Function,Image collection merging and reduction
369,script_187038.txt,Function,Vector region creation and raster exporting
370,script_187038.txt,Function,Image exporting to Drive
371,script_187038.txt,Function,Metadata extraction and exporting to CSV
372,script_187125.txt,Function,"Process Sentinel-2 image by filtering, resampling, and normalizing bands"
373,script_187125.txt,Function,Compute NDWI and MNDWI indices for water detection
374,script_187125.txt,Function,Apply Otsu thresholding method for automatic threshold selection
375,script_187125.txt,Function,Detect water bodies using Canny edge detection and thresholding
376,script_187125.txt,Function,Compute JRC monthly water occurrence for a few months
377,script_187131.txt,Function,Filtering regions by metadata
378,script_187131.txt,Function,Filtering hotspots by year and region
379,script_187131.txt,Function,Creating cloud-free composites
380,script_187131.txt,Function,Removing clouds from composites
381,script_187131.txt,Function,Calculating NBR indices
382,script_187131.txt,Function,Creating burned area masks
383,script_187131.txt,Function,Reducing to vectors
384,script_187131.txt,Function,Exporting to Drive
385,script_187137.txt,Function,Extracting Land Surface Temperature (LST) from MODIS images
386,script_187137.txt,Function,Transforming Kelvin to Celsius
387,script_187137.txt,Function,Aggregating images by year
388,script_187137.txt,Function,Calculating annual percentiles
389,script_187137.txt,Function,Generating dates by months for all years
390,script_187137.txt,Function,"Calculating monthly max, min, and mean temperatures"
391,script_187137.txt,Function,"Visualizing monthly min, max, and mean temperatures"
392,script_187137.txt,Function,"Calculating temperature max, min, and mean by month of the year"
393,script_187138.txt,Function,Masking forested and deforested areas using Hansen et al. forest change dataset
394,script_187138.txt,Function,Filtering Landsat 8 images by forested areas
395,script_187138.txt,Function,Calculating mean air surface temperature over forested areas in the Amazon Basin
396,script_187226.txt,Function,sentinel2toa: converts Sentinel-2 image to top-of-atmosphere reflectance
397,script_187226.txt,Function,sentinelCloudScore: computes cloud score based on several indicators of cloudiness
398,script_187226.txt,Function,shadowMask: detects cloud shadows based on solar geometry and dark pixel detection
399,script_187226.txt,Function,waterMask: detects water based on NDWI
400,script_187226.txt,Function,"cloud_and_shadow_mask: combines cloud, shadow, and water masks to filter out unwanted features"
401,script_187248.txt,Function,Masking cloud shadows and clouds from Landsat 8 images
402,script_187248.txt,Function,Calculating NDVI and thermal bands
403,script_187248.txt,Function,Calculating fractional vegetation and emissivity
404,script_187248.txt,Function,Calculating Land Surface Temperature (LST)
405,script_187481.txt,Function,Filtering Sentinel-1 images by date and polarization
406,script_187481.txt,Function,Applying smoothing filter to reduce noise
407,script_187481.txt,Function,Calculating band ratio to identify flood areas
408,script_187481.txt,Function,Generating histograms for backscatter values
409,script_187523.txt,Function,Filtering Sentinel-1 images by geometry and date
410,script_187523.txt,Function,Converting images from dB to natural scale
411,script_187523.txt,Function,Smoothing images using focal median filter
412,script_187523.txt,Function,Calculating band ratio and flood extent
413,script_187523.txt,Function,Generating histograms of backscatter values
414,script_187523.txt,Function,Visualizing flood and river extent using RGB composites
415,script_187528.txt,Function,Filtering Sentinel-1 images by date and polarization
416,script_187528.txt,Function,Applying smoothing filter to reduce noise
417,script_187528.txt,Function,Calculating band ratio to identify flooded areas
418,script_187528.txt,Function,Generating histograms for backscatter values
419,script_187530.txt,Function,Filtering Sentinel-1 images by date and polarization
420,script_187530.txt,Function,Applying smoothing filter to reduce noise
421,script_187530.txt,Function,Calculating band ratios for flood mapping
422,script_187530.txt,Function,Generating histograms for backscatter values
423,script_187530.txt,Function,Creating RGB composites for visualization
424,script_187532.txt,Function,Filtering Sentinel-1 images by ROI and date
425,script_187532.txt,Function,Converting images from dB to natural scale
426,script_187532.txt,Function,Smoothing images using focal median filter
427,script_187532.txt,Function,Calculating band ratios
428,script_187532.txt,Function,Generating histograms
429,script_187532.txt,Function,"Classifying flood, wet, and dry areas"
430,script_187532.txt,Function,Visualizing results on the map
431,script_187532.txt,Function,Exporting flood image to Drive
432,script_187533.txt,Function,Filtering Sentinel-1 images by date and polarization
433,script_187533.txt,Function,Applying smoothing filter to reduce noise
434,script_187533.txt,Function,Calculating band ratios for flood detection
435,script_187533.txt,Function,Generating histograms for backscatter values
436,script_187533.txt,Function,Visualizing flood extent using RGB composites
437,script_187534.txt,Function,Filtering Sentinel-1 images by date and polarization
438,script_187534.txt,Function,Applying smoothing filter to images
439,script_187534.txt,Function,Calculating band ratios
440,script_187534.txt,Function,Generating histograms
441,script_187534.txt,Function,Classifying flood and water areas
442,script_187535.txt,Function,Filtering Sentinel-1 images by date and polarization
443,script_187535.txt,Function,Applying smoothing filter to images
444,script_187535.txt,Function,Calculating band ratios and backscatter values
445,script_187535.txt,Function,Generating histograms of image values
446,script_187535.txt,Function,Classifying flood and river areas based on backscatter values
447,script_187582.txt,Function,Masking clouds using Sentinel-2 QA band
448,script_187582.txt,Function,"Computing vegetation indices (NDVI, SAVI, DVI, GNDVI, EVI, chl, SRI, GDVI, IPVI, NDWI, GI, GRVI)"
449,script_187582.txt,Function,Classifying land cover using SVM classifier
450,script_187582.txt,Function,Accuracy assessment using confusion matrix and kappa coefficient
451,script_187585.txt,Function,Calculate average of MODIS EVI of each year
452,script_187585.txt,Function,Perform Principal Component Analysis (PCA) on the average EVI images
453,script_187586.txt,Function,Calculate average of MODIS EVI of each year
454,script_187586.txt,Function,Perform Principal Component Analysis (PCA) on the average EVI images
455,script_187587.txt,Function,Calculate average of MODIS EVI of each year
456,script_187587.txt,Function,Perform Principal Component Analysis (PCA)
457,script_187738.txt,Function,Load NAIP image collection and filter by date and bounds
458,script_187738.txt,Function,Load CDL 2016 image and select cropland layer
459,script_187738.txt,Function,Clip images to ROI and normalize
460,script_187738.txt,Function,Create mosaic from NAIP scenes
461,script_187738.txt,Function,Perform random forest classification
462,script_187738.txt,Function,Perform object-based image analysis using SNIC
463,script_187738.txt,Function,Compute cluster means and standard deviation
464,script_187738.txt,Function,Compute cluster area and perimeter
465,script_187738.txt,Function,Compute cluster width and height
466,script_187738.txt,Function,Build new classifier with additional properties
467,script_187738.txt,Function,Compute confusion matrix
468,script_187749.txt,Function,Extracting maximum NDVI values for each year from 2000 to 2019
469,script_187749.txt,Function,Performing linear trend analysis on the NDVI time series
470,script_187749.txt,Function,Visualizing the trend analysis results
471,script_187749.txt,Function,"Defining regions of interest (northwest, center, southeast) for time series analysis"
472,script_187749.txt,Function,Generating NDVI time series charts for each region of interest
473,script_187888.txt,Function,Cloud masking and NDVI calculation for Landsat 8 images
474,script_187888.txt,Function,"Cloud masking and NDVI calculation for Landsat 4, 5, and 7 images"
475,script_187888.txt,Function,Merging and renaming NDVI collections
476,script_187888.txt,Function,Sampling NDVI values at intermediate points
477,script_187888.txt,Function,Merging NDVI images into a single image
478,script_187888.txt,Function,Sampling NDVI values at intermediate points for a single image
479,script_187895.txt,Function,Filtering training points by land cover type
480,script_187895.txt,Function,Cloud masking for Landsat 8 and 4-7
481,script_187895.txt,Function,Calculating BSI for Landsat 8 and 4-7
482,script_187895.txt,Function,Merging and renaming BSI collections
483,script_187895.txt,Function,Sampling BSI values at training points
484,script_187895.txt,Function,Exporting results to CSV
485,script_188011.txt,Function,Filtering Landsat 8 TOA images by geometry and selecting B10 band
486,script_188011.txt,Function,Converting Kelvin to Celsius
487,script_188011.txt,Function,Clipping images to geometry
488,script_188011.txt,Function,Calculating seasonal temperatures and elevations
489,script_188011.txt,Function,"Reducing images to mean, max, and min values"
490,script_188011.txt,Function,Exporting results to CSV files
491,script_188011.txt,Function,Calculating NDVI values and filtering by count
492,script_188011.txt,Function,"Reducing regions to mean, max, and min values"
493,script_188011.txt,Function,Exporting results to CSV files
494,script_188030.txt,Function,Cloud masking using BQA band
495,script_188030.txt,Function,NDVI calculation using Landsat 8 bands
496,script_188030.txt,Function,Clipping dataset according to geometry
497,script_188030.txt,Function,Filtering dataset by date and bounds
498,script_188030.txt,Function,Visualizing dataset using RGB and NDVI color palettes
499,script_188030.txt,Function,Calculating mean and max values for each polygon
