ID,Script_ID,Entity_Type,Value
69,script_187528.txt,Theme,Flood Mapping using Sentinel-1
70,script_187530.txt,Theme,Flood Mapping and Monitoring
71,script_187532.txt,Theme,Flood Mapping
72,script_187533.txt,Theme,Flood Mapping and Monitoring
73,script_187534.txt,Theme,Flood Mapping and Monitoring
74,script_187535.txt,Theme,Flood Mapping and Monitoring
75,script_187582.txt,Theme,Land cover classification and vegetation index analysis
76,script_187585.txt,Theme,Vegetation Index Analysis
77,script_187586.txt,Theme,Vegetation monitoring using MODIS EVI
78,script_187587.txt,Theme,Vegetation monitoring using MODIS EVI
79,script_187738.txt,Theme,Crop land classification and object-based image analysis
80,script_187749.txt,Theme,NDVI trend analysis in Beijing
81,script_187888.txt,Theme,Land cover classification and NDVI analysis
82,script_187895.txt,Theme,Land cover classification and BSI analysis
83,script_188011.txt,Theme,Land Surface Temperature Analysis
84,script_188030.txt,Theme,Land cover analysis and vegetation monitoring
85,script_188052.txt,Theme,Water body extraction and analysis using Landsat and Sentinel-2 data
86,script_188163.txt,Theme,Land cover classification and analysis in Zimbabwe
87,script_188217.txt,Theme,Land cover classification and urbanization analysis
88,script_188221.txt,Theme,Climate data analysis
89,script_188386.txt,Theme,Land cover classification
90,script_188397.txt,Theme,Wildfire analysis
91,script_188400.txt,Theme,Air quality analysis
92,script_188401.txt,Theme,Temperature analysis
93,script_188412.txt,Theme,Land Surface Temperature (LST) analysis
94,script_188413.txt,Theme,Land Surface Temperature (LST) analysis
95,script_188414.txt,Theme,Land Surface Temperature (LST) analysis
96,script_188419.txt,Theme,Land Surface Temperature (LST) analysis
97,script_188454.txt,Theme,Land cover classification and cloud probability analysis
98,script_188455.txt,Theme,Cloud probability analysis in East South Asia
99,script_188458.txt,Theme,Cloud probability analysis in East South Asia
100,script_188465.txt,Theme,Land cover classification
101,script_188502.txt,Theme,Water body area analysis
102,script_188506.txt,Theme,Land cover classification and cloud probability analysis
103,script_188509.txt,Theme,Climate and precipitation analysis in East South Asia
104,script_188511.txt,Theme,Climate and precipitation analysis in East South Asia
105,script_23533.txt,Theme,Land cover classification and change detection
106,script_28.txt,Theme,Snow cover analysis in the Pacific Northwest region
107,script_3043.txt,Theme,Land cover classification and water frequency analysis
108,script_32.txt,Theme,Snow product bias analysis
109,script_35538.txt,Theme,Land cover classification and waterbody extraction
110,script_41838.txt,Theme,Land cover classification
111,script_42.txt,Theme,Forest cover analysis in Cambodia
112,script_43.txt,Theme,Community forest analogue regions identification
113,script_43803.txt,Theme,Land cover analysis in Zhangjiakou region
114,script_45435.txt,Theme,Vegetation Cover Analysis
115,script_48.txt,Theme,Land cover change detection and analysis in Cambodia
116,script_49902.txt,Theme,Satellite imagery analysis for vegetation health
117,script_50.txt,Theme,Forest canopy cover analysis
118,script_51624.txt,Theme,Flood monitoring and analysis
119,script_52026.txt,Theme,Ozone concentration analysis
120,script_54980.txt,Theme,Land use classification
121,script_59099.txt,Theme,"Landslide zone evaluation in Aldea Las Minas, Casillas, Santa Rosa"
122,script_62526.txt,Theme,Water area analysis using Sentinel-2 data
123,script_65671.txt,Theme,Landsat 5 and 8 median temperature analysis
124,script_67562.txt,Theme,Land cover classification
125,script_71184.txt,Theme,Lake water quality analysis
126,script_72.txt,Theme,Land cover change detection and analysis in Cambodia
127,script_75448.txt,Theme,Waterbody surface area analysis
128,script_76696.txt,Theme,Arctic treeline project Russia
129,script_76709.txt,Theme,Vegetation analysis using Sentinel-2 imagery
130,script_76805.txt,Theme,Arctic greening patterns
131,script_76839.txt,Theme,Land surface reflectance analysis and vegetation index calculation
132,script_76840.txt,Theme,Land surface reflectance analysis and vegetation index calculation
133,script_76841.txt,Theme,Land surface reflectance analysis and vegetation index calculation
134,script_78663.txt,Theme,Land cover classification and correction
135,script_78805.txt,Theme,Land cover analysis using Landsat 5 imagery
136,script_85061.txt,Theme,Land cover classification and land use analysis
137,script_85217.txt,Theme,Land cover classification
138,script_85219.txt,Theme,Wildfire analysis and monitoring
139,script_89887.txt,Theme,Land cover classification and visualization
140,script_95721.txt,Theme,Vegetation Index Analysis
141,script_95950.txt,Theme,Vegetation Index Analysis
142,script_96316.txt,Theme,Land cover classification and vegetation index analysis
143,script_96317.txt,Theme,Land cover classification and vegetation index analysis
144,script_96322.txt,Theme,Land cover classification and vegetation index analysis
145,script_96332.txt,Theme,Land cover classification and water index analysis
146,script_96361.txt,Theme,Landsat image processing and analysis
147,script_96424.txt,Theme,Water surface analysis
148,script_96426.txt,Theme,Lake water surface analysis
149,script_96427.txt,Theme,Lake water surface analysis
150,script_96458.txt,Theme,Rice paddy monitoring
151,script_96458.txt,Theme,Urban area detection
152,script_96458.txt,Theme,Water area detection
153,script_96458.txt,Theme,Vegetation monitoring
154,script_96459.txt,Theme,Urban land use classification
155,script_96519.txt,Theme,Flood analysis and natural disaster monitoring
156,script_96537.txt,Theme,Land cover classification and analysis
157,script_96538.txt,Theme,Land use and land cover analysis
158,script_96558.txt,Theme,Climate and vegetation analysis in Hungary
159,script_96578.txt,Theme,Fire risk analysis in Tasmania
160,script_96593.txt,Theme,Land cover and vegetation analysis
161,script_96611.txt,Theme,Landsat 8 image compositing and NDVI analysis
162,script_97207.txt,Theme,Wildfire analysis and classification
163,script_97208.txt,Theme,Wildfire analysis and classification
164,script_97209.txt,Theme,Wildfire analysis and classification
165,script_97250.txt,Theme,Night Light Statistics by Landcover
166,script_97292.txt,Theme,Land cover classification and object-based image analysis
167,script_97295.txt,Theme,Land Use Land Cover (LULC) classification
168,script_97367.txt,Theme,Land cover classification and vegetation analysis
169,script_97371.txt,Theme,Agricultural crop monitoring and analysis
170,script_97430.txt,Theme,Land cover classification and vegetation analysis
171,script_97431.txt,Theme,Water body analysis in Chad
172,script_97446.txt,Theme,Land cover analysis in Kalimantan region
173,script_97475.txt,Theme,Land cover classification and analysis
174,script_97477.txt,Theme,Landsat 8 image analysis for vegetation health
175,script_97479.txt,Theme,Landsat 8 Surface Reflectance Analysis
176,script_97507.txt,Theme,Tracking Crop Greenness in Merced County
177,script_97508.txt,Theme,Tracking Crop Greenness in Merced County
178,script_97509.txt,Theme,Burn Severity of Mendocino Complex Fire
179,script_97510.txt,Theme,Burn Severity of Mendocino Complex Fire
180,script_97512.txt,Theme,Burn Severity Analysis of Medocino Complex Fire
181,script_97538.txt,Theme,Land surface analysis using Landsat 8 imagery
182,script_97539.txt,Theme,Land surface analysis using Landsat 8 imagery
183,script_97582.txt,Theme,Wildfire monitoring and analysis
184,script_97609.txt,Theme,Drought monitoring and seasonal rainfall analysis
185,script_97610.txt,Theme,Climate analysis of temperature in Sinaloa
186,script_97651.txt,Theme,Landsat 7 image processing and cloud masking
187,script_97683.txt,Theme,Satellite Imagery Analysis
188,script_97700.txt,Theme,Vegetation Index Analysis
189,script_97700.txt,Theme,SAR Image Analysis
190,script_97704.txt,Theme,Topographic analysis of global DEMs
191,script_97718.txt,Theme,Vegetation Index Analysis
192,script_97724.txt,Theme,Vegetation monitoring and NDVI analysis
193,script_97954.txt,Theme,Land cover classification and land change detection in the Bahamas
194,script_97974.txt,Theme,Land cover classification and change detection in Grenada
195,script_97988.txt,Theme,Land cover classification and forest area analysis
196,script_97991.txt,Theme,Land cover classification and forest type analysis
197,script_98005.txt,Theme,Land cover analysis in Central America
198,script_98169.txt,Theme,Vegetation Index Analysis using Landsat 8
199,script_98257.txt,Theme,Flood monitoring and analysis
200,script_98258.txt,Theme,Flood monitoring and analysis
201,script_98259.txt,Theme,"Flood analysis in Hue, Vietnam"
202,script_98260.txt,Theme,Flood analysis and monitoring
203,script_98261.txt,Theme,Flood extent analysis and mapping
204,script_98262.txt,Theme,Flood extent analysis
205,script_98263.txt,Theme,Flood monitoring and analysis
206,script_98266.txt,Theme,Flood extent analysis
207,script_98267.txt,Theme,Flood extent analysis using Sentinel-1 data
208,script_98275.txt,Theme,Flood monitoring and analysis
209,script_98287.txt,Theme,Land cover analysis using Sentinel-2 imagery
210,script_98289.txt,Theme,Landsat 8 Surface Reflectance Analysis
211,script_98290.txt,Theme,Land cover classification
