ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI,Value_BERT,Top1_Similarity_BERT,Value_BERT0,Top1_Similarity_BERT0,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_GPT3.5,Usage
70,script_186507.txt,Theme,Cloud and shadow masking,CLOUD OPTICAL DEPTH/THICKNESS,0.650006056,CLOUD RADIATIVE TRANSFER,0.999067962,CORAL BLEACHING,0.884870052,CLOUD REFLECTANCE,0.88229835,CLOUD MICROPHYSICS,7429
71,script_186521.txt,Theme,Land cover change detection,LAND USE/LAND COVER,0.671150088,VEGETATION COVER,0.998990953,RADIATION FOG,0.945979714,LAND SURFACE/AGRICULTURE INDICATORS,0.865116358,LAND USE/LAND COVER CLASSIFICATION,7417
72,script_186528.txt,Theme,Land cover classification using Sentinel-1 data,LAND USE/LAND COVER CLASSIFICATION,0.703282833,BERYLLIUM-10 ANALYSIS,0.998657465,METEORITE VERTICAL/GEOGRPAHIC DISTRIBUTION,0.886287808,LAND USE/LAND COVER CLASSIFICATION,0.84099108,LAND USE/LAND COVER CLASSIFICATION,7417
73,script_186540.txt,Theme,Vegetation analysis,VEGETATION,0.71235621,VEGETATION RECONSTRUCTION,0.999534249,VEGETATION RECONSTRUCTION,0.953329861,VEGETATION INDEX,0.9112643,VEGETATION INDEX,7417
74,script_186540.txt,Theme,Cloud cover removal,CLOUD CEILING,0.643272042,CLOUD RADIATIVE TRANSFER,0.999117374,RADIATION FOG,0.937662661,CLOUD CLUSTERS,0.846167326,CLOUDS,7417
75,script_186540.txt,Theme,NDVI calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.693864882,PARTICULATES,0.998787522,DESTRUCTION POTENTIAL INDEX,0.926448107,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.821857333,VEGETATION COVER,7417
76,script_186540.txt,Theme,Change detection,WAVE DIFFRACTION,0.668730617,NATURAL HAZARDS,0.999032617,CLOUD INDICATORS,0.932911158,SENSOR CHARACTERISTICS,0.814479828,CHANGE DETECTION,7439
77,script_186548.txt,Theme,Water detection using SAR imagery,WATER CHARACTERISTICS,0.654740453,WATER QUALITY/WATER CHEMISTRY,0.998682678,SOLAR IMAGERY,0.931718707,LIDAR,0.857477784,WATER QUALITY/WATER CHEMISTRY,7439
78,script_186562.txt,Theme,"Satellite image processing for forest monitoring in Bha Le, Tay Giang, Quang Nam",FOREST MENSURATION,0.597476602,CIRRUS KELVIN-HELMHOLTZ COLOMBIAH,0.997417808,GEOMAGNETIC FORECASTS,0.739303827,FOREST MENSURATION,0.846550465,LAND USE/LAND COVER,7439
79,script_186570.txt,Theme,Satellite image processing for forest monitoring,FOREST MENSURATION,0.725700498,AFFORESTATION/REFORESTATION,0.998987257,DEEP CONVECTIVE CLOUD SYSTEMS,0.928176284,FOREST MENSURATION,0.862046599,LAND USE/LAND COVER,7439
80,script_186601.txt,Theme,Forest loss detection using Sentinel-1 satellite imagery,FOREST MENSURATION,0.65019089,NON-REFRACTORY AEROSOL ORGANIC MASS,0.99842453,SOLAR IMAGERY,0.906892836,FOREST MENSURATION,0.842202187,LAND USE/LAND COVER,7439
81,script_186605.txt,Theme,NDVI and NBR calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.607508779,SAV/SEA GRASS BED,0.998533368,BERYLLIUM-10 ANALYSIS,0.895728052,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.797699213,LAND SURFACE,7417
82,script_186605.txt,Theme,Image export and mosaic creation,PHOTOSYNTHESIS,0.603312075,ANIMAL BREEDING AND GENETICS,0.998468399,FOREST HARVESTING AND ENGINEERING,0.877844214,MARICULTURE PRODUCTION,0.783667684,LAND SURFACE,7417
83,script_186607.txt,Theme,Forest monitoring using Landsat 8 imagery,FOREST MENSURATION,0.679974675,FOREST HARVESTING AND ENGINEERING,0.998816133,SHORELINE MAPPING,0.940179825,FOREST MENSURATION,0.862635732,FOREST MONITORING,7417
84,script_186815.txt,Theme,Image collection and processing,PHOTOSYNTHESIS,0.746913195,CARBON CAPTURE AND STORAGE,0.998981476,FOREST HARVESTING AND ENGINEERING,0.915947318,FLUVIAL PROCESSES,0.786816239,IMAGE PROCESSING,7417
85,script_186822.txt,Theme,Agricultural field monitoring,AGRICULTURE PRODUCTION,0.697100818,FIELD CROP PRODUCTS,0.999402165,MARINE ENVIRONMENT MONITORING,0.961774111,LAND SURFACE/AGRICULTURE INDICATORS,0.848614454,AGRICULTURE PRODUCTION,7417
86,script_186822.txt,Theme,Sentinel-1 satellite data processing,FEED PROCESSING,0.603055298,NON-REFRACTORY AEROSOL ORGANIC MASS,0.998372495,CFC-11,0.882040858,SATELLITE SOIL MOISTURE INDEX,0.832025528,LAND SURFACE TEMPERATURE,7425
87,script_186829.txt,Theme,Temperature analysis in forested areas,FOREST MENSURATION,0.753252327,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.998835564,ATMOSPHERIC PRESSURE MEASUREMENTS,0.909713387,FOREST MENSURATION,0.892753839,VEGETATION COVER,7425
88,script_186856.txt,Theme,Cloud and shadow detection for image enhancement,CLOUD OPTICAL DEPTH/THICKNESS,0.657619894,AFFORESTATION/REFORESTATION,0.998859823,TOP OF ATMOSPHERE (TOA) REFLECTANCE,0.890801728,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.826245129,CLOUD MICROPHYSICS,7425
89,script_186886.txt,Theme,NDVI and NBR calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.607508779,SAV/SEA GRASS BED,0.998533368,BERYLLIUM-10 ANALYSIS,0.895728052,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.797699213,VEGETATION INDEX,7425
90,script_186886.txt,Theme,Image export and mosaic creation,PHOTOSYNTHESIS,0.603312075,ANIMAL BREEDING AND GENETICS,0.998468399,FOREST HARVESTING AND ENGINEERING,0.877844214,MARICULTURE PRODUCTION,0.783667684,LAND SURFACE TEMPERATURE,7425
91,script_186888.txt,Theme,Cloud masking,CLOUD CEILING,0.6455549,CLOUD REFLECTANCE,0.999215603,CLOUD INDICATORS,0.935298383,CLOUD MICROPHYSICS,0.896247745,CLOUDS,7424
92,script_186888.txt,Theme,Radiation calculation,RADIATION EXPOSURE,0.743152142,SOLAR RADIATION MANAGEMENT,0.999289036,ATMOSPHERIC PRESSURE MEASUREMENTS,0.942291617,RADIATION EXPOSURE,0.874949932,ATMOSPHERIC RADIATION,7424
93,script_186888.txt,Theme,Vegetation analysis,VEGETATION,0.71235621,VEGETATION RECONSTRUCTION,0.999534249,VEGETATION RECONSTRUCTION,0.953329861,VEGETATION INDEX,0.9112643,VEGETATION INDEX,7424
94,script_186892.txt,Theme,Satellite image processing,PHOTOSYNTHESIS,0.689454615,RECESSIONAL MORAINE,0.998854518,CLOUD DYNAMICS,0.922585964,SATELLITE SOIL MOISTURE INDEX,0.82567513,LAND SURFACE/AGRICULTURE INDICATORS,7424
95,script_186892.txt,Theme,NDVI and NBR calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.607508779,SAV/SEA GRASS BED,0.998533368,BERYLLIUM-10 ANALYSIS,0.895728052,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.797699213,LAND SURFACE/AGRICULTURE INDICATORS,7424
96,script_186892.txt,Theme,Image export and mosaic creation,PHOTOSYNTHESIS,0.603312075,ANIMAL BREEDING AND GENETICS,0.998468399,FOREST HARVESTING AND ENGINEERING,0.877844214,MARICULTURE PRODUCTION,0.783667684,LAND USE/LAND COVER,7409
97,script_186892.txt,Theme,Forest loss detection,FOREST MENSURATION,0.741072893,FOREST FIRE DANGER INDEX,0.999053001,RADIATION FOG,0.95595634,FOREST MENSURATION,0.887243629,DEFORESTATION,7409
