ID,Script_ID,Entity_Type,Value,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_BAAI,Top1_Similarity_BAAI,Value_GPT4o,Usage
102,script_11983.txt,Function,Define study area,Buffering Points To Create Zones For Analysis,0.79293716,Calculates Area,0.641478181,Area Of Interest Selection,4879
103,script_11983.txt,Function,Filter image collection by bounds,Filter Image Collection By Bounds,0.989911735,Filter Image Collection By Bounds,0.940865099,Filter Image Collection By Bounds,4879
104,script_11983.txt,Function,Mask clouds and shadows,Cloud And Shade Masking,0.938782096,Cloud And Cloud Shadow Masking,0.816295385,Cloud And Shadow Masking,4879
105,script_11983.txt,Function,Compute median composite,Calculates Median Values,0.900758505,Create Median Composite Of Images,0.827388048,Create Median Composite Of Images,4879
106,script_11983.txt,Function,Calculate NDVI,Computes Normalized Difference Vegetation Index (NDVI),0.891927719,Compute Median Of NDVI,0.883117259,Computes Normalized Difference Vegetation Index (NDVI),4887
107,script_11983.txt,Function,Clip images to study area,Clip Images,0.911051273,Clip Images To A Specific Region,0.861322761,Clip Images To A Specific Region,4887
108,script_11983.txt,Function,Create time series charts,Generate Time Series Charts,0.968239546,Generate Time Series Charts,0.915755153,Generate Time Series Charts,4887
109,script_11983.txt,Function,Generate GIF animation,Generate Image Composites,0.846716344,Generate Image Composites,0.648450494,Creates Animation Of NDVI Over Time,4887
110,script_11983.txt,Function,Compute image difference,Image Differencing,0.926543117,Difference Calculation,0.792210579,Performs Image Differencing To Compare Changes,4887
111,script_11983.txt,Function,Calculate mean image,Calculates Mean Of Image Collection,0.937370956,Calculates Median Of Image Collection,0.822437704,Compute Mean Values,4875
112,script_11983.txt,Function,Compute standard deviation,Standard Deviation Calculation,0.945848823,Standard Deviation Calculation,0.837102771,Standard Deviation Calculation,4875
113,script_11983.txt,Function,Calculate anomalies,Anomaly Calculation,0.935672402,Anomaly Calculation,0.816999972,Anomaly Calculation,4875
114,script_120271.txt,Function,Calculate NDVI,Computes Normalized Difference Vegetation Index (NDVI),0.891927719,Compute Median Of NDVI,0.883117259,Computes Normalized Difference Vegetation Index (NDVI),4875
115,script_120271.txt,Function,Filter image collection by date,Filter Image Collection By Date,0.995933652,Filter Image Collection By Date,0.978277922,Filter Image Collection By Date,4875
116,script_120271.txt,Function,Filter image collection by cloud percentage,Filter Image Collection By Cloud Coverage,0.955818057,Filter Image Collection By Cloud Coverage,0.859957457,Filter Image Collection By Cloud Coverage,4891
117,script_120271.txt,Function,Filter image collection by bounds,Filter Image Collection By Bounds,0.989911735,Filter Image Collection By Bounds,0.940865099,Filter Image Collection By Bounds,4891
118,script_120271.txt,Function,Map NDVI calculation over image collection,Add NDVI Band To Images,0.865183592,Add NDVI Band To Images,0.706567824,Generate Time Series Data For NDVI Changes,4891
119,script_120271.txt,Function,Compute median of image collection,Calculates Median Of Image Collection,0.970276594,Calculates Median Of Image Collection,0.948848903,Calculates Median Of Image Collection,4891
120,script_120271.txt,Function,Clip image to area,Clip Images To A Specific Region,0.959418595,Clip Images To A Specific Region,0.871782601,Clip Images To A Specific Region,4891
121,script_120271.txt,Function,Select NDVI band,Display Selected Band,0.883036137,Add NDVI Band To Images,0.818522036,Select Specific Bands From Images,4869
122,script_120271.txt,Function,Add layer to map,Layer Addition To Map,0.966726005,Layer Addition To Map,0.911733389,Layer Addition To Map,4869
123,script_120271.txt,Function,Reduce region to percentiles,Identify And Display Outlier Areas,0.843946397,Reduction Of Image Regions,0.679598451,Reduction Of Image Regions,4869
124,script_120271.txt,Function,Draw gradient bar,Gradient Calculation,0.865197361,Gradient Calculation,0.660327852,Gradient Calculation,4869
125,script_120271.txt,Function,Set map options,Mapping Features,0.843062639,Display Interactive Map,0.659036815,Visualization Setup,4869
126,script_120271.txt,Function,Draw frame,Visualize Boundary,0.830184102,Render,0.684772909,Add A Legend,4876
127,script_120271.txt,Function,Draw scalebar,Image Scaling,0.840060711,Apply Scale Factors To Image,0.625395536,Add A Legend,4876
128,script_120557.txt,Function,Filter image collection by region and date,Filter Image Collection By Date And Region,0.99270308,Filter Image Collection By Date And Region,0.970445752,Filter Image Collection By Date And Region,4876
129,script_120557.txt,Function,Extract QA bits for cloud masking,Cloud Probability Masking,0.875077963,Image Cloud Masking,0.656633794,Cloud Probability Masking,4876
130,script_120557.txt,Function,Mask cloudy pixels,Filtering Pixels,0.910084963,Image Cloud Masking,0.795769632,Image Cloud Masking,4876
131,script_120557.txt,Function,Calculate MNDWI,Calculates Modified Normalized Difference Water Index (MNDWI),0.893673658,Calculates Modified Normalized Difference Water Index (MNDWI),0.82668364,Calculates Modified Normalized Difference Water Index (MNDWI),4895
132,script_120557.txt,Function,Calculate EVI,"Calculate Other Vegetation Indices/index (SAVI, EVI)",0.874708056,"Calculate Other Vegetation Indices/index (SAVI, EVI)",0.759787798,"Calculate Other Vegetation Indices/index (SAVI, EVI)",4895
133,script_120557.txt,Function,Calculate NDVI,Computes Normalized Difference Vegetation Index (NDVI),0.891927719,Compute Median Of NDVI,0.883117259,Computes Normalized Difference Vegetation Index (NDVI),4895
134,script_120557.txt,Function,Calculate LSWI,Calculates Modified Normalized Difference Water Index (MNDWI),0.833989382,Topographic Wetness Index (TWI) Computation,0.666537285,Calculate Normalized Difference And Other Indices,4895
135,script_120557.txt,Function,Detect water,Detect Water,0.993277669,Detect Water,0.961559772,Detect Water,4895
136,script_120557.txt,Function,Detect vegetation,Indentify Vegetation,0.904261649,Indentify Vegetation,0.819271564,Identify Vegetation,4872
137,script_120557.txt,Function,Calculate frequency of water and vegetation,Analyze Frequency Of Clouds And Vegetation,0.878928423,Analyze Frequency Of Clouds And Vegetation,0.766409457,Analyze Frequency Of Clouds And Vegetation,4872
138,script_125294.txt,Function,Define region of interest,Area Of Interest Selection,0.898899794,Area Of Interest Selection,0.634812117,Area Of Interest Selection,4872
139,script_125294.txt,Function,Print region,Reduction Of Image Regions,0.829929709,Sampling Regions,0.618710637,Visualize Boundary,4872
140,script_125294.txt,Function,Add region to map,Layer Addition To Map,0.89259088,Layer Addition To Map,0.776904285,Layer Addition To Map,4872
141,script_125294.txt,Function,Mask clouds in images,Image Cloud Masking,0.945993662,Image Cloud Masking,0.826072633,Image Cloud Masking,4883
142,script_125294.txt,Function,Filter image collection by date,Filter Image Collection By Date,0.995933652,Filter Image Collection By Date,0.978277922,Filter Image Collection By Date,4883
143,script_125294.txt,Function,Filter image collection by cloud cover,Filter Image Collection By Cloud Coverage,0.988862634,Filter Image Collection By Cloud Coverage,0.942816138,Filter Image Collection By Cloud Coverage,4883
144,script_125294.txt,Function,Filter image collection by region,Filter Image Collection By Region,0.994834781,Filter Image Collection By Region,0.966503084,Filter Image Collection By Region,4883
145,script_125294.txt,Function,Apply cloud mask to images,Image Cloud Masking,0.954677045,Image Cloud Masking,0.843714356,Apply Masks To Classified Images,4883
146,script_125294.txt,Function,Reduce image collection by percentiles,Reduce Image Collection To Minimum Value,0.903821707,Reduce Image Collection To Minimum Value,0.798988223,Reduction Of Image Collection,4884
147,script_125294.txt,Function,Clip images to region,Clip Images To A Specific Region,0.981863737,Clip Images To A Specific Region,0.927329898,Clip Images To A Specific Region,4884
148,script_125294.txt,Function,Reduce image collection by mean,Reduce Image Collection To Minimum Value,0.917133749,Reduce Image Collection To Minimum Value,0.830936253,Calculates Mean Of Image Collection,4884
149,script_125294.txt,Function,Add mean image to map,Layer Addition To Map,0.868990064,Applying Mean Filter To Image,0.772187591,Add Variables To Imagery,4884
150,script_125294.txt,Function,Add percentile images to map,Image Addition,0.860686839,Add Variables To Imagery,0.667746782,Add Variables To Imagery,4884
151,script_125294.txt,Function,Create RGB compositions,Create RGB Composite Image,0.92540133,Create RGB Composite Image,0.845094681,Create RGB Composite Image,4864
152,script_125294.txt,Function,Link maps,Link Maps For Synchronized Viewing,0.890002906,Link Maps For Synchronized Viewing,0.830500484,Link Maps For Synchronized Viewing,4864
153,script_125294.txt,Function,Configure map layout,Display Interactive Map,0.867523551,Layer Addition To Map,0.715735912,Visualization Setup,4864
154,script_125294.txt,Function,Center map on region,Display Interactive Map,0.842047691,Create A Thematic Map,0.662044168,Visualization Setup,4864
155,script_125294.txt,Function,Reset UI layout,Remapping,0.803928733,Remapping,0.581154227,Visualization Setup,4864
156,script_125294.txt,Function,Select bands for export,Select Specific Bands From Images,0.863034546,Display Selected Band,0.72231698,Select Specific Bands From Images,4881
157,script_125294.txt,Function,Export images to Drive,Export Processed Images To Drive,0.959361911,Export Processed Images To Drive,0.897648931,Export Processed Images To Drive,4881
158,script_131942.txt,Function,Filter image collection by date,Filter Image Collection By Date,0.995933652,Filter Image Collection By Date,0.978277922,Filter Image Collection By Date,4881
159,script_131942.txt,Function,Clip images to study area,Clip Images,0.911051273,Clip Images To A Specific Region,0.861322761,Clip Images To A Specific Region,4881
160,script_131942.txt,Function,Mask clouds in images,Image Cloud Masking,0.945993662,Image Cloud Masking,0.826072633,Image Cloud Masking,4881
161,script_131942.txt,Function,Merge feature collections,Merge Feature Collections,0.984044135,Merge Feature Collections,0.968624949,Merge Feature Collections,4880
162,script_131942.txt,Function,Sample regions for training,Sampling Regions For Training Data,0.955857933,Sampling Regions For Training Data,0.882159531,Spatial Analysis,
163,script_131942.txt,Function,Train random forest classifier,Train And Apply Random Forest Classifier,0.96266973,Train And Apply Random Forest Classifier,0.814471364,Sampling Regions For Training Data,4880
164,script_131942.txt,Function,Classify images,Prepares Images For Classification,0.936073303,Classify Images Based On Training Data,0.777098954,Spatial Analysis,
165,script_131942.txt,Function,Assess classification accuracy,Validating Classification,0.906648099,Accuracy Assessment,0.779536426,Train And Apply Random Forest Classifier,4880
166,script_131942.txt,Function,Reproject classified image,Exporting Classified Images,0.88171041,Image Reprojection,0.79052484,Image Reprojection,4876
167,script_131942.txt,Function,Convert raster to vector,Convert Raster To Vector,0.949394584,Convert Raster To Vector,0.9096995,Convert Raster To Vector,4876
168,script_131942.txt,Function,Export image to Drive,Export Processed Images To Drive,0.946010232,Export Processed Images To Drive,0.884276628,Export Processed Images To Drive,4876
169,script_144864.txt,Function,Filter boundary by metadata,Filtering Administrative Boundaries,0.874648094,Filter Image Collection By Bounds,0.762120068,Filter Image Collection By Bounds,4876
170,script_144864.txt,Function,Add boundary layer to map,Add Land Use Layer,0.887026906,Layer Addition To Map,0.813341498,Layer Addition To Map,4876
171,script_144864.txt,Function,Select QA60 band,Display Selected Band,0.843648553,Display Selected Band,0.630450249,Select Specific Bands From Images,4874
172,script_144864.txt,Function,Create cloud mask,Cloud And Water Masking,0.919183373,Cloud And Water Masking,0.760003209,Cloud Masking,4874
173,script_144864.txt,Function,Apply cloud mask,Cloud And Water Masking,0.926454723,Cloud And Water Masking,0.772037029,Apply Masks To Classified Images,4874
174,script_144864.txt,Function,Filter images by boundary,Filter Image Collection By Bounds,0.95187521,Filter Image Collection By Bounds,0.892431915,Filter Image Collection By Bounds,4874
175,script_144864.txt,Function,Filter images by date,Filter Images By Date,0.994331598,Filter Images By Date,0.979544282,Filter Image Collection By Date,4874
176,script_144864.txt,Function,Filter images by cloud percentage,Filter Images By Cloud Cover,0.952360213,Filter Images By Cloud Cover,0.829291701,Filter Image Collection By Cloud Coverage,4891
177,script_144864.txt,Function,Apply cloud mask and merge images,Image Cloud Masking,0.929824471,Image Cloud Masking,0.7801705,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,4891
178,script_144864.txt,Function,Select specific bands,Select Specific Bands From Images,0.921846509,Select Specific Bands From Images,0.812876344,Select Specific Bands From Images,4891
179,script_144864.txt,Function,Clip images by boundary,Clip Images To A Specific Region,0.950789452,Clip Images To Specific Geographic Boundaries,0.865648031,Clip Images To Specific Geographic Boundaries,4891
180,script_144864.txt,Function,Add satellite image layer to map,Layer Addition To Map,0.905784726,Layer Addition To Map,0.786346197,Layer Addition To Map,4891
181,script_144864.txt,Function,Calculate NDVI,Computes Normalized Difference Vegetation Index (NDVI),0.891927719,Compute Median Of NDVI,0.883117259,Computes Normalized Difference Vegetation Index (NDVI),4885
182,script_144864.txt,Function,Mask NDVI values,Visualize NDVI Results,0.847614586,Addition Of NDVI,0.704912663,Apply Masks To Classified Images,4885
183,script_144864.txt,Function,Classify NDVI values,Visualize NDVI Results,0.881221116,Visualize NDVI Results,0.774055779,Classify Images Based On Training Data,4885
184,script_144864.txt,Function,Add classified NDVI layer to map,Layer Addition To Map,0.871270061,Add NDVI Band To Images,0.756329894,Layer Addition To Map,4885
185,script_144864.txt,Function,Calculate image area,Pixel Area Calculation,0.93868506,Calculates Area,0.849890471,Pixel Area Calculation,4885
