ID,Script_ID,Entity_Type,Value,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_BAAI,Top1_Similarity_BAAI,Value_GPT4o,Usage
23,script_119133.txt,Theme,Burn severity analysis,BURNED AREA,0.844546676,BRIGHTNESS TEMPERATURE,0.566489458,FIRE SEVERITY,7319
24,script_119133.txt,Theme,Post-fire classification,FIRE WEATHER INDEX,0.825647473,FIRE MODELS,0.630982459,FIRE MANAGEMENT,7319
25,script_11983.txt,Theme,NDVI analysis,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.840828061,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.68153584,VEGETATION INDEX,7319
26,script_11983.txt,Theme,Time series analysis,BIVARIATE ENSO TIMESERIES INDEX,0.791666508,STRATIGRAPHIC SEQUENCE,0.655381441,ATMOSPHERIC TEMPERATURE INDICES,7320
27,script_11983.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.896247745,CLOUD CEILING,0.6455549,CLOUD PROPERTIES,7320
28,script_11983.txt,Theme,Image differencing,RADAR IMAGERY,0.835119486,PHOTOSYNTHESIS,0.733507395,LAND USE/LAND COVER CLASSIFICATION,7320
29,script_11983.txt,Theme,Anomaly detection,RADAR CROSS-SECTION,0.827914059,MAGNETIC ANOMALIES,0.707469225,CLIMATE INDICATORS,7320
30,script_120271.txt,Theme,NDVI calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.821857333,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.693864882,VEGETATION INDEX,7320
31,script_120271.txt,Theme,Gradient bar creation,BAR,0.808738232,POINT BAR,0.602030039,SURFACE RADIATIVE PROPERTIES,7314
32,script_120271.txt,Theme,Map styling,CONTOUR MAPS,0.837718368,SHORELINE MAPPING,0.633147478,LAND USE/LAND COVER CLASSIFICATION,7314
33,script_120557.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.896247745,CLOUD CEILING,0.6455549,CLOUD TYPES,7314
34,script_120557.txt,Theme,Water detection,WATER VAPOR INDICATORS,0.868164659,WATER CHARACTERISTICS,0.729074478,WATER QUALITY,7314
35,script_120557.txt,Theme,Vegetation detection,VEGETATION INDEX,0.889041066,VEGETATION OPTICAL DEPTH,0.7391752,VEGETATION INDEX,7314
36,script_125294.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.896247745,CLOUD CEILING,0.6455549,CLOUD PROPERTIES,7322
37,script_125294.txt,Theme,Landsat image analysis,SATELLITE SOIL MOISTURE INDEX,0.822952449,RADAR IMAGERY,0.61886847,LAND USE/LAND COVER CLASSIFICATION,7322
38,script_125294.txt,Theme,Percentile reduction,DENITRIFICATION RATE,0.839225292,SEDIMENTATION RATE,0.640961528,PRECIPITATION INDICES,7322
39,script_125294.txt,Theme,RGB composition,COLOR,0.823072851,PARTICLE COMPOSITION,0.623022437,VEGETATION INDEX,7322
40,script_131942.txt,Theme,Sentinel-2 imagery classification,RADAR IMAGERY,0.805660844,RADAR IMAGERY,0.567660451,LAND USE/LAND COVER CLASSIFICATION,7322
41,script_131942.txt,Theme,Cloud-free image generation,CLOUD PROPERTIES,0.774491608,PHOTOSYNTHESIS,0.622888446,CLOUDS,7316
42,script_131942.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,7316
43,script_144864.txt,Theme,Satellite image processing,SATELLITE SOIL MOISTURE INDEX,0.82567513,PHOTOSYNTHESIS,0.689454615,SATELLITE IMAGE PROCESSING,7316
44,script_144864.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.896247745,CLOUD CEILING,0.6455549,CLOUDS,7316
45,script_144864.txt,Theme,NDVI classification,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.871131718,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.710909843,VEGETATION INDEX,7316
46,script_146128.txt,Theme,Burned area classification,BURNED AREA,0.899799109,BURNED AREA,0.7220608,LAND USE/LAND COVER CLASSIFICATION,7319
47,script_146128.txt,Theme,Vegetation analysis,VEGETATION INDEX,0.9112643,VEGETATION,0.71235621,VEGETATION COVER,7319
48,script_146128.txt,Theme,Bare soil detection,SOIL ROOTING DEPTH,0.848175585,SOIL INFILTRATION,0.641475201,SOIL CLASSIFICATION,7319
49,script_146128.txt,Theme,Water body identification,LAKES/RESERVOIRS,0.848647237,WATER CHARACTERISTICS,0.721213162,SURFACE WATER,7319
50,script_15043.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,7319
51,script_15043.txt,Theme,Variable importance analysis,IMPORTANCE VALUE,0.837561607,IMPORTANCE VALUE,0.714048266,IMPORTANCE VALUE,7324
52,script_15043.txt,Theme,Accuracy assessment,PRECIPITATION,0.810382247,ACCRETION,0.650696933,ENVIRONMENTAL ASSESSMENTS,7324
53,script_155017.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.878021121,LAND SURFACE TEMPERATURE,0.79077208,LAND SURFACE TEMPERATURE,7324
54,script_159299.txt,Theme,Land cover classification in Gujrat City,LAND USE/LAND COVER CLASSIFICATION,0.856796861,LAND USE/LAND COVER CLASSIFICATION,0.66753757,LAND USE/LAND COVER CLASSIFICATION,7324
55,script_165234.txt,Theme,MODIS data processing,Digital Surface Model (DSM),0.795014381,FEED PROCESSING,0.609641492,DATA PROCESSING,7324
56,script_165234.txt,Theme,NDVI calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.821857333,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.693864882,VEGETATION INDEX,7318
57,script_165234.txt,Theme,Greenest pixel analysis,GREEN INFRASTRUCTURE,0.787829399,GREEN INFRASTRUCTURE,0.554007709,VEGETATION INDEX,7318
58,script_173652.txt,Theme,Land cover change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.865116358,LAND USE/LAND COVER,0.671150088,LAND USE/LAND COVER,7318
59,script_173652.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.896247745,CLOUD CEILING,0.6455549,CLOUDS,7318
60,script_173652.txt,Theme,Landsat imagery analysis,SATELLITE SOIL MOISTURE INDEX,0.82340157,RADAR IMAGERY,0.629863381,LAND USE/LAND COVER CLASSIFICATION,7318
61,script_174376.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,7318
62,script_174376.txt,Theme,Urban area analysis,URBAN AREAS,0.875553429,URBAN AREAS,0.723485708,URBAN AREAS,7318
63,script_174376.txt,Theme,Water body analysis,AQUIFER DEPTH,0.861195683,WATER CHARACTERISTICS,0.713577986,SURFACE WATER,7318
64,script_174376.txt,Theme,Vegetation analysis,VEGETATION INDEX,0.9112643,VEGETATION,0.71235621,VEGETATION,7318
65,script_174474.txt,Theme,Landsat imagery analysis,SATELLITE SOIL MOISTURE INDEX,0.82340157,RADAR IMAGERY,0.629863381,LAND USE/LAND COVER CLASSIFICATION,7318
66,script_174474.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.896247745,CLOUD CEILING,0.6455549,CLOUD TYPES,7314
67,script_174474.txt,Theme,NDVI calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.821857333,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.693864882,VEGETATION INDEX,7314
68,script_174747.txt,Theme,Temperature analysis in Mexico,TEMPERATURE ANOMALIES,0.814105093,AMBIENT TEMPERATURE,0.637816072,TEMPERATURE INDICES,7314
69,script_176914.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,7314
70,script_176914.txt,Theme,Area calculation,GLACIAL MEASUREMENTS,0.809380531,SPECIFIC SURFACE AREA,0.604412735,LAND USE CLASSES,7314
71,script_176914.txt,Theme,Accuracy assessment,PRECIPITATION,0.810382247,ACCRETION,0.650696933,SOIL CLASSIFICATION,7319
72,script_179626.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.878021121,LAND SURFACE TEMPERATURE,0.79077208,LAND SURFACE TEMPERATURE,7319
73,script_179626.txt,Theme,NDVI Calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.824810624,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.695064306,VEGETATION INDEX,7319
74,script_179626.txt,Theme,Cloud Masking,CLOUD MICROPHYSICS,0.89395225,LAND/OCEAN/ICE MASK,0.623371601,CLOUD TYPES,7319
75,script_180257.txt,Theme,Landsat imagery analysis,SATELLITE SOIL MOISTURE INDEX,0.82340157,RADAR IMAGERY,0.629863381,SATELLITE SOIL MOISTURE INDEX,7319
76,script_180257.txt,Theme,Zonal statistics extraction,ABLATION ZONES/ACCUMULATION ZONES,0.811004937,STRATIGRAPHIC SEQUENCE,0.599045992,SURFACE MASS,7317
77,script_180257.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.896247745,CLOUD CEILING,0.6455549,CLOUD TYPES,7317
78,script_180257.txt,Theme,Point buffering,DIFFUSION,0.791906714,POINT BAR,0.615473747,BOUNDARIES,7317
79,script_186294.txt,Theme,Forest classification using NDVI,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.883108258,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.730018616,FOREST COMPOSITION/VEGETATION STRUCTURE,7317
80,script_186319.txt,Theme,Forest loss detection,FOREST MENSURATION,0.887243629,FOREST MENSURATION,0.741072893,DEFORESTATION,7317
81,script_186319.txt,Theme,Forest degradation,DEFORESTATION,0.888952017,DEFORESTATION,0.777377665,FOREST CONSERVATION,7316
82,script_186319.txt,Theme,Forest fire detection,FOREST FIRE SCIENCE,0.867400885,FOREST MENSURATION,0.743600607,FOREST FIRE SCIENCE,7316
83,script_186320.txt,Theme,Forest loss detection,FOREST MENSURATION,0.887243629,FOREST MENSURATION,0.741072893,FOREST CONSERVATION,7316
84,script_186320.txt,Theme,Forest degradation,DEFORESTATION,0.888952017,DEFORESTATION,0.777377665,FOREST CONSERVATION,7316
85,script_186320.txt,Theme,Forest fire detection,FOREST FIRE SCIENCE,0.867400885,FOREST MENSURATION,0.743600607,FOREST FIRE SCIENCE,7316
86,script_186321.txt,Theme,Forest loss detection,FOREST MENSURATION,0.887243629,FOREST MENSURATION,0.741072893,FOREST CONSERVATION,7316
87,script_186321.txt,Theme,Forest degradation,DEFORESTATION,0.888952017,DEFORESTATION,0.777377665,FOREST CONSERVATION,7316
88,script_186321.txt,Theme,Forest fire detection,FOREST FIRE SCIENCE,0.867400885,FOREST MENSURATION,0.743600607,FOREST FIRE SCIENCE,7316
89,script_186323.txt,Theme,Forest loss detection,FOREST MENSURATION,0.887243629,FOREST MENSURATION,0.741072893,FOREST CONSERVATION,7316
90,script_186323.txt,Theme,Forest degradation,DEFORESTATION,0.888952017,DEFORESTATION,0.777377665,FOREST CONSERVATION,7316
91,script_186323.txt,Theme,Forest fire detection,FOREST FIRE SCIENCE,0.867400885,FOREST MENSURATION,0.743600607,FOREST FIRE SCIENCE,7317
92,script_186325.txt,Theme,Forest loss detection,FOREST MENSURATION,0.887243629,FOREST MENSURATION,0.741072893,FOREST CONSERVATION,7317
93,script_186325.txt,Theme,Forest degradation,DEFORESTATION,0.888952017,DEFORESTATION,0.777377665,FOREST CONSERVATION,7317
94,script_186325.txt,Theme,Forest fire detection,FOREST FIRE SCIENCE,0.867400885,FOREST MENSURATION,0.743600607,FOREST FIRE SCIENCE,7317
95,script_186326.txt,Theme,Forest loss detection,FOREST MENSURATION,0.887243629,FOREST MENSURATION,0.741072893,FOREST CONSERVATION,7317
96,script_186326.txt,Theme,Forest degradation detection,FOREST MENSURATION,0.887953579,FOREST MENSURATION,0.746489406,FOREST CONSERVATION,7317
97,script_186326.txt,Theme,Forest fire detection,FOREST FIRE SCIENCE,0.867400885,FOREST MENSURATION,0.743600607,FOREST FIRE SCIENCE,7317
98,script_186329.txt,Theme,Forest loss detection,FOREST MENSURATION,0.887243629,FOREST MENSURATION,0.741072893,FOREST CONSERVATION,7317
99,script_186329.txt,Theme,Forest degradation,DEFORESTATION,0.888952017,DEFORESTATION,0.777377665,FOREST CONSERVATION,7317
100,script_186329.txt,Theme,Forest fire detection,FOREST FIRE SCIENCE,0.867400885,FOREST MENSURATION,0.743600607,FOREST FIRE SCIENCE,7317
101,script_186332.txt,Theme,NDVI calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.821857333,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.693864882,VEGETATION INDEX,7323
102,script_186332.txt,Theme,Unsupervised classification,INDIGENOUS VEGETATION,0.769628286,NATURAL SELECTION,0.637656271,LAND USE/LAND COVER CLASSIFICATION,7323
103,script_186332.txt,Theme,Crop type analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.865169764,SOIL CLASSIFICATION,0.637603879,CROPPING SYSTEMS,7323
104,script_186333.txt,Theme,Sugarcane crop classification,SOIL CLASSIFICATION,0.811485171,SNOW CLASSIFICATION,0.602257133,FIELD CROP PRODUCTS,7323
105,script_186333.txt,Theme,NDVI time-series analysis,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.81574738,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.590567648,VEGETATION INDEX,7323
106,script_186333.txt,Theme,Unsupervised classification,INDIGENOUS VEGETATION,0.769628286,NATURAL SELECTION,0.637656271,BIOLOGICAL CLASSIFICATION,7320
107,script_186334.txt,Theme,Sugarcane crop classification,SOIL CLASSIFICATION,0.811485171,SNOW CLASSIFICATION,0.602257133,FIELD CROP PRODUCTS,7320
108,script_186334.txt,Theme,NDVI time-series analysis,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.81574738,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.590567648,VEGETATION INDEX,7320
109,script_186334.txt,Theme,Unsupervised clustering,NON-METALLIC MINERAL VERTICAL/GEOGRAPHIC DISTRIBUTION,0.796549082,ACOUSTIC SCATTERING,0.604724109,BIOLOGICAL CLASSIFICATION,7320
110,script_186338.txt,Theme,Terrain analysis,SOIL HORIZONS/PROFILE,0.88605684,TERRAIN ELEVATION,0.710345864,TOPOGRAPHY,7320
111,script_186338.txt,Theme,Seasonal signal removal,SNOW COVER DEGRADATION,0.797266483,SEASONALLY FROZEN GROUND,0.622776628,SEASONALLY FROZEN GROUND,7331
112,script_186338.txt,Theme,Time series analysis,BIVARIATE ENSO TIMESERIES INDEX,0.791666508,STRATIGRAPHIC SEQUENCE,0.655381441,ATMOSPHERIC TEMPERATURE INDICES,7331
113,script_186356.txt,Theme,Land cover classification using Sentinel-1 data,LAND USE/LAND COVER CLASSIFICATION,0.84099108,LAND USE/LAND COVER CLASSIFICATION,0.703282833,LAND USE/LAND COVER CLASSIFICATION,7331
114,script_186365.txt,Theme,Vegetation analysis,VEGETATION INDEX,0.9112643,VEGETATION,0.71235621,VEGETATION,7331
115,script_186365.txt,Theme,Water analysis,WATER QUALITY/WATER CHEMISTRY,0.875613689,WATER CHARACTERISTICS,0.742689013,WATER QUALITY/WATER CHEMISTRY,7331
116,script_186365.txt,Theme,Burn analysis,BURNED AREA,0.851547956,BURNED AREA,0.57897985,PRESCRIBED BURNS/FIRES,7327
117,script_186365.txt,Theme,Snow analysis,SNOW STRATIGRAPHY,0.906541646,SNOW CLASSIFICATION,0.734158993,SNOW/ICE,7327
118,script_186365.txt,Theme,Principal Component Analysis,PRECIPITATION ANOMALIES,0.824120164,SENSOR CHARACTERISTICS,0.633380651,PALEOCLIMATE RECONSTRUCTIONS,7327
119,script_186365.txt,Theme,Spectral unmixing,SPECTRAL IRRADIANCE,0.874029994,SPECTRAL IRRADIANCE,0.660219133,SPECTRAL/ENGINEERING,7327
120,script_186365.txt,Theme,HSV transform,TRANSITION DIRECTION,0.809483886,HABITAT CONVERSION/FRAGMENTATION,0.5587641,SPECTRAL IRRADIANCE,7327
121,script_186378.txt,Theme,NDVI and backscatter analysis,RADAR BACKSCATTER,0.842581511,RADAR BACKSCATTER,0.636100829,VEGETATION INDEX,7332
122,script_186378.txt,Theme,Time series analysis,BIVARIATE ENSO TIMESERIES INDEX,0.791666508,STRATIGRAPHIC SEQUENCE,0.655381441,TIME SERIES,7332
123,script_186378.txt,Theme,Sentinel-1 and Landsat-8 data integration,SATELLITE SOIL MOISTURE INDEX,0.796463013,DATA SYNCHRONIZATION TIME,0.556677103,LAND USE/LAND COVER CLASSIFICATION,7332
124,script_186380.txt,Theme,Marsh bird survey,BOUNDARY SURVEYS,0.829947829,MARSH,0.635280252,ANIMALS/VERTEBRATES,7332
125,script_186380.txt,Theme,Spectral indices analysis,SPECTRUM WIDTH,0.838027,SPECTRAL IRRADIANCE,0.730002642,SPECTRAL IRRADIANCE,7332
126,script_186380.txt,Theme,Landsat imagery,LIDAR,0.833962083,RADAR IMAGERY,0.664393425,LAND USE/LAND COVER,7315
127,script_186411.txt,Theme,Burned area detection,BURNED AREA,0.880084395,BURNED AREA,0.751452446,Earth Science,
128,script_186411.txt,Theme,Vegetation classification,VEGETATION INDEX,0.922016025,VEGETATION,0.714955389,FIRE MANAGEMENT,7315
129,script_186411.txt,Theme,Water classification,WATER CHARACTERISTICS,0.878284931,WATER CHARACTERISTICS,0.745844364,Earth Science,
130,script_186411.txt,Theme,Bare land classification,LAND USE/LAND COVER CLASSIFICATION,0.863740206,LAND USE/LAND COVER CLASSIFICATION,0.670088172,VEGETATION COVER,7315
131,script_186418.txt,Theme,Land Surface Temperature Retrieval,LAND SURFACE TEMPERATURE,0.898605049,LAND SURFACE TEMPERATURE,0.748835325,LAND SURFACE TEMPERATURE,7332
132,script_186418.txt,Theme,NDVI Analysis,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.841811359,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.68970263,VEGETATION INDEX,7332
133,script_186418.txt,Theme,Atmospheric Data Integration,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.848932266,ATMOSPHERIC CONDUCTIVITY,0.731999874,ATMOSPHERIC DATA,7332
134,script_186442.txt,Theme,Plague detection using remote sensing data,RADAR CROSS-SECTION,0.810026228,TELE-EPIDEMIOLOGY,0.538211405,DISEASES/EPIDEMICS,7332
135,script_186449.txt,Theme,Land cover classification using Landsat imagery,LAND USE/LAND COVER CLASSIFICATION,0.867820621,LAND USE/LAND COVER CLASSIFICATION,0.723687172,LAND USE/LAND COVER CLASSIFICATION,7332
136,script_186466.txt,Theme,Forest loss detection,FOREST MENSURATION,0.887243629,FOREST MENSURATION,0.741072893,FOREST CONSERVATION,7327
137,script_186466.txt,Theme,Forest degradation detection,FOREST MENSURATION,0.887953579,FOREST MENSURATION,0.746489406,FOREST CONSERVATION,7327
138,script_186503.txt,Theme,Land cover classification using Sentinel-1 data,LAND USE/LAND COVER CLASSIFICATION,0.84099108,LAND USE/LAND COVER CLASSIFICATION,0.703282833,LAND USE/LAND COVER CLASSIFICATION,7327
139,script_186507.txt,Theme,Landsat imagery processing,SATELLITE SOIL MOISTURE INDEX,0.818571925,LANDSCAPE PROCESSES,0.669885755,LAND USE/LAND COVER CLASSIFICATION,7327
140,script_186507.txt,Theme,Cloud and shadow masking,CLOUD REFLECTANCE,0.88229835,CLOUD OPTICAL DEPTH/THICKNESS,0.650006056,CLOUDS,7327
141,script_186507.txt,Theme,Time series analysis,BIVARIATE ENSO TIMESERIES INDEX,0.791666508,STRATIGRAPHIC SEQUENCE,0.655381441,ATMOSPHERIC TEMPERATURE INDICES,7328
142,script_186507.txt,Theme,Composite image creation,RADAR IMAGERY,0.785367727,PHOTOSYNTHESIS,0.699290395,SATELLITE SOIL MOISTURE INDEX,7328
143,script_186521.txt,Theme,Vegetation and water classification,VEGETATION WATER CONTENT,0.904804885,VEGETATION WATER CONTENT,0.686322451,VEGETATION COVER,7328
144,script_186521.txt,Theme,Fire impact analysis,FIRE WEATHER INDEX,0.857963204,FIRE WEATHER INDEX,0.655711293,FIRE ECOLOGY,7328
145,script_186521.txt,Theme,Spectral differencing,SPECTRUM WIDTH,0.888211012,RADIATIONAL DIVERGENCE,0.785336018,SPECTRAL IRRADIANCE,7328
146,script_186528.txt,Theme,Sentinel-1 SAR data processing,SATELLITE SOIL MOISTURE INDEX,0.813069463,FEED PROCESSING,0.578427315,SPECTRAL/ENGINEERING,7327
147,script_186528.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,7327
148,script_186540.txt,Theme,Forest NDVI analysis,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.865261674,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.676679134,VEGETATION INDEX,7327
149,script_186548.txt,Theme,Surface water detection using Sentinel-1 SAR data,LIDAR,0.825530052,SURFACE WATER,0.694994509,SURFACE WATER,7327
150,script_186562.txt,Theme,Forest loss detection,FOREST MENSURATION,0.887243629,FOREST MENSURATION,0.741072893,DEFORESTATION,7327
151,script_186562.txt,Theme,Forest degradation,DEFORESTATION,0.888952017,DEFORESTATION,0.777377665,FOREST CONSERVATION,7316
152,script_186562.txt,Theme,Forest fire detection,FOREST FIRE SCIENCE,0.867400885,FOREST MENSURATION,0.743600607,FOREST FIRE SCIENCE,7316
153,script_186570.txt,Theme,Forest loss detection,FOREST MENSURATION,0.887243629,FOREST MENSURATION,0.741072893,FOREST CONSERVATION,7316
154,script_186570.txt,Theme,Forest degradation,DEFORESTATION,0.888952017,DEFORESTATION,0.777377665,FOREST CONSERVATION,7316
155,script_186570.txt,Theme,Forest fire detection,FOREST FIRE SCIENCE,0.867400885,FOREST MENSURATION,0.743600607,FOREST FIRE SCIENCE,7316
156,script_186601.txt,Theme,Forest loss detection,FOREST MENSURATION,0.887243629,FOREST MENSURATION,0.741072893,FOREST CONSERVATION,7317
157,script_186601.txt,Theme,Forest degradation detection,FOREST MENSURATION,0.887953579,FOREST MENSURATION,0.746489406,FOREST CONSERVATION,7317
158,script_186605.txt,Theme,Forest loss detection,FOREST MENSURATION,0.887243629,FOREST MENSURATION,0.741072893,FOREST CONSERVATION,7317
159,script_186605.txt,Theme,Forest degradation,DEFORESTATION,0.888952017,DEFORESTATION,0.777377665,FOREST CONSERVATION,7317
160,script_186605.txt,Theme,Forest fire detection,FOREST FIRE SCIENCE,0.867400885,FOREST MENSURATION,0.743600607,FOREST FIRE SCIENCE,7317
161,script_186607.txt,Theme,Forest loss detection,FOREST MENSURATION,0.887243629,FOREST MENSURATION,0.741072893,FOREST CONSERVATION,7316
162,script_186607.txt,Theme,Forest degradation,DEFORESTATION,0.888952017,DEFORESTATION,0.777377665,FOREST CONSERVATION,7316
163,script_186607.txt,Theme,Forest fire detection,FOREST FIRE SCIENCE,0.867400885,FOREST MENSURATION,0.743600607,FOREST FIRE SCIENCE,7316
164,script_186815.txt,Theme,Forest loss detection,FOREST MENSURATION,0.887243629,FOREST MENSURATION,0.741072893,FOREST CONSERVATION,7316
165,script_186815.txt,Theme,Forest degradation,DEFORESTATION,0.888952017,DEFORESTATION,0.777377665,FOREST CONSERVATION,7316
166,script_186815.txt,Theme,Forest fire detection,FOREST FIRE SCIENCE,0.867400885,FOREST MENSURATION,0.743600607,FOREST FIRE SCIENCE,7325
167,script_186822.txt,Theme,Agricultural field analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.864828706,AGRICULTURE PRODUCTION,0.647672772,AGRICULTURE,7325
