ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI,Value_BERT,Top1_Similarity_BERT,Value_BERT0,Top1_Similarity_BERT0,Value_LLAMA70B,Usage,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large
25,script_186320.txt,Theme,Forest monitoring and early detection of forest loss and fires,FOREST MENSURATION,0.753934741,NON-METALLIC MINERAL AGE DETERMINATIONS,0.998580575,FOREST HARVESTING AND ENGINEERING,0.885168433,FOREST SCIENCE,"{'prompt_tokens': 7774, 'completion_tokens': 4, 'total_tokens': 7778}",FOREST PROTECTION,0.8447885513305664
26,script_186321.txt,Theme,Forest monitoring and early detection of forest loss and fire using Sentinel-2 images,FOREST MENSURATION,0.68347156,WHEEL WEAVERS (CYCLIOPHORANS),0.99804759,HAZARD MITIGATION/PLANNING,0.842910409,FOREST SCIENCE,"{'prompt_tokens': 7780, 'completion_tokens': 4, 'total_tokens': 7784}",FOREST MENSURATION,0.8337796330451965
27,script_186323.txt,Theme,Forest monitoring and land cover change detection,FOREST MENSURATION,0.736101985,CLOUD RADIATIVE FORCING,0.998940587,CORAL REEF ASSESSMENT,0.911260903,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}",FOREST MENSURATION,0.8819835782051086
28,script_186325.txt,Theme,Forest monitoring and land cover change detection,FOREST MENSURATION,0.736101985,CLOUD RADIATIVE FORCING,0.998940587,CORAL REEF ASSESSMENT,0.911260903,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}",FOREST MENSURATION,0.8819835782051086
29,script_186326.txt,Theme,Forest monitoring and early detection of forest loss and fire using Sentinel-2 images,FOREST MENSURATION,0.68347156,WHEEL WEAVERS (CYCLIOPHORANS),0.99804759,HAZARD MITIGATION/PLANNING,0.842910409,FOREST SCIENCE,"{'prompt_tokens': 7780, 'completion_tokens': 4, 'total_tokens': 7784}",FOREST MENSURATION,0.8337796330451965
30,script_186329.txt,Theme,Forest monitoring and land cover change detection,FOREST MENSURATION,0.736101985,CLOUD RADIATIVE FORCING,0.998940587,CORAL REEF ASSESSMENT,0.911260903,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}",FOREST MENSURATION,0.8819835782051086
31,script_186332.txt,Theme,Land cover classification and crop type analysis,LAND USE/LAND COVER CLASSIFICATION,0.746472716,FOREST COMPOSITION/VEGETATION STRUCTURE,0.998843133,GEOMAGNETIC FORECASTS,0.881605744,AGRICULTURAL PLANT SCIENCE,"{'prompt_tokens': 7771, 'completion_tokens': 8, 'total_tokens': 7779}",LAND SURFACE/AGRICULTURE INDICATORS,0.8865266442298889
32,script_186333.txt,Theme,Crop classification and land use analysis,LAND USE/LAND COVER CLASSIFICATION,0.753843665,LAND SURFACE/AGRICULTURE INDICATORS,0.998807013,FOREST HARVESTING AND ENGINEERING,0.884259522,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}",LAND USE/LAND COVER CLASSIFICATION,0.8952167630195618
33,script_186334.txt,Theme,Land cover classification and crop type analysis,LAND USE/LAND COVER CLASSIFICATION,0.746472716,FOREST COMPOSITION/VEGETATION STRUCTURE,0.998843133,GEOMAGNETIC FORECASTS,0.881605744,AGRICULTURAL PLANT SCIENCE,"{'prompt_tokens': 7771, 'completion_tokens': 8, 'total_tokens': 7779}",LAND SURFACE/AGRICULTURE INDICATORS,0.8865266442298889
34,script_186356.txt,Theme,Land cover classification using Sentinel-1 data,LAND USE/LAND COVER CLASSIFICATION,0.703283012,BERYLLIUM-10 ANALYSIS,0.998657465,METEORITE VERTICAL/GEOGRPAHIC DISTRIBUTION,0.886287808,LAND USE/LAND COVER,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}",LAND USE/LAND COVER CLASSIFICATION,0.8409910798072815
35,script_186365.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195093,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}",LAND USE/LAND COVER CLASSIFICATION,0.9255800247192383
36,script_186365.txt,Theme,Vegetation analysis,VEGETATION,0.712356329,VEGETATION RECONSTRUCTION,0.999534249,VEGETATION RECONSTRUCTION,0.953329861,VEGETATION,"{'prompt_tokens': 7767, 'completion_tokens': 3, 'total_tokens': 7770}",VEGETATION INDEX,0.9112643003463745
37,script_186365.txt,Theme,Burn area detection,BURNED AREA,0.687171578,AMBIENT NOISE,0.99896419,WATER VAPOR INDICATORS,0.931774139,WILDFIRES,"{'prompt_tokens': 7767, 'completion_tokens': 4, 'total_tokens': 7771}",BURNED AREA,0.8658654689788818
38,script_186365.txt,Theme,Snow cover detection,SNOW COVER,0.758451402,SNOW COVER,0.999255776,SNOW COVER,0.959568739,SNOW COVER,"{'prompt_tokens': 7767, 'completion_tokens': 4, 'total_tokens': 7771}",SNOW COVER,0.8680367469787598
39,script_186378.txt,Theme,"Land cover analysis using Sentinel-1, Landsat 8, and Sentinel-2 data",LAND USE/LAND COVER CLASSIFICATION,0.613944173,EFFECTIVE EVAPOTRANSPIRATION,0.991909146,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.841936707,LAND USE/LAND COVER,"{'prompt_tokens': 7784, 'completion_tokens': 6, 'total_tokens': 7790}",SATELLITE SOIL MOISTURE INDEX,0.8413705825805664
40,script_186380.txt,Theme,Marsh bird survey points analysis using Landsat 7 and 8 imagery,LANDSCAPE PATTERNS,0.535673738,DIGITAL ELEVATION/TERRAIN MODEL (DEM),0.998282433,SOLAR IMAGERY,0.895520687,WETLANDS,"{'prompt_tokens': 7780, 'completion_tokens': 4, 'total_tokens': 7784}",SATELLITE SOIL MOISTURE INDEX,0.8020005822181702
41,script_186418.txt,Theme,Land Surface Temperature Retrieval,LAND SURFACE TEMPERATURE,0.748835266,LAND SURFACE TEMPERATURE,0.999111712,WIND SPEED TENDENCY,0.941072047,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7770, 'completion_tokens': 6, 'total_tokens': 7776}",LAND SURFACE TEMPERATURE,0.8986050486564636
42,script_186418.txt,Theme,Atmospheric Correction,ATMOSPHERIC STABILITY,0.738967717,ATMOSPHERIC PRESSURE,0.999227583,ATMOSPHERIC STABILITY,0.95035255,ATMOSPHERIC RADIATION,"{'prompt_tokens': 7769, 'completion_tokens': 8, 'total_tokens': 7777}",ATMOSPHERIC CIRCULATION RECONSTRUCTION,0.8759475350379944
43,script_186449.txt,Theme,Land cover classification using Landsat 8 imagery,LAND USE/LAND COVER CLASSIFICATION,0.689390302,LAND USE/LAND COVER CLASSIFICATION,0.998913765,SHORELINE MAPPING,0.929283321,LAND USE/LAND COVER,"{'prompt_tokens': 7774, 'completion_tokens': 6, 'total_tokens': 7780}",LAND USE/LAND COVER CLASSIFICATION,0.8520994782447815
44,script_186466.txt,Theme,Forest monitoring and land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.739579916,FOREST HARVESTING AND ENGINEERING,0.998972595,LAND USE/LAND COVER CLASSIFICATION,0.921688318,LAND USE/LAND COVER,"{'prompt_tokens': 7770, 'completion_tokens': 6, 'total_tokens': 7776}",FOREST MENSURATION,0.9014551043510437
45,script_186503.txt,Theme,Land cover classification using Sentinel-1 data,LAND USE/LAND COVER CLASSIFICATION,0.703283012,BERYLLIUM-10 ANALYSIS,0.998657465,METEORITE VERTICAL/GEOGRPAHIC DISTRIBUTION,0.886287808,LAND USE/LAND COVER,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}",LAND USE/LAND COVER CLASSIFICATION,0.8409910798072815
46,script_186507.txt,Theme,Land cover classification and change detection in Brazilian Amazon,LAND USE/LAND COVER CLASSIFICATION,0.620446324,NET ECOSYSTEM CO2 EXCHANGE (NEE),0.997926176,LAND SURFACE FEEDBACKS,0.88257134,LAND USE/LAND COVER,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}",FOREST MENSURATION,0.8394824862480164
47,script_186528.txt,Theme,Land cover classification using Sentinel-1 data,LAND USE/LAND COVER CLASSIFICATION,0.703283012,BERYLLIUM-10 ANALYSIS,0.998657465,METEORITE VERTICAL/GEOGRPAHIC DISTRIBUTION,0.886287808,LAND USE/LAND COVER,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}",LAND USE/LAND COVER CLASSIFICATION,0.8409910798072815
48,script_186540.txt,Theme,Land cover classification and vegetation analysis,LAND USE/LAND COVER CLASSIFICATION,0.74932003,FOREST COMPOSITION/VEGETATION STRUCTURE,0.999286592,FOREST HARVESTING AND ENGINEERING,0.903452098,VEGETATION,"{'prompt_tokens': 7770, 'completion_tokens': 3, 'total_tokens': 7773}",LAND USE/LAND COVER CLASSIFICATION,0.8886501789093018
49,script_186548.txt,Theme,Surface water detection and analysis,SURFACE WATER,0.760543823,SURFACE WATER PROCESSES/MEASUREMENTS,0.999230146,SURFACE WATER PROCESSES/MEASUREMENTS,0.928284526,TERRESTRIAL HYDROSPHERE,"{'prompt_tokens': 7769, 'completion_tokens': 10, 'total_tokens': 7779}",SURFACE WATER PROCESSES/MEASUREMENTS,0.8504301309585571
50,script_186562.txt,Theme,Forest monitoring and deforestation detection,FOREST MENSURATION,0.779240429,AFFORESTATION/REFORESTATION,0.998942673,WATER TREATMENT DISRUPTION,0.896329641,FOREST SCIENCE,"{'prompt_tokens': 7771, 'completion_tokens': 4, 'total_tokens': 7775}",FOREST MENSURATION,0.8835861682891846
51,script_186570.txt,Theme,Forest monitoring and land cover change detection,FOREST MENSURATION,0.736101985,CLOUD RADIATIVE FORCING,0.998940587,CORAL REEF ASSESSMENT,0.911260903,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}",FOREST MENSURATION,0.8819835782051086
52,script_186601.txt,Theme,Forest monitoring and land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.739579916,FOREST HARVESTING AND ENGINEERING,0.998972595,LAND USE/LAND COVER CLASSIFICATION,0.921688318,LAND USE/LAND COVER,"{'prompt_tokens': 7770, 'completion_tokens': 6, 'total_tokens': 7776}",FOREST MENSURATION,0.9014551043510437
53,script_186605.txt,Theme,Forest monitoring and land cover change detection,FOREST MENSURATION,0.736101985,CLOUD RADIATIVE FORCING,0.998940587,CORAL REEF ASSESSMENT,0.911260903,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}",FOREST MENSURATION,0.8819835782051086
54,script_186607.txt,Theme,Forest monitoring and deforestation detection,FOREST MENSURATION,0.779240429,AFFORESTATION/REFORESTATION,0.998942673,WATER TREATMENT DISRUPTION,0.896329641,FOREST SCIENCE,"{'prompt_tokens': 7771, 'completion_tokens': 4, 'total_tokens': 7775}",FOREST MENSURATION,0.8835861682891846
55,script_186815.txt,Theme,Forest monitoring and land cover change detection,FOREST MENSURATION,0.736101985,CLOUD RADIATIVE FORCING,0.998940587,CORAL REEF ASSESSMENT,0.911260903,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}",FOREST MENSURATION,0.8819835782051086
56,script_186822.txt,Theme,Agricultural field analysis using Sentinel-1 data,LAND SURFACE/AGRICULTURE INDICATORS,0.661336601,DIGITAL ELEVATION/TERRAIN MODEL (DEM),0.998473108,Digital Surface Model (DSM),0.850011766,AGRICULTURAL PLANT SCIENCE,"{'prompt_tokens': 7774, 'completion_tokens': 8, 'total_tokens': 7782}",LAND SURFACE/AGRICULTURE INDICATORS,0.832647442817688
57,script_186829.txt,Theme,Forest change and surface temperature analysis in the Amazon Basin,FOREST MENSURATION,0.645971835,PALMER HYDROLOGICAL DROUGHT INDEX,0.997522295,LAND SURFACE FEEDBACKS,0.881230235,LAND SURFACE,"{'prompt_tokens': 7775, 'completion_tokens': 3, 'total_tokens': 7778}",FOREST MENSURATION,0.8564309477806091
58,script_186856.txt,Theme,Cloud masking and shadow detection for Sentinel-2 images,CLOUD OPTICAL DEPTH/THICKNESS,0.59400481,NON-METALLIC MINERAL VERTICAL/GEOGRAPHIC DISTRIBUTION,0.998607099,GEOMAGNETIC FORECASTS,0.796281815,CLOUDS,"{'prompt_tokens': 7776, 'completion_tokens': 3, 'total_tokens': 7779}",MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8302160501480103
59,script_186886.txt,Theme,Forest monitoring and deforestation detection,FOREST MENSURATION,0.779240429,AFFORESTATION/REFORESTATION,0.998942673,WATER TREATMENT DISRUPTION,0.896329641,FOREST SCIENCE,"{'prompt_tokens': 7771, 'completion_tokens': 4, 'total_tokens': 7775}",FOREST MENSURATION,0.8835861682891846
60,script_186888.txt,Theme,Land Surface Temperature and Vegetation Index Analysis,LAND SURFACE TEMPERATURE,0.709083319,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.999158204,GEOMAGNETIC FORECASTS,0.899733722,LAND SURFACE,"{'prompt_tokens': 7773, 'completion_tokens': 3, 'total_tokens': 7776}",VEGETATION INDEX,0.8776746392250061
61,script_186892.txt,Theme,Forest monitoring and early detection of forest loss and fire in Dak Nong province,FOREST MENSURATION,0.632252395,CLOUD-SCREENED TOTAL COLUMN NITROGEN DIOXIDE (NO2),0.997298539,FEED CONTAMINATION AND TOXICOLOGY,0.841874182,FOREST SCIENCE,"{'prompt_tokens': 7779, 'completion_tokens': 4, 'total_tokens': 7783}",FOREST FIRE DANGER INDEX,0.8296412825584412
62,script_186914.txt,Theme,Flood area detection and population analysis,FLOOD FREQUENCY,0.62833184,WEIGHTED ANOMALY STANDARDIZED PRECIPITATION INDEX,0.998856008,HAZARD MITIGATION/PLANNING,0.891807199,HUMAN DIMENSIONS,"{'prompt_tokens': 7771, 'completion_tokens': 7, 'total_tokens': 7778}",FLOOD LEVELS,0.8432958722114563
63,script_186915.txt,Theme,Flood area detection and population analysis,FLOOD FREQUENCY,0.62833184,WEIGHTED ANOMALY STANDARDIZED PRECIPITATION INDEX,0.998856008,HAZARD MITIGATION/PLANNING,0.891807199,HUMAN DIMENSIONS,"{'prompt_tokens': 7771, 'completion_tokens': 7, 'total_tokens': 7778}",FLOOD LEVELS,0.8432958722114563
64,script_186940.txt,Theme,Landsat Time Series Analysis for Land Cover Change Detection,LAND SURFACE,0.601031542,SINKHOLES (DOLINES),0.998740673,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.910885751,LAND SURFACE/LAND COVER,"{'prompt_tokens': 7774, 'completion_tokens': 7, 'total_tokens': 7781}",SATELLITE SOIL MOISTURE INDEX,0.8152666687965393
65,script_186974.txt,Theme,Land surface reflectance analysis,APPARENT SURFACE REFLECTIVITY,0.746894121,LAND SURFACE FEEDBACKS,0.999458134,OCEAN SALINITY RECONSTRUCTION,0.927623451,SURFACE RADIATIVE PROPERTIES,"{'prompt_tokens': 7769, 'completion_tokens': 8, 'total_tokens': 7777}",APPARENT SURFACE REFLECTIVITY,0.8483002185821533
66,script_186974.txt,Theme,Water index calculation,WATER QUALITY INDEXES,0.70148474,WATER QUALITY INDEXES,0.99918288,DRAINAGE AMOUNT,0.937505662,WATER QUALITY INDEXES,"{'prompt_tokens': 7767, 'completion_tokens': 7, 'total_tokens': 7774}",WATER VAPOR TRANSPORT INDEX,0.8440803289413452
67,script_187038.txt,Theme,Land cover classification and cloud cover analysis,LAND USE/LAND COVER CLASSIFICATION,0.736449122,FOREST COMPOSITION/VEGETATION STRUCTURE,0.99894762,GEOMAGNETIC FORECASTS,0.915772676,LAND SURFACE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 7, 'total_tokens': 7778}",MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8808902502059937
68,script_187125.txt,Theme,Water body detection and analysis,WATER CHARACTERISTICS,0.722114086,GAS/AEROSOL COMPOSITION,0.999154329,SURFACE WATER PROCESSES/MEASUREMENTS,0.930053949,HYDROGRAPHY,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}",WATER VAPOR INDICATORS,0.8358598947525024
69,script_187131.txt,Theme,Wildfire analysis and burned area detection,BURNED AREA,0.654039264,OCEAN SALINITY RECONSTRUCTION,0.998790205,HAZARD MITIGATION/PLANNING,0.871347129,NATURAL HAZARDS,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}",FIRE WEATHER INDEX,0.8497118949890137
70,script_187137.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.790771842,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.999494553,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.941057563,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}",LAND SURFACE TEMPERATURE,0.8780211210250854
71,script_187138.txt,Theme,Forest change and temperature analysis in Amazon region,FOREST MENSURATION,0.675319672,PALMER HYDROLOGICAL DROUGHT INDEX,0.998358071,SEDIMENTARY ROCK AGE DETERMINATIONS,0.887952864,FOREST SCIENCE,"{'prompt_tokens': 7772, 'completion_tokens': 4, 'total_tokens': 7776}",FOREST MENSURATION,0.8575817346572876
72,script_187226.txt,Theme,Forest analysis,FOREST MENSURATION,0.777526855,FOREST MANAGEMENT,0.999493241,ENVIRONMENTAL ASSESSMENTS,0.95296073,FOREST SCIENCE,"{'prompt_tokens': 7766, 'completion_tokens': 4, 'total_tokens': 7770}",FOREST MENSURATION,0.9227175712585449
73,script_187248.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.790771842,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.999494553,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.941057563,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}",LAND SURFACE TEMPERATURE,0.8780211210250854
74,script_187481.txt,Theme,Flood Mapping using Sentinel-1,FLOODING,0.66830951,ICE-DAMMED LAKES,0.998356342,SEA SURFACE HEIGHT ANOMALY (SSHA),0.895040035,FLOODS,"{'prompt_tokens': 7772, 'completion_tokens': 2, 'total_tokens': 7774}",FLOOD LEVELS,0.8212339878082275
75,script_187523.txt,Theme,Flood Mapping using Sentinel-1 Data,FLOOD FREQUENCY,0.670928657,NATIONAL SANITATION FOUNDATION WATER QUALITY INDEX,0.99844116,Digital Surface Model (DSM),0.840295851,HYDROSPHERE,"{'prompt_tokens': 7773, 'completion_tokens': 5, 'total_tokens': 7778}",FLOOD LEVELS,0.8276583552360535
