Script_ID,Value,Counts
script_155017.txt,Derive Land Surface Temperature Using Thermal Properties,4
script_155017.txt,Export Time Series Data,3
script_155017.txt,Filter Image Collection By Bounds,6
script_155017.txt,Filter Image Collection By Date,6
script_155017.txt,Reduction Of Image Regions,3
script_159299.txt,Calculates Median Of Image Collection,3
script_159299.txt,Filter Image Collection,3
script_159299.txt,Merge Feature Collections,3
script_159299.txt,Training Data Creation,3
script_165234.txt,Add Date Information To Images,11
script_165234.txt,Cloud And Shade Masking,3
script_165234.txt,Filter Image Collection By Year,4
script_165234.txt,Image Cloud Masking,6
script_165234.txt,Quality Mosaic Generation,7
script_165234.txt,Scaling Image Values,5
script_165234.txt,Data Visualization,4
script_173652.txt,Clip Images To A Specific Region,6
script_173652.txt,Cloud And Cloud Shadow Masking,3
script_173652.txt,Export Processed Data To Google Drive,6
script_173652.txt,Filter Image Collection By Date,5
script_173652.txt,Layer Addition To Map,4
script_174376.txt,Random Forest Classification,3
script_174376.txt,Training Data Sampling,3
script_174474.txt,Clip Images To A Specific Region,4
script_174474.txt,Cloud And Shade Masking,7
script_174474.txt,Compute Median Of NDVI,4
script_174474.txt,Filter Image Collection By Cloud Coverage,5
script_174747.txt,Export Processed Images To Drive,5
script_174747.txt,Filter Image Collection By Date,4
script_174747.txt,Filtering Administrative Boundaries,4
script_174747.txt,Generate Time Series Charts Of Temperature Data,4
script_174747.txt,Temperature Calculation,10
script_176914.txt,Accuracy Assessment,3
script_176914.txt,Calculates And Displays Area For Each Land Cover Category,3
script_179626.txt,Calculates Median Of Image Collection,3
script_179626.txt,Compute Median Of NDVI,3
script_179626.txt,Computes Normalized Difference Vegetation Index (NDVI),5
script_179626.txt,Enhancing Image Visualization,4
script_179626.txt,Filter Image Collection,5
script_179626.txt,Image Cloud Masking,6
script_179626.txt,Selects Temperature Data,5
script_179626.txt,Surface Temperature Calculation,5
script_179626.txt,Temperature Calculation,3
script_180257.txt,Area Statistics Calculation,4
script_180257.txt,Buffering Points,4
script_180257.txt,Buffering Points To Create Zones For Analysis,3
script_180257.txt,Filter Image Collection By Date,6
script_180257.txt,Image Masking,5
script_180257.txt,Image Preprocessing,5
script_180257.txt,Rename Image Bands,5
script_186294.txt,Add NDVI Band To Images,4
script_186294.txt,Export Processed Images To Google Drive,3
script_186294.txt,Filter Image Collection By Date And Boundaries,5
script_186294.txt,Image Cloud Masking,3
script_186294.txt,Image Masking,6
script_186294.txt,Visualize NDVI Results,3
script_186319.txt,Compute Median Of NDVI,4
script_186319.txt,Export Composite Image,3
script_186319.txt,Export Processed Images To Google Drive,4
script_186319.txt,Export Selected Image,3
script_186319.txt,Filter Image Collection,3
script_186319.txt,Image Mosaicking,5
script_186320.txt,Calculate dNBR For Fire Severity,3
script_186320.txt,Computes Normalized Difference Vegetation Index (NDVI),3
script_186320.txt,Export Processed Images To Drive,10
script_186320.txt,Filter Image Collection By Date And Boundaries,5
script_186320.txt,Image Mosaicking,5
script_186321.txt,Compute Median Of NDVI,3
script_186321.txt,Creates And Exports Image Mosaics,3
script_186321.txt,Export Composite Image,3
script_186321.txt,Export Processed Images To Drive,9
script_186321.txt,Exporting Classified Images,4
script_186321.txt,Filter Image Collection By Date And Boundaries,5
script_186321.txt,Image Mosaicking,5
script_186323.txt,Compute Median Of NDVI,3
script_186323.txt,Creates And Exports Image Mosaics,4
script_186323.txt,Export Processed Images To Drive,8
script_186323.txt,Export Selected Image,4
script_186323.txt,Filter Image Collection By Date,3
script_186323.txt,Image Mosaicking,5
script_186325.txt,Compute Median Of NDVI,3
script_186325.txt,Detects Forest Loss,3
script_186325.txt,Export Composite Image,3
script_186325.txt,Export Processed Images To Drive,9
script_186325.txt,Exporting Classified Images,3
script_186325.txt,Filter Image Collection By Date,5
script_186325.txt,Image Mosaicking,5
script_186326.txt,Compute Median Of NDVI,3
script_186326.txt,Export Processed Images To Drive,9
script_186326.txt,Filter Image Collection By Date And Boundaries,5
script_186326.txt,Image Mosaicking,6
script_186329.txt,Compute Median Of NDVI,4
script_186329.txt,Detects Forest Loss,3
script_186329.txt,Export Processed Images To Drive,4
script_186329.txt,Export Selected Image,4
script_186329.txt,Filter Image Collection,3
script_186329.txt,Image Mosaicking,7
script_186332.txt,Add NDVI Band To Images,4
script_186332.txt,Clip Images To A Specific Region,6
script_186332.txt,Filter And Merge,4
script_186332.txt,Train A Clusterer,6
script_186332.txt,Unsupervised Clustering,6
script_186332.txt,Visualize Images In Different Band Combinations,4
script_186333.txt,Clip Images To A Specific Region,3
script_186333.txt,Cluster Image Data,3
script_186333.txt,Compute Median Of NDVI,4
script_186333.txt,Image Clustering,3
script_186333.txt,Unsupervised Clustering,6
script_186334.txt,Buffer Creation,5
script_186334.txt,Compute Median Of NDVI,3
script_186334.txt,Filter Image Collection By Date,5
script_186334.txt,Filter Images By Date And Region,3
script_186334.txt,Image Clustering,4
script_186334.txt,Image Masking,5
script_186334.txt,Train A Clusterer,3
script_186338.txt,Detect Trends In Time Series Data,6
script_186338.txt,Seasonal Filtering,3
script_186356.txt,Filter Image Collection,3
script_186356.txt,Generate Image Composites,4
script_186356.txt,Refined Lee Speckle Filtering,7
script_186356.txt,Training CART Classifier,3
script_186365.txt,Burn Area Index Calculation,5
script_186365.txt,Calculate Difference Normalized Burn Ratio (dNBR),3
script_186365.txt,Calculate Normalized Difference Water Body Index (NDWBI),6
script_186365.txt,"Calculate Other Vegetation Indices/index (SAVI, EVI)",6
script_186365.txt,Calculates Normalized Difference Water Index (NDWI),10
script_186365.txt,Compute Median Of NDVI,6
script_186365.txt,Create RGB Composite Image,3
script_186365.txt,Filter Image Collection By Date And Boundaries,5
script_186365.txt,Image Band Manipulation,4
script_186365.txt,Performs Linear Interpolation,3
script_186365.txt,Principal Component Analysis (PCA),7
script_186365.txt,Spectral Unmixing,9
script_186378.txt,Add NDVI Band To Images,4
script_186378.txt,Clip Images To A Specific Region,5
script_186378.txt,Computes Normalized Difference Vegetation Index (NDVI),3
script_186378.txt,Filter Image Collection By Date,4
script_186378.txt,Reduction Of Image Regions,5
script_186380.txt,Add Variables To Imagery,5
script_186380.txt,Buffering Points,4
script_186380.txt,Filter Images By Date And Region,4
script_186380.txt,Image Cloud Masking,8
script_186411.txt,Calculate Normalized Burn Ratio (NBR) For Images,3
script_186411.txt,Random Forest Classification,3
script_186411.txt,Spectral Distance Calculation,3
script_186418.txt,Brightness Temperature Calculation,6
script_186418.txt,Compute Median Of NDVI,4
script_186418.txt,Emissivity Calculation,5
script_186418.txt,Filter Image Collection By Date,4
script_186418.txt,"Merge, Harmonize, And Standardize Landsat Image Collections",5
script_186418.txt,Radiance calculation,6
script_186418.txt,Surface Reflectance Correction,5
script_186418.txt,Surface Temperature Calculation,5
script_186442.txt,Burn Area Index Calculation,3
script_186449.txt,Add A Feature Collection,4
script_186449.txt,Generate And Display A Scatter Plot,8
script_186449.txt,Sampling Image,5
script_186466.txt,Export Processed Images To Google Drive,5
script_186466.txt,Filter Images By Date,6
script_186466.txt,Generate Image Composites,5
script_186503.txt,Filter Image Collection,5
script_186503.txt,Image Preprocessing,3
script_186503.txt,Refined Lee Speckle Filtering,8
script_186503.txt,Remapping Land Cover Classes,3
script_186503.txt,Training CART Classifier,3
script_186507.txt,Create Median Composite Of Images,5
script_186507.txt,Export Processed Images,3
script_186507.txt,Filter Image Collection By Date And Boundaries,3
script_186507.txt,Shadow Masking,3
script_186521.txt,Accuracy Assessment,3
script_186521.txt,Random Forest Classification,4
script_186528.txt,Generate Image Composites,5
script_186528.txt,Refined Lee Speckle Filtering,7
script_186528.txt,Select Specific Polarization From Images,3
script_186540.txt,Compute Median Of NDVI,5
script_186540.txt,Filter Image Collection By Date And Region,5
script_186548.txt,Angle Correction,5
script_186548.txt,Apply Threshold To Identify Water Surface,3
script_186548.txt,Edge Detection,3
script_186548.txt,Edge Masking,3
script_186548.txt,Filter Image Collection By Date,4
script_186548.txt,Filter Images by wind conditions,5
script_186548.txt,Refined Lee Speckle Filtering,5
script_186562.txt,Calculate dNBR For Fire Severity,3
script_186562.txt,Computes Normalized Difference Vegetation Index (NDVI),3
script_186562.txt,Detects Forest Loss,4
script_186562.txt,Export Processed Images To Google Drive,5
script_186562.txt,Filter Image Collection By Date And Boundaries,5
script_186570.txt,Creates And Exports Image Mosaics,3
script_186570.txt,Export Processed Images,3
script_186570.txt,Export Processed Images To Drive,3
script_186570.txt,Export Selected Image,3
script_186570.txt,Filter Image Collection By Date,3
script_186570.txt,Image Mosaicking,5
script_186601.txt,Export Processed Images To Google Drive,6
script_186601.txt,Filter Images By Date,6
script_186601.txt,Generate Image Composites,4
script_186601.txt,Select Specific Polarization From Images,3
script_186605.txt,Compute Median Of NDVI,3
script_186605.txt,Creates And Exports Image Mosaics,3
script_186605.txt,Export Processed Images To Drive,8
script_186605.txt,Filter Image Collection By Date,5
script_186605.txt,Image Mosaicking,6
script_186607.txt,Calculate NBR For Pre-Fire Image,4
script_186607.txt,Computes Normalized Difference Vegetation Index (NDVI),5
script_186607.txt,Filter Image Collection By Bounds,5
script_186607.txt,Filter Image Collection By Date,5
script_186607.txt,Image Mosaicking,5
script_186607.txt,Sort Image Collection By Time,5
script_186815.txt,Calculate NBR For Pre-Fire Image,3
script_186815.txt,Calculate NBR for Post-Fire Image,3
script_186815.txt,Compute Median Of NDVI,4
script_186815.txt,Creates And Exports Image Mosaics,3
script_186815.txt,Enhancing Image Visualization,4
script_186815.txt,Export Processed Images To Drive,3
script_186815.txt,Export Selected Image,4
script_186815.txt,Filter Image Collection,5
script_186815.txt,Image Mosaicking,4
script_186822.txt,Buffering Features,3
script_186829.txt,Filter Image Collection By Region,5
script_186829.txt,Update Masks,4
script_186829.txt,Vegetation Masking,7
script_186856.txt,Cloud And Shade Masking,4
script_186856.txt,Cloud Score Computation,5
script_186856.txt,Identify Outlier Areas,3
script_186856.txt,Image Cloud Masking,10
script_186856.txt,Image Cloud Removal,3
script_186856.txt,Shadow Projection,5
script_186886.txt,Compute Median Of NDVI,4
script_186886.txt,Export Composite Image,3
script_186886.txt,Export Processed Images To Drive,6
script_186886.txt,Filter Image Collection By Date And Boundaries,3
script_186886.txt,Image Mosaicking,5
script_186888.txt,Compute Median Of NDVI,3
script_186888.txt,Generate And Display A Scatter Plot,8
script_186888.txt,Image Cloud Masking,5
script_186888.txt,Radiance calculation,14
script_186888.txt,Surface Temperature Calculation,7
script_186892.txt,Compute Median Of NDVI,3
script_186892.txt,Detects Forest Loss,3
script_186892.txt,Export Processed Images To Drive,13
script_186892.txt,Filter Image Collection By Cloud Coverage,6
script_186892.txt,Image Mosaicking,5
script_186914.txt,Apply Threshold To Identify Flood Extent,3
script_186914.txt,Enhancing Image Visualization,4
script_186914.txt,Export Processed Data To Drive,5
script_186914.txt,Filtering Polygons,3
script_186914.txt,Focal Median Smoothing,5
script_186914.txt,Generates Visual Comparisons Of Pre- And Post-Event Images,3
script_186914.txt,Image Mosaicking,5
script_186914.txt,Species count analysis,4
script_186915.txt,Apply Threshold To Identify Flood Extent,6
script_186915.txt,Clip Population Data To Flood-Affected Regions,5
script_186915.txt,Enhancing Image Visualization,4
script_186915.txt,Export Processed Data To Drive,4
script_186915.txt,Flood Area Calculation,3
script_186915.txt,Focal Median Smoothing,3
script_186915.txt,Image Mosaicking,7
script_186940.txt,Building Annual Mosaic Collection,9
script_186940.txt,Harmonization,5
script_186940.txt,Image Mosaicking,3
script_186974.txt,Calculates Normalized Difference Water Index (NDWI),4
script_186974.txt,Filter Image Collection By Date And Boundaries,5
script_186974.txt,Image Cloud Masking,7
script_186974.txt,Merge And Sort Image Collections,4
script_186974.txt,Rename Image Bands,5
script_187038.txt,Add Date Information To Images,3
script_187038.txt,Computes Percentage Of Cloud Cover,3
script_187038.txt,Export Processed Images To Drive,4
script_187038.txt,Filter Image Collection By Date And Region,3
script_187038.txt,Land Cover Classification And Mapping,4
script_187038.txt,Mapping Cloud Cover,4
script_187125.txt,Apply Threshold To Identify Water Surface,4
script_187125.txt,Buffering Edges,4
script_187125.txt,Calculates Normalized Difference Water Index (NDWI),6
script_187125.txt,Filter And Process Images For Water Detection,4
script_187125.txt,Otsu Thresholding,7
script_187131.txt,Burn Masking,5
script_187131.txt,Calculate Normalized Burn Ratio (NBR) For Images,3
script_187131.txt,Create Image Composites To Minimize Cloud Cover,5
script_187131.txt,Export Processed Data To Drive,5
script_187131.txt,Filter Image Collection By Date And Region,5
script_187131.txt,Image Cloud Removal,4
script_187137.txt,Calculating Annual Average,4
script_187137.txt,Creating Monthly Composite,4
script_187137.txt,Filter Image Collection By Date,3
script_187137.txt,Filter Images By Date,5
script_187137.txt,Generate Time Series Charts Of Temperature Data,6
script_187137.txt,Temperature Calculation,10
script_187137.txt,Unit Conversion For Temperature Data,5
script_187138.txt,Filter Image Collection By Region,5
script_187138.txt,Vegetation Masking,7
script_187226.txt,Cloud Score Computation,8
script_187226.txt,Compute Mean Values,5
script_187226.txt,Filter Image Collection,5
script_187226.txt,Flood Mask Generation,5
script_187226.txt,Image Masking,6
script_187226.txt,Image Mosaicking,6
script_187248.txt,Compute Median Of NDVI,3
script_187248.txt,Display Interactive Map,3
script_187248.txt,Emissivity Calculation,7
script_187248.txt,Filter Image Collection,8
script_187248.txt,Fractional Vegetation Calculation,6
script_187248.txt,Image Cloud Masking,4
script_187248.txt,Surface Temperature Calculation,4
script_187481.txt,Calculate Spectral Indices And Ratios From Satellite Bands,4
script_187481.txt,Generating Histograms,7
script_187481.txt,Smoothing,4
script_187523.txt,Calculate Spectral Indices And Ratios From Satellite Bands,4
script_187523.txt,Focal Median Smoothing,5
script_187523.txt,Generating Histograms,7
script_187528.txt,Calculate Spectral Indices And Ratios From Satellite Bands,4
script_187528.txt,Filter Image Collection By Date And Boundaries,4
script_187528.txt,Focal Median Smoothing,4
script_187528.txt,Generating Histograms,4
script_187530.txt,Calculate Spectral Indices And Ratios From Satellite Bands,3
script_187530.txt,Focal Median Smoothing,4
script_187530.txt,Generating Histograms,3
script_187532.txt,Calculate Spectral Indices And Ratios From Satellite Bands,4
script_187532.txt,Export Processed Images To Drive,5
script_187532.txt,Filter Image Collection By Date And Boundaries,3
script_187532.txt,Flood Area Calculation,5
script_187532.txt,Focal Median Smoothing,7
script_187532.txt,Generating Histograms,6
script_187533.txt,Applying Mean Filter To Image,3
script_187533.txt,Calculate Spectral Indices And Ratios From Satellite Bands,3
script_187533.txt,Filter Image Collection By Date And Boundaries,3
script_187533.txt,Focal Median Smoothing,4
script_187533.txt,Generating Histograms,5
script_187534.txt,Applying Mean Filter To Image,3
script_187534.txt,Calculate Spectral Indices And Ratios From Satellite Bands,3
script_187534.txt,Filter Image Collection By Date,3
script_187534.txt,Focal Median Smoothing,5
script_187534.txt,Generating Histograms,5
script_187535.txt,Calculate Spectral Indices And Ratios From Satellite Bands,3
script_187535.txt,Generating Histograms,5
script_187582.txt,Filter Image Collection,5
script_187582.txt,Image Cloud Masking,6
script_187582.txt,SVM Classification,4
script_187582.txt,Vegetation Indices/Index Calculation,8
script_187585.txt,Clip Images To A Specific Region,5
script_187585.txt,Compute Median Of NDVI,3
script_187585.txt,Filter Image Collection By Date,5
script_187585.txt,Principal Component Analysis (PCA),9
script_187586.txt,Clip Images To A Specific Region,4
script_187586.txt,Filter Image Collection By Month,3
script_187586.txt,Principal Component Analysis (PCA),9
script_187587.txt,Export Processed Images,3
script_187587.txt,Principal Component Analysis (PCA),9
script_187738.txt,Cluster Analysis,5
script_187738.txt,Filter Image Collection,5
script_187738.txt,Image Normalization,4
script_187738.txt,Image Segmentation,7
script_187738.txt,Select And Clip Image,3
script_187738.txt,Standard Deviation Calculation,5
script_187749.txt,Clip Images To A Specific Region,3
script_187749.txt,Compute Median Of NDVI,3
script_187749.txt,Generate Time Series Charts For NDVI,4
script_187749.txt,Visualize NDVI And Date Information,3
script_187821.txt,Add A Legend,4
script_187821.txt,Calculate Burned Area,4
script_187821.txt,Calculate Difference Normalized Burn Ratio (dNBR),3
script_187821.txt,Cloud And Snow Masking,4
script_187821.txt,Export Burn Severity And Area Data,3
script_187822.txt,Calculate Burned Area,3
script_187822.txt,Calculate Difference Normalized Burn Ratio (dNBR),3
script_187822.txt,Cloud And Snow Masking,4
script_187822.txt,Export Burn Severity And Area Data,3
script_187822.txt,Layer Addition To Map,3
script_187825.txt,Calculate Burned Area,4
script_187825.txt,Calculate Difference Normalized Burn Ratio (dNBR),3
script_187825.txt,Calculate NBR for Post-Fire Image,3
script_187825.txt,Cloud And Snow Masking,4
script_187825.txt,Export Burn Severity And Area Data,3
script_187825.txt,Image Mosaicking,3
script_187825.txt,Layer Addition To Map,3
script_187888.txt,Aggregate Multiple Images,4
script_187888.txt,Compute Median Of NDVI,4
script_187888.txt,Filter Image Collection By Date And Region,5
script_187888.txt,Image Cloud Masking,5
script_187888.txt,Merge And Sort Image Collections,4
script_187888.txt,Sampling Regions,6
script_187895.txt,Export Processed Data,3
script_187895.txt,Filter Image Collection By Date And Region,8
script_187895.txt,Image Cloud Masking,6
script_187895.txt,Image Index Calculation,5
script_187895.txt,Rename Image Bands,4
script_187895.txt,Sampling Regions For Training Data,3
script_188011.txt,Clip Images To A Specific Region,4
script_188011.txt,Clip Temperature Data To Area Of Interest,3
script_188011.txt,Compute Maximum Values,6
script_188011.txt,Compute Mean Values,5
script_188011.txt,Compute Minimum Values,4
script_188011.txt,Export Time Series Data,3
script_188011.txt,Filter Image Collection By Bounds,5
script_188011.txt,Reduce Image Collection To Minimum Value,4
script_188011.txt,Temperature Calculation,14
script_188011.txt,Visualize Temperature Data,3
script_188030.txt,Compute Median Of NDVI,3
script_188030.txt,Computes Normalized Difference Vegetation Index (NDVI),3
script_188030.txt,Export Results,4
script_188030.txt,Image Cloud Masking,6
script_188052.txt,Calculates Modified Normalized Difference Water Index (MNDWI),7
script_188052.txt,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,3
script_188052.txt,Image Cloud Masking,10
script_188052.txt,Otsu Thresholding,6
script_188052.txt,Water body Area Calculation,9
script_188068.txt,Calculates Total Flooded Area In Hectares,3
script_188068.txt,Estimate Population Affected By Flood,3
script_188068.txt,Flood Area Calculation,4
script_188073.txt,Data Filtering,3
script_188116.txt,Classification,3
script_188116.txt,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,3
script_188147.txt,Calculate Spectral Indices And Ratios From Satellite Bands,3
script_188147.txt,Classification,3
script_188147.txt,Clip Images To Specific Geographic Boundaries,3
script_188147.txt,Filter And Mosaic Landsat Images,3
script_188147.txt,Filter Image Collection,3
script_188147.txt,Image Band Manipulation,3
script_188147.txt,Image Mosaicking,8
script_188147.txt,Merge And Sort Image Collections,3
script_188147.txt,Sampling Regions For Classifier Training,3
script_188147.txt,Training CART Classifier,3
script_188163.txt,Clip Images To Specific Geographic Boundaries,4
script_188163.txt,Filter Images By Cloud Cover,3
script_188163.txt,Image Mosaicking,5
script_188163.txt,Mask Application,3
script_188163.txt,Spectral Index Computation,4
script_188163.txt,Training And Sampling For Land Cover Classification,3
script_188190.txt,Calculate Spectral Indices And Ratios From Satellite Bands,3
script_188190.txt,Clip Images To Specific Geographic Boundaries,5
script_188190.txt,Cloud And Water Masking,4
script_188190.txt,Image Mosaicking,8
script_188190.txt,Land Cover Classification And Mapping,3
script_188190.txt,Merge And Sort Image Collections,5
script_188211.txt,Export Processed Images To Google Drive,3
script_188217.txt,Area Calculation,6
script_188217.txt,Buffering Geometries,5
script_188217.txt,Cloud And Shade Masking,3
script_188217.txt,Generating Histograms,8
script_188217.txt,Image Gap Filling,7
script_188217.txt,Image Masking,10
script_188217.txt,Image Normalization,7
script_188217.txt,Mapping Land Cover,7
script_188217.txt,Reclassify,4
script_188217.txt,Rename Image Bands,6
script_188217.txt,Spectral Index Computation,3
script_188221.txt,Compute Mean Values,4
script_188221.txt,Export Processed Data To Google Drive,3
script_188221.txt,Filter Image Collection By Date,8
script_188386.txt,Define And Utilize Multiple Polygon Geometries For Analysis,3
script_188397.txt,Filter Image Collection By Date,5
script_188397.txt,Generate Image Composites,3
script_188397.txt,Layer Addition To Map,3
script_188397.txt,Select Specific Bands From Images,4
script_188400.txt,Animal Density Visualization,4
script_188400.txt,Clip Images To A Specific Region,3
script_188400.txt,Filter Image Collection By Date,7
script_188401.txt,Clip Images To A Specific Region,6
script_188401.txt,Filter Image Collection By Date,6
script_188401.txt,Selects Temperature Data,5
script_188412.txt,Computes Normalized Difference Vegetation Index (NDVI),5
script_188412.txt,Emissivity Calculation,5
script_188412.txt,Export Processed Data,3
script_188412.txt,Filter Image Collection,5
script_188412.txt,Fractional Vegetation Calculation,4
script_188412.txt,Image Cloud Masking,6
script_188413.txt,Compute Median Of NDVI,4
script_188413.txt,Export Processed Data,3
script_188413.txt,Filter Image Collection,3
script_188413.txt,Image Cloud Masking,6
script_188413.txt,Slope calculation,3
script_188414.txt,Compute Median Of NDVI,3
script_188414.txt,Computes Normalized Difference Vegetation Index (NDVI),4
script_188414.txt,Emissivity Calculation,6
script_188414.txt,Export Processed Data,3
script_188414.txt,Filter Images,5
script_188414.txt,Fractional Vegetation Calculation,4
script_188414.txt,Image Cloud Masking,5
script_188414.txt,Surface Temperature Calculation,3
script_188419.txt,Compute Median Of NDVI,3
script_188419.txt,Filter Image Collection,5
script_188419.txt,Image Cloud Masking,5
script_188419.txt,Slope calculation,3
script_188454.txt,Calculates Mean Of Image Collection,6
script_188454.txt,Cloud Probability Masking,3
script_188454.txt,Computes Percentage Of Cloud Cover,5
script_188454.txt,Filter Image Collection By Cloud Coverage,5
script_188454.txt,Image Cloud Masking,6
script_188454.txt,Image Mosaicking,5
script_188455.txt,Calculates Mean Of Image Collection,6
script_188455.txt,Computes Percentage Of Cloud Cover,6
script_188455.txt,Filter Image Collection By Date And Boundaries,3
script_188455.txt,Image Cloud Masking,5
script_188455.txt,Image Mosaicking,6
script_188458.txt,Calculates Mean Of Image Collection,6
script_188458.txt,Computes Percentage Of Cloud Cover,8
script_188458.txt,Export Processed Images,4
script_188458.txt,Filter Image Collection By Cloud Coverage,4
script_188458.txt,Image Cloud Masking,6
script_188458.txt,Image Mosaicking,6
script_188465.txt,Calculates Mean Of Image Collection,4
script_188465.txt,Image Cloud Masking,7
script_188465.txt,Image Mosaicking,6
script_188465.txt,Reduction To Single Image,3
script_188502.txt,Apply Threshold To Identify Water Surface,3
script_188502.txt,Filter Image Collection By Date And Boundaries,5
script_188502.txt,Generate Time Series Charts Of Water Area,8
script_188502.txt,Water body Area Calculation,9
script_188506.txt,Calculates Mean Of Image Collection,5
script_188506.txt,Cloud Probability Masking,4
script_188506.txt,Filter Image Collection By Date,4
script_188506.txt,Filter Image Collection By Date And Boundaries,3
script_188506.txt,Image Cloud Masking,7
script_188506.txt,Image Fraction Calculation,4
script_188506.txt,Image Mosaicking,6
script_188509.txt,Calculate Total Precipitation,5
script_188509.txt,Cloud Probability Masking,3
script_188509.txt,Cross-correlation Calculation,4
script_188509.txt,Filter Image Collection By Date And Region,5
script_188509.txt,Generate Image Composites,4
script_188509.txt,Image Cloud Masking,5
script_188511.txt,Clip Images To A Specific Region,5
script_188511.txt,Computes Percentage Of Cloud Cover,6
script_188511.txt,Cross-correlation Calculation,4
script_188511.txt,Filter Image Collection By Date And Boundaries,3
script_188511.txt,Filter Image Collection By Date And Region,4
script_188511.txt,Image Cloud Masking,5
