Script_ID,Value,Counts
script_186562.txt,FOREST MENSURATION,9
script_186570.txt,FOREST MENSURATION,8
script_186601.txt,FOREST MENSURATION,5
script_186605.txt,FOREST MENSURATION,6
script_186607.txt,FOREST MENSURATION,6
script_186815.txt,FOREST MENSURATION,5
script_186822.txt,LAND SURFACE/AGRICULTURE INDICATORS,6
script_186829.txt,FOREST MENSURATION,7
script_186856.txt,CLOUD OPTICAL DEPTH/THICKNESS,3
script_186886.txt,FOREST MENSURATION,6
script_186888.txt,VEGETATION INDEX,4
script_186892.txt,FOREST MENSURATION,5
script_186914.txt,FLOOD LEVELS,3
script_186915.txt,FLOOD FREQUENCY,3
script_186915.txt,FLOOD LEVELS,3
script_187038.txt,LAND USE/LAND COVER CLASSIFICATION,5
script_187125.txt,WATER CHARACTERISTICS,3
script_187131.txt,FIRE MANAGEMENT,4
script_187137.txt,LAND SURFACE TEMPERATURE,5
script_187138.txt,FOREST MENSURATION,7
script_187226.txt,FOREST MENSURATION,4
script_187248.txt,LAND SURFACE TEMPERATURE,7
script_187523.txt,FLOOD FREQUENCY,3
script_187528.txt,FLOOD LEVELS,3
script_187532.txt,FLOOD LEVELS,3
script_187532.txt,RADAR BACKSCATTER,3
script_187533.txt,FLOOD LEVELS,3
script_187534.txt,FLOOD LEVELS,3
script_187535.txt,FLOOD LEVELS,3
script_187582.txt,LAND USE/LAND COVER CLASSIFICATION,6
script_187585.txt,VEGETATION INDEX,9
script_187586.txt,VEGETATION INDEX,7
script_187587.txt,VEGETATION INDEX,9
script_187738.txt,SOIL CLASSIFICATION,4
script_187749.txt,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),3
script_187821.txt,FIRE MANAGEMENT,4
script_187825.txt,FIRE MANAGEMENT,4
script_187888.txt,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),3
script_187895.txt,LAND USE/LAND COVER CLASSIFICATION,7
script_188011.txt,LAND SURFACE TEMPERATURE,6
script_188052.txt,WATER CHARACTERISTICS,4
script_188116.txt,LAND USE/LAND COVER CLASSIFICATION,3
script_188147.txt,FOREST MENSURATION,3
script_188163.txt,LAND USE/LAND COVER CLASSIFICATION,8
script_188190.txt,FOREST MENSURATION,6
script_188200.txt,LAND USE/LAND COVER CLASSIFICATION,4
script_188217.txt,LAND USE/LAND COVER,3
script_188217.txt,LAND USE/LAND COVER CLASSIFICATION,5
script_188378.txt,LAND USE/LAND COVER CLASSIFICATION,3
script_188386.txt,LAND USE/LAND COVER CLASSIFICATION,7
script_188389.txt,LAND USE/LAND COVER CLASSIFICATION,3
script_188397.txt,WILDFIRES,3
script_188400.txt,AIR QUALITY,5
script_188412.txt,LAND SURFACE TEMPERATURE,9
script_188413.txt,LAND SURFACE TEMPERATURE,8
script_188414.txt,LAND SURFACE TEMPERATURE,9
script_188419.txt,LAND SURFACE TEMPERATURE,6
script_188465.txt,LAND USE/LAND COVER CLASSIFICATION,6
script_188502.txt,SURFACE WATER PROCESSES/MEASUREMENTS,3
script_188502.txt,WATER CHARACTERISTICS,4
script_19155.txt,LAND USE/LAND COVER CLASSIFICATION,3
script_23533.txt,LAND USE/LAND COVER,3
script_23533.txt,LAND USE/LAND COVER CLASSIFICATION,3
script_28.txt,SNOW COVER,3
script_3043.txt,LAND USE/LAND COVER CLASSIFICATION,7
script_32.txt,SNOW COVER,3
script_35538.txt,LAND USE/LAND COVER CLASSIFICATION,5
script_37873.txt,LAND USE/LAND COVER CLASSIFICATION,4
script_41838.txt,LAND USE/LAND COVER CLASSIFICATION,8
script_42.txt,LAND USE/LAND COVER CLASSIFICATION,4
script_43.txt,FOREST MENSURATION,5
script_43803.txt,LAND USE/LAND COVER CLASSIFICATION,3
script_45435.txt,VEGETATION COVER,3
script_45435.txt,VEGETATION INDEX,3
script_49902.txt,VEGETATION INDEX,6
script_50.txt,FOREST MENSURATION,3
script_50.txt,LAND USE/LAND COVER CLASSIFICATION,3
script_51624.txt,FLOOD FREQUENCY,3
script_52026.txt,AIR QUALITY,3
script_54980.txt,LAND USE/LAND COVER CLASSIFICATION,7
script_59099.txt,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),3
script_65671.txt,LAND SURFACE TEMPERATURE,5
script_67562.txt,LAND USE/LAND COVER CLASSIFICATION,7
script_71184.txt,LAKE LEVELS,4
script_72.txt,LAND USE/LAND COVER,3
script_7366.txt,LAND USE/LAND COVER CLASSIFICATION,4
script_75448.txt,LAKE LEVELS,4
script_76696.txt,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),3
script_76709.txt,WATER QUALITY,3
script_76805.txt,ARCTIC OSCILLATION,6
script_76839.txt,LAND SURFACE/AGRICULTURE INDICATORS,3
script_76839.txt,VEGETATION INDEX,5
script_76840.txt,LAND SURFACE/AGRICULTURE INDICATORS,3
script_76840.txt,VEGETATION INDEX,4
script_76841.txt,LAND SURFACE/AGRICULTURE INDICATORS,3
script_76841.txt,VEGETATION INDEX,5
script_78663.txt,LAND USE/LAND COVER,4
script_78663.txt,LAND USE/LAND COVER CLASSIFICATION,5
script_78805.txt,VEGETATION INDEX,3
script_85061.txt,LAND USE/LAND COVER CLASSIFICATION,6
script_85217.txt,LAND USE/LAND COVER CLASSIFICATION,7
script_85219.txt,FIRE WEATHER INDEX,3
script_85219.txt,FOREST MENSURATION,3
script_89887.txt,LAND SURFACE,4
script_89887.txt,WATER MASSES,3
script_95721.txt,LAND SURFACE/AGRICULTURE INDICATORS,4
script_95950.txt,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),7
script_96317.txt,LAND USE/LAND COVER CLASSIFICATION,3
script_96322.txt,LAND USE/LAND COVER CLASSIFICATION,5
script_96332.txt,LAND USE/LAND COVER CLASSIFICATION,5
script_96426.txt,LAKE LEVELS,5
script_96427.txt,LAKE LEVELS,6
script_96458.txt,LAND USE/LAND COVER CLASSIFICATION,4
script_96458.txt,URBAN AREAS,4
script_96458.txt,WATER DEPTH,3
script_96459.txt,LAND USE/LAND COVER CLASSIFICATION,7
script_96519.txt,EARTHQUAKE PREDICTIONS,3
script_96519.txt,FIRE MODELS,3
script_96519.txt,FLOODING,5
script_96519.txt,LAND USE/LAND COVER,3
script_96537.txt,LAND USE/LAND COVER CLASSIFICATION,8
script_96538.txt,LAND USE/LAND COVER CLASSIFICATION,3
script_96558.txt,FOREST COMPOSITION/VEGETATION STRUCTURE,3
script_96611.txt,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),3
script_96611.txt,RADAR IMAGERY,3
script_97207.txt,FIRE WEATHER INDEX,4
script_97208.txt,FIRE WEATHER INDEX,5
script_97209.txt,FIRE MODELS,3
script_97210.txt,FIRE MODELS,3
script_97250.txt,LAND USE/LAND COVER CLASSIFICATION,4
script_97292.txt,LAND USE/LAND COVER CLASSIFICATION,4
script_97292.txt,SOIL CLASSIFICATION,3
script_97295.txt,LAND USE/LAND COVER CLASSIFICATION,8
script_97367.txt,LAND USE/LAND COVER CLASSIFICATION,3
script_97371.txt,AGRICULTURE PRODUCTION,6
script_97430.txt,LAND USE/LAND COVER CLASSIFICATION,4
script_97430.txt,VEGETATION INDEX,5
script_97446.txt,LAND USE/LAND COVER CLASSIFICATION,5
script_97475.txt,LAND USE/LAND COVER CLASSIFICATION,8
script_97479.txt,APPARENT SURFACE REFLECTIVITY,4
script_97507.txt,VEGETATION,3
script_97508.txt,VEGETATION,3
script_97622.txt,LAND USE/LAND COVER CLASSIFICATION,3
script_97651.txt,LAND/OCEAN/ICE MASK,3
script_97683.txt,Earth Science,4
script_97700.txt,RADAR IMAGERY,4
script_97700.txt,VEGETATION INDEX,8
script_97704.txt,DIGITAL ELEVATION/TERRAIN MODEL (DEM),3
script_97718.txt,VEGETATION INDEX,4
script_97724.txt,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),6
script_97954.txt,LAND USE/LAND COVER,3
script_97954.txt,LAND USE/LAND COVER CLASSIFICATION,4
script_97974.txt,LAND USE/LAND COVER,3
script_97974.txt,LAND USE/LAND COVER CLASSIFICATION,3
script_97988.txt,LAND USE/LAND COVER CLASSIFICATION,4
script_97991.txt,LAND USE/LAND COVER CLASSIFICATION,9
script_98169.txt,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),7
script_98257.txt,FLOOD FREQUENCY,3
script_98258.txt,FLOOD FREQUENCY,3
script_98259.txt,FLOOD LEVELS,4
script_98260.txt,FLOOD LEVELS,3
script_98262.txt,FLOOD LEVELS,3
script_98262.txt,HYDROGRAPHY,3
script_98263.txt,FLOOD LEVELS,3
script_98267.txt,FLOOD FREQUENCY,3
script_98275.txt,FLOOD FREQUENCY,3
script_98281.txt,WATER CHARACTERISTICS,3
script_98287.txt,FOREST MENSURATION,3
script_98287.txt,VEGETATION INDEX,4
script_98290.txt,LAND USE/LAND COVER CLASSIFICATION,8
