Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity,Head_Entity_update,Tail_Entity_update,Tail_Entity_update_pair
26,script_10828.txt,users/kongdd/public:pkg_vis.js,ActOn,Table Export,users/kongdd/,Export Results,Export Time Series Data
27,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Apply scale factors to image,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Apply Scale Factors To Image,Applying Mean Filter To Image
28,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Apply scale factors to image,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Apply Scale Factors To Image,Applying Mean Filter To Image
29,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Filter image collection by date and cloud cover,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage
30,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Filter image collection by date and cloud cover,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage
31,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Clip image to region of interest,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Clip Images To A Specific Region,Clip Images To A Specific Region
32,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Clip image to region of interest,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Clip Images To A Specific Region,Clip Images To A Specific Region
33,script_118175.txt,COPERNICUS/S2_SR,ActOn,Mask clouds in Sentinel-2 image,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Cloud Masking,Cloud And Shade Masking
34,script_118175.txt,COPERNICUS/S2_SR,ActOn,Calculate NDVI,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Computes Normalized Difference Vegetation Index (NDVI),Buffer Creation
35,script_118175.txt,COPERNICUS/S2_SR,ActOn,Calculate NDWI,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculates Normalized Difference Water Index (NDWI),Calculates Normalized Difference Water Index (NDWI)
36,script_118175.txt,COPERNICUS/S2_SR,ActOn,Calculate MNDWI,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculates Modified Normalized Difference Water Index (MNDWI),Calculates Modified Normalized Difference Water Index (MNDWI)
37,script_118175.txt,COPERNICUS/S2_SR,ActOn,Calculate NDSI,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculate Normalized Difference Water Body Index (NDWBI),Calculate NBR for Post-Fire Image
38,script_118175.txt,COPERNICUS/S2_SR,ActOn,Calculate EWI,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Emissivity Calculation,Emissivity Calculation
39,script_118175.txt,COPERNICUS/S2_SR,ActOn,Calculate ICE,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Temperature Calculation,Temperature Calculation
40,script_118175.txt,users/gena/packages:utils,ActOn,Join image collections,users/gena/,Converts Joined Data To Image Collection,Converts Joined Data To Image Collection
41,script_118175.txt,users/gena/packages:text,ActOn,Join image collections,users/gena/,Converts Joined Data To Image Collection,Converts Joined Data To Image Collection
42,script_118175.txt,users/gena/packages:palettes,ActOn,Join image collections,users/gena/,Converts Joined Data To Image Collection,Converts Joined Data To Image Collection
43,script_118175.txt,users/gena/packages:utils,ActOn,Quality mosaic of image collection,users/gena/,Quality Mosaic Generation,Quality Mosaic Generation
44,script_118175.txt,users/gena/packages:text,ActOn,Quality mosaic of image collection,users/gena/,Quality Mosaic Generation,Quality Mosaic Generation
45,script_118175.txt,users/gena/packages:palettes,ActOn,Quality mosaic of image collection,users/gena/,Quality Mosaic Generation,Quality Mosaic Generation
46,script_118175.txt,users/gena/packages:utils,ActOn,Maximum value composite of image collection,users/gena/,Compute Maximum Values,Compute Median Of NDVI
47,script_118175.txt,users/gena/packages:text,ActOn,Maximum value composite of image collection,users/gena/,Compute Maximum Values,Compute Median Of NDVI
48,script_118175.txt,users/gena/packages:palettes,ActOn,Maximum value composite of image collection,users/gena/,Compute Maximum Values,Compute Median Of NDVI
49,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Normalized difference calculation,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculate Normalized Difference And Other Indices,Calculate Normalized Difference And Other Indices
50,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Image stacking,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Stacking,Compute Difference Between Pre- And Post-Fire NBR
51,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Normalized difference calculation,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculate Normalized Difference And Other Indices,Calculate Normalized Difference And Other Indices
52,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Image stacking,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Stacking,Compute Difference Between Pre- And Post-Fire NBR
53,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Clustering,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Cluster Analysis,Cluster Analysis
54,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Clustering,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Cluster Analysis,Cluster Analysis
55,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Image classification,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Classify Images Based On Training Data,Evaluate Classifier Performance Using Confusion Matrix
56,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Image classification,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Classify Images Based On Training Data,Evaluate Classifier Performance Using Confusion Matrix
57,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Histogram generation,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Generating Histograms,Generating Histograms
58,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Histogram generation,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Generating Histograms,Generating Histograms
59,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Filtering,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Feature,Severity Classification
60,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Filtering,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Feature,Severity Classification
61,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Masking,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Masking,Cloud And Water Masking
62,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Masking,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Masking,Cloud And Water Masking
63,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Image multiplication,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Mapping,Remapping
64,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Image multiplication,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Mapping,Remapping
65,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Image Collection Filtering,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection,Filter Image Collection By Date
66,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Cloud Masking,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Cloud And Shade Masking,Image Cloud Masking
67,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,NDVI Calculation,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Computes Normalized Difference Vegetation Index (NDVI),Buffer Creation
68,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Image Differencing,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Differencing,Image Differencing
69,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Standard Anomaly Calculation,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Anomaly Calculation,Anomaly Calculation
70,script_120271.txt,COPERNICUS/S2_SR,ActOn,Filter image collection,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection,Filter Image Collection By Date
71,script_120271.txt,COPERNICUS/S2_SR,ActOn,Compute median,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculates Median Values,Calculates Median Of Image Collection
72,script_120271.txt,COPERNICUS/S2_SR,ActOn,Clip image,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Clip Images,Clip Images To A Specific Region
73,script_120271.txt,COPERNICUS/S2_SR,ActOn,Calculate NDVI,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Computes Normalized Difference Vegetation Index (NDVI),Buffer Creation
74,script_120271.txt,users/gena/packages:colorbrewer,ActOn,Draw gradient bar,users/gena/,Gradient Calculation,Gradient Calculation
75,script_120271.txt,users/gena/packages:style,ActOn,Draw frame,users/gena/,Visualize Boundary,Visualize NDVI Results
76,script_120271.txt,users/gena/packages:style,ActOn,Draw scalebar,users/gena/,Image Scaling,Scaling Image Values
77,script_120271.txt,users/gena/packages:palettes,ActOn,Draw gradient bar,users/gena/,Gradient Calculation,Gradient Calculation
78,script_120271.txt,users/gena/packages:utils,ActOn,,users/gena/,,
79,script_120557.txt,TIGER/2016/States,ActOn,Filtering image collection by region,TIGER: US Census States 2016,Filter Image Collection By Region,Filter Image Collection By Region
80,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Masking cloudy pixels,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filtering Pixels,Image Mosaicking
81,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Calculating water and vegetation indices,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Vegetation Indices/Index Calculation,Vegetation Indices/Index Calculation
82,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Classifying land cover,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Land Cover Classification And Mapping,Training And Sampling For Land Cover Classification
83,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image collection filtering,users/GeoForPy/Tesis/,Filter Image Collection,Filter Image Collection By Date
84,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Map visualization,users/GeoForPy/Tesis/,Display Interactive Map,Visualize Disaster Impacts
85,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Cloud masking for Landsat 5 images,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
86,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Percentile calculation,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Statistics Calculation,Compute Median Of NDVI
87,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image compositing,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Generate Image Composites,Generate Image Composites
88,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Filtering image collection by bounds and date,users/thao226355/share/,Filter Image Collection By Date And Boundaries,Filter Image Collection By Date And Boundaries
89,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Image clipping and spatial analysis,users/thao226355/share/,Clip Images To Specific Geographic Boundaries,Area Calculation
90,script_144864.txt,COPERNICUS/S2_SR,ActOn,Cloud masking and image quality assessment,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Cloud Masking,Cloud And Shade Masking
91,script_144864.txt,COPERNICUS/S2_SR,ActOn,NDVI calculation and land cover classification,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Computes Normalized Difference Vegetation Index (NDVI),Buffer Creation
92,script_155017.txt,MODIS/006/MOD11A1,ActOn,Filtering image collection by bounds,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Filter Image Collection By Bounds,Filter Image Collection By Cloud Coverage
93,script_155017.txt,MODIS/006/MOD11A1,ActOn,Filtering image collection by date,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Filter Image Collection By Date,Filter Image Collection By Date
94,script_155017.txt,MODIS/006/MOD11A1,ActOn,Clipping images to geometry,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Clip Images To A Specific Region,Clip Images To A Specific Region
95,script_155017.txt,MODIS/006/MOD11A1,ActOn,Scaling LST values,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Scaling index/indices values,Derive Land Surface Temperature Using Thermal Properties
96,script_155017.txt,MODIS/006/MOD11A1,ActOn,Reducing regions to mean LST,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Reduction Of Feature Data,Reduction Of Image Regions
97,script_155017.txt,MODIS/006/MOD11A1,ActOn,Joining tables by label,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Select Data,Export Time Series Data
98,script_155017.txt,MODIS/006/MOD11A1,ActOn,Formatting table values,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Remapping Values,Convert And Format Spatial Data For Export
99,script_165234.txt,MODIS/006/MOD09GA,ActOn,Image collection filtering,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Filter Image Collection,Filter Image Collection By Date
100,script_165234.txt,MODIS/006/MOD09GA,ActOn,Cloud masking,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Cloud And Shade Masking,Image Cloud Masking
101,script_165234.txt,MODIS/006/MOD09GA,ActOn,Image scaling,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Image Scaling,Scaling Image Values
102,script_165234.txt,MODIS/006/MOD09GA,ActOn,NDVI calculation,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Computes Normalized Difference Vegetation Index (NDVI),Buffer Creation
103,script_165234.txt,MODIS/006/MOD09GA,ActOn,Date extraction,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Burn Date Extraction,Compute Median Of NDVI
104,script_165234.txt,MODIS/006/MOD09GA,ActOn,Month extraction,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Endmember extraction,Water Indices/Index Calculation
105,script_165234.txt,MODIS/006/MOD09GA,ActOn,Day of year extraction,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Burn Date Extraction,Compute Median Of NDVI
106,script_165234.txt,users/giswqs/public/countries,ActOn,Region of interest filtering,users/giswqs/public/,,
107,script_173652.txt,users/jrmancerafGEE/POL_SUB_AE_1055,ActOn,Clipping images to area of interest,users/jrmancerafGEE/,Clip Images To A Specific Region,Clip Images To A Specific Region
108,script_173652.txt,users/jrmancerafGEE/POL_SUB_AE_1055,ActOn,Running LandTrendr algorithm,users/jrmancerafGEE/,Terrain Data Generation and Analysis,Terrain Data Generation and Analysis
109,script_173652.txt,users/jrmancerafGEE/PTS_SUB_AE_1055,ActOn,Exporting change data to Google Drive,users/jrmancerafGEE/,Export Processed Data To Google Drive,Export Processed Data To Google Drive
110,script_173652.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Masking cloud shadows and clouds in Landsat 8 images,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Cloud Masking,Cloud And Shade Masking
111,script_173652.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Filtering Landsat 8 images by date,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
112,script_173652.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Getting change map layers,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Layer Addition To Map,Layer Addition To Map
113,script_174474.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Filtering image collection by cloud cover,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage
114,script_174474.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Masking clouds and shadows,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Cloud And Shade Masking,Image Cloud Masking
115,script_174474.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Calculating NDVI,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Computes Normalized Difference Vegetation Index (NDVI),Buffer Creation
116,script_174474.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Compositing images,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Generate Image Composites,Generate Image Composites
117,script_174747.txt,users/juanjoseromeroacm21/MORELIA,ActOn,Filtering country boundaries,users/juanjoseromeroacm21/,Filtering Administrative Boundaries,Filtering Administrative Boundaries
118,script_174747.txt,users/juanjoseromeroacm21/MORELIA,ActOn,Calculating 8-day mean temperature,users/juanjoseromeroacm21/,Temperature Calculation,Temperature Calculation
119,script_174747.txt,users/juanjoseromeroacm21/michoacan_state,ActOn,Filtering country boundaries,users/juanjoseromeroacm21/,Filtering Administrative Boundaries,Filtering Administrative Boundaries
120,script_174747.txt,users/juanjoseromeroacm21/michoacan_state,ActOn,Calculating 8-day mean temperature,users/juanjoseromeroacm21/,Temperature Calculation,Temperature Calculation
121,script_174747.txt,USDOS/LSIB_SIMPLE/2017,ActOn,Filtering country boundaries,"LSIB 2017: Large Scale International Boundary Polygons, Simplified",Filtering Administrative Boundaries,Filtering Administrative Boundaries
122,script_174747.txt,MODIS/MOD11A2,ActOn,Importing LST image collection,MOD11A2.061 Terra Land Surface Temperature and Emissivity 8-Day Global 1km,Import/Load Data,Import/Load Data
123,script_174747.txt,MODIS/MOD11A2,ActOn,Scaling to Kelvin and converting to Celsius,MOD11A2.061 Terra Land Surface Temperature and Emissivity 8-Day Global 1km,Temperature Calculation,Temperature Calculation
124,script_174747.txt,MODIS/MOD11A2,ActOn,Calculating 8-day mean temperature,MOD11A2.061 Terra Land Surface Temperature and Emissivity 8-Day Global 1km,Temperature Calculation,Temperature Calculation
125,script_174747.txt,MODIS/MOD11A2,ActOn,Testing trend with Sen's slope,MOD11A2.061 Terra Land Surface Temperature and Emissivity 8-Day Global 1km,Trend Analysis,Temporal Analysis
126,script_179626.txt,users/KARTIKA_EAA/Semarang,ActOn,Geometry definition,users/KARTIKA_EAA/,Union Of Geometries,Temporal Collection Creation
127,script_179626.txt,users/KARTIKA_EAA/Semarang,ActOn,Boundary visualization,users/KARTIKA_EAA/,,
128,script_179626.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Cloud masking,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Cloud And Shade Masking,Image Cloud Masking
129,script_179626.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Image collection filtering,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection,Filter Image Collection By Date
130,script_179626.txt,LANDSAT/LC08/C01/T1_SR,ActOn,NDVI calculation,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Computes Normalized Difference Vegetation Index (NDVI),Buffer Creation
131,script_179626.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Thermal band selection,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Selects Temperature Data,Selects Temperature Data
132,script_179626.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Land Surface Temperature calculation,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Surface Temperature Calculation,Surface Temperature Calculation
133,script_180257.txt,users/Katemiller125/Illilouette,ActOn,Buffering points,users/Katemiller125/,Buffering Points,Calculate Data For Specific Spectral Bands
134,script_180257.txt,users/Katemiller125/Illilouette,ActOn,Zonal statistics calculation,users/Katemiller125/,Area Statistics Calculation,Calculate And Export Statistics
135,script_180257.txt,LANDSAT/LE07/C02/T1_L2,ActOn,Image masking,"USGS Landsat 7 Level 2, Collection 2, Tier 1",Image Masking,Cloud And Water Masking
136,script_180257.txt,LANDSAT/LE07/C02/T1_L2,ActOn,Image renaming,"USGS Landsat 7 Level 2, Collection 2, Tier 1",Rename Image Bands,Rename Image Bands
137,script_180257.txt,LANDSAT/LE07/C02/T1_L2,ActOn,Image preprocessing,"USGS Landsat 7 Level 2, Collection 2, Tier 1",Image Preprocessing,Focal Median Smoothing
138,script_180257.txt,LANDSAT/LE07/C01/T1_SR,ActOn,Zonal statistics calculation,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Area Statistics Calculation,Calculate And Export Statistics
139,script_180257.txt,LANDSAT/LE07/C01/T1_SR,ActOn,Image preprocessing,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Preprocessing,Focal Median Smoothing
140,script_186294.txt,COPERNICUS/S2,ActOn,Filtering image collection by date and bounds,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date And Boundaries,Filter Image Collection By Date And Boundaries
141,script_186294.txt,COPERNICUS/S2,ActOn,Applying NDVI function to images,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Add NDVI Band To Images,Add NDVI Band To Images
142,script_186294.txt,COPERNICUS/S2,ActOn,Updating image mask,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Image Masking,Cloud And Water Masking
143,script_186294.txt,ft:1XPgyHDQHN4d5IF4x8u5ZkJxkVQ_xKWFFuUTi9ofT,ActOn,Filtering image collection by bounds,ft:1XPgyHDQHN4d5IF4x8u5ZkJxkVQ_xKWFFuUTi9ofT,Filter Image Collection By Bounds,Filter Image Collection By Cloud Coverage
144,script_186294.txt,ft:1XPgyHDQHN4d5IF4x8u5ZkJxkVQ_xKWFFuUTi9ofT,ActOn,Exporting image to drive,ft:1XPgyHDQHN4d5IF4x8u5ZkJxkVQ_xKWFFuUTi9ofT,Export Processed Images To Drive,Export Processed Data To Drive
