ID,Script_ID,Entity_Type,Value,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_BAAI,Top1_Similarity_BAAI
28,script_118175.txt,Function,Calculate NDVI,Computes Normalized Difference Vegetation Index (NDVI),0.8919277191162109,Compute Median Of NDVI,0.8831172585487366
29,script_118175.txt,Function,Calculate NDWI,Calculates Normalized Difference Water Index (NDWI),0.926571488380432,Calculates Normalized Difference Water Index (NDWI),0.8122676610946655
30,script_118175.txt,Function,Calculate MNDWI,Calculates Modified Normalized Difference Water Index (MNDWI),0.8936736583709717,Calculates Modified Normalized Difference Water Index (MNDWI),0.8266836404800415
31,script_118175.txt,Function,Calculate NDSI,Calculate Normalized Difference Water Body Index (NDWBI),0.8845726847648621,Compute Median Of NDVI,0.7520750164985657
32,script_118175.txt,Function,Calculate EWI,Emissivity Calculation,0.8711873888969421,Topographic Wetness Index (TWI) Computation,0.712337851524353
33,script_118175.txt,Function,Calculate ICE,Temperature Calculation,0.8593518733978271,Temperature Calculation,0.7083438634872437
34,script_118175.txt,Function,Filter image collection by date and cloud cover,Filter Image Collection By Cloud Coverage,0.9725689888000488,Filter Images By Cloud Cover,0.8765884041786194
35,script_118175.txt,Function,Join image collections,Converts Joined Data To Image Collection,0.9155038595199584,Converts Joined Data To Image Collection,0.790441632270813
36,script_118175.txt,Function,Clip image to region of interest,Clip Images To A Specific Region,0.9578794240951538,Clip Images To A Specific Region,0.912509024143219
37,script_118175.txt,Function,Quality mosaic of image collection,Quality Mosaic Generation,0.8668847680091858,Quality Mosaic Generation,0.7195732593536377
38,script_118175.txt,Function,Maximum value composite of image collection,Compute Maximum Values,0.8566564321517944,Calculates Mean Of Image Collection,0.7303862571716309
39,script_119133.txt,Function,Normalized difference calculation,Calculate Normalized Difference And Other Indices,0.9377741813659668,Calculate Normalized Difference And Other Indices,0.8465750217437744
40,script_119133.txt,Function,Image stacking,Image Stacking,0.9870576858520508,Image Stacking,0.9028433561325073
41,script_119133.txt,Function,Clustering,Cluster Analysis,0.9331508874893188,Image Clustering,0.894335150718689
42,script_119133.txt,Function,Image classification,Classify Images Based On Training Data,0.9349048137664796,Image Differencing,0.7922650575637817
43,script_119133.txt,Function,Histogram generation,Generating Histograms,0.9625911712646484,Generating Histograms,0.8917478919029236
44,script_119133.txt,Function,Filtering,Filter Feature,0.924488127231598,Data Filtering,0.9053170680999756
45,script_119133.txt,Function,Masking,Image Masking,0.9394485950469972,Mask Application,0.8282065987586975
46,script_119133.txt,Function,Image multiplication,Image Mapping,0.9028042554855348,Image Masking,0.7957509160041809
47,script_11983.txt,Function,Image Collection Filtering,Filter Image Collection,0.9865096807479858,Filter Image Collection,0.9031354188919067
48,script_11983.txt,Function,Cloud Masking,Cloud And Shade Masking,0.962123155593872,Image Cloud Masking,0.9208886027336121
49,script_11983.txt,Function,NDVI Calculation,Computes Normalized Difference Vegetation Index (NDVI),0.8994120955467224,Compute Median Of NDVI,0.86915123462677
50,script_11983.txt,Function,Image Differencing,Image Differencing,1.0000001192092896,Image Differencing,1.0000004768371582
51,script_11983.txt,Function,Standard Anomaly Calculation,Anomaly Calculation,0.9394433498382568,Anomaly Calculation,0.8873012661933899
52,script_120271.txt,Function,Calculate NDVI,Computes Normalized Difference Vegetation Index (NDVI),0.8919277191162109,Compute Median Of NDVI,0.8831172585487366
53,script_120271.txt,Function,Filter image collection,Filter Image Collection,0.9966691136360168,Filter Image Collection,0.9491643309593201
54,script_120271.txt,Function,Compute median,Calculates Median Values,0.9482258558273317,Calculates Median Values,0.8492980599403381
55,script_120271.txt,Function,Clip image,Clip Images,0.9683269262313844,Clip Images,0.9228782653808594
56,script_120271.txt,Function,Reduce region,Reduction Of Image Regions,0.9080013036727904,Reduction Of Image Regions,0.7263587713241577
57,script_120271.txt,Function,Get percentile,Calculate Area Statistics,0.8277044296264648,Computes Percentage Of Cloud Cover,0.6209776997566223
58,script_120271.txt,Function,Draw gradient bar,Gradient Calculation,0.8651973605155945,Gradient Calculation,0.6603278517723083
59,script_120271.txt,Function,Draw frame,Visualize Boundary,0.8301841020584106,Render,0.6847729086875916
60,script_120271.txt,Function,Draw scalebar,Image Scaling,0.8400607109069824,Apply Scale Factors To Image,0.6253955364227295
61,script_120557.txt,Function,Filtering image collection by region,Filter Image Collection By Region,0.9909958839416504,Filter Image Collection By Region,0.9423940777778625
62,script_120557.txt,Function,Masking cloudy pixels,Filtering Pixels,0.9146087169647216,Image Cloud Masking,0.8540092706680298
63,script_120557.txt,Function,Calculating water and vegetation indices,Vegetation Indices/Index Calculation,0.9174872040748596,Calculate Environmental And Vegetation Indices,0.8524320721626282
64,script_120557.txt,Function,Classifying land cover,Land Cover Classification And Mapping,0.9550965428352356,Mapping Land Cover,0.8047032356262207
65,script_125294.txt,Function,Cloud masking for Landsat 5 images,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.9168812036514282,Image Cloud Masking,0.8042812347412109
66,script_125294.txt,Function,Image collection filtering,Filter Image Collection,0.9873438477516174,Filter Image Collection,0.8879127502441406
67,script_125294.txt,Function,Percentile calculation,Statistics Calculation,0.8458813428878784,Statistics Calculation,0.6659848690032959
68,script_125294.txt,Function,Image compositing,Generate Image Composites,0.9105064868927002,Generate Image Composites,0.8455150127410889
69,script_125294.txt,Function,Map visualization,Display Interactive Map,0.9107661247253418,Data Visualization,0.8327255249023438
70,script_144864.txt,Function,Filtering image collection by bounds and date,Filter Image Collection By Date And Boundaries,0.984916925430298,Filter Image Collection By Date And Boundaries,0.9465013742446899
71,script_144864.txt,Function,Cloud masking and image quality assessment,Image Cloud Masking,0.9152476191520692,Image Cloud Masking,0.7976991534233093
72,script_144864.txt,Function,NDVI calculation and land cover classification,Computes Normalized Difference Vegetation Index (NDVI),0.9160677194595336,Land Cover Classification And Mapping,0.7610911726951599
73,script_144864.txt,Function,Image clipping and spatial analysis,Clip Images To Specific Geographic Boundaries,0.8995612859725952,Spatial Clipping,0.8760693669319153
74,script_155017.txt,Function,Filtering image collection by bounds,Filter Image Collection By Bounds,0.98711097240448,Filter Image Collection By Bounds,0.929693341255188
75,script_155017.txt,Function,Filtering image collection by date,Filter Image Collection By Date,0.9925634860992432,Filter Image Collection By Date,0.9504414200782776
76,script_155017.txt,Function,Clipping images to geometry,Clip Images To A Specific Region,0.9049092531204224,Clip Images To Specific Geographic Boundaries,0.8072839975357056
77,script_155017.txt,Function,Scaling LST values,Scaling index/indices values,0.8397694826126099,Scaling Image Values,0.768659234046936
78,script_155017.txt,Function,Reducing regions to mean LST,Reduction Of Feature Data,0.8336691856384277,Reduction Of Image Regions,0.710290789604187
79,script_155017.txt,Function,Joining tables by label,Select Data,0.7858076095581055,Layer Addition To Map,0.6339778900146484
80,script_155017.txt,Function,Formatting table values,Remapping Values,0.8039449453353882,Remapping Values,0.6844223141670227
81,script_165234.txt,Function,Image collection filtering,Filter Image Collection,0.9873438477516174,Filter Image Collection,0.8879127502441406
82,script_165234.txt,Function,Cloud masking,Cloud And Shade Masking,0.9589475989341736,Image Cloud Masking,0.9017100930213928
83,script_165234.txt,Function,Image scaling,Image Scaling,0.977734923362732,Image Scaling,0.9617841243743896
84,script_165234.txt,Function,NDVI calculation,Computes Normalized Difference Vegetation Index (NDVI),0.9001474380493164,Compute Median Of NDVI,0.8637285232543945
85,script_165234.txt,Function,Date extraction,Burn Date Extraction,0.8974716663360596,Burn Date Extraction,0.7821366786956787
86,script_165234.txt,Function,Month extraction,Endmember extraction,0.8508994579315186,Creating Monthly Composite,0.6916620135307312
87,script_165234.txt,Function,Day of year extraction,Burn Date Extraction,0.8438730835914612,Burn Date Extraction,0.6777117252349854
88,script_165234.txt,Function,Quality mosaic creation,Quality Mosaic Generation,0.8715550899505615,Quality Mosaic Generation,0.8077586889266968
89,script_173652.txt,Function,Masking cloud shadows and clouds in Landsat 8 images,Image Cloud Masking,0.901559829711914,Cloud And Cloud Shadow Masking,0.7564899921417236
90,script_173652.txt,Function,Filtering Landsat 8 images by date,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.9034167528152466,Filter Images By Date,0.8273876905441284
91,script_173652.txt,Function,Clipping images to area of interest,Clip Images To A Specific Region,0.9629689455032348,Clip Images To A Specific Region,0.8680708408355713
92,script_173652.txt,Function,Running LandTrendr algorithm,Terrain Data Generation and Analysis,0.8326383233070374,Terrain Flattening,0.6493739485740662
93,script_173652.txt,Function,Getting change map layers,Layer Addition To Map,0.8533334136009216,Layer Addition To Map,0.727338969707489
94,script_173652.txt,Function,Exporting change data to Google Drive,Export Processed Data To Google Drive,0.9450904130935668,Export Processed Data To Google Drive,0.8695521354675293
95,script_174474.txt,Function,Filtering image collection by cloud cover,Filter Image Collection By Cloud Coverage,0.9847007989883424,Filter Image Collection By Cloud Coverage,0.9263248443603516
96,script_174474.txt,Function,Masking clouds and shadows,Cloud And Shade Masking,0.9556217193603516,Cloud And Shade Masking,0.8896570801734924
97,script_174474.txt,Function,Calculating NDVI,Computes Normalized Difference Vegetation Index (NDVI),0.893216073513031,Compute Median Of NDVI,0.8779250383377075
98,script_174474.txt,Function,Compositing images,Generate Image Composites,0.9306178092956544,Generate Image Composites,0.885098934173584
99,script_174747.txt,Function,Filtering country boundaries,Filtering Administrative Boundaries,0.8806114196777344,Filtering Administrative Boundaries,0.8681634664535522
100,script_174747.txt,Function,Importing LST image collection,Import/Load Data,0.8172337412834167,Export Composite Image,0.67391037940979
101,script_174747.txt,Function,Scaling to Kelvin and converting to Celsius,Temperature Calculation,0.8457404375076294,Scaling index/indices values,0.6971960663795471
102,script_174747.txt,Function,Calculating 8-day mean temperature,Temperature Calculation,0.8670471906661987,Temperature Calculation,0.7507599592208862
103,script_174747.txt,Function,Testing trend with Sen's slope,Trend Analysis,0.8483772873878479,Detect Trends In Time Series Data,0.6447591781616211
104,script_179626.txt,Function,Cloud masking,Cloud And Shade Masking,0.9589475989341736,Image Cloud Masking,0.9017100930213928
105,script_179626.txt,Function,Image collection filtering,Filter Image Collection,0.9873438477516174,Filter Image Collection,0.8879127502441406
106,script_179626.txt,Function,NDVI calculation,Computes Normalized Difference Vegetation Index (NDVI),0.9001474380493164,Compute Median Of NDVI,0.8637285232543945
107,script_179626.txt,Function,Thermal band selection,Selects Temperature Data,0.8711318969726562,Selects Temperature Data,0.6967939138412476
108,script_179626.txt,Function,Land Surface Temperature calculation,Surface Temperature Calculation,0.9346209764480592,Surface Temperature Calculation,0.8856273293495178
109,script_180257.txt,Function,Buffering points,Buffering Points,0.9868528842926024,Buffering Points,0.9510499238967896
110,script_180257.txt,Function,Zonal statistics calculation,Area Statistics Calculation,0.9107183814048768,Area Statistics Calculation,0.7382421493530273
111,script_180257.txt,Function,Image masking,Image Masking,0.991538405418396,Image Masking,0.9768099188804626
112,script_180257.txt,Function,Image renaming,Rename Image Bands,0.8997716903686523,Rename Image Bands,0.7931218147277832
113,script_180257.txt,Function,Image preprocessing,Image Preprocessing,0.9968074560165404,Image Preprocessing,0.9860438108444214
114,script_186294.txt,Function,Filtering image collection by date and bounds,Filter Image Collection By Date And Boundaries,0.9874882698059082,Filter Image Collection By Date And Boundaries,0.9472305774688721
115,script_186294.txt,Function,Applying NDVI function to images,Add NDVI Band To Images,0.9536397457122804,Add NDVI Band To Images,0.8491279482841492
116,script_186294.txt,Function,Updating image mask,Image Masking,0.91681170463562,Update Masks,0.8262476921081543
117,script_186294.txt,Function,Exporting image to drive,Export Processed Images To Drive,0.941817045211792,Export Processed Images To Drive,0.8614711165428162
118,script_186319.txt,Function,Image collection filtering,Filter Image Collection,0.9873438477516174,Filter Image Collection,0.8879127502441406
119,script_186319.txt,Function,Image normalization,Image Normalization,0.9953984022140504,Image Normalization,0.9615973234176636
120,script_186319.txt,Function,NDVI calculation,Computes Normalized Difference Vegetation Index (NDVI),0.9001474380493164,Compute Median Of NDVI,0.8637285232543945
121,script_186319.txt,Function,NBR calculation,Calculate NBR For Pre-Fire Image,0.892743706703186,Calculate NBR for Post-Fire Image,0.7845006585121155
122,script_186319.txt,Function,Image mosaicking,Image Mosaicking,0.938568115234375,Image Mosaicking,0.8890538215637207
123,script_186319.txt,Function,Image exporting,Export Composite Image,0.938091278076172,Export Selected Image,0.8382644653320312
124,script_186320.txt,Function,Image collection filtering,Filter Image Collection,0.9873438477516174,Filter Image Collection,0.8879127502441406
125,script_186320.txt,Function,NDVI calculation,Computes Normalized Difference Vegetation Index (NDVI),0.9001474380493164,Compute Median Of NDVI,0.8637285232543945
126,script_186320.txt,Function,NBR calculation,Calculate NBR For Pre-Fire Image,0.892743706703186,Calculate NBR for Post-Fire Image,0.7845006585121155
127,script_186320.txt,Function,Image mosaicking,Image Mosaicking,0.938568115234375,Image Mosaicking,0.8890538215637207
128,script_186320.txt,Function,Image exporting,Export Composite Image,0.938091278076172,Export Selected Image,0.8382644653320312
129,script_186321.txt,Function,Image collection filtering,Filter Image Collection,0.9873438477516174,Filter Image Collection,0.8879127502441406
130,script_186321.txt,Function,NDVI calculation,Computes Normalized Difference Vegetation Index (NDVI),0.9001474380493164,Compute Median Of NDVI,0.8637285232543945
131,script_186321.txt,Function,NBR calculation,Calculate NBR For Pre-Fire Image,0.892743706703186,Calculate NBR for Post-Fire Image,0.7845006585121155
132,script_186321.txt,Function,Image mosaicking,Image Mosaicking,0.938568115234375,Image Mosaicking,0.8890538215637207
133,script_186321.txt,Function,Image exporting,Export Composite Image,0.938091278076172,Export Selected Image,0.8382644653320312
134,script_186323.txt,Function,Image collection filtering,Filter Image Collection,0.9873438477516174,Filter Image Collection,0.8879127502441406
135,script_186323.txt,Function,NDVI calculation,Computes Normalized Difference Vegetation Index (NDVI),0.9001474380493164,Compute Median Of NDVI,0.8637285232543945
136,script_186323.txt,Function,NBR calculation,Calculate NBR For Pre-Fire Image,0.892743706703186,Calculate NBR for Post-Fire Image,0.7845006585121155
137,script_186323.txt,Function,Image mosaicking,Image Mosaicking,0.938568115234375,Image Mosaicking,0.8890538215637207
138,script_186323.txt,Function,Image exporting,Export Composite Image,0.938091278076172,Export Selected Image,0.8382644653320312
139,script_186325.txt,Function,Image collection filtering,Filter Image Collection,0.9873438477516174,Filter Image Collection,0.8879127502441406
140,script_186325.txt,Function,NDVI calculation,Computes Normalized Difference Vegetation Index (NDVI),0.9001474380493164,Compute Median Of NDVI,0.8637285232543945
141,script_186325.txt,Function,NBR calculation,Calculate NBR For Pre-Fire Image,0.892743706703186,Calculate NBR for Post-Fire Image,0.7845006585121155
142,script_186325.txt,Function,Image casting,Image Mapping,0.8577049374580383,Image Masking,0.7714536190032959
143,script_186325.txt,Function,Image mosaicking,Image Mosaicking,0.938568115234375,Image Mosaicking,0.8890538215637207
144,script_186325.txt,Function,Image exporting,Export Composite Image,0.938091278076172,Export Selected Image,0.8382644653320312
145,script_186326.txt,Function,Image collection filtering,Filter Image Collection,0.9873438477516174,Filter Image Collection,0.8879127502441406
146,script_186326.txt,Function,NDVI calculation,Computes Normalized Difference Vegetation Index (NDVI),0.9001474380493164,Compute Median Of NDVI,0.8637285232543945
147,script_186326.txt,Function,NBR calculation,Calculate NBR For Pre-Fire Image,0.892743706703186,Calculate NBR for Post-Fire Image,0.7845006585121155
148,script_186326.txt,Function,Image mosaicking,Image Mosaicking,0.938568115234375,Image Mosaicking,0.8890538215637207
149,script_186326.txt,Function,Image exporting,Export Composite Image,0.938091278076172,Export Selected Image,0.8382644653320312
150,script_186329.txt,Function,Image collection filtering,Filter Image Collection,0.9873438477516174,Filter Image Collection,0.8879127502441406
151,script_186329.txt,Function,Image sorting,Sort Images,0.9718378186225892,Sort Images,0.878219485282898
152,script_186329.txt,Function,Image filtering by bounds,Filter Image Collection By Bounds,0.9449837803840636,Filter Image Collection By Bounds,0.8815534114837646
153,script_186329.txt,Function,Image filtering by cloud cover,Filter Images By Cloud Cover,0.9780943393707277,Filter Images By Cloud Cover,0.9234503507614136
154,script_186329.txt,Function,NDVI calculation,Computes Normalized Difference Vegetation Index (NDVI),0.9001474380493164,Compute Median Of NDVI,0.8637285232543945
155,script_186329.txt,Function,NBR calculation,Calculate NBR For Pre-Fire Image,0.892743706703186,Calculate NBR for Post-Fire Image,0.7845006585121155
156,script_186329.txt,Function,Image casting,Image Mapping,0.8577049374580383,Image Masking,0.7714536190032959
157,script_186329.txt,Function,Image exporting,Export Composite Image,0.938091278076172,Export Selected Image,0.8382644653320312
158,script_186329.txt,Function,Mosaic creation,Quality Mosaic Generation,0.8756875991821289,Image Mosaicking,0.8106720447540283
159,script_186329.txt,Function,Image visualization,Enhancing Image Visualization,0.9234810471534728,Enhancing Image Visualization,0.9001052379608154
160,script_186332.txt,Function,Image collection filtering,Filter Image Collection,0.9873438477516174,Filter Image Collection,0.8879127502441406
161,script_186332.txt,Function,Buffer creation,Buffer Creation,0.9911109209060668,Buffer Creation,0.9423303008079529
162,script_186332.txt,Function,NDVI calculation,Computes Normalized Difference Vegetation Index (NDVI),0.9001474380493164,Compute Median Of NDVI,0.8637285232543945
163,script_186332.txt,Function,Image classification,Classify Images Based On Training Data,0.9349048137664796,Image Differencing,0.7922650575637817
164,script_186332.txt,Function,Clustering,Cluster Analysis,0.9331508874893188,Image Clustering,0.894335150718689
165,script_186332.txt,Function,Image masking,Image Masking,0.991538405418396,Image Masking,0.9768099188804626
166,script_186332.txt,Function,Image visualization,Enhancing Image Visualization,0.9234810471534728,Enhancing Image Visualization,0.9001052379608154
167,script_186333.txt,Function,Image collection filtering,Filter Image Collection,0.9873438477516174,Filter Image Collection,0.8879127502441406
168,script_186333.txt,Function,NDVI calculation,Computes Normalized Difference Vegetation Index (NDVI),0.9001474380493164,Compute Median Of NDVI,0.8637285232543945
169,script_186333.txt,Function,Image clustering,Image Clustering,0.9929119944572448,Image Clustering,0.9020026922225952
170,script_186333.txt,Function,Unsupervised classification,Unsupervised Clustering,0.9110695123672484,Unsupervised Clustering,0.8570997714996338
171,script_186333.txt,Function,Image masking,Image Masking,0.991538405418396,Image Masking,0.9768099188804626
172,script_186333.txt,Function,Buffer creation,Buffer Creation,0.9911109209060668,Buffer Creation,0.9423303008079529
173,script_186333.txt,Function,Image sampling,Sampling Image,0.9352947473526,Sampling Image,0.9420669078826904
174,script_186333.txt,Function,Clusterer training,Train A Clusterer,0.967879056930542,Train A Clusterer,0.882642924785614
175,script_186333.txt,Function,Image clustering,Image Clustering,0.9929119944572448,Image Clustering,0.9020026922225952
176,script_186333.txt,Function,Image remapping,Image Mapping,0.956612229347229,Remapping,0.9004671573638916
177,script_186333.txt,Function,Image visualization,Enhancing Image Visualization,0.9234810471534728,Enhancing Image Visualization,0.9001052379608154
178,script_186334.txt,Function,Image collection filtering,Filter Image Collection,0.9873438477516174,Filter Image Collection,0.8879127502441406
179,script_186334.txt,Function,Buffer creation,Buffer Creation,0.9911109209060668,Buffer Creation,0.9423303008079529
180,script_186334.txt,Function,NDVI calculation,Computes Normalized Difference Vegetation Index (NDVI),0.9001474380493164,Compute Median Of NDVI,0.8637285232543945
181,script_186334.txt,Function,Unsupervised classification,Unsupervised Clustering,0.9110695123672484,Unsupervised Clustering,0.8570997714996338
182,script_186334.txt,Function,Image masking,Image Masking,0.991538405418396,Image Masking,0.9768099188804626
183,script_186334.txt,Function,Clusterer training,Train A Clusterer,0.967879056930542,Train A Clusterer,0.882642924785614
184,script_186334.txt,Function,Image clustering,Image Clustering,0.9929119944572448,Image Clustering,0.9020026922225952
185,script_186334.txt,Function,Class merging,Merging (Combining Multiple Bands),0.8329855799674988,Merging (Combining Multiple Bands),0.699325680732727
186,script_186334.txt,Function,Image visualization,Enhancing Image Visualization,0.9234810471534728,Enhancing Image Visualization,0.9001052379608154
187,script_186356.txt,Function,Refined Lee speckle filtering,Refined Lee Speckle Filtering,0.988187313079834,Refined Lee Speckle Filtering,0.9770348072052002
188,script_186356.txt,Function,Image collection filtering,Filter Image Collection,0.9873438477516174,Filter Image Collection,0.8879127502441406
189,script_186356.txt,Function,Image classification,Classify Images Based On Training Data,0.9349048137664796,Image Differencing,0.7922650575637817
190,script_186356.txt,Function,Training data creation,Training Data Creation,0.9918566942214966,Training Data Creation,0.9515550136566162
191,script_186365.txt,Function,Image filtering,Filter Images,0.9644411206245422,Filter Images,0.8682696223258972
192,script_186365.txt,Function,NDVI calculation,Computes Normalized Difference Vegetation Index (NDVI),0.9001474380493164,Compute Median Of NDVI,0.8637285232543945
193,script_186365.txt,Function,EVI calculation,"Calculate Other Vegetation Indices/index (SAVI, EVI)",0.8673967719078064,"Calculate Other Vegetation Indices/index (SAVI, EVI)",0.7356406450271606
194,script_186365.txt,Function,NDWI calculation,Calculates Normalized Difference Water Index (NDWI),0.911914587020874,Calculates Normalized Difference Water Index (NDWI),0.7937206029891968
195,script_186365.txt,Function,NDWBI calculation,Calculate Normalized Difference Water Body Index (NDWBI),0.8837507963180542,Calculate Normalized Difference Water Body Index (NDWBI),0.8000106811523438
196,script_186365.txt,Function,NDBI calculation,Calculate Normalized Difference Water Body Index (NDWBI),0.8675980567932129,Calculate Normalized Difference Water Body Index (NDWBI),0.7139097452163696
197,script_186365.txt,Function,BAI calculation,Burn Area Index Calculation,0.8419405221939087,Burn Area Index Calculation,0.6414739489555359
198,script_186365.txt,Function,NBRT calculation,Calculate NBR For Pre-Fire Image,0.8730853199958801,Calculate Difference Normalized Burn Ratio (dNBR),0.651654839515686
199,script_186365.txt,Function,NDSI calculation,Calculates Normalized Difference Water Index (NDWI),0.8568943738937378,Compute Median Of NDVI,0.734783411026001
200,script_186365.txt,Function,Linear transformation,Distance Transformation,0.8651087284088135,Distance Transformation,0.7441473603248596
201,script_186365.txt,Function,Principal component analysis,Principal Component Analysis (PCA),0.9333736896514891,Principal Component Analysis (PCA),0.7903065085411072
202,script_186365.txt,Function,Spectral unmixing,Spectral Unmixing,0.9935093522071838,Spectral Unmixing,0.9763465523719788
203,script_186365.txt,Function,HSV transformation,Harmonization Transformation,0.819490909576416,Harmonization Transformation,0.596318244934082
204,script_186378.txt,Function,Add NDVI and time to image,Add NDVI Band To Images,0.9180727005004884,Add NDVI Band To Images,0.8123910427093506
205,script_186378.txt,Function,Filter image collection by date and bounds,Filter Image Collection By Date And Boundaries,0.9897128343582152,Filter Image Collection By Date And Boundaries,0.9546441435813904
206,script_186378.txt,Function,Clip image to area of interest,Clip Images To A Specific Region,0.9486805200576782,Clip Images To A Specific Region,0.8638193011283875
207,script_186378.txt,Function,Join image collections by date,Filter Image Collection By Date,0.922033429145813,Filter Image Collection By Date,0.8311371803283691
208,script_186378.txt,Function,Reduce regions for each station,Reduction Of Image Regions,0.8494389057159424,Reduction Of Image Regions,0.6913158297538757
209,script_186380.txt,Function,Buffering survey points,Buffering Points,0.8908885717391968,Buffering Points,0.821628212928772
210,script_186380.txt,Function,Clipping images to buffer,Clip Images To A Specific Region,0.9245373010635376,Select And Clip Image,0.7825603485107422
211,script_186380.txt,Function,Cloud masking,Cloud And Shade Masking,0.9589475989341736,Image Cloud Masking,0.9017100930213928
212,script_186380.txt,Function,Adding spectral indices,Addition Of Spectral Indices,0.9294224977493286,Addition Of Spectral Indices,0.9012546539306641
213,script_186380.txt,Function,Calculating mean values around survey points,Compute Mean Values,0.8849571943283081,Calculates Median Values,0.7559369802474976
214,script_186418.txt,Function,Filter image collection by date and polygon,Filter Image Collection By Date,0.9474164843559264,Filter Image Collection By Date,0.897490382194519
215,script_186418.txt,Function,Compute Landsat 8 calibrated radiance,Radiance calculation,0.8486490249633789,Radiance calculation,0.6890817880630493
216,script_186418.txt,Function,Compute Landsat 8 TOA collection,Mosaic Landsat Images,0.8233603239059448,"Merge, Harmonize, And Standardize Landsat Image Collections",0.5602878332138062
217,script_186418.txt,Function,Compute Landsat 8 SR collection,Mosaic Landsat Images,0.8400303721427917,"Merge, Harmonize, And Standardize Landsat Image Collections",0.6104350090026855
218,script_186418.txt,Function,Get NCEP atmospheric data,Selects Air Temperature Data,0.8243921995162964,Selects Air Temperature Data,0.6532522439956665
219,script_186418.txt,Function,Join Landsat collections,"Merge, Harmonize, And Standardize Landsat Image Collections",0.8606548309326172,"Merge, Harmonize, And Standardize Landsat Image Collections",0.7434173822402954
220,script_186418.txt,Function,Compute NDVI,Computes Normalized Difference Vegetation Index (NDVI),0.8988722562789917,Compute Median Of NDVI,0.8787295818328857
