Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity
65,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Image Collection Filtering
66,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Cloud Masking
67,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,NDVI Calculation
68,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Image Differencing
69,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Standard Anomaly Calculation
70,script_120271.txt,COPERNICUS/S2_SR,ActOn,Filter image collection
71,script_120271.txt,COPERNICUS/S2_SR,ActOn,Compute median
72,script_120271.txt,COPERNICUS/S2_SR,ActOn,Clip image
73,script_120271.txt,COPERNICUS/S2_SR,ActOn,Calculate NDVI
74,script_120271.txt,users/gena/packages:colorbrewer,ActOn,Draw gradient bar
75,script_120271.txt,users/gena/packages:style,ActOn,Draw frame
76,script_120271.txt,users/gena/packages:style,ActOn,Draw scalebar
77,script_120271.txt,users/gena/packages:palettes,ActOn,Draw gradient bar
78,script_120271.txt,users/gena/packages:utils,ActOn,None
79,script_120557.txt,TIGER/2016/States,ActOn,Filtering image collection by region
80,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Masking cloudy pixels
81,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Calculating water and vegetation indices
82,script_120557.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Classifying land cover
83,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Image collection filtering
84,script_125294.txt,users/GeoForPy/Tesis/EcorregionAltoParana,ActOn,Map visualization
85,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Cloud masking for Landsat 5 images
86,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Percentile calculation
87,script_125294.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Image compositing
88,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Filtering image collection by bounds and date
89,script_144864.txt,users/thao226355/share/VietNam_Ranh_gioi_tinh,ActOn,Image clipping and spatial analysis
90,script_144864.txt,COPERNICUS/S2_SR,ActOn,Cloud masking and image quality assessment
91,script_144864.txt,COPERNICUS/S2_SR,ActOn,NDVI calculation and land cover classification
92,script_155017.txt,MODIS/006/MOD11A1,ActOn,Filtering image collection by bounds
93,script_155017.txt,MODIS/006/MOD11A1,ActOn,Filtering image collection by date
94,script_155017.txt,MODIS/006/MOD11A1,ActOn,Clipping images to geometry
95,script_155017.txt,MODIS/006/MOD11A1,ActOn,Scaling LST values
96,script_155017.txt,MODIS/006/MOD11A1,ActOn,Reducing regions to mean LST
97,script_155017.txt,MODIS/006/MOD11A1,ActOn,Joining tables by label
98,script_155017.txt,MODIS/006/MOD11A1,ActOn,Formatting table values
99,script_165234.txt,MODIS/006/MOD09GA,ActOn,Image collection filtering
100,script_165234.txt,MODIS/006/MOD09GA,ActOn,Cloud masking
101,script_165234.txt,MODIS/006/MOD09GA,ActOn,Image scaling
102,script_165234.txt,MODIS/006/MOD09GA,ActOn,NDVI calculation
103,script_165234.txt,MODIS/006/MOD09GA,ActOn,Date extraction
104,script_165234.txt,MODIS/006/MOD09GA,ActOn,Month extraction
105,script_165234.txt,MODIS/006/MOD09GA,ActOn,Day of year extraction
106,script_165234.txt,users/giswqs/public/countries,ActOn,Region of interest filtering
107,script_173652.txt,users/jrmancerafGEE/POL_SUB_AE_1055,ActOn,Clipping images to area of interest
108,script_173652.txt,users/jrmancerafGEE/POL_SUB_AE_1055,ActOn,Running LandTrendr algorithm
109,script_173652.txt,users/jrmancerafGEE/PTS_SUB_AE_1055,ActOn,Exporting change data to Google Drive
110,script_173652.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Masking cloud shadows and clouds in Landsat 8 images
111,script_173652.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Filtering Landsat 8 images by date
112,script_173652.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Getting change map layers
113,script_174474.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Filtering image collection by cloud cover
114,script_174474.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Masking clouds and shadows
115,script_174474.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Calculating NDVI
116,script_174474.txt,LANDSAT/LT05/C01/T1_SR,ActOn,Compositing images
117,script_174747.txt,users/juanjoseromeroacm21/MORELIA,ActOn,Filtering country boundaries
118,script_174747.txt,users/juanjoseromeroacm21/MORELIA,ActOn,Calculating 8-day mean temperature
119,script_174747.txt,users/juanjoseromeroacm21/michoacan_state,ActOn,Filtering country boundaries
120,script_174747.txt,users/juanjoseromeroacm21/michoacan_state,ActOn,Calculating 8-day mean temperature
121,script_174747.txt,USDOS/LSIB_SIMPLE/2017,ActOn,Filtering country boundaries
122,script_174747.txt,MODIS/MOD11A2,ActOn,Importing LST image collection
123,script_174747.txt,MODIS/MOD11A2,ActOn,Scaling to Kelvin and converting to Celsius
124,script_174747.txt,MODIS/MOD11A2,ActOn,Calculating 8-day mean temperature
125,script_174747.txt,MODIS/MOD11A2,ActOn,Testing trend with Sen's slope
126,script_179626.txt,users/KARTIKA_EAA/Semarang,ActOn,Geometry definition
127,script_179626.txt,users/KARTIKA_EAA/Semarang,ActOn,Boundary visualization
128,script_179626.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Cloud masking
129,script_179626.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Image collection filtering
130,script_179626.txt,LANDSAT/LC08/C01/T1_SR,ActOn,NDVI calculation
131,script_179626.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Thermal band selection
132,script_179626.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Land Surface Temperature calculation
133,script_180257.txt,users/Katemiller125/Illilouette,ActOn,Buffering points
134,script_180257.txt,users/Katemiller125/Illilouette,ActOn,Zonal statistics calculation
135,script_180257.txt,LANDSAT/LE07/C02/T1_L2,ActOn,Image masking
136,script_180257.txt,LANDSAT/LE07/C02/T1_L2,ActOn,Image renaming
137,script_180257.txt,LANDSAT/LE07/C02/T1_L2,ActOn,Image preprocessing
138,script_180257.txt,LANDSAT/LE07/C01/T1_SR,ActOn,Zonal statistics calculation
139,script_180257.txt,LANDSAT/LE07/C01/T1_SR,ActOn,Image preprocessing
140,script_186294.txt,COPERNICUS/S2,ActOn,Filtering image collection by date and bounds
141,script_186294.txt,COPERNICUS/S2,ActOn,Applying NDVI function to images
142,script_186294.txt,COPERNICUS/S2,ActOn,Updating image mask
143,script_186294.txt,ft:1XPgyHDQHN4d5IF4x8u5ZkJxkVQ_xKWFFuUTi9ofT,ActOn,Filtering image collection by bounds
144,script_186294.txt,ft:1XPgyHDQHN4d5IF4x8u5ZkJxkVQ_xKWFFuUTi9ofT,ActOn,Exporting image to drive
145,script_186320.txt,COPERNICUS/S2,ActOn,Image collection filtering
146,script_186320.txt,COPERNICUS/S2,ActOn,NDVI calculation
147,script_186320.txt,COPERNICUS/S2,ActOn,NBR calculation
148,script_186320.txt,COPERNICUS/S2,ActOn,Image mosaicking
149,script_186320.txt,COPERNICUS/S2,ActOn,Image exporting
150,script_186320.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Image collection filtering
151,script_186320.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Image exporting
152,script_186321.txt,COPERNICUS/S2,ActOn,Image collection filtering
153,script_186321.txt,COPERNICUS/S2,ActOn,NDVI calculation
154,script_186321.txt,COPERNICUS/S2,ActOn,NBR calculation
155,script_186321.txt,COPERNICUS/S2,ActOn,Image mosaicking
156,script_186321.txt,COPERNICUS/S2,ActOn,Image exporting
157,script_186321.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Image collection filtering
158,script_186321.txt,ft:1ovvyN_dzo01mRw8uSNMIYNg-HKyGTrqLErfg26X0,ActOn,Image exporting
159,script_186323.txt,LANDSAT/LC8_SR,ActOn,Image collection filtering
160,script_186323.txt,LANDSAT/LC8_L1T_TOA,ActOn,Image collection filtering
161,script_186323.txt,LANDSAT/LC8_SR,ActOn,NDVI calculation
162,script_186323.txt,LANDSAT/LC8_L1T_TOA,ActOn,NDVI calculation
163,script_186323.txt,LANDSAT/LC8_SR,ActOn,NBR calculation
164,script_186323.txt,LANDSAT/LC8_L1T_TOA,ActOn,NBR calculation
165,script_186323.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,Image collection filtering
166,script_186323.txt,LANDSAT/LE7_L1T_TOA,ActOn,Image collection filtering
167,script_186323.txt,COPERNICUS/S2,ActOn,Image collection filtering
168,script_186323.txt,ft:1XKfDbVsTtinnWZ5Ki89j8074Zm9k2XFHiATs1XNR,ActOn,Image exporting
169,script_186323.txt,ft:1XKfDbVsTtinnWZ5Ki89j8074Zm9k2XFHiATs1XNR,ActOn,Image mosaicking
170,script_186325.txt,LANDSAT/LC8_SR,ActOn,Image collection filtering
171,script_186325.txt,LANDSAT/LC8_SR,ActOn,NDVI calculation
172,script_186325.txt,LANDSAT/LC8_SR,ActOn,NBR calculation
173,script_186325.txt,LANDSAT/LC8_L1T_TOA,ActOn,Image casting
174,script_186325.txt,LANDSAT/LC8_L1T_TOA,ActOn,Image mosaicking
175,script_186325.txt,LANDSAT/LC8_L1T_TOA,ActOn,Image exporting
176,script_186325.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,Image collection filtering
177,script_186325.txt,LANDSAT/LE7_L1T_TOA,ActOn,Image collection filtering
178,script_186325.txt,COPERNICUS/S2,ActOn,Image collection filtering
179,script_186325.txt,ft:1TFcNAU6zr_9svAb610dlsyqNiiXMLYlFrfP23ZuH,ActOn,Image exporting
180,script_186325.txt,ft:1TFcNAU6zr_9svAb610dlsyqNiiXMLYlFrfP23ZuH,ActOn,Image mosaicking
181,script_186326.txt,COPERNICUS/S2,ActOn,Image collection filtering
182,script_186326.txt,COPERNICUS/S2,ActOn,NDVI calculation
183,script_186326.txt,COPERNICUS/S2,ActOn,NBR calculation
184,script_186326.txt,COPERNICUS/S2,ActOn,Image mosaicking
185,script_186326.txt,COPERNICUS/S2,ActOn,Image exporting
186,script_186326.txt,ft:1TFcNAU6zr_9svAb610dlsyqNiiXMLYlFrfP23ZuH,ActOn,Image collection filtering
187,script_186326.txt,ft:1TFcNAU6zr_9svAb610dlsyqNiiXMLYlFrfP23ZuH,ActOn,Image exporting
188,script_186332.txt,MODIS/006/MOD09Q1,ActOn,Image collection filtering
189,script_186332.txt,MODIS/006/MOD09Q1,ActOn,Buffer creation
190,script_186332.txt,MODIS/006/MOD09Q1,ActOn,NDVI calculation
191,script_186332.txt,MODIS/006/MOD09Q1,ActOn,Image classification
192,script_186332.txt,MODIS/006/MOD09Q1,ActOn,Clustering
193,script_186332.txt,sugarmills,ActOn,Buffer creation
194,script_186332.txt,sugarmills,ActOn,Image masking
195,script_186332.txt,ubb,ActOn,Image clipping
196,script_186332.txt,ubb,ActOn,Image visualization
197,script_186333.txt,MODIS/006/MOD09Q1,ActOn,Image collection filtering
198,script_186333.txt,MODIS/006/MOD09Q1,ActOn,NDVI calculation
199,script_186333.txt,MODIS/006/MOD09Q1,ActOn,Image clustering
200,script_186333.txt,MODIS/006/MOD09Q1,ActOn,Unsupervised classification
201,script_186333.txt,sugarmills,ActOn,Buffer creation
202,script_186333.txt,sugarmills,ActOn,Image masking
203,script_186333.txt,ubb,ActOn,Image clipping
204,script_186333.txt,ubb,ActOn,Image sampling
205,script_186333.txt,ubb,ActOn,Clusterer training
206,script_186334.txt,MODIS/006/MOD09Q1,ActOn,Image collection filtering
207,script_186334.txt,MODIS/006/MOD09Q1,ActOn,NDVI calculation
208,script_186334.txt,MODIS/006/MOD09Q1,ActOn,Unsupervised classification
209,script_186334.txt,MODIS/006/MOD09Q1,ActOn,Image clustering
210,script_186334.txt,users/khoapv/Ranhgioi_DL,ActOn,Buffer creation
211,script_186334.txt,users/khoapv/Ranhgioi_DL,ActOn,Image masking
212,script_186334.txt,users/khoapv/Ranhgioi_DL,ActOn,Class merging
213,script_186334.txt,users/khoapv/Ranhgioi_DL,ActOn,Image visualization
214,script_186334.txt,MODIS/006/MOD09Q1,ActOn,Image visualization
215,script_186356.txt,COPERNICUS/S1_GRD,ActOn,Image collection filtering
216,script_186356.txt,COPERNICUS/S1_GRD,ActOn,Refined Lee speckle filtering
217,script_186356.txt,COPERNICUS/S1_GRD,ActOn,Image classification
218,script_186356.txt,COPERNICUS/S1_GRD,ActOn,Training data creation
219,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,ActOn,Image filtering
220,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,ActOn,NDVI calculation
221,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,ActOn,EVI calculation
222,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,ActOn,NDWI calculation
223,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,ActOn,NDWBI calculation
224,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,ActOn,NDBI calculation
225,script_186365.txt,LANDSAT/LT5_L1T_TOA,ActOn,Linear transformation
226,script_186365.txt,LANDSAT/LT5_L1T_TOA,ActOn,Principal component analysis
227,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,ActOn,BAI calculation
228,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,ActOn,NBRT calculation
229,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,ActOn,NDSI calculation
230,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,ActOn,Spectral unmixing
231,script_186365.txt,LANDSAT/LC08/C01/T1_TOA,ActOn,HSV transformation
232,script_186378.txt,users/khoapv/xatong,ActOn,Define study area
233,script_186378.txt,users/khoapv/xatong,ActOn,Filter image collection by bounds
234,script_186378.txt,COPERNICUS/S1_GRD,ActOn,Filter image collection by date and bounds
235,script_186378.txt,COPERNICUS/S1_GRD,ActOn,Add time to image
236,script_186378.txt,COPERNICUS/S1_GRD,ActOn,Clip image to area of interest
237,script_186378.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Filter image collection by date and bounds
238,script_186378.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Add NDVI and time to image
239,script_186378.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Clip image to area of interest
240,script_186378.txt,COPERNICUS/S2,ActOn,Filter image collection by date and bounds
241,script_186378.txt,COPERNICUS/S2,ActOn,Add NDVI and time to image
242,script_186378.txt,COPERNICUS/S2,ActOn,Clip image to area of interest
243,script_186378.txt,COPERNICUS/S1_GRD,ActOn,Join image collections by date
244,script_186378.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Join image collections by date
245,script_186378.txt,COPERNICUS/S1_GRD,ActOn,Reduce regions for each station
246,script_186378.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Reduce regions for each station
247,script_186380.txt,ft:1QKw5K7582CuFBKiqDcYEPADrvjHTLAkz3EIxL_TI,ActOn,Buffering survey points
248,script_186380.txt,ft:1iQ8RECwcWSVF3AkSPVdxgpnENRJc-su6G6c1CZiF,ActOn,Buffering survey points
249,script_186380.txt,ft:1QKw5K7582CuFBKiqDcYEPADrvjHTLAkz3EIxL_TI,ActOn,Clipping images to buffer
250,script_186380.txt,ft:1iQ8RECwcWSVF3AkSPVdxgpnENRJc-su6G6c1CZiF,ActOn,Clipping images to buffer
251,script_186380.txt,LANDSAT/LC8_L1T_TOA,ActOn,Cloud masking
252,script_186380.txt,LANDSAT/LC8_L1T_TOA,ActOn,Adding spectral indices
253,script_186380.txt,LANDSAT/LC8_L1T_TOA,ActOn,Calculating mean values around survey points
254,script_186380.txt,LANDSAT/LE7_L1T_TOA,ActOn,Cloud masking
255,script_186380.txt,LANDSAT/LE7_L1T_TOA,ActOn,Adding spectral indices
256,script_186380.txt,LANDSAT/LE7_L1T_TOA,ActOn,Calculating mean values around survey points
257,script_186418.txt,LANDSAT/LC08/C01/T1_32DAY_NDVI,ActOn,Filter image collection by date and polygon
258,script_186418.txt,LANDSAT/LC08/C01/T1_32DAY_NDVI,ActOn,Compute NDVI
259,script_186418.txt,LANDSAT/LC08/C01/T1,ActOn,Compute Landsat 8 calibrated radiance
260,script_186418.txt,LANDSAT/LC08/C01/T1,ActOn,Join Landsat collections
261,script_186418.txt,LANDSAT/LC8_SR,ActOn,Compute Landsat 8 SR collection
262,script_186418.txt,LANDSAT/LC8_SR,ActOn,Join Landsat collections
263,script_186418.txt,NCEP_RE/surface_temp,ActOn,Get NCEP atmospheric data
264,script_186418.txt,NCEP_RE/surface_wv,ActOn,Get NCEP atmospheric data
265,script_186418.txt,NCEP_RE/surface_temp,ActOn,Compute surface temperature
266,script_186418.txt,NCEP_RE/surface_wv,ActOn,Compute surface temperature
267,script_186418.txt,LANDSAT/LC08/C01/T1,ActOn,Compute emissivity
268,script_186418.txt,LANDSAT/LC8_SR,ActOn,Compute emissivity
269,script_186418.txt,LANDSAT/LC08/C01/T1,ActOn,Compute surface temperature
270,script_186418.txt,LANDSAT/LC8_SR,ActOn,Compute surface temperature
271,script_186449.txt,LANDSAT/LC08/C01/T1_SR/LC08_118062_20150819,ActOn,Image selection and filtering
272,script_186449.txt,LANDSAT/LC08/C01/T1_SR/LC08_118062_20150819,ActOn,Feature collection creation
273,script_186449.txt,LANDSAT/LC08/C01/T1_SR/LC08_118062_20150819,ActOn,Image sampling
274,script_186449.txt,LANDSAT/LC08/C01/T1_SR/LC08_118062_20150819,ActOn,Scatter plot generation
275,script_186466.txt,COPERNICUS/S1_GRD,ActOn,Filtering image collection by polarization and date
276,script_186466.txt,COPERNICUS/S1_GRD,ActOn,Creating composite image from means at different polarizations and look angles
277,script_186466.txt,COPERNICUS/S1_GRD,ActOn,Exporting images to Drive
278,script_186466.txt,ft:10RV_TKg9w5SMTutAz-XZpGcd2ejYgbQs6IVy2TF7,ActOn,Filtering image collection by geometry
279,script_186466.txt,ft:10RV_TKg9w5SMTutAz-XZpGcd2ejYgbQs6IVy2TF7,ActOn,Creating composite image from means at different polarizations and look angles
280,script_186503.txt,COPERNICUS/S1_GRD,ActOn,Filtering Sentinel-1 image collection
281,script_186503.txt,COPERNICUS/S1_GRD,ActOn,Applying Refined Lee speckle filter
282,script_186503.txt,COPERNICUS/S1_GRD,ActOn,Converting to natural units
283,script_186503.txt,COPERNICUS/S1_GRD,ActOn,Converting to dB
284,script_186503.txt,ee.FeatureCollection(urban),ActOn,Classifying land cover using CART algorithm
285,script_186503.txt,ee.FeatureCollection(forest),ActOn,Classifying land cover using CART algorithm
286,script_186503.txt,ee.FeatureCollection(water),ActOn,Classifying land cover using CART algorithm
287,script_186528.txt,COPERNICUS/S1_GRD,ActOn,Image collection filtering
288,script_186528.txt,COPERNICUS/S1_GRD,ActOn,Refined Lee speckle filtering
289,script_186528.txt,COPERNICUS/S1_GRD,ActOn,Image classification
290,script_186528.txt,COPERNICUS/S1_GRD,ActOn,Training data creation
291,script_186540.txt,LANDSAT/LC8_L1T_TOA_FMASK,ActOn,Filter image collection by date and location
292,script_186540.txt,LANDSAT/LC8_L1T_TOA_FMASK,ActOn,Cloud masking
293,script_186540.txt,LANDSAT/LC8_L1T_TOA_FMASK,ActOn,NDVI calculation
294,script_186540.txt,ft:1XPgyHDQHN4d5IF4x8u5ZkJxkVQ_xKWFFuUTi9ofT,ActOn,Filter image collection by location
295,script_186562.txt,LANDSAT/LC8_SR,ActOn,Image collection filtering
296,script_186562.txt,LANDSAT/LC8_L1T_TOA,ActOn,Image collection filtering
297,script_186562.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,Image collection filtering
298,script_186562.txt,LANDSAT/LT5_L1T_TOA_FMASK,ActOn,Image collection filtering
299,script_186562.txt,COPERNICUS/S2,ActOn,Image collection filtering
300,script_186562.txt,LANDSAT/LC8_SR,ActOn,NDVI calculation
301,script_186562.txt,LANDSAT/LC8_L1T_TOA,ActOn,NDVI calculation
302,script_186562.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,NDVI calculation
303,script_186562.txt,LANDSAT/LT5_L1T_TOA_FMASK,ActOn,NDVI calculation
304,script_186562.txt,COPERNICUS/S2,ActOn,NDVI calculation
305,script_186562.txt,LANDSAT/LC8_SR,ActOn,NBR calculation
306,script_186562.txt,LANDSAT/LC8_L1T_TOA,ActOn,NBR calculation
307,script_186562.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,NBR calculation
308,script_186562.txt,LANDSAT/LT5_L1T_TOA_FMASK,ActOn,NBR calculation
309,script_186562.txt,COPERNICUS/S2,ActOn,NBR calculation
310,script_186562.txt,ft:1jAZtLqcNzJvkjSwTMe9CGASiWffqNQRuDRynFPAe,ActOn,Map visualization
311,script_186562.txt,ft:1jAZtLqcNzJvkjSwTMe9CGASiWffqNQRuDRynFPAe,ActOn,Image exporting
312,script_186601.txt,COPERNICUS/S1_GRD,ActOn,Filtering image collection by polarization and date
313,script_186601.txt,COPERNICUS/S1_GRD,ActOn,Creating composite image from means at different polarizations and look angles
314,script_186601.txt,COPERNICUS/S1_GRD,ActOn,Exporting images to Drive
315,script_186601.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,Filtering image collection by geometry
316,script_186601.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,Filtering image collection by geometry
317,script_186601.txt,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,ActOn,Filtering image collection by geometry
318,script_186601.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,Detecting water bodies
